"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","Property","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","Security","35","[c]","32300","39070"
"Leaver CS","2022","Undeclared","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Operational Delivery","95","[c]","29870","28650"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Other","55","[c]","25190","21480"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","Economics","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Economics","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Unknown","115","[c]","80590","71500"
"Leaver CS","2022","Unknown","Commercial","Department for Education","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","Commercial","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scottish Government","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education","Communications","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Transport","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Attorney General's Departments","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Department for Work and Pensions","Other","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Unknown","30","[c]","43130","34550"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","45","[c]","47630","45140"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Education","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Department of Health and Social Care","Finance","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Scottish Government","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","75","[c]","22570","21300"
"Leaver CS","2022","Unknown","Human Resources","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Transport","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Department of Health and Social Care","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Ministry of Defence","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Attorney General's Departments","Legal","35","[c]","58700","55000"
"Leaver CS","2022","Unknown","Legal","Attorney General's Departments","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","HM Land Registry","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Cabinet Office","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Cabinet Office","Unknown","100","[c]","35980","29250"
"Leaver CS","2022","Unknown","No function","Charity Commission","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","65","[c]","25280","23440"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Digital, Culture, Media and Sport","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Education","Policy","35","[c]","34500","29360"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Policy","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs","Veterinarian","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","International Trade","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
