"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","G6/G7","Male","715","700","59320","55130"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SCS level","Female","205","185","104420","100980"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SCS level","Male","195","180","106120","102850"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","Female","1900","1755","35990","36330"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","Male","900","875","36250","36330"
"In post","2022","UK Hydrographic Office","Ministry of Defence","AA/AO","Female","35","35","20660","20420"
"In post","2022","UK Hydrographic Office","Ministry of Defence","AA/AO","Male","65","65","20540","20420"
"In post","2022","UK Hydrographic Office","Ministry of Defence","EO","Female","85","80","27510","26740"
"In post","2022","UK Hydrographic Office","Ministry of Defence","EO","Male","140","135","27820","26740"
"In post","2022","UK Hydrographic Office","Ministry of Defence","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","G6/G7","Male","50","50","58350","55760"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SEO/HEO","Female","165","150","37130","33290"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SEO/HEO","Male","335","330","38170","35340"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Female","10","10","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Male","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","Female","55","50","55420","53380"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","Male","60","60","55180","53380"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","70","65","36360","36740"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","55","55","37360","39130"
"In post","2022","UK Statistics Authority","UK Statistics Authority","AA/AO","Female","895","630","20240","19860"
"In post","2022","UK Statistics Authority","UK Statistics Authority","AA/AO","Male","625","455","20480","20350"
"In post","2022","UK Statistics Authority","UK Statistics Authority","EO","Female","470","435","24590","23880"
"In post","2022","UK Statistics Authority","UK Statistics Authority","EO","Male","260","250","24640","23880"
"In post","2022","UK Statistics Authority","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","Female","545","515","53110","51210"
"In post","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","Male","535","530","54520","51210"
"In post","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SCS level","Female","35","35","84300","78050"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SCS level","Male","45","45","85190","75260"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","Female","1415","1335","34260","33710"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","Male","1040","1025","34490","34020"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","EO","Female","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","EO","Male","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","Female","525","465","22400","22010"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","Male","320","315","22240","22010"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","EO","Female","565","510","27530","27000"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","EO","Male","450","430","27280","26950"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","Female","195","185","58840","57150"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","Male","275","265","60280","58090"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","Female","695","645","38370","38000"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","Male","810","780","39140","38870"
"In post","2022","Vehicle Certification Agency","Department for Transport","AA/AO","Female","35","30","21600","21840"
"In post","2022","Vehicle Certification Agency","Department for Transport","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","EO","Female","25","20","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","EO","Male","20","20","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","Male","80","75","41640","39940"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Female","15","15","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Male","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","Male","30","30","57090","54970"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","40","40","37000","38750"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","EO","Female","30","30","29090","28000"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","Male","40","40","80720","75010"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","Female","70","65","46340","44420"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","Male","60","60","47950","46420"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","Female","545","490","24210","24630"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","Male","310","300","24330","24630"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","EO","Female","630","575","28830","29430"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","EO","Male","460","450","28850","29430"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","Female","580","545","61820","61440"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","Male","505","495","63150","61440"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","Female","85","80","83870","78460"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","Male","105","100","89600","81760"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","Female","1665","1550","41260","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","Male","995","970","41670","38160"
"In post","2022","Welsh Revenue Authority","Welsh Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","EO","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","EO","Female","25","20","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","Female","70","[c]","22190","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","Male","35","[c]","22040","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Female","45","[c]","25540","25100"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","40","[c]","36860","36560"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","45","[c]","36900","36030"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","Female","40","[c]","20390","20800"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","Male","40","[c]","20730","20860"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","Female","35","[c]","27470","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","Male","40","[c]","26770","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","Female","115","[c]","61980","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","Male","155","[c]","64520","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","Male","50","[c]","101450","95040"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","Female","125","[c]","35180","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","Male","95","[c]","35440","34550"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Female","40","[c]","22460","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","Female","105","[c]","22160","22200"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","Male","35","[c]","22150","22200"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","Female","90","[c]","57270","55610"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","Male","80","[c]","58250","55610"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Female","35","[c]","36920","38000"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","EO","Female","115","[c]","21900","21120"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","EO","Male","205","[c]","21600","20480"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","Male","60","[c]","57240","55060"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","Female","120","[c]","33130","32490"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","Male","355","[c]","36000","35620"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","Male","35","[c]","17700","17540"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","Male","70","[c]","53050","49090"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
