"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Outside London","Heterosexual / straight","160","[c]","25270","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Outside London","Undeclared","65","[c]","30350","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Outside London","Unknown","35","[c]","29270","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Outside London","Unknown","205","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Outside London","Undeclared","30","[c]","28370","27370"
"Leaver CS","2022","Undeclared","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Outside London","Heterosexual / straight","135","[c]","28880","26610"
"Leaver CS","2022","Undeclared","Ministry of Defence","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Outside London","Undeclared","160","[c]","35090","34940"
"Leaver CS","2022","Undeclared","Ministry of Defence","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","London","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Outside London","Heterosexual / straight","295","[c]","25250","20970"
"Leaver CS","2022","Undeclared","Ministry of Justice","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Outside London","Undeclared","160","[c]","27430","20970"
"Leaver CS","2022","Undeclared","Ministry of Justice","Outside London","Unknown","185","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Outside London","Heterosexual / straight","75","[c]","29020","23880"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","London","Heterosexual / straight","30","[c]","42670","51830"
"Leaver CS","2022","Unknown","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","London","Unknown","35","[c]","50720","51250"
"Leaver CS","2022","Unknown","Attorney General's Departments","Outside London","Heterosexual / straight","60","[c]","33850","26230"
"Leaver CS","2022","Unknown","Attorney General's Departments","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","London","Unknown","190","[c]","52330","43890"
"Leaver CS","2022","Unknown","Cabinet Office","Outside London","Heterosexual / straight","35","[c]","38570","35760"
"Leaver CS","2022","Unknown","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Outside London","Unknown","95","[c]","48820","36460"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","Unknown","60","[c]","52630","49510"
"Leaver CS","2022","Unknown","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
