"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","White","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","National Crime Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","EO","70","[c]","28540","27570"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Estyn","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Estyn","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Estyn","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
