"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Inner London - East","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - East","G6","Unknown","95","95","74720","74850"
"In post","2022","Unknown","Inner London - East","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Inner London - East","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - East","G7","Unknown","290","285","59590","60890"
"In post","2022","Unknown","Inner London - East","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Inner London - East","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Inner London - East","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - East","HEO","Unknown","525","515","37490","37930"
"In post","2022","Unknown","Inner London - East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SCS level","Unknown","45","45","101670","93550"
"In post","2022","Unknown","Inner London - East","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - East","SEO","Unknown","265","265","44300","43810"
"In post","2022","Unknown","Inner London - East","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - East","Unknown","Unknown","155","140","33860","33050"
"In post","2022","Unknown","Inner London - West","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AA","Unknown","105","105","23180","22460"
"In post","2022","Unknown","Inner London - West","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Inner London - West","AO","Unknown","505","490","26380","24310"
"In post","2022","Unknown","Inner London - West","EO","Heterosexual / straight","50","50","29050","28480"
"In post","2022","Unknown","Inner London - West","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - West","EO","Undeclared","150","150","28100","27270"
"In post","2022","Unknown","Inner London - West","EO","Unknown","935","915","28900","28500"
"In post","2022","Unknown","Inner London - West","G6","Heterosexual / straight","50","50","67580","66230"
"In post","2022","Unknown","Inner London - West","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","G6","Undeclared","135","135","67710","66230"
"In post","2022","Unknown","Inner London - West","G6","Unknown","980","955","68760","66230"
"In post","2022","Unknown","Inner London - West","G7","Heterosexual / straight","90","90","55250","53760"
"In post","2022","Unknown","Inner London - West","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Inner London - West","G7","Undeclared","345","340","54250","53360"
"In post","2022","Unknown","Inner London - West","G7","Unknown","2275","2235","56540","54700"
"In post","2022","Unknown","Inner London - West","HEO","Heterosexual / straight","75","75","34420","33820"
"In post","2022","Unknown","Inner London - West","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Inner London - West","HEO","Undeclared","215","210","33390","32790"
"In post","2022","Unknown","Inner London - West","HEO","Unknown","2820","2795","32810","32790"
"In post","2022","Unknown","Inner London - West","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Unknown","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","SCS level","Undeclared","50","50","89560","81600"
"In post","2022","Unknown","Inner London - West","SCS level","Unknown","470","455","96760","88840"
"In post","2022","Unknown","Inner London - West","SEO","Heterosexual / straight","65","65","41970","41750"
"In post","2022","Unknown","Inner London - West","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Inner London - West","SEO","Undeclared","160","155","41220","40650"
"In post","2022","Unknown","Inner London - West","SEO","Unknown","1460","1435","41800","41750"
"In post","2022","Unknown","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Unknown","Unknown","55","50","[c]","[c]"
"In post","2022","Unknown","Kent","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","AA","Unknown","50","50","20910","20890"
"In post","2022","Unknown","Kent","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Kent","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Kent","AO","Unknown","360","355","25390","24250"
"In post","2022","Unknown","Kent","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","EO","Unknown","285","265","28000","26130"
"In post","2022","Unknown","Kent","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Kent","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Kent","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","HEO","Unknown","45","45","35550","33220"
"In post","2022","Unknown","Kent","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Unknown","Unknown","110","105","28330","26640"
"In post","2022","Unknown","Lancashire","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Lancashire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","AA","Unknown","55","55","20540","20890"
"In post","2022","Unknown","Lancashire","AO","Heterosexual / straight","40","35","22940","21850"
"In post","2022","Unknown","Lancashire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Lancashire","AO","Unknown","625","575","22330","21260"
"In post","2022","Unknown","Lancashire","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Lancashire","EO","Unknown","325","305","27600","27570"
"In post","2022","Unknown","Lancashire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Lancashire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","G7","Unknown","55","55","55390","55210"
"In post","2022","Unknown","Lancashire","HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Lancashire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","HEO","Unknown","80","80","32910","31990"
"In post","2022","Unknown","Lancashire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","SEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Lancashire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","SEO","Unknown","60","60","40410","40180"
"In post","2022","Unknown","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","Unknown","Unknown","135","120","28010","26310"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AA","Unknown","50","45","20210","19120"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","AO","Unknown","290","270","22340","21260"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","EO","Unknown","125","120","27180","27570"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","HEO","Unknown","40","40","33140","33370"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","100","90","28020","24800"
"In post","2022","Unknown","Lincolnshire","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AA","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","AO","Unknown","40","35","23560","21960"
"In post","2022","Unknown","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","EO","Unknown","40","35","25770","26520"
"In post","2022","Unknown","Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Merseyside","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","AA","Unknown","55","50","19070","19150"
"In post","2022","Unknown","Merseyside","AO","Heterosexual / straight","40","30","22170","22080"
"In post","2022","Unknown","Merseyside","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Unknown","Merseyside","AO","Unknown","1055","955","21580","21250"
"In post","2022","Unknown","Merseyside","EO","Heterosexual / straight","30","30","27320","27520"
"In post","2022","Unknown","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Merseyside","EO","Unknown","725","705","26230","26590"
"In post","2022","Unknown","Merseyside","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","G6","Unknown","30","30","69290","67910"
"In post","2022","Unknown","Merseyside","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Merseyside","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Merseyside","G7","Unknown","105","105","56190","55210"
"In post","2022","Unknown","Merseyside","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Unknown","Merseyside","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Merseyside","HEO","Unknown","320","315","32350","33080"
"In post","2022","Unknown","Merseyside","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Merseyside","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Merseyside","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Merseyside","SEO","Unknown","130","125","39550","40180"
"In post","2022","Unknown","Merseyside","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Unknown","Unknown","215","200","26700","24800"
"In post","2022","Unknown","North Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","AA","Unknown","40","30","21430","21000"
"In post","2022","Unknown","North Eastern Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","AO","Unknown","125","125","26270","24330"
"In post","2022","Unknown","North Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","EO","Unknown","135","130","31260","30450"
"In post","2022","Unknown","North Eastern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","HEO","Unknown","55","55","35450","33070"
"In post","2022","Unknown","North Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","SEO","Unknown","35","30","51500","47010"
"In post","2022","Unknown","North Yorkshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AA","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","AO","Unknown","160","150","23370","21300"
"In post","2022","Unknown","North Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","EO","Unknown","120","115","26200","26350"
"In post","2022","Unknown","North Yorkshire","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","G7","Unknown","45","40","54570","49700"
"In post","2022","Unknown","North Yorkshire","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","HEO","Unknown","90","80","32430","32700"
"In post","2022","Unknown","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","SEO","Unknown","30","30","38470","37190"
"In post","2022","Unknown","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Unknown","Unknown","35","30","27970","25560"
"In post","2022","Unknown","Northern Ireland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AA","Unknown","40","40","20200","20560"
"In post","2022","Unknown","Northern Ireland","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","AO","Unknown","310","295","21350","21250"
"In post","2022","Unknown","Northern Ireland","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","EO","Unknown","220","215","26210","26590"
"In post","2022","Unknown","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G7","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","HEO","Unknown","115","110","33270","33080"
"In post","2022","Unknown","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
