"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","45","[c]","17740","17900"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","145","[c]","21270","21020"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","EO","230","[c]","26320","24570"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","100","[c]","51760","53380"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","255","[c]","33240","33570"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","160","[c]","41390","40050"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","65","[c]","26200","26180"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","40","[c]","52500","51730"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","185","[c]","34410","34020"
"New entrant CS","2022","Declared non-disabled","Department for Education","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","G6/G7","G7","40","[c]","51140","49960"
"New entrant CS","2022","Declared non-disabled","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","SEO/HEO","HEO","40","[c]","30910","29360"
"New entrant CS","2022","Declared non-disabled","Department for Education","SEO/HEO","SEO","50","[c]","36870","36500"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","655","[c]","21500","21300"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","EO","335","[c]","25500","24920"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","45","[c]","62130","61710"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","250","[c]","50100","49300"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","475","[c]","30980","30320"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","310","[c]","37520","36690"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","EO","EO","50","[c]","26170","26250"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","85","[c]","31480","31800"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","35","[c]","39820","40000"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","EO","85","[c]","26520","27850"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","G7","85","[c]","49550","48200"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","160","[c]","32070","33210"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","70","[c]","38990","39600"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Transport","AA/AO","AA","120","[c]","18370","18310"
"New entrant CS","2022","Declared non-disabled","Department for Transport","AA/AO","AO","305","[c]","22220","21840"
"New entrant CS","2022","Declared non-disabled","Department for Transport","EO","EO","245","[c]","26620","26130"
"New entrant CS","2022","Declared non-disabled","Department for Transport","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Transport","G6/G7","G7","120","[c]","53240","54110"
"New entrant CS","2022","Declared non-disabled","Department for Transport","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Transport","SEO/HEO","HEO","155","[c]","32470","31580"
"New entrant CS","2022","Declared non-disabled","Department for Transport","SEO/HEO","SEO","130","[c]","40980","41650"
"New entrant CS","2022","Declared non-disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","AA/AO","AO","3235","[c]","21610","21260"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","EO","EO","3520","[c]","28210","27570"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","G6/G7","G7","140","[c]","54080","54000"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","SEO/HEO","HEO","265","[c]","33660","31990"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","SEO/HEO","SEO","195","[c]","40790","39330"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","AA/AO","AA","45","[c]","20370","19100"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","AA/AO","AO","210","[c]","21780","21820"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","EO","EO","360","[c]","25680","26880"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","G6/G7","G6","60","[c]","68880","66230"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","G6/G7","G7","165","[c]","52020","52460"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","SCS level","SCS level","35","[c]","98800","91570"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","SEO/HEO","HEO","410","[c]","31300","32310"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","SEO/HEO","SEO","300","[c]","39330","40060"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","SEO/HEO","HEO","35","[c]","31030","30350"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","AA/AO","AO","95","[c]","22670","22600"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","EO","EO","55","[c]","27650","27130"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","AA/AO","AO","2015","[c]","21340","21250"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","EO","EO","1380","[c]","26960","26590"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","G6/G7","G7","100","[c]","54670","52080"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","SEO/HEO","HEO","940","[c]","33680","33080"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","SEO/HEO","SEO","155","[c]","41610","40180"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","AA/AO","AO","35","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","EO","EO","50","[c]","25210","24500"
"New entrant CS","2022","Declared non-disabled","HM Treasury","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","SEO/HEO","HEO","110","[c]","30720","29320"
"New entrant CS","2022","Declared non-disabled","HM Treasury","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","AA/AO","AA","225","[c]","20330","19810"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","AA/AO","AO","450","[c]","22340","21170"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","EO","EO","625","[c]","25290","26350"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","G6/G7","G6","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","G6/G7","G7","150","[c]","52900","53500"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","SEO/HEO","HEO","730","[c]","30770","32310"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","SEO/HEO","SEO","365","[c]","40950","40000"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","Unknown","Unknown","150","[c]","35890","33000"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","AA/AO","AA","850","[c]","20930","20890"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","AA/AO","AO","3280","[c]","24050","23140"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","EO","EO","310","[c]","26110","25120"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","G6/G7","G7","75","[c]","55100","54270"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","SEO/HEO","HEO","310","[c]","31440","30450"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","SEO/HEO","SEO","215","[c]","39480","41000"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","Unknown","Unknown","4045","[c]","28660","24800"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","70","[c]","71250","70500"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","90","[c]","46710","46360"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","AO","45","[c]","19790","19750"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","EO","EO","175","[c]","25880","25750"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","G7","70","[c]","58680","57660"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","HEO","45","[c]","34400","35000"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","SEO","45","[c]","41340","42000"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","AA/AO","AA","425","[c]","21290","21050"
"New entrant CS","2022","Declared non-disabled","Scottish Government","AA/AO","AO","455","[c]","22220","22000"
"New entrant CS","2022","Declared non-disabled","Scottish Government","EO","EO","465","[c]","27340","27230"
"New entrant CS","2022","Declared non-disabled","Scottish Government","G6/G7","G6","45","[c]","67780","65280"
"New entrant CS","2022","Declared non-disabled","Scottish Government","G6/G7","G7","110","[c]","52980","49860"
"New entrant CS","2022","Declared non-disabled","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","SEO/HEO","HEO","350","[c]","32080","31540"
"New entrant CS","2022","Declared non-disabled","Scottish Government","SEO/HEO","SEO","280","[c]","41180","39660"
"New entrant CS","2022","Declared non-disabled","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","SEO/HEO","SEO","35","[c]","46170","47000"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","AA/AO","AA","40","[c]","18950","18830"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","AA/AO","AO","130","[c]","20180","19860"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","EO","EO","70","[c]","23900","23880"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","G6/G7","G7","45","[c]","51020","50210"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","SEO/HEO","HEO","180","[c]","30690","30710"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","SEO/HEO","SEO","85","[c]","38140","38340"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","AA/AO","AO","65","[c]","22020","21300"
"New entrant CS","2022","Declared non-disabled","Welsh Government","EO","EO","60","[c]","26470","25860"
"New entrant CS","2022","Declared non-disabled","Welsh Government","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","G6/G7","G7","30","[c]","55250","51380"
"New entrant CS","2022","Declared non-disabled","Welsh Government","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","SEO/HEO","HEO","45","[c]","32440","31210"
"New entrant CS","2022","Declared non-disabled","Welsh Government","SEO/HEO","SEO","55","[c]","40550","40100"
"New entrant CS","2022","Undeclared","Attorney General's Departments","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","EO","EO","10","[c]","[c]","[c]"
