"Status","Year","Function_of_post","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","HM Prison and Probation Service","Surrey, East and West Sussex","Outside London","2375","2235","31330","30700"
"In post","2022","No function","HM Prison and Probation Service","Tees Valley and Durham","Outside London","3285","3060","29350","27470"
"In post","2022","No function","HM Prison and Probation Service","Unknown","Unknown","80","65","28930","24800"
"In post","2022","No function","HM Prison and Probation Service","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Prison and Probation Service","West Midlands","Outside London","1760","1645","29100","26380"
"In post","2022","No function","HM Prison and Probation Service","West Wales and The Valleys","Outside London","1125","1050","29080","28200"
"In post","2022","No function","HM Prison and Probation Service","West Yorkshire","Outside London","3285","3080","29580","27120"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","275","260","31900","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","1665","1580","34300","33370"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","East Anglia","Outside London","110","100","36860","33370"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","East Wales","Outside London","2475","2295","29630","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Outside London","1270","1210","30980","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Essex","Outside London","215","190","30530","28570"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","715","680","36270","33370"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","Outside London","3245","3055","30100","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","Outside London","725","625","27430","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","London","1510","1445","42340","37930"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Inner London - West","London","315","310","58920","62120"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Kent","Outside London","25","20","28370","28490"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Lancashire","Outside London","1190","1035","25610","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","225","205","28320","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Merseyside","Outside London","3820","3515","28500","26590"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","1730","1615","29260","26590"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","5860","5025","26230","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","London","1220","1165","41340","37930"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","London","35","35","31240","30750"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Outside London","130","110","30320","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","Outside London","1580","1355","26440","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Outside London","405","360","24100","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","Outside London","1290","1215","31650","28920"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","West Midlands","Outside London","1640","1565","34220","33080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Outside London","20","15","23340","22080"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","Outside London","2115","1960","30710","26820"
"In post","2022","No function","HM Treasury (excl. agencies)","East Anglia","Outside London","10","10","27350","24000"
"In post","2022","No function","HM Treasury (excl. agencies)","Inner London - West","London","1675","1645","48180","52500"
"In post","2022","No function","HM Treasury (excl. agencies)","Tees Valley and Durham","Outside London","95","90","42810","34900"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Greater Manchester","Outside London","10","10","48110","49960"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Inner London - West","London","60","60","55050","53950"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","Outside London","20","20","43350","49960"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","West Midlands","Outside London","70","70","46490","49960"
"In post","2022","No function","Intellectual Property Office","East Wales","Outside London","1135","1060","35930","30410"
"In post","2022","No function","Intellectual Property Office","Inner London - West","London","35","35","47740","43710"
"In post","2022","No function","Legal Aid Agency","Derbyshire and Nottinghamshire","Outside London","170","150","25600","23040"
"In post","2022","No function","Legal Aid Agency","East Anglia","Outside London","15","15","34540","36050"
"In post","2022","No function","Legal Aid Agency","East Wales","Outside London","35","35","32400","26010"
"In post","2022","No function","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","75","70","30190","25120"
"In post","2022","No function","Legal Aid Agency","Greater Manchester","Outside London","65","60","31080","25210"
"In post","2022","No function","Legal Aid Agency","Inner London - West","London","150","145","44680","41750"
"In post","2022","No function","Legal Aid Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","Merseyside","Outside London","185","175","25860","25120"
"In post","2022","No function","Legal Aid Agency","Northumberland, and Tyne and Wear","Outside London","245","225","25960","25120"
"In post","2022","No function","Legal Aid Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","Surrey, East and West Sussex","Outside London","20","20","43280","41100"
"In post","2022","No function","Legal Aid Agency","Tees Valley and Durham","Outside London","15","15","43010","38000"
"In post","2022","No function","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal Aid Agency","West Midlands","Outside London","110","105","25870","21490"
"In post","2022","No function","Legal Aid Agency","West Wales and The Valleys","Outside London","10","10","40400","40180"
"In post","2022","No function","Legal Aid Agency","West Yorkshire","Outside London","50","45","28470","25120"
"In post","2022","No function","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Outside London","35","35","30510","26840"
"In post","2022","No function","Maritime and Coastguard Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Devon","Outside London","25","25","45330","40480"
"In post","2022","No function","Maritime and Coastguard Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","East Wales","Outside London","35","30","35540","26620"
"In post","2022","No function","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Outside London","70","65","38780","31780"
"In post","2022","No function","Maritime and Coastguard Agency","Essex","Outside London","20","20","46880","41370"
"In post","2022","No function","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Outside London","435","420","37370","33730"
"In post","2022","No function","Maritime and Coastguard Agency","Highlands and Islands","Outside London","60","60","33380","33100"
"In post","2022","No function","Maritime and Coastguard Agency","Kent","Outside London","50","50","30520","26840"
"In post","2022","No function","Maritime and Coastguard Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Merseyside","Outside London","20","20","46850","43950"
"In post","2022","No function","Maritime and Coastguard Agency","North Eastern Scotland","Outside London","55","55","36180","31780"
"In post","2022","No function","Maritime and Coastguard Agency","Northern Ireland","Outside London","40","40","37890","34040"
"In post","2022","No function","Maritime and Coastguard Agency","Northumberland, and Tyne and Wear","Outside London","10","10","43050","37530"
"In post","2022","No function","Maritime and Coastguard Agency","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","West Central Scotland","Outside London","40","40","48700","50360"
"In post","2022","No function","Maritime and Coastguard Agency","West Wales and The Valleys","Outside London","65","65","32060","31700"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Outside London","285","280","46530","41100"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Inner London - East","London","485","465","53320","53100"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Anglia","Outside London","10","10","40010","41100"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Wales","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Greater Manchester","Outside London","40","40","33450","30450"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","45","40","32120","31470"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Inner London - East","London","240","230","40350","35970"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Inner London - West","London","1475","1430","44230","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Kent","Outside London","10","10","24280","23540"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","40","40","27780","21140"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Outside London","75","70","24210","20970"
"In post","2022","No function","Ministry of Justice (excl. agencies)","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Midlands","Outside London","10","10","41770","36050"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Ministry of Justice (excl. agencies)","West Yorkshire","Outside London","80","75","38790","36050"
"In post","2022","No function","National Crime Agency","Bedfordshire and Hertfordshire","Outside London","110","105","38310","36740"
"In post","2022","No function","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","115","110","41030","39820"
"In post","2022","No function","National Crime Agency","Cheshire","Outside London","1070","1045","36680","36410"
"In post","2022","No function","National Crime Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Derbyshire and Nottinghamshire","Outside London","80","75","38880","36410"
"In post","2022","No function","National Crime Agency","Devon","Outside London","50","45","38570","36520"
"In post","2022","No function","National Crime Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","East Anglia","Outside London","20","15","40530","38840"
"In post","2022","No function","National Crime Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Essex","Outside London","35","35","35910","34140"
"In post","2022","No function","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","295","285","37110","36410"
"In post","2022","No function","National Crime Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Hampshire and Isle of Wight","Outside London","65","65","37530","36410"
"In post","2022","No function","National Crime Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Inner London - East","London","1235","1210","44080","40170"
"In post","2022","No function","National Crime Agency","Kent","Outside London","190","185","40380","39840"
"In post","2022","No function","National Crime Agency","Lancashire","Outside London","70","70","38230","36410"
"In post","2022","No function","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Outside London","45","45","39420","39220"
"In post","2022","No function","National Crime Agency","Lincolnshire","Outside London","10","10","39220","36410"
"In post","2022","No function","National Crime Agency","Merseyside","Outside London","15","15","39010","36410"
"In post","2022","No function","National Crime Agency","North Yorkshire","Outside London","15","15","44580","43450"
"In post","2022","No function","National Crime Agency","Northern Ireland","Outside London","95","90","39960","39200"
"In post","2022","No function","National Crime Agency","Northumberland, and Tyne and Wear","Outside London","100","100","37650","36410"
"In post","2022","No function","National Crime Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Outer London - South","London","95","90","42040","39840"
"In post","2022","No function","National Crime Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Overseas","Overseas","130","130","63040","61850"
"In post","2022","No function","National Crime Agency","Shropshire and Staffordshire","Outside London","40","40","37170","36830"
"In post","2022","No function","National Crime Agency","South Yorkshire","Outside London","95","90","35940","34250"
"In post","2022","No function","National Crime Agency","Surrey, East and West Sussex","Outside London","65","60","41060","39840"
"In post","2022","No function","National Crime Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Crime Agency","Unknown","Unknown","45","45","46520","47130"
"In post","2022","No function","National Crime Agency","West Central Scotland","Outside London","60","55","38640","36410"
"In post","2022","No function","National Crime Agency","West Midlands","Outside London","420","410","37920","36410"
"In post","2022","No function","National Crime Agency","West Wales and The Valleys","Outside London","65","65","39080","36410"
"In post","2022","No function","National Crime Agency","West Yorkshire","Outside London","135","135","39170","36740"
"In post","2022","No function","National Infrastructure Commission","Inner London - West","London","45","45","53460","52360"
"In post","2022","No function","National Savings and Investments","Inner London - West","London","40","40","62590","45000"
"In post","2022","No function","National Savings and Investments","Lancashire","Outside London","10","10","47090","40290"
"In post","2022","No function","National Savings and Investments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Inner London - West","London","65","65","51390","47580"
"In post","2022","No function","Northern Ireland Office","Northern Ireland","Outside London","55","55","40860","36720"
"In post","2022","No function","Office for Budget Responsibility","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Outside London","30","30","67140","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","68260","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Cheshire","Outside London","10","10","68850","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","Outside London","10","10","64070","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Cumbria","Outside London","15","15","65450","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Outside London","140","130","45000","39850"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Devon","Outside London","30","25","67730","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Outside London","30","30","65840","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Anglia","Outside London","50","50","57670","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Wales","Outside London","10","10","66360","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Essex","Outside London","20","20","60000","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","120","110","42290","32010"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Outside London","260","250","34010","25880"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","Outside London","35","35","60480","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","Outside London","30","30","69640","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - East","London","25","25","63570","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Inner London - West","London","100","100","46800","35010"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Kent","Outside London","20","20","69100","73000"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Lancashire","Outside London","25","25","63030","64500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","Outside London","30","30","57450","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Lincolnshire","Outside London","10","10","58080","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Merseyside","Outside London","30","30","65610","64500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Outside London","40","35","62090","70500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Northumberland, and Tyne and Wear","Outside London","25","20","67440","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","London","25","25","57140","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - South","London","15","15","57900","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","London","15","15","62320","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Outside London","30","30","67650","75500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","South Yorkshire","Outside London","20","20","60970","59810"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Surrey, East and West Sussex","Outside London","45","40","60760","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Tees Valley and Durham","Outside London","25","20","63440","64500"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands","Outside London","60","60","47630","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Outside London","40","40","66320","72390"
"In post","2022","No function","Office of Gas and Electricity Markets","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","East Wales","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Inner London - East","London","450","445","46250","38550"
"In post","2022","No function","Office of Gas and Electricity Markets","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Gas and Electricity Markets","West Central Scotland","Outside London","410","405","33340","30950"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands","Outside London","210","205","44860","40280"
"In post","2022","No function","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","51400","51310"
"In post","2022","No function","Office of Rail and Road","Greater Manchester","Outside London","25","25","52360","53250"
"In post","2022","No function","Office of Rail and Road","Inner London - East","London","130","125","57430","55900"
"In post","2022","No function","Office of Rail and Road","North Yorkshire","Outside London","20","20","49160","45000"
"In post","2022","No function","Office of Rail and Road","West Central Scotland","Outside London","25","25","55020","52810"
"In post","2022","No function","Office of Rail and Road","West Midlands","Outside London","20","20","53970","51370"
"In post","2022","No function","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","405","375","24410","25120"
"In post","2022","No function","Office of the Public Guardian","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Public Guardian","West Midlands","Outside London","1020","940","23710","20970"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","35","30","45480","41750"
"In post","2022","No function","Office of the Secretary of State for Wales","East Wales","Outside London","15","15","32790","27880"
"In post","2022","No function","Office of the Secretary of State for Wales","Inner London - West","London","15","15","51970","41750"
"In post","2022","No function","Planning Inspectorate","Bedfordshire and Hertfordshire","Outside London","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Cheshire","Outside London","10","10","57560","58810"
