"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","North West (England)","G7","Female","65","60","52420","52080"
"In post","2022","Asian","North West (England)","G7","Male","105","105","53710","54160"
"In post","2022","Asian","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","HEO","Female","185","175","32200","33080"
"In post","2022","Asian","North West (England)","HEO","Male","320","310","33010","33080"
"In post","2022","Asian","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","SEO","Female","95","95","39170","39850"
"In post","2022","Asian","North West (England)","SEO","Male","145","145","40770","40180"
"In post","2022","Asian","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Unknown","Female","65","60","27690","24800"
"In post","2022","Asian","North West (England)","Unknown","Male","30","25","31430","28860"
"In post","2022","Asian","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","AA","Female","25","25","[c]","[c]"
"In post","2022","Asian","Scotland","AA","Male","15","15","[c]","[c]"
"In post","2022","Asian","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","AO","Female","130","110","22020","21260"
"In post","2022","Asian","Scotland","AO","Male","85","80","22520","21260"
"In post","2022","Asian","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","EO","Female","105","95","27130","27470"
"In post","2022","Asian","Scotland","EO","Male","85","80","27490","27230"
"In post","2022","Asian","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","G6","Female","5","5","[c]","[c]"
"In post","2022","Asian","Scotland","G6","Male","10","10","[c]","[c]"
"In post","2022","Asian","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","G7","Female","20","20","[c]","[c]"
"In post","2022","Asian","Scotland","G7","Male","30","30","[c]","[c]"
"In post","2022","Asian","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","HEO","Female","65","60","32910","32160"
"In post","2022","Asian","Scotland","HEO","Male","60","60","33210","33080"
"In post","2022","Asian","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","SEO","Female","45","45","44620","41750"
"In post","2022","Asian","Scotland","SEO","Male","55","55","50760","43000"
"In post","2022","Asian","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","AA","Female","35","30","21110","19860"
"In post","2022","Asian","South East (England)","AA","Male","75","70","20470","19810"
"In post","2022","Asian","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","AO","Female","235","195","22770","21840"
"In post","2022","Asian","South East (England)","AO","Male","150","140","26020","24310"
"In post","2022","Asian","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","EO","Female","355","320","28560","28760"
"In post","2022","Asian","South East (England)","EO","Male","225","220","28450","27850"
"In post","2022","Asian","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","G6","Female","5","5","[c]","[c]"
"In post","2022","Asian","South East (England)","G6","Male","5","5","[c]","[c]"
"In post","2022","Asian","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","G7","Female","40","35","55640","53210"
"In post","2022","Asian","South East (England)","G7","Male","50","50","57280","55080"
"In post","2022","Asian","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","HEO","Female","110","105","33430","33080"
"In post","2022","Asian","South East (England)","HEO","Male","85","80","35220","33510"
"In post","2022","Asian","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","SEO","Female","60","55","41680","40520"
"In post","2022","Asian","South East (England)","SEO","Male","50","50","41790","40580"
"In post","2022","Asian","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Unknown","Female","35","35","28150","25190"
"In post","2022","Asian","South East (England)","Unknown","Male","20","15","[c]","[c]"
"In post","2022","Asian","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","AA","Male","10","10","[c]","[c]"
"In post","2022","Asian","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","AO","Female","80","70","21710","21260"
"In post","2022","Asian","South West (England)","AO","Male","35","35","22860","21380"
"In post","2022","Asian","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","EO","Female","105","95","25680","26710"
"In post","2022","Asian","South West (England)","EO","Male","100","100","25990","26750"
"In post","2022","Asian","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","G6","Female","10","10","[c]","[c]"
"In post","2022","Asian","South West (England)","G6","Male","15","10","[c]","[c]"
"In post","2022","Asian","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","G7","Female","35","35","53680","50430"
"In post","2022","Asian","South West (England)","G7","Male","55","50","52420","52610"
"In post","2022","Asian","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","HEO","Female","110","105","31220","32250"
"In post","2022","Asian","South West (England)","HEO","Male","105","105","32600","33000"
"In post","2022","Asian","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","SEO","Female","65","60","40140","40000"
"In post","2022","Asian","South West (England)","SEO","Male","105","105","41130","40580"
"In post","2022","Asian","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Unknown","Female","20","15","[c]","[c]"
"In post","2022","Asian","South West (England)","Unknown","Male","35","35","39400","36550"
"In post","2022","Asian","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AO","Female","45","35","24300","25110"
"In post","2022","Asian","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","EO","Female","55","45","30240","30330"
"In post","2022","Asian","Unknown","EO","Male","30","25","[c]","[c]"
"In post","2022","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","AA","Female","10","5","[c]","[c]"
"In post","2022","Asian","Wales","AA","Male","10","10","[c]","[c]"
"In post","2022","Asian","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","AO","Female","85","75","21770","21260"
"In post","2022","Asian","Wales","AO","Male","95","90","21570","21250"
"In post","2022","Asian","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","EO","Female","75","70","26830","26820"
"In post","2022","Asian","Wales","EO","Male","85","80","26680","26820"
"In post","2022","Asian","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","G6","Female","10","5","[c]","[c]"
"In post","2022","Asian","Wales","G6","Male","5","5","[c]","[c]"
"In post","2022","Asian","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","G7","Female","20","20","[c]","[c]"
"In post","2022","Asian","Wales","G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","HEO","Female","55","55","32920","32550"
"In post","2022","Asian","Wales","HEO","Male","50","50","33140","33080"
"In post","2022","Asian","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","SEO","Female","30","30","41160","39820"
"In post","2022","Asian","Wales","SEO","Male","30","30","43160","42420"
"In post","2022","Asian","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","AA","Female","40","30","19580","19200"
"In post","2022","Asian","West Midlands (England)","AA","Male","40","35","20060","19830"
"In post","2022","Asian","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","AO","Female","895","760","21240","21250"
"In post","2022","Asian","West Midlands (England)","AO","Male","610","580","21690","21250"
"In post","2022","Asian","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","EO","Female","945","865","26860","27570"
"In post","2022","Asian","West Midlands (England)","EO","Male","755","740","26860","27570"
"In post","2022","Asian","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","G6","Female","25","25","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","G6","Male","20","20","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","G7","Female","125","120","52590","50950"
"In post","2022","Asian","West Midlands (England)","G7","Male","105","105","52420","52080"
"In post","2022","Asian","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","HEO","Female","350","340","32660","33080"
"In post","2022","Asian","West Midlands (England)","HEO","Male","350","345","32840","33080"
"In post","2022","Asian","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","SEO","Female","190","180","39670","39960"
"In post","2022","Asian","West Midlands (England)","SEO","Male","205","200","40220","40180"
"In post","2022","Asian","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Unknown","Female","145","135","28330","24800"
"In post","2022","Asian","West Midlands (England)","Unknown","Male","45","45","28700","24800"
"In post","2022","Asian","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","AA","Female","10","10","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","AA","Male","15","15","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","AO","Female","470","385","21270","21250"
"In post","2022","Asian","Yorkshire and The Humber","AO","Male","435","410","21760","21250"
"In post","2022","Asian","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","EO","Female","525","470","26700","27570"
"In post","2022","Asian","Yorkshire and The Humber","EO","Male","525","515","26990","27570"
