"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Welsh Government","Outside London","AO","5","5","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","EO","5","5","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Welsh Government","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","HEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","London","EO","20","20","27760","27500"
"In post","2022","Project Delivery","Cabinet Office","London","G6","25","25","66260","64500"
"In post","2022","Project Delivery","Cabinet Office","London","G7","45","40","55500","54700"
"In post","2022","Project Delivery","Cabinet Office","London","HEO","20","20","34910","34550"
"In post","2022","Project Delivery","Cabinet Office","London","SCS level","55","55","113820","115000"
"In post","2022","Project Delivery","Cabinet Office","London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Outside London","G7","10","10","49510","51600"
"In post","2022","Project Delivery","Cabinet Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","London","G7","10","10","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","London","AO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","London","EO","35","35","28110","27920"
"In post","2022","Project Delivery","Competition and Markets Authority","London","G6","75","70","77090","77300"
"In post","2022","Project Delivery","Competition and Markets Authority","London","G7","80","80","57690","56380"
"In post","2022","Project Delivery","Competition and Markets Authority","London","HEO","65","65","34910","34570"
"In post","2022","Project Delivery","Competition and Markets Authority","London","SCS level","60","60","109360","99920"
"In post","2022","Project Delivery","Competition and Markets Authority","London","SEO","10","10","44130","43880"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","G6","10","10","72310","71370"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","G7","15","15","56160","55860"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","EO","15","15","28540","28010"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","G6","15","15","66350","64990"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","G7","60","60","54260","53600"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","HEO","25","25","34240","33570"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SCS level","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SEO","60","60","41160","40050"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","EO","60","55","25200","24570"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","G6","60","55","62780","60640"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","G7","175","170","49660","48420"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","HEO","165","160","33230","32730"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","SEO","205","195","40860","39750"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","London","G7","10","10","54150","53950"
"In post","2022","Project Delivery","Department for Education","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Outside London","G7","20","20","49970","49860"
"In post","2022","Project Delivery","Department for Education","Outside London","HEO","10","10","30150","29360"
"In post","2022","Project Delivery","Department for Education","Outside London","SEO","25","25","36800","36500"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","AO","50","45","21370","21300"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","EO","65","60","25190","24920"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","G6","10","10","60710","59510"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","G7","45","40","49230","48370"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","HEO","75","65","29660","29270"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","SEO","75","70","36720","36130"
"In post","2022","Project Delivery","Department for International Trade","London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","London","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","London","G7","20","20","51700","51970"
"In post","2022","Project Delivery","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","London","SEO","10","10","38890","38160"
"In post","2022","Project Delivery","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","G7","30","30","54500","53420"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","HEO","35","35","35140","33960"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","SEO","20","20","40820","39600"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","G6","10","10","60730","57450"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","G7","40","40","50040","48200"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","HEO","15","15","31000","30190"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","SEO","15","15","37090","36340"
"In post","2022","Project Delivery","Department for Transport","London","EO","15","15","30180","29970"
"In post","2022","Project Delivery","Department for Transport","London","G6","70","65","66700","66090"
"In post","2022","Project Delivery","Department for Transport","London","G7","110","110","55020","54650"
"In post","2022","Project Delivery","Department for Transport","London","HEO","60","60","35140","34710"
"In post","2022","Project Delivery","Department for Transport","London","SCS level","35","35","87990","83940"
"In post","2022","Project Delivery","Department for Transport","London","SEO","70","70","42770","42470"
"In post","2022","Project Delivery","Department for Transport","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport","Outside London","EO","60","60","26220","26130"
"In post","2022","Project Delivery","Department for Transport","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport","Outside London","G7","40","35","52500","49560"
"In post","2022","Project Delivery","Department for Transport","Outside London","HEO","70","65","31470","30730"
"In post","2022","Project Delivery","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Transport","Outside London","SEO","50","50","39970","39250"
"In post","2022","Project Delivery","Department for Work and Pensions","London","AO","105","75","24060","23460"
"In post","2022","Project Delivery","Department for Work and Pensions","London","EO","35","30","31320","31060"
"In post","2022","Project Delivery","Department for Work and Pensions","London","G6","10","10","67740","66250"
"In post","2022","Project Delivery","Department for Work and Pensions","London","G7","30","30","54980","54070"
"In post","2022","Project Delivery","Department for Work and Pensions","London","HEO","45","45","37540","36700"
"In post","2022","Project Delivery","Department for Work and Pensions","London","SCS level","15","15","86730","78400"
"In post","2022","Project Delivery","Department for Work and Pensions","London","SEO","20","20","41770","41070"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","AO","260","220","21060","21260"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","EO","180","160","27590","27570"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","G6","60","55","62170","60740"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","G7","135","125","50330","49170"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","HEO","325","290","32950","32250"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","SCS level","15","15","82550","77300"
"In post","2022","Project Delivery","Department for Work and Pensions","Outside London","SEO","235","215","37210","36540"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Outside London","EO","15","15","28730","29430"
"In post","2022","Project Delivery","Estyn","Outside London","G6","65","60","75110","75480"
"In post","2022","Project Delivery","Estyn","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Outside London","G7","10","10","52650","51420"
"In post","2022","Project Delivery","Food Standards Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","AO","15","15","25660","25680"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","EO","45","45","30490","30630"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","G6","235","225","65990","66680"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","G7","390","375","54330","54450"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","HEO","155","155","37850","38600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","SCS level","50","45","83680","77650"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","London","SEO","70","65","41570","41000"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","AO","20","15","22430","21740"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","EO","65","60","26240","26120"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","G6","50","50","64560","64560"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","G7","120","115","52730","53260"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","HEO","125","120","33590","33930"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","SEO","55","50","40590","40330"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","G6","150","150","67030","66680"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","G7","265","265","54610","55060"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","HEO","30","30","35470","38600"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","SCS level","25","25","78590","76370"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","SEO","20","20","41620","41970"
"In post","2022","Project Delivery","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","London","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Outside London","AO","30","30","22600","22600"
"In post","2022","Project Delivery","HM Land Registry","Outside London","EO","15","15","27130","27130"
"In post","2022","Project Delivery","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Outside London","G7","15","15","56260","56750"
"In post","2022","Project Delivery","HM Land Registry","Outside London","HEO","15","15","33840","33840"
"In post","2022","Project Delivery","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Outside London","SEO","85","80","39450","38550"
"In post","2022","Project Delivery","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","London","AO","15","10","26200","26400"
"In post","2022","Project Delivery","HM Revenue and Customs","London","EO","110","105","32110","31020"
"In post","2022","Project Delivery","HM Revenue and Customs","London","G6","240","230","74780","74850"
"In post","2022","Project Delivery","HM Revenue and Customs","London","G7","360","350","61880","62120"
"In post","2022","Project Delivery","HM Revenue and Customs","London","HEO","245","230","38480","37930"
"In post","2022","Project Delivery","HM Revenue and Customs","London","SCS level","75","70","86340","80740"
"In post","2022","Project Delivery","HM Revenue and Customs","London","SEO","255","245","44380","43810"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","AO","50","45","21690","22040"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","EO","400","355","27260","26820"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","G6","285","280","67010","67910"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","G7","840","820","54230","55210"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","HEO","965","905","33460","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","SCS level","70","70","82450","75090"
"In post","2022","Project Delivery","HM Revenue and Customs","Outside London","SEO","1150","1105","40400","40520"
"In post","2022","Project Delivery","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","London","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","London","G7","10","10","59270","58660"
"In post","2022","Project Delivery","HM Treasury","London","HEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","London","EO","10","10","28290","30200"
"In post","2022","Project Delivery","Ministry of Defence","London","G6","35","35","69380","68580"
"In post","2022","Project Delivery","Ministry of Defence","London","G7","75","75","59150","58550"
"In post","2022","Project Delivery","Ministry of Defence","London","HEO","65","65","36600","37000"
"In post","2022","Project Delivery","Ministry of Defence","London","SCS level","20","20","84000","77720"
"In post","2022","Project Delivery","Ministry of Defence","London","SEO","120","120","44590","44500"
"In post","2022","Project Delivery","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","AO","50","45","20750","21170"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","EO","2150","2060","23160","23250"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","G6","560","550","67770","66910"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","G7","1940","1895","52710","53500"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","HEO","3480","3345","31080","31700"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","SCS level","110","105","97170","89650"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","SEO","3860","3730","40620","40580"
"In post","2022","Project Delivery","Ministry of Defence","Outside London","Unknown","1590","1550","41100","39850"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","G7","15","15","57910","55800"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","HEO","20","20","34130","33000"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","SEO","45","45","42850","41500"
"In post","2022","Project Delivery","Ministry of Defence","Overseas","Unknown","20","20","38480","33080"
"In post","2022","Project Delivery","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","London","EO","15","15","28440","28310"
"In post","2022","Project Delivery","Ministry of Justice","London","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","London","G7","35","35","56560","56120"
"In post","2022","Project Delivery","Ministry of Justice","London","HEO","35","35","34470","34260"
"In post","2022","Project Delivery","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","London","SEO","60","60","41930","41750"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","EO","20","20","25280","25120"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","G6","10","10","62620","60850"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","G7","30","30","50860","50430"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","HEO","35","35","31020","30450"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Justice","Outside London","SEO","45","45","37000","36050"
"In post","2022","Project Delivery","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","London","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","London","SEO","10","10","49450","48900"
"In post","2022","Project Delivery","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","Outside London","EO","10","10","29950","28840"
"In post","2022","Project Delivery","National Crime Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","National Crime Agency","Outside London","G7","10","10","55740","55740"
"In post","2022","Project Delivery","National Crime Agency","Outside London","HEO","25","25","38210","36740"
"In post","2022","Project Delivery","National Crime Agency","Outside London","SEO","20","20","46710","45480"
"In post","2022","Project Delivery","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
