"Status","Year","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Outside London","EO","EO","LGBO","205","[c]","26580","27570"
"Leaver Dept.","2022","Outside London","EO","EO","Undeclared","250","[c]","26240","27570"
"Leaver Dept.","2022","Outside London","EO","EO","Unknown","685","[c]","26820","27570"
"Leaver Dept.","2022","Outside London","G6/G7","G6","Heterosexual / straight","255","[c]","69200","66320"
"Leaver Dept.","2022","Outside London","G6/G7","G6","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","G6/G7","G6","Undeclared","75","[c]","68860","67810"
"Leaver Dept.","2022","Outside London","G6/G7","G6","Unknown","100","[c]","69550","68050"
"Leaver Dept.","2022","Outside London","G6/G7","G7","Heterosexual / straight","780","[c]","52440","51410"
"Leaver Dept.","2022","Outside London","G6/G7","G7","LGBO","45","[c]","51360","50680"
"Leaver Dept.","2022","Outside London","G6/G7","G7","Undeclared","165","[c]","51640","50630"
"Leaver Dept.","2022","Outside London","G6/G7","G7","Unknown","275","[c]","52400","50930"
"Leaver Dept.","2022","Outside London","SCS level","SCS level","Heterosexual / straight","175","[c]","101380","99900"
"Leaver Dept.","2022","Outside London","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","SCS level","SCS level","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","SCS level","SCS level","Unknown","55","[c]","112710","114000"
"Leaver Dept.","2022","Outside London","SEO/HEO","HEO","Heterosexual / straight","1455","[c]","31430","31040"
"Leaver Dept.","2022","Outside London","SEO/HEO","HEO","LGBO","115","[c]","30810","30650"
"Leaver Dept.","2022","Outside London","SEO/HEO","HEO","Undeclared","240","[c]","31550","31850"
"Leaver Dept.","2022","Outside London","SEO/HEO","HEO","Unknown","505","[c]","32050","31990"
"Leaver Dept.","2022","Outside London","SEO/HEO","SEO","Heterosexual / straight","1175","[c]","39230","38500"
"Leaver Dept.","2022","Outside London","SEO/HEO","SEO","LGBO","85","[c]","39150","38340"
"Leaver Dept.","2022","Outside London","SEO/HEO","SEO","Undeclared","205","[c]","39660","39260"
"Leaver Dept.","2022","Outside London","SEO/HEO","SEO","Unknown","350","[c]","39790","39400"
"Leaver Dept.","2022","Outside London","Unknown","Unknown","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Heterosexual / straight","40","[c]","21700","21840"
"Leaver Dept.","2022","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","EO","Heterosexual / straight","50","[c]","27240","27500"
"Leaver Dept.","2022","Unknown","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Heterosexual / straight","40","[c]","54330","54500"
"Leaver Dept.","2022","Unknown","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","75","[c]","32660","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Unknown","150","[c]","31900","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","40","[c]","39820","39470"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","AA/AO","AA","Heterosexual / straight","100","[c]","23260","22460"
"New entrant CS","2022","London","AA/AO","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","London","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","London","AA/AO","AA","Unknown","155","[c]","22970","22460"
"New entrant CS","2022","London","AA/AO","AO","Heterosexual / straight","875","[c]","25230","24900"
"New entrant CS","2022","London","AA/AO","AO","LGBO","85","[c]","24870","24700"
"New entrant CS","2022","London","AA/AO","AO","Undeclared","75","[c]","23860","23720"
"New entrant CS","2022","London","AA/AO","AO","Unknown","590","[c]","26490","25630"
"New entrant CS","2022","London","EO","EO","Heterosexual / straight","2095","[c]","29000","28700"
"New entrant CS","2022","London","EO","EO","LGBO","240","[c]","28460","27850"
"New entrant CS","2022","London","EO","EO","Undeclared","305","[c]","28130","27270"
"New entrant CS","2022","London","EO","EO","Unknown","1135","[c]","28910","28650"
"New entrant CS","2022","London","G6/G7","G6","Heterosexual / straight","195","[c]","68730","66230"
"New entrant CS","2022","London","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","London","G6/G7","G6","Undeclared","40","[c]","67680","66230"
"New entrant CS","2022","London","G6/G7","G6","Unknown","120","[c]","69930","66230"
"New entrant CS","2022","London","G6/G7","G7","Heterosexual / straight","820","[c]","54880","54110"
"New entrant CS","2022","London","G6/G7","G7","LGBO","95","[c]","55740","54110"
"New entrant CS","2022","London","G6/G7","G7","Undeclared","120","[c]","54450","53400"
"New entrant CS","2022","London","G6/G7","G7","Unknown","375","[c]","57480","54700"
"New entrant CS","2022","London","SCS level","SCS level","Heterosexual / straight","100","[c]","102020","94310"
"New entrant CS","2022","London","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","London","SCS level","SCS level","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","London","SCS level","SCS level","Unknown","70","[c]","99890","84780"
"New entrant CS","2022","London","SEO/HEO","HEO","Heterosexual / straight","1775","[c]","34170","33570"
"New entrant CS","2022","London","SEO/HEO","HEO","LGBO","270","[c]","33800","33570"
"New entrant CS","2022","London","SEO/HEO","HEO","Undeclared","295","[c]","33370","32790"
"New entrant CS","2022","London","SEO/HEO","HEO","Unknown","1180","[c]","32200","32790"
"New entrant CS","2022","London","SEO/HEO","SEO","Heterosexual / straight","845","[c]","41940","41420"
"New entrant CS","2022","London","SEO/HEO","SEO","LGBO","115","[c]","41210","40650"
"New entrant CS","2022","London","SEO/HEO","SEO","Undeclared","145","[c]","41590","40650"
"New entrant CS","2022","London","SEO/HEO","SEO","Unknown","400","[c]","41570","41750"
"New entrant CS","2022","London","Unknown","Unknown","Heterosexual / straight","660","[c]","34110","30240"
"New entrant CS","2022","London","Unknown","Unknown","LGBO","50","[c]","36640","27060"
"New entrant CS","2022","London","Unknown","Unknown","Undeclared","75","[c]","37120","33700"
"New entrant CS","2022","London","Unknown","Unknown","Unknown","300","[c]","33510","32090"
"New entrant CS","2022","Outside London","AA/AO","AA","Heterosexual / straight","1690","[c]","20540","20890"
"New entrant CS","2022","Outside London","AA/AO","AA","LGBO","215","[c]","20600","20890"
"New entrant CS","2022","Outside London","AA/AO","AA","Undeclared","90","[c]","19830","20480"
"New entrant CS","2022","Outside London","AA/AO","AA","Unknown","1440","[c]","20520","20890"
"New entrant CS","2022","Outside London","AA/AO","AO","Heterosexual / straight","10515","[c]","22040","21260"
"New entrant CS","2022","Outside London","AA/AO","AO","LGBO","1170","[c]","21970","21260"
"New entrant CS","2022","Outside London","AA/AO","AO","Undeclared","620","[c]","21920","21260"
"New entrant CS","2022","Outside London","AA/AO","AO","Unknown","6355","[c]","21960","21260"
"New entrant CS","2022","Outside London","EO","EO","Heterosexual / straight","7470","[c]","26750","27230"
"New entrant CS","2022","Outside London","EO","EO","LGBO","810","[c]","26580","27230"
"New entrant CS","2022","Outside London","EO","EO","Undeclared","485","[c]","26370","26590"
"New entrant CS","2022","Outside London","EO","EO","Unknown","3560","[c]","26320","26590"
"New entrant CS","2022","Outside London","G6/G7","G6","Heterosexual / straight","295","[c]","66660","65280"
"New entrant CS","2022","Outside London","G6/G7","G6","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","G6/G7","G6","Unknown","165","[c]","69320","65280"
"New entrant CS","2022","Outside London","G6/G7","G7","Heterosexual / straight","1420","[c]","52630","50230"
"New entrant CS","2022","Outside London","G6/G7","G7","LGBO","95","[c]","52150","49860"
"New entrant CS","2022","Outside London","G6/G7","G7","Undeclared","150","[c]","51700","49980"
"New entrant CS","2022","Outside London","G6/G7","G7","Unknown","555","[c]","54500","52080"
"New entrant CS","2022","Outside London","SCS level","SCS level","Heterosexual / straight","95","[c]","88430","81270"
"New entrant CS","2022","Outside London","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","SCS level","SCS level","Unknown","55","[c]","103390","92900"
"New entrant CS","2022","Outside London","SEO/HEO","HEO","Heterosexual / straight","3710","[c]","31840","31660"
"New entrant CS","2022","Outside London","SEO/HEO","HEO","LGBO","425","[c]","31270","31540"
"New entrant CS","2022","Outside London","SEO/HEO","HEO","Undeclared","335","[c]","31510","31540"
"New entrant CS","2022","Outside London","SEO/HEO","HEO","Unknown","1670","[c]","31060","31540"
"New entrant CS","2022","Outside London","SEO/HEO","SEO","Heterosexual / straight","2260","[c]","39790","39500"
"New entrant CS","2022","Outside London","SEO/HEO","SEO","LGBO","195","[c]","39300","38880"
"New entrant CS","2022","Outside London","SEO/HEO","SEO","Undeclared","240","[c]","38980","38250"
"New entrant CS","2022","Outside London","SEO/HEO","SEO","Unknown","800","[c]","39710","39660"
"New entrant CS","2022","Outside London","Unknown","Unknown","Heterosexual / straight","4350","[c]","28240","24800"
"New entrant CS","2022","Outside London","Unknown","Unknown","LGBO","375","[c]","27600","24270"
"New entrant CS","2022","Outside London","Unknown","Unknown","Undeclared","250","[c]","28940","26900"
"New entrant CS","2022","Outside London","Unknown","Unknown","Unknown","2795","[c]","27530","25480"
"New entrant CS","2022","Overseas","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AO","Heterosexual / straight","50","[c]","21840","21300"
"New entrant CS","2022","Unknown","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","EO","Heterosexual / straight","55","[c]","28400","27570"
"New entrant CS","2022","Unknown","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","EO","Unknown","40","[c]","27100","27500"
"New entrant CS","2022","Unknown","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","40","[c]","32710","32000"
"New entrant CS","2022","Unknown","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","HEO","Unknown","70","[c]","29220","28000"
"New entrant CS","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","60","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","Unknown","325","[c]","22320","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
