"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","Leeds","SEO","10","10","41440","39980"
"In post","2022","Internal Audit","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Manchester","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North and North East Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","SEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Redbridge and Waltham Forest","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sefton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sheffield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sheffield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sheffield","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sheffield","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Shropshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Somerset CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Somerset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South Lanarkshire","SEO","10","10","38640","38500"
"In post","2022","Internal Audit","South West Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Southampton","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Southampton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Southampton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Southampton","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Southampton","SEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Southend-on-Sea","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Staffordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Staffordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Suffolk CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swansea","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swansea","SEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Swindon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Swindon","SEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Telford and Wrekin","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Telford and Wrekin","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Telford and Wrekin","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Telford and Wrekin","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tyneside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tyneside","G7","10","10","[c]","[c]"
"In post","2022","Internal Audit","Tyneside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tyneside","SEO","20","20","42450","42900"
"In post","2022","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wakefield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wandsworth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Westminster","AO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Westminster","EO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Westminster","G6","20","20","70300","69800"
"In post","2022","Internal Audit","Westminster","G7","45","40","56830","55300"
"In post","2022","Internal Audit","Westminster","HEO","35","35","36580","37000"
"In post","2022","Internal Audit","Westminster","SCS level","20","20","95010","90690"
"In post","2022","Internal Audit","Westminster","SEO","55","50","47650","47200"
"In post","2022","Internal Audit","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wiltshire","HEO","10","10","35040","34140"
"In post","2022","Internal Audit","Wiltshire","SEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wirral","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Worcestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Worcestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","York","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","York","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","York","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","York","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Aberdeen City and Aberdeenshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Aberdeen City and Aberdeenshire","G7","5","5","[c]","[c]"
"In post","2022","Legal","Aberdeen City and Aberdeenshire","SEO","30","25","48890","43060"
"In post","2022","Legal","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Angus and Dundee City","G7","5","5","[c]","[c]"
"In post","2022","Legal","Angus and Dundee City","SEO","25","25","51350","53490"
"In post","2022","Legal","Barnet","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Barnet","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Barnet","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Barnsley, Doncaster and Rotherham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Barnsley, Doncaster and Rotherham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","15","15","70360","74000"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","30","25","52050","50960"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Belfast","AO","10","10","21670","21670"
"In post","2022","Legal","Belfast","EO","5","5","[c]","[c]"
"In post","2022","Legal","Belfast","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Belfast","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Belfast","HEO","10","10","33860","33370"
"In post","2022","Legal","Belfast","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Berkshire","AO","25","25","23860","23770"
"In post","2022","Legal","Berkshire","EO","25","25","28230","27050"
"In post","2022","Legal","Berkshire","G6","5","5","[c]","[c]"
"In post","2022","Legal","Berkshire","G7","45","40","58390","54770"
"In post","2022","Legal","Berkshire","HEO","15","15","36630","36240"
"In post","2022","Legal","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bexley and Greenwich","AO","5","5","[c]","[c]"
"In post","2022","Legal","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Birmingham","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Birmingham","AO","105","100","22220","22200"
"In post","2022","Legal","Birmingham","EO","110","105","27010","26820"
"In post","2022","Legal","Birmingham","G6","20","20","74020","69650"
"In post","2022","Legal","Birmingham","G7","220","205","53610","53350"
"In post","2022","Legal","Birmingham","HEO","70","65","34310","33370"
"In post","2022","Legal","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Birmingham","SEO","20","20","39700","40180"
"In post","2022","Legal","Blackburn with Darwen","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bradford","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bradford","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bridgend and Neath Port Talbot","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Brighton and Hove","AO","30","25","23700","23770"
"In post","2022","Legal","Brighton and Hove","EO","30","30","28190","27400"
"In post","2022","Legal","Brighton and Hove","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Brighton and Hove","G7","45","40","58650","60710"
"In post","2022","Legal","Brighton and Hove","HEO","10","10","36190","36240"
"In post","2022","Legal","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Bristol, City of","AO","30","30","22050","22200"
"In post","2022","Legal","Bristol, City of","EO","35","30","26790","26410"
"In post","2022","Legal","Bristol, City of","G6","20","15","66790","67910"
"In post","2022","Legal","Bristol, City of","G7","105","95","53490","54160"
"In post","2022","Legal","Bristol, City of","HEO","30","30","34480","33370"
"In post","2022","Legal","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","Bristol, City of","SEO","10","10","40430","40520"
"In post","2022","Legal","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Buckinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Buckinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Caithness and Sutherland, and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Calderdale and Kirklees","G7","5","5","[c]","[c]"
"In post","2022","Legal","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cambridgeshire CC","G7","5","5","[c]","[c]"
"In post","2022","Legal","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","AO","50","50","21940","22200"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","EO","50","45","27060","26820"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","G7","105","95","53960","55210"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","HEO","40","40","34090","33370"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cardiff and Vale of Glamorgan","SEO","15","15","40070","40520"
"In post","2022","Legal","Central Hampshire","G7","5","5","[c]","[c]"
"In post","2022","Legal","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","City of Edinburgh","AO","5","5","[c]","[c]"
"In post","2022","Legal","City of Edinburgh","EO","30","30","28260","27230"
"In post","2022","Legal","City of Edinburgh","G6","15","15","73970","75270"
"In post","2022","Legal","City of Edinburgh","G7","55","50","65620","69780"
"In post","2022","Legal","City of Edinburgh","HEO","5","5","[c]","[c]"
"In post","2022","Legal","City of Edinburgh","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","City of Edinburgh","SEO","100","95","50120","52520"
"In post","2022","Legal","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Clackmannanshire and Fife","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Clackmannanshire and Fife","SEO","20","20","46120","41750"
"In post","2022","Legal","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cornwall and Isles of Scilly","AO","10","5","[c]","[c]"
"In post","2022","Legal","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","Legal","Cornwall and Isles of Scilly","G7","15","10","53230","54480"
"In post","2022","Legal","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Coventry","EO","5","5","[c]","[c]"
"In post","2022","Legal","Coventry","G6","10","10","[c]","[c]"
"In post","2022","Legal","Coventry","G7","15","15","56330","56870"
"In post","2022","Legal","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Coventry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Croydon","AO","15","10","24710","24590"
"In post","2022","Legal","Croydon","EO","20","20","28950","28190"
"In post","2022","Legal","Croydon","G6","30","30","74490","74850"
"In post","2022","Legal","Croydon","G7","30","30","63350","63000"
"In post","2022","Legal","Croydon","HEO","20","20","34140","34190"
"In post","2022","Legal","Croydon","SCS level","10","10","[c]","[c]"
"In post","2022","Legal","Croydon","SEO","15","15","41390","38890"
"In post","2022","Legal","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Darlington","G6","5","5","[c]","[c]"
"In post","2022","Legal","Darlington","G7","5","5","[c]","[c]"
"In post","2022","Legal","Darlington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Darlington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Derby","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Devon CC","AO","15","15","22190","22200"
"In post","2022","Legal","Devon CC","EO","25","20","26820","26220"
"In post","2022","Legal","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Devon CC","G7","45","45","52840","54200"
"In post","2022","Legal","Devon CC","HEO","15","15","32970","32730"
"In post","2022","Legal","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Dorset","G7","10","5","[c]","[c]"
"In post","2022","Legal","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Dumfries and Galloway","SEO","5","5","[c]","[c]"
"In post","2022","Legal","Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Durham","EO","10","10","[c]","[c]"
"In post","2022","Legal","Durham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Durham","G7","15","15","61430","60520"
"In post","2022","Legal","Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Ayrshire and North Ayrshire mainland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Ayrshire and North Ayrshire mainland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Ayrshire and North Ayrshire mainland","SEO","20","20","46270","41750"
"In post","2022","Legal","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Cumbria","AO","10","10","22340","22200"
"In post","2022","Legal","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Cumbria","G7","10","10","53630","52830"
"In post","2022","Legal","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","10","5","[c]","[c]"
"In post","2022","Legal","East Kent","AO","35","35","23670","23770"
"In post","2022","Legal","East Kent","EO","30","30","28650","29170"
"In post","2022","Legal","East Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Kent","G7","45","40","57780","55660"
"In post","2022","Legal","East Kent","HEO","10","10","37360","36240"
"In post","2022","Legal","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Enfield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Enfield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Falkirk","G7","5","5","[c]","[c]"
"In post","2022","Legal","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Falkirk","SEO","15","15","47090","41750"
"In post","2022","Legal","Flintshire and Wrexham","AO","10","10","21900","22200"
"In post","2022","Legal","Flintshire and Wrexham","EO","15","15","26870","26160"
"In post","2022","Legal","Flintshire and Wrexham","G7","35","35","53500","55610"
"In post","2022","Legal","Flintshire and Wrexham","HEO","10","5","[c]","[c]"
"In post","2022","Legal","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Glasgow City","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Glasgow City","EO","15","15","27900","27230"
"In post","2022","Legal","Glasgow City","G6","10","10","[c]","[c]"
"In post","2022","Legal","Glasgow City","G7","80","75","63050","69780"
"In post","2022","Legal","Glasgow City","HEO","20","20","33850","33370"
"In post","2022","Legal","Glasgow City","SCS level","10","10","[c]","[c]"
"In post","2022","Legal","Glasgow City","SEO","115","110","50280","52520"
"In post","2022","Legal","Gloucestershire CC","EO","15","15","27130","27130"
"In post","2022","Legal","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Gloucestershire CC","G7","5","5","[c]","[c]"
"In post","2022","Legal","Gloucestershire CC","HEO","10","10","[c]","[c]"
"In post","2022","Legal","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Gloucestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Greater Manchester South West","AO","10","10","21650","21520"
"In post","2022","Legal","Greater Manchester South West","EO","25","25","26780","26820"
"In post","2022","Legal","Greater Manchester South West","G6","20","20","69050","67910"
"In post","2022","Legal","Greater Manchester South West","G7","60","55","54250","55210"
"In post","2022","Legal","Greater Manchester South West","HEO","35","30","33330","33370"
"In post","2022","Legal","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Greater Manchester South West","SEO","10","10","40450","40520"
"In post","2022","Legal","Gwent Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hackney and Newham","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hackney and Newham","AO","40","40","25830","25750"
"In post","2022","Legal","Hackney and Newham","EO","70","70","30750","31020"
"In post","2022","Legal","Hackney and Newham","G6","100","95","75510","74850"
"In post","2022","Legal","Hackney and Newham","G7","115","110","60530","62120"
"In post","2022","Legal","Hackney and Newham","HEO","70","70","37700","37930"
"In post","2022","Legal","Hackney and Newham","SCS level","15","15","87580","82340"
"In post","2022","Legal","Hackney and Newham","SEO","30","30","43630","43770"
"In post","2022","Legal","Haringey and Islington","AO","5","5","[c]","[c]"
"In post","2022","Legal","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","G7","5","5","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hartlepool and Stockton-on-Tees","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heart of Essex","AO","40","35","23300","23770"
"In post","2022","Legal","Heart of Essex","EO","45","45","28680","29390"
"In post","2022","Legal","Heart of Essex","G6","5","5","[c]","[c]"
"In post","2022","Legal","Heart of Essex","G7","75","65","57690","54770"
"In post","2022","Legal","Heart of Essex","HEO","25","25","37660","40000"
"In post","2022","Legal","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Herefordshire, County of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hertfordshire CC","AO","40","40","23460","23770"
"In post","2022","Legal","Hertfordshire CC","EO","35","30","28590","27760"
"In post","2022","Legal","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Hertfordshire CC","G7","75","70","59210","61660"
"In post","2022","Legal","Hertfordshire CC","HEO","15","15","37520","38120"
"In post","2022","Legal","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
