"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Operational Delivery","30","30","22810","21270"
"In post","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Other","10","10","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Planning Inspectors","40","35","52440","47660"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Operational Delivery","135","130","29290","25050"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","Scottish Government","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Other","1760","1760","37450","34160"
"In post","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","875","830","24030","21300"
"In post","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","30","30","34620","35900"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","60","60","37180","32000"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Finance","20","20","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Legal","25","20","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","1240","1110","26610","23780"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Policy","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","1640","1580","40660","36130"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Commercial","50","45","28320","26900"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Finance","40","40","31890","26900"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Human Resources","30","30","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Legal","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Operational Delivery","1970","1875","30570","32170"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Other","395","365","31530","29730"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","Psychology","55","50","36610","35000"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","100","90","28400","25930"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Counter Fraud","55","55","49940","42020"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Legal","20","20","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","Unknown","700","680","28280","27230"
"In post","2022","Unknown","Standards and Testing Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","Unknown","105","100","28040","23230"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Commercial","10","10","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Project Delivery","25","25","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","65","65","36210","31600"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","Department for Education","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","65","65","39140","38510"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","20","20","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","370","350","25510","21130"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","15","15","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Communications","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Human Resources","5","5","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Operational Delivery","45","45","30010","23790"
"In post","2022","Unknown","The National Archives","The National Archives","Other","20","20","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","Scottish Government","Unknown","110","110","41650","39660"
"In post","2022","Unknown","UK Debt Management Office","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Debt Management Office","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
