"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Cabinet Office","G6/G7","G7","65","60","55040","54700"
"In post","2022","Black","Cabinet Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","SEO/HEO","HEO","65","65","34930","34550"
"In post","2022","Black","Cabinet Office","SEO/HEO","SEO","55","55","40480","40600"
"In post","2022","Black","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","EO","EO","5","5","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AO","35","35","23220","23820"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","EO","EO","80","80","27880","27680"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G7","85","85","54550","53600"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","175","170","34210","33570"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","90","90","41300","40050"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","EO","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","50","50","34530","34020"
"In post","2022","Black","Department for Education","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","EO","EO","55","55","27860","28500"
"In post","2022","Black","Department for Education","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Black","Department for Education","G6/G7","G7","70","70","52840","53420"
"In post","2022","Black","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","SEO/HEO","HEO","70","70","32000","32300"
"In post","2022","Black","Department for Education","SEO/HEO","SEO","90","90","39770","40230"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","AA/AO","AO","40","40","23510","24370"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","EO","EO","55","55","28550","28270"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","G6/G7","G7","40","40","51740","52290"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","60","60","32350","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","50","50","38660","38750"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","EO","EO","35","35","27860","27260"
"In post","2022","Black","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","G6/G7","G7","30","30","53090","51830"
"In post","2022","Black","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","SEO/HEO","HEO","30","30","[c]","[c]"
"In post","2022","Black","Department for International Trade","SEO/HEO","SEO","35","35","39540","38540"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","EO","EO","35","35","28070","27850"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","G6/G7","G7","40","40","53750","53130"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","65","65","33390","33210"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","40","40","39890","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","AA/AO","AO","35","30","25740","23790"
"In post","2022","Black","Department for Transport","EO","EO","75","75","29400","30270"
"In post","2022","Black","Department for Transport","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Black","Department for Transport","G6/G7","G7","40","40","54050","54110"
"In post","2022","Black","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","SEO/HEO","HEO","60","55","34410","34710"
"In post","2022","Black","Department for Transport","SEO/HEO","SEO","55","55","42200","42470"
"In post","2022","Black","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","AA/AO","AO","865","785","22840","22060"
"In post","2022","Black","Department for Work and Pensions","EO","EO","2780","2645","29830","31060"
"In post","2022","Black","Department for Work and Pensions","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","G6/G7","G7","50","50","55340","54070"
"In post","2022","Black","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","SEO/HEO","HEO","260","250","35640","36650"
"In post","2022","Black","Department for Work and Pensions","SEO/HEO","SEO","100","100","42790","40000"
"In post","2022","Black","Department of Health and Social Care","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","AA/AO","AO","60","50","22820","23780"
"In post","2022","Black","Department of Health and Social Care","EO","EO","150","140","27030","27140"
"In post","2022","Black","Department of Health and Social Care","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","G6/G7","G7","80","80","53360","53360"
"In post","2022","Black","Department of Health and Social Care","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","SEO/HEO","HEO","165","155","32780","32640"
"In post","2022","Black","Department of Health and Social Care","SEO/HEO","SEO","145","140","40560","40070"
"In post","2022","Black","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","EO","EO","25","25","[c]","[c]"
"In post","2022","Black","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Black","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Black","Food Standards Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","AA/AO","AO","50","50","27030","28250"
"In post","2022","Black","Foreign, Commonwealth and Development Office","EO","EO","60","60","30820","30630"
"In post","2022","Black","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","G6/G7","G7","45","45","55090","55060"
"In post","2022","Black","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","75","75","35750","36290"
"In post","2022","Black","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","AA/AO","AO","20","20","[c]","[c]"
"In post","2022","Black","HM Land Registry","EO","EO","25","20","[c]","[c]"
"In post","2022","Black","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Black","HM Land Registry","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Black","HM Revenue and Customs","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Black","HM Revenue and Customs","AA/AO","AO","435","405","22670","21250"
"In post","2022","Black","HM Revenue and Customs","EO","EO","535","520","29130","29550"
"In post","2022","Black","HM Revenue and Customs","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Black","HM Revenue and Customs","G6/G7","G7","130","130","58620","60940"
"In post","2022","Black","HM Revenue and Customs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Black","HM Revenue and Customs","SEO/HEO","HEO","525","515","35800","37610"
"In post","2022","Black","HM Revenue and Customs","SEO/HEO","SEO","225","225","42610","43430"
"In post","2022","Black","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Treasury","EO","EO","25","25","[c]","[c]"
"In post","2022","Black","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Treasury","G6/G7","G7","25","25","[c]","[c]"
"In post","2022","Black","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Treasury","SEO/HEO","HEO","45","45","35380","34090"
"In post","2022","Black","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Black","Home Office","AA/AO","AA","50","40","22100","22460"
"In post","2022","Black","Home Office","AA/AO","AO","330","290","24590","25630"
"In post","2022","Black","Home Office","EO","EO","720","675","28600","28810"
"In post","2022","Black","Home Office","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Black","Home Office","G6/G7","G7","105","105","58540","57460"
"In post","2022","Black","Home Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Black","Home Office","SEO/HEO","HEO","340","335","34950","35070"
"In post","2022","Black","Home Office","SEO/HEO","SEO","220","220","42790","41970"
"In post","2022","Black","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ministry of Defence","AA/AO","AA","60","60","21020","19900"
"In post","2022","Black","Ministry of Defence","AA/AO","AO","120","115","23940","23280"
"In post","2022","Black","Ministry of Defence","EO","EO","140","140","26470","26670"
"In post","2022","Black","Ministry of Defence","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Black","Ministry of Defence","G6/G7","G7","45","45","53730","54540"
"In post","2022","Black","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ministry of Defence","SEO/HEO","HEO","195","195","33280","33300"
"In post","2022","Black","Ministry of Defence","SEO/HEO","SEO","180","175","41780","40660"
"In post","2022","Black","Ministry of Defence","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Ministry of Justice","AA/AO","AA","355","335","23220","22000"
"In post","2022","Black","Ministry of Justice","AA/AO","AO","1395","1320","27230","24310"
