"Status","Year","Age","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Asian","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Attorney General's Departments","London","35","30","41760","32560"
"In post","2022","60-64","Black","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Cabinet Office","London","10","10","[c]","[c]"
"In post","2022","60-64","Black","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Business, Energy and Industrial Strategy","London","30","30","[c]","[c]"
"In post","2022","60-64","Black","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Black","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Education","London","10","10","[c]","[c]"
"In post","2022","60-64","Black","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Environment, Food and Rural Affairs","London","15","15","[c]","[c]"
"In post","2022","60-64","Black","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for International Trade","London","10","10","[c]","[c]"
"In post","2022","60-64","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Levelling Up, Housing and Communities","London","5","5","[c]","[c]"
"In post","2022","60-64","Black","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Transport","London","15","15","[c]","[c]"
"In post","2022","60-64","Black","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Department for Work and Pensions","London","195","175","30850","31060"
"In post","2022","60-64","Black","Department for Work and Pensions","Outside London","150","135","26980","27570"
"In post","2022","60-64","Black","Department for Work and Pensions","Unknown","10","5","[c]","[c]"
"In post","2022","60-64","Black","Department of Health and Social Care","London","20","20","[c]","[c]"
"In post","2022","60-64","Black","Department of Health and Social Care","Outside London","15","15","[c]","[c]"
"In post","2022","60-64","Black","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Black","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2022","60-64","Black","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","HM Revenue and Customs","London","100","95","36140","33440"
"In post","2022","60-64","Black","HM Revenue and Customs","Outside London","50","40","27570","26590"
"In post","2022","60-64","Black","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Home Office","London","140","130","31380","29310"
"In post","2022","60-64","Black","Home Office","Outside London","25","20","[c]","[c]"
"In post","2022","60-64","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Ministry of Defence","London","30","30","[c]","[c]"
"In post","2022","60-64","Black","Ministry of Defence","Outside London","50","45","33750","32790"
"In post","2022","60-64","Black","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Ministry of Justice","London","250","235","31240","28310"
"In post","2022","60-64","Black","Ministry of Justice","Outside London","160","145","29330","28200"
"In post","2022","60-64","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","60-64","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","60-64","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Attorney General's Departments","London","10","5","[c]","[c]"
"In post","2022","60-64","Mixed","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Education","London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Work and Pensions","London","25","25","[c]","[c]"
"In post","2022","60-64","Mixed","Department for Work and Pensions","Outside London","70","55","28330","27570"
"In post","2022","60-64","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","HM Revenue and Customs","Outside London","35","30","28380","26700"
"In post","2022","60-64","Mixed","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Home Office","London","15","15","[c]","[c]"
"In post","2022","60-64","Mixed","Home Office","Outside London","15","15","[c]","[c]"
"In post","2022","60-64","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Ministry of Defence","Outside London","30","30","34350","33300"
"In post","2022","60-64","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Ministry of Justice","London","25","20","[c]","[c]"
"In post","2022","60-64","Mixed","Ministry of Justice","Outside London","70","55","31110","25720"
"In post","2022","60-64","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Work and Pensions","London","15","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department for Work and Pensions","Outside London","35","30","29190","27570"
"In post","2022","60-64","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Revenue and Customs","London","10","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Revenue and Customs","Outside London","15","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Home Office","London","15","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Defence","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Justice","London","20","15","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Justice","Outside London","25","20","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Attorney General's Departments","London","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Cabinet Office","London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Cabinet Office","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Education","London","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","30","25","34700","30110"
"In post","2022","60-64","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","London","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","Outside London","95","80","30890","27930"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","London","100","85","32200","31060"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","Outside London","485","375","27430","27570"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","Outside London","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","Outside London","40","25","34060","33840"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","London","80","65","42790","38470"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","Outside London","285","220","34430","33080"
"In post","2022","60-64","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","London","65","55","37190","30500"
"In post","2022","60-64","Undeclared","Home Office","Outside London","115","85","29070","27370"
"In post","2022","60-64","Undeclared","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","London","30","30","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Outside London","370","345","34250","33300"
"In post","2022","60-64","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","London","45","45","36740","32090"
"In post","2022","60-64","Undeclared","Ministry of Justice","Outside London","165","135","27320","23570"
"In post","2022","60-64","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scottish Government","Outside London","65","50","41650","35000"
