"Status","Year","Age","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Property","South East (England)","Outside London","15","15","19020","16630"
"In post","2022","16-19","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","London","5","5","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Outside London","10","10","22220","21680"
"In post","2022","16-19","Unknown","London","London","10","10","26660","25630"
"In post","2022","16-19","Unknown","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Outside London","60","55","22120","21050"
"In post","2022","16-19","Unknown","South East (England)","Outside London","20","20","22680","21680"
"In post","2022","16-19","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","East Midlands (England)","Outside London","10","10","29990","30310"
"In post","2022","20-29","Analysis","East of England","Outside London","60","60","27500","25460"
"In post","2022","20-29","Analysis","London","London","1560","1555","39240","36650"
"In post","2022","20-29","Analysis","North East (England)","Outside London","70","70","32030","31900"
"In post","2022","20-29","Analysis","North West (England)","Outside London","210","210","34180","33370"
"In post","2022","20-29","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Scotland","Outside London","25","25","33270","30000"
"In post","2022","20-29","Analysis","South East (England)","Outside London","305","305","32530","30710"
"In post","2022","20-29","Analysis","South West (England)","Outside London","115","110","30380","29230"
"In post","2022","20-29","Analysis","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Wales","Outside London","450","445","32330","30710"
"In post","2022","20-29","Analysis","West Midlands (England)","Outside London","30","30","34730","30190"
"In post","2022","20-29","Analysis","Yorkshire and The Humber","Outside London","165","165","33290","31990"
"In post","2022","20-29","Commercial","East Midlands (England)","Outside London","15","15","27520","26250"
"In post","2022","20-29","Commercial","East of England","Outside London","25","25","32050","30420"
"In post","2022","20-29","Commercial","London","London","385","385","42040","40650"
"In post","2022","20-29","Commercial","North East (England)","Outside London","15","15","30210","28820"
"In post","2022","20-29","Commercial","North West (England)","Outside London","110","110","34480","31500"
"In post","2022","20-29","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Outside London","65","60","31030","30000"
"In post","2022","20-29","Commercial","South East (England)","Outside London","80","80","27850","26350"
"In post","2022","20-29","Commercial","South West (England)","Outside London","220","220","30700","29750"
"In post","2022","20-29","Commercial","Unknown","Unknown","20","20","34600","32000"
"In post","2022","20-29","Commercial","Wales","Outside London","35","35","28880","30420"
"In post","2022","20-29","Commercial","West Midlands (England)","Outside London","35","35","30260","26670"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","Outside London","90","90","33220","30450"
"In post","2022","20-29","Communications","East Midlands (England)","Outside London","230","225","27540","26700"
"In post","2022","20-29","Communications","East of England","Outside London","10","10","30580","30500"
"In post","2022","20-29","Communications","London","London","695","690","37110","34710"
"In post","2022","20-29","Communications","North East (England)","Outside London","300","300","28420","26820"
"In post","2022","20-29","Communications","North West (England)","Outside London","250","250","28100","26820"
"In post","2022","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Outside London","15","15","27870","28720"
"In post","2022","20-29","Communications","South East (England)","Outside London","30","30","28520","26670"
"In post","2022","20-29","Communications","South West (England)","Outside London","35","35","29600","28590"
"In post","2022","20-29","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Wales","Outside London","215","210","28590","26820"
"In post","2022","20-29","Communications","West Midlands (England)","Outside London","195","195","27500","26590"
"In post","2022","20-29","Communications","Yorkshire and The Humber","Outside London","240","235","29060","26820"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Outside London","100","100","29650","26820"
"In post","2022","20-29","Counter Fraud","East of England","Outside London","65","65","25330","26590"
"In post","2022","20-29","Counter Fraud","London","London","485","485","33200","31020"
"In post","2022","20-29","Counter Fraud","North East (England)","Outside London","155","155","29160","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Outside London","330","330","28530","26820"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Outside London","45","45","26010","26590"
"In post","2022","20-29","Counter Fraud","Scotland","Outside London","190","190","26960","26700"
"In post","2022","20-29","Counter Fraud","South East (England)","Outside London","110","105","26740","26820"
"In post","2022","20-29","Counter Fraud","South West (England)","Outside London","90","90","30540","27570"
"In post","2022","20-29","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Wales","Outside London","145","145","26100","26590"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","Outside London","130","130","29040","27570"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","Outside London","170","170","29230","26820"
"In post","2022","20-29","Debt","East Midlands (England)","Outside London","105","95","21530","21250"
"In post","2022","20-29","Debt","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","London","London","45","40","27950","25330"
"In post","2022","20-29","Debt","North East (England)","Outside London","195","195","21800","21250"
"In post","2022","20-29","Debt","North West (England)","Outside London","135","130","21760","21250"
"In post","2022","20-29","Debt","Scotland","Outside London","270","260","22210","21250"
"In post","2022","20-29","Debt","South West (England)","Outside London","15","15","21960","21260"
"In post","2022","20-29","Debt","Wales","Outside London","150","145","23340","21250"
"In post","2022","20-29","Debt","West Midlands (England)","Outside London","195","185","21800","21250"
"In post","2022","20-29","Debt","Yorkshire and The Humber","Outside London","185","175","21880","21250"
"In post","2022","20-29","Digital, Data & Technology","East Midlands (England)","Outside London","65","65","31090","30930"
"In post","2022","20-29","Digital, Data & Technology","East of England","Outside London","90","90","29630","28520"
"In post","2022","20-29","Digital, Data & Technology","London","London","790","785","39250","36650"
"In post","2022","20-29","Digital, Data & Technology","North East (England)","Outside London","290","285","34980","33080"
"In post","2022","20-29","Digital, Data & Technology","North West (England)","Outside London","395","395","33700","33000"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","Outside London","20","20","32870","33080"
"In post","2022","20-29","Digital, Data & Technology","Overseas","Overseas","20","20","30940","30930"
"In post","2022","20-29","Digital, Data & Technology","Scotland","Outside London","135","135","32440","32380"
"In post","2022","20-29","Digital, Data & Technology","South East (England)","Outside London","195","195","30580","29350"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","Outside London","550","545","29180","27650"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Unknown","15","15","35790","32400"
"In post","2022","20-29","Digital, Data & Technology","Wales","Outside London","290","285","31050","30210"
"In post","2022","20-29","Digital, Data & Technology","West Midlands (England)","Outside London","190","185","32940","33080"
"In post","2022","20-29","Digital, Data & Technology","Yorkshire and The Humber","Outside London","190","190","33490","31990"
"In post","2022","20-29","Finance","East Midlands (England)","Outside London","35","35","30050","28370"
"In post","2022","20-29","Finance","East of England","Outside London","30","30","31600","29910"
"In post","2022","20-29","Finance","London","London","515","515","40250","38590"
"In post","2022","20-29","Finance","North East (England)","Outside London","80","80","32540","31990"
"In post","2022","20-29","Finance","North West (England)","Outside London","160","160","31560","29360"
"In post","2022","20-29","Finance","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Scotland","Outside London","155","140","24810","21250"
"In post","2022","20-29","Finance","South East (England)","Outside London","105","100","30420","28350"
"In post","2022","20-29","Finance","South West (England)","Outside London","230","230","27970","26350"
"In post","2022","20-29","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Wales","Outside London","35","35","28470","26130"
"In post","2022","20-29","Finance","West Midlands (England)","Outside London","160","155","29960","29360"
"In post","2022","20-29","Finance","Yorkshire and The Humber","Outside London","245","240","29770","27570"
"In post","2022","20-29","Grants Management","East Midlands (England)","Outside London","20","20","21420","21300"
"In post","2022","20-29","Grants Management","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Grants Management","London","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","North East (England)","Outside London","100","100","22140","21300"
"In post","2022","20-29","Grants Management","North West (England)","Outside London","135","135","22130","21300"
"In post","2022","20-29","Grants Management","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Grants Management","South West (England)","Outside London","20","20","22510","21300"
"In post","2022","20-29","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","West Midlands (England)","Outside London","35","35","23710","21300"
"In post","2022","20-29","Grants Management","Yorkshire and The Humber","Outside London","50","45","22690","21300"
"In post","2022","20-29","Human Resources","East Midlands (England)","Outside London","75","75","31470","30450"
"In post","2022","20-29","Human Resources","East of England","Outside London","30","30","28390","29180"
"In post","2022","20-29","Human Resources","London","London","590","585","35990","32790"
"In post","2022","20-29","Human Resources","North East (England)","Outside London","140","135","26180","24100"
"In post","2022","20-29","Human Resources","North West (England)","Outside London","240","235","27950","26820"
"In post","2022","20-29","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Scotland","Outside London","115","115","26860","25050"
"In post","2022","20-29","Human Resources","South East (England)","Outside London","55","55","28340","27080"
"In post","2022","20-29","Human Resources","South West (England)","Outside London","140","140","26130","24050"
"In post","2022","20-29","Human Resources","Unknown","Unknown","15","15","30750","28000"
"In post","2022","20-29","Human Resources","Wales","Outside London","85","85","27320","26470"
"In post","2022","20-29","Human Resources","West Midlands (England)","Outside London","60","60","33020","29270"
"In post","2022","20-29","Human Resources","Yorkshire and The Humber","Outside London","100","100","32090","30450"
"In post","2022","20-29","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","London","25","25","34690","33420"
"In post","2022","20-29","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","East Midlands (England)","Outside London","75","75","26880","25480"
"In post","2022","20-29","Legal","East of England","Outside London","75","75","28250","25480"
"In post","2022","20-29","Legal","London","London","720","710","34380","29280"
"In post","2022","20-29","Legal","North East (England)","Outside London","45","45","32270","27130"
"In post","2022","20-29","Legal","North West (England)","Outside London","155","155","29230","25480"
"In post","2022","20-29","Legal","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Legal","Scotland","Outside London","160","160","38130","41750"
"In post","2022","20-29","Legal","South East (England)","Outside London","135","135","27250","24590"
"In post","2022","20-29","Legal","South West (England)","Outside London","80","80","28730","25480"
"In post","2022","20-29","Legal","Wales","Outside London","40","40","29430","25480"
"In post","2022","20-29","Legal","West Midlands (England)","Outside London","65","65","27060","25480"
"In post","2022","20-29","Legal","Yorkshire and The Humber","Outside London","140","140","28340","25480"
"In post","2022","20-29","No function","East Midlands (England)","Outside London","2520","2475","25630","24730"
"In post","2022","20-29","No function","East of England","Outside London","2055","2025","26490","26610"
"In post","2022","20-29","No function","London","London","14240","14140","36050","33210"
"In post","2022","20-29","No function","North East (England)","Outside London","2710","2655","24980","23140"
"In post","2022","20-29","No function","North West (England)","Outside London","5980","5870","25610","24440"
"In post","2022","20-29","No function","Northern Ireland","Outside London","375","365","24950","21250"
"In post","2022","20-29","No function","Overseas","Overseas","190","190","35650","33230"
"In post","2022","20-29","No function","Scotland","Outside London","3060","2995","25610","23450"
"In post","2022","20-29","No function","South East (England)","Outside London","3510","3445","27360","27570"
"In post","2022","20-29","No function","South West (England)","Outside London","3180","3125","26760","26140"
"In post","2022","20-29","No function","Unknown","Unknown","320","320","29680","29250"
"In post","2022","20-29","No function","Wales","Outside London","3285","3205","24690","22600"
"In post","2022","20-29","No function","West Midlands (England)","Outside London","3545","3470","25710","24730"
"In post","2022","20-29","No function","Yorkshire and The Humber","Outside London","3995","3920","26280","25700"
"In post","2022","20-29","Project Delivery","East Midlands (England)","Outside London","40","40","30110","30450"
"In post","2022","20-29","Project Delivery","East of England","Outside London","50","50","33730","33300"
"In post","2022","20-29","Project Delivery","London","London","670","665","40220","38600"
"In post","2022","20-29","Project Delivery","North East (England)","Outside London","120","115","32760","33080"
"In post","2022","20-29","Project Delivery","North West (England)","Outside London","205","200","32340","33080"
"In post","2022","20-29","Project Delivery","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Overseas","35","35","40370","38600"
"In post","2022","20-29","Project Delivery","Scotland","Outside London","140","140","29450","26820"
"In post","2022","20-29","Project Delivery","South East (England)","Outside London","210","210","30900","30210"
"In post","2022","20-29","Project Delivery","South West (England)","Outside London","2080","2065","28650","27540"
"In post","2022","20-29","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Wales","Outside London","55","55","30460","30210"
"In post","2022","20-29","Project Delivery","West Midlands (England)","Outside London","95","95","31680","31990"
"In post","2022","20-29","Project Delivery","Yorkshire and The Humber","Outside London","70","70","32860","30950"
"In post","2022","20-29","Property","East Midlands (England)","Outside London","70","70","26610","25000"
"In post","2022","20-29","Property","East of England","Outside London","65","60","29610","26670"
"In post","2022","20-29","Property","London","London","210","210","34630","32000"
"In post","2022","20-29","Property","North East (England)","Outside London","155","150","24620","22010"
"In post","2022","20-29","Property","North West (England)","Outside London","95","95","29380","27650"
"In post","2022","20-29","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Property","Scotland","Outside London","50","50","28860","26900"
"In post","2022","20-29","Property","South East (England)","Outside London","90","85","27270","25890"
"In post","2022","20-29","Property","South West (England)","Outside London","160","155","26800","25000"
"In post","2022","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Wales","Outside London","45","45","25500","25750"
"In post","2022","20-29","Property","West Midlands (England)","Outside London","75","75","31150","29500"
"In post","2022","20-29","Property","Yorkshire and The Humber","Outside London","95","95","31450","27000"
"In post","2022","20-29","Security","East Midlands (England)","Outside London","35","35","27570","26710"
"In post","2022","20-29","Security","East of England","Outside London","120","120","27570","26350"
"In post","2022","20-29","Security","London","London","390","390","34090","33210"
"In post","2022","20-29","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","North West (England)","Outside London","40","40","26700","24610"
"In post","2022","20-29","Security","Northern Ireland","Outside London","15","15","20370","20560"
"In post","2022","20-29","Security","Overseas","Overseas","10","10","35040","33230"
"In post","2022","20-29","Security","Scotland","Outside London","250","250","25800","24610"
"In post","2022","20-29","Security","South East (England)","Outside London","280","275","27400","26610"
"In post","2022","20-29","Security","South West (England)","Outside London","135","135","25220","25000"
"In post","2022","20-29","Security","Unknown","Unknown","15","15","27150","27370"
"In post","2022","20-29","Security","Wales","Outside London","25","25","28090","24720"
"In post","2022","20-29","Security","West Midlands (England)","Outside London","45","45","27180","26750"
"In post","2022","20-29","Security","Yorkshire and The Humber","Outside London","155","155","26560","26330"
"In post","2022","20-29","Unknown","East Midlands (England)","Outside London","95","95","24730","24880"
"In post","2022","20-29","Unknown","East of England","Outside London","360","350","24810","21680"
"In post","2022","20-29","Unknown","London","London","2635","2620","37110","35050"
"In post","2022","20-29","Unknown","North East (England)","Outside London","215","205","24550","24880"
"In post","2022","20-29","Unknown","North West (England)","Outside London","1320","1295","25240","24880"
"In post","2022","20-29","Unknown","Northern Ireland","Outside London","75","70","23960","24880"
"In post","2022","20-29","Unknown","Overseas","Overseas","40","40","34660","33000"
"In post","2022","20-29","Unknown","Scotland","Outside London","2910","2870","29330","27230"
"In post","2022","20-29","Unknown","South East (England)","Outside London","780","775","25370","24880"
"In post","2022","20-29","Unknown","South West (England)","Outside London","295","290","27600","26350"
"In post","2022","20-29","Unknown","Unknown","Unknown","385","385","28300","28980"
"In post","2022","20-29","Unknown","Wales","Outside London","645","635","27870","25860"
"In post","2022","20-29","Unknown","West Midlands (England)","Outside London","230","225","25200","24880"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Outside London","745","730","26520","24880"
"In post","2022","30-39","Analysis","East Midlands (England)","Outside London","20","20","38000","36610"
"In post","2022","30-39","Analysis","East of England","Outside London","105","100","34640","35900"
"In post","2022","30-39","Analysis","London","London","1005","970","53550","54110"
"In post","2022","30-39","Analysis","North East (England)","Outside London","50","45","42130","39250"
"In post","2022","30-39","Analysis","North West (England)","Outside London","125","120","44250","40520"
"In post","2022","30-39","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scotland","Outside London","60","60","46030","38420"
"In post","2022","30-39","Analysis","South East (England)","Outside London","260","245","40710","38340"
"In post","2022","30-39","Analysis","South West (England)","Outside London","150","145","38000","36580"
"In post","2022","30-39","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Wales","Outside London","415","395","38840","38340"
"In post","2022","30-39","Analysis","West Midlands (England)","Outside London","25","20","37680","37520"
"In post","2022","30-39","Analysis","Yorkshire and The Humber","Outside London","130","125","43710","41990"
"In post","2022","30-39","Commercial","East Midlands (England)","Outside London","25","25","37660","37100"
"In post","2022","30-39","Commercial","East of England","Outside London","50","45","40420","37480"
"In post","2022","30-39","Commercial","London","London","435","425","56360","54700"
"In post","2022","30-39","Commercial","North East (England)","Outside London","25","25","39860","36500"
"In post","2022","30-39","Commercial","North West (England)","Outside London","190","185","42160","38330"
