"Status","Year","Age","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","HM Treasury","Economics","60","55","56420","55840"
"In post","2022","30-39","HM Treasury","Finance","35","35","55490","59310"
"In post","2022","30-39","HM Treasury","Human Resources","25","25","50000","52840"
"In post","2022","30-39","HM Treasury","Internal Audit","50","50","47060","48780"
"In post","2022","30-39","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Treasury","Operational Delivery","45","40","38240","32960"
"In post","2022","30-39","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Treasury","Policy","500","490","56730","57020"
"In post","2022","30-39","HM Treasury","Project Delivery","10","10","44680","41250"
"In post","2022","30-39","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Treasury","Tax","25","25","61030","63000"
"In post","2022","30-39","Home Office","Commercial","20","20","38220","39490"
"In post","2022","30-39","Home Office","Communications","75","70","50670","52050"
"In post","2022","30-39","Home Office","Counter Fraud","40","40","26030","24890"
"In post","2022","30-39","Home Office","Digital, Data and Technology","400","395","47640","44280"
"In post","2022","30-39","Home Office","Economics","25","25","63600","63430"
"In post","2022","30-39","Home Office","Finance","80","75","46170","41970"
"In post","2022","30-39","Home Office","Human Resources","150","145","40760","37450"
"In post","2022","30-39","Home Office","Intelligence Analysis","325","310","29240","27370"
"In post","2022","30-39","Home Office","Knowledge and Information Management","20","15","40670","40250"
"In post","2022","30-39","Home Office","Operational Delivery","5855","5495","27340","25220"
"In post","2022","30-39","Home Office","Operational Research","25","25","53500","59430"
"In post","2022","30-39","Home Office","Other","380","365","36490","35050"
"In post","2022","30-39","Home Office","Policy","785","770","50880","57430"
"In post","2022","30-39","Home Office","Project Delivery","390","385","44210","41950"
"In post","2022","30-39","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Home Office","Science and Engineering","20","20","45860","39300"
"In post","2022","30-39","Home Office","Security","60","60","33000","29080"
"In post","2022","30-39","Home Office","Social Research","50","50","53360","59430"
"In post","2022","30-39","Home Office","Statistics","25","20","46470","43950"
"In post","2022","30-39","Ministry of Defence","Commercial","590","570","36590","35000"
"In post","2022","30-39","Ministry of Defence","Communications","130","125","37420","34370"
"In post","2022","30-39","Ministry of Defence","Corporate Finance","10","10","39140","38840"
"In post","2022","30-39","Ministry of Defence","Digital, Data and Technology","490","475","35330","33300"
"In post","2022","30-39","Ministry of Defence","Finance","735","705","38130","33300"
"In post","2022","30-39","Ministry of Defence","Geography","110","110","32750","33290"
"In post","2022","30-39","Ministry of Defence","Human Resources","450","415","32550","26670"
"In post","2022","30-39","Ministry of Defence","Intelligence Analysis","215","210","38680","36140"
"In post","2022","30-39","Ministry of Defence","Internal Audit","20","20","40370","40580"
"In post","2022","30-39","Ministry of Defence","Knowledge and Information Management","140","135","33520","33000"
"In post","2022","30-39","Ministry of Defence","Legal","15","15","47740","46650"
"In post","2022","30-39","Ministry of Defence","Medicine","415","360","40650","39030"
"In post","2022","30-39","Ministry of Defence","Operational Delivery","195","185","33700","30590"
"In post","2022","30-39","Ministry of Defence","Operational Research","140","135","43850","47010"
"In post","2022","30-39","Ministry of Defence","Other","2305","2205","29590","26670"
"In post","2022","30-39","Ministry of Defence","Policy","375","370","46860","45200"
"In post","2022","30-39","Ministry of Defence","Project Delivery","1465","1415","40030","39980"
"In post","2022","30-39","Ministry of Defence","Property","235","230","32470","33000"
"In post","2022","30-39","Ministry of Defence","Psychology","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence","Science and Engineering","1525","1510","39650","38130"
"In post","2022","30-39","Ministry of Defence","Security","1155","1145","30940","28890"
"In post","2022","30-39","Ministry of Defence","Statistics","65","60","42150","43000"
"In post","2022","30-39","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice","Commercial","150","145","41130","39120"
"In post","2022","30-39","Ministry of Justice","Communications","60","60","42070","41750"
"In post","2022","30-39","Ministry of Justice","Digital, Data and Technology","395","385","47080","45100"
"In post","2022","30-39","Ministry of Justice","Economics","10","5","[c]","[c]"
"In post","2022","30-39","Ministry of Justice","Finance","135","130","39460","36050"
"In post","2022","30-39","Ministry of Justice","Human Resources","270","265","38990","34260"
"In post","2022","30-39","Ministry of Justice","Intelligence Analysis","125","120","30230","27380"
"In post","2022","30-39","Ministry of Justice","Internal Audit","10","5","[c]","[c]"
"In post","2022","30-39","Ministry of Justice","Knowledge and Information Management","40","40","31270","29190"
"In post","2022","30-39","Ministry of Justice","Legal","225","215","38710","36050"
"In post","2022","30-39","Ministry of Justice","Operational Delivery","17425","16460","28420","26890"
"In post","2022","30-39","Ministry of Justice","Operational Research","40","40","53200","58710"
"In post","2022","30-39","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice","Policy","265","260","48480","44330"
"In post","2022","30-39","Ministry of Justice","Project Delivery","90","85","40690","41750"
"In post","2022","30-39","Ministry of Justice","Property","70","70","41650","41700"
"In post","2022","30-39","Ministry of Justice","Psychology","550","530","34690","31180"
"In post","2022","30-39","Ministry of Justice","Security","250","245","38620","36990"
"In post","2022","30-39","Ministry of Justice","Social Research","25","25","52130","59290"
"In post","2022","30-39","Ministry of Justice","Statistics","45","40","47960","46650"
"In post","2022","30-39","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Communications","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Digital, Data and Technology","60","55","41340","38540"
"In post","2022","30-39","National Crime Agency","Finance","15","15","37040","30480"
"In post","2022","30-39","National Crime Agency","Human Resources","35","35","37220","36740"
"In post","2022","30-39","National Crime Agency","Legal","20","20","53960","60960"
"In post","2022","30-39","National Crime Agency","Operational Delivery","1165","1140","38010","36410"
"In post","2022","30-39","National Crime Agency","Project Delivery","25","25","42240","40170"
"In post","2022","30-39","National Crime Agency","Security","10","10","34740","36220"
"In post","2022","30-39","Northern Ireland Office","Communications","10","10","49270","45780"
"In post","2022","30-39","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Policy","35","35","49850","52030"
"In post","2022","30-39","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Communications","15","15","38970","37240"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","25","25","42150","39460"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Finance","15","15","47810","49530"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","25","25","36000","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","100","95","58060","51360"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","60","55","29970","28790"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","65","60","33130","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","25","25","47460","42850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Project Delivery","10","10","41090","39460"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","20","15","42120","33510"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","35","35","39540","32010"
"In post","2022","30-39","Office of Gas and Electricity Markets","Communications","15","15","39680","38000"
"In post","2022","30-39","Office of Gas and Electricity Markets","Corporate Finance","10","10","38480","34250"
"In post","2022","30-39","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","40","40","49270","46130"
"In post","2022","30-39","Office of Gas and Electricity Markets","Economics","20","20","48180","46710"
"In post","2022","30-39","Office of Gas and Electricity Markets","Finance","10","10","51770","52780"
"In post","2022","30-39","Office of Gas and Electricity Markets","Human Resources","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Internal Audit","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Legal","30","30","58170","54370"
"In post","2022","30-39","Office of Gas and Electricity Markets","Operational Delivery","75","70","31040","29040"
"In post","2022","30-39","Office of Gas and Electricity Markets","Other","220","215","45840","43650"
"In post","2022","30-39","Office of Gas and Electricity Markets","Policy","30","30","39670","36690"
"In post","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Science and Engineering","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","35","30","37610","33280"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Research","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Communications","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Legal","10","10","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Operational Delivery","30","30","46830","50810"
"In post","2022","30-39","Office of Rail and Road","Policy","25","20","48380","44560"
"In post","2022","30-39","Office of Rail and Road","Science and Engineering","10","10","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Statistics","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Operational Delivery","10","10","57920","56140"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Policy","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Unknown","20","20","52190","53240"
"In post","2022","30-39","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Commercial","20","20","35130","35000"
"In post","2022","30-39","Scottish Government","Communications","10","10","37890","37710"
"In post","2022","30-39","Scottish Government","Digital, Data and Technology","60","60","36970","34040"
"In post","2022","30-39","Scottish Government","Finance","30","30","34680","37240"
"In post","2022","30-39","Scottish Government","Human Resources","60","55","35960","35000"
"In post","2022","30-39","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Legal","235","225","51510","52520"
"In post","2022","30-39","Scottish Government","Operational Delivery","1795","1735","29580","29550"
"In post","2022","30-39","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Other","160","145","31340","29900"
"In post","2022","30-39","Scottish Government","Policy","10","10","48740","46640"
"In post","2022","30-39","Scottish Government","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Psychology","40","35","37950","35000"
"In post","2022","30-39","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Statistics","10","10","38220","37710"
"In post","2022","30-39","Scottish Government","Unknown","3955","3815","38160","34600"
"In post","2022","30-39","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","Digital, Data and Technology","25","25","39500","39690"
"In post","2022","30-39","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","Knowledge and Information Management","15","15","32400","33000"
"In post","2022","30-39","The National Archives","Operational Delivery","40","35","28990","28460"
"In post","2022","30-39","The National Archives","Other","30","30","38800","34770"
"In post","2022","30-39","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Communications","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Digital, Data and Technology","10","10","49120","49200"
"In post","2022","30-39","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Finance","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Legal","15","15","64490","74000"
"In post","2022","30-39","UK Export Finance","Operational Delivery","45","45","51260","51250"
"In post","2022","30-39","UK Export Finance","Policy","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Commercial","15","15","35370","31700"
"In post","2022","30-39","UK Statistics Authority","Communications","20","20","35590","36840"
"In post","2022","30-39","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Digital, Data and Technology","205","200","40600","36840"
"In post","2022","30-39","UK Statistics Authority","Economics","35","35","46360","50210"
"In post","2022","30-39","UK Statistics Authority","Finance","20","15","31000","30210"
"In post","2022","30-39","UK Statistics Authority","Human Resources","40","35","39760","36840"
"In post","2022","30-39","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Operational Delivery","570","515","30110","30210"
"In post","2022","30-39","UK Statistics Authority","Operational Research","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Policy","20","20","40010","36840"
"In post","2022","30-39","UK Statistics Authority","Project Delivery","80","75","41800","36840"
"In post","2022","30-39","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Security","10","10","35930","33920"
"In post","2022","30-39","UK Statistics Authority","Social Research","200","190","40740","38340"
"In post","2022","30-39","UK Statistics Authority","Statistics","195","185","43380","39100"
"In post","2022","30-39","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Communications","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Operational Delivery","10","10","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Policy","10","10","58750","61400"
"In post","2022","30-39","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Communications","45","45","39230","38160"
"In post","2022","30-39","Welsh Government","Digital, Data and Technology","50","45","36830","34190"
"In post","2022","30-39","Welsh Government","Economics","10","10","39720","36670"
"In post","2022","30-39","Welsh Government","Finance","65","65","39920","38160"
"In post","2022","30-39","Welsh Government","Human Resources","45","45","33460","29430"
"In post","2022","30-39","Welsh Government","Internal Audit","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","Knowledge and Information Management","25","25","33280","29430"
"In post","2022","30-39","Welsh Government","Legal","50","50","57430","61440"
"In post","2022","30-39","Welsh Government","Medicine","45","45","42000","38160"
"In post","2022","30-39","Welsh Government","Operational Delivery","285","275","32930","29430"
"In post","2022","30-39","Welsh Government","Other","125","115","38830","38160"
"In post","2022","30-39","Welsh Government","Planning","20","20","37240","38160"
"In post","2022","30-39","Welsh Government","Policy","380","365","39560","38160"
"In post","2022","30-39","Welsh Government","Project Delivery","25","25","37640","38160"
"In post","2022","30-39","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Science and Engineering","5","5","[c]","[c]"
"In post","2022","30-39","Welsh Government","Social Research","25","25","44150","44200"
"In post","2022","30-39","Welsh Government","Statistics","35","35","41880","40100"
"In post","2022","30-39","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","Communications","30","25","43610","40740"
"In post","2022","40-49","Attorney General's Departments","Counter Fraud","50","50","49890","44000"
"In post","2022","40-49","Attorney General's Departments","Digital, Data and Technology","60","60","45680","43390"
"In post","2022","40-49","Attorney General's Departments","Finance","60","55","31350","29620"
"In post","2022","40-49","Attorney General's Departments","Human Resources","50","50","40470","38180"
"In post","2022","40-49","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","Knowledge and Information Management","15","15","37050","29450"
"In post","2022","40-49","Attorney General's Departments","Legal","1735","1580","58150","56890"
"In post","2022","40-49","Attorney General's Departments","Operational Delivery","665","600","28510","26970"
"In post","2022","40-49","Attorney General's Departments","Other","80","75","36300","30720"
"In post","2022","40-49","Attorney General's Departments","Policy","30","30","59110","56230"
"In post","2022","40-49","Attorney General's Departments","Project Delivery","35","35","43000","38180"
"In post","2022","40-49","Attorney General's Departments","Property","5","5","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","Security","10","10","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Commercial","75","75","37210","38980"
"In post","2022","40-49","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Digital, Data and Technology","45","45","51480","51100"
"In post","2022","40-49","Cabinet Office","Finance","30","30","48770","51600"
"In post","2022","40-49","Cabinet Office","Human Resources","20","20","47460","45230"
"In post","2022","40-49","Cabinet Office","Operational Delivery","40","40","48680","51100"
"In post","2022","40-49","Cabinet Office","Other","5","5","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Policy","10","10","60300","56680"
"In post","2022","40-49","Cabinet Office","Project Delivery","10","10","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Property","45","45","54970","54700"
"In post","2022","40-49","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Cabinet Office","Unknown","2000","1950","57650","54700"
"In post","2022","40-49","Chancellor's other departments","Commercial","5","5","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Communications","5","5","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Finance","10","10","50770","46850"
"In post","2022","40-49","Chancellor's other departments","Human Resources","5","5","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Chancellor's other departments","Other","75","65","78480","81240"
"In post","2022","40-49","Chancellor's other departments","Project Delivery","10","10","50870","51430"
"In post","2022","40-49","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Communications","10","5","[c]","[c]"
"In post","2022","40-49","Charity Commission","Digital, Data and Technology","25","25","36870","29160"
"In post","2022","40-49","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Legal","15","10","54540","53630"
"In post","2022","40-49","Charity Commission","Operational Delivery","75","75","34080","29160"
"In post","2022","40-49","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Charity Commission","Project Delivery","5","5","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Corporate Finance","5","5","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Digital, Data and Technology","20","20","64650","60230"
"In post","2022","40-49","Competition and Markets Authority","Economics","15","15","76740","76200"
"In post","2022","40-49","Competition and Markets Authority","Human Resources","15","15","56010","54070"
"In post","2022","40-49","Competition and Markets Authority","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Legal","35","35","88230","81550"
"In post","2022","40-49","Competition and Markets Authority","Policy","5","5","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Project Delivery","105","100","74730","75140"
"In post","2022","40-49","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Commercial","80","75","46350","47960"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Communications","65","65","44530","45040"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Counter Fraud","125","115","34070","34500"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","305","300","45570","43410"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Economics","30","30","59300","59650"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Finance","95","95","46470","45250"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Human Resources","115","105","46010","42570"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","15","15","38280","40700"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","15","15","41490","38160"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Legal","40","40","51720","51510"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Operational Delivery","950","885","33390","28280"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Operational Research","5","5","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Other","20","20","48550","43740"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Policy","880","845","57350","54730"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Project Delivery","125","120","47110","45150"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Property","10","10","35180","32730"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Science and Engineering","360","335","46630","42400"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Security","5","5","[c]","[c]"
"In post","2022","40-49","Department for Business, Energy and Industrial Strategy","Statistics","10","10","49890","49040"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Communications","15","15","59600","58200"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Counter Fraud","5","5","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Economics","5","5","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Finance","15","15","58560","59320"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Human Resources","15","15","54230","60700"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Operational Delivery","5","5","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Other","15","15","53280","52250"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Policy","155","150","57950","52990"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Project Delivery","45","45","57760","56450"
"In post","2022","40-49","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
