"Status","Year","Age","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department of Health and Social Care","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Outer London - West and North West","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","25","19030","19110"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Devon","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Wales","AA/AO","15","15","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Eastern Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Greater Manchester","AA/AO","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Merseyside","AA/AO","35","35","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","AA/AO","30","30","21270","21250"
"In post","2022","16-19","HM Revenue and Customs","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Southern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Central Scotland","AA/AO","10","5","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","West Yorkshire","AA/AO","35","30","21270","21250"
"In post","2022","16-19","HM Revenue and Customs","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Inner London - West","EO","10","10","24300","24300"
"In post","2022","16-19","Home Office","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Kent","AA/AO","10","10","21680","21680"
"In post","2022","16-19","Home Office","Kent","EO","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Devon","Unknown","10","10","18010","18030"
"In post","2022","16-19","Ministry of Defence","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East Wales","AA/AO","10","10","17820","17450"
"In post","2022","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","15","15","19240","21170"
"In post","2022","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","EO","95","95","18850","18030"
"In post","2022","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","23300","21790"
"In post","2022","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Cheshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Anglia","AA/AO","10","10","23610","23140"
"In post","2022","16-19","Ministry of Justice","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","22400","20930"
"In post","2022","16-19","Ministry of Justice","Greater Manchester","AA/AO","10","10","22260","23140"
"In post","2022","16-19","Ministry of Justice","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Kent","AA/AO","15","15","24640","26140"
"In post","2022","16-19","Ministry of Justice","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","AA/AO","15","15","21920","20970"
"In post","2022","16-19","Ministry of Justice","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Outer London - East and North East","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Surrey, East and West Sussex","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Tees Valley and Durham","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
