"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Ministry of Defence","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","SEO","Unknown","65","[c]","41230","40000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Unknown","Heterosexual / straight","130","[c]","37290","33200"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Unknown","Unknown","45","[c]","31430","27540"
"New entrant CS","2022","Project Delivery","Ministry of Justice","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Foreign, Commonwealth and Development Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Foreign, Commonwealth and Development Office","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","AO","Heterosexual / straight","80","[c]","21870","21750"
"New entrant CS","2022","Property","HM Revenue and Customs","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","AO","Unknown","130","[c]","21830","21750"
"New entrant CS","2022","Property","HM Revenue and Customs","EO","Heterosexual / straight","60","[c]","25720","25000"
"New entrant CS","2022","Property","HM Revenue and Customs","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","EO","Unknown","75","[c]","25950","25000"
"New entrant CS","2022","Property","HM Revenue and Customs","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","HEO","Heterosexual / straight","35","[c]","30810","31130"
"New entrant CS","2022","Property","HM Revenue and Customs","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","HEO","Unknown","40","[c]","29530","29000"
"New entrant CS","2022","Property","HM Revenue and Customs","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","EO","Heterosexual / straight","35","[c]","24280","26350"
"New entrant CS","2022","Property","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","HEO","Heterosexual / straight","55","[c]","32450","33000"
"New entrant CS","2022","Property","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice","HEO","Unknown","[c]","[c]","[c]","[c]"
