"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Competition and Markets Authority","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","HEO","10","10","35680","35520"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","EO","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G6","15","15","78440","77750"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G7","25","25","60370","59450"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","HEO","10","10","34530","33610"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","SEO","15","15","44230","43680"
"In post","2022","Competition and Markets Authority","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","G6/G7","G6","25","25","75650","74480"
"In post","2022","Competition and Markets Authority","Economics","G6/G7","G7","35","35","56690","55860"
"In post","2022","Competition and Markets Authority","Economics","SCS level","SCS level","15","15","107440","97750"
"In post","2022","Competition and Markets Authority","Economics","SEO/HEO","HEO","20","20","34070","33120"
"In post","2022","Competition and Markets Authority","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","SEO/HEO","HEO","10","10","35460","35110"
"In post","2022","Competition and Markets Authority","Human Resources","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","G6/G7","G7","10","10","56830","56360"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","SEO","10","10","44240","43880"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","EO","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","G6/G7","G6","50","50","76090","75140"
"In post","2022","Competition and Markets Authority","Legal","G6/G7","G7","40","40","55900","55790"
"In post","2022","Competition and Markets Authority","Legal","SCS level","SCS level","30","30","107060","99920"
"In post","2022","Competition and Markets Authority","Legal","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","EO","EO","40","35","28100","27920"
"In post","2022","Competition and Markets Authority","Project Delivery","G6/G7","G6","85","80","76510","75140"
"In post","2022","Competition and Markets Authority","Project Delivery","G6/G7","G7","95","95","57430","55930"
"In post","2022","Competition and Markets Authority","Project Delivery","SCS level","SCS level","65","65","108750","99920"
"In post","2022","Competition and Markets Authority","Project Delivery","SEO/HEO","HEO","75","70","34870","34570"
"In post","2022","Competition and Markets Authority","Project Delivery","SEO/HEO","SEO","15","15","43890","43880"
"In post","2022","Competition and Markets Authority","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","EO","EO","20","20","25630","25520"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","G6","40","40","61360","60490"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","G7","85","85","48190","47960"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","HEO","35","35","33120","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","SEO","70","65","39920","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","EO","EO","35","35","27200","27460"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","G6","15","15","67370","69240"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","G7","55","50","55580","56500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","HEO","70","70","35090","35120"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","SEO","75","70","42880","43790"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","AO","95","80","21900","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","EO","55","55","25630","25010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","G7","15","15","54640","53370"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","HEO","165","155","35480","35070"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","SEO","85","80","43570","43340"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","AA","40","40","17400","17900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","AO","15","15","25740","24900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","EO","205","205","28960","27690"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","G6","45","45","68220","69020"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","G7","160","155","56520","56450"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","SCS level","10","10","92370","86370"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","HEO","315","305","35530","36090"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","SEO","300","295","44750","44640"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","EO","EO","25","25","28130","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","G6","25","25","71460","69280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","G7","75","75","58110","57620"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","HEO","110","110","35420","33880"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","SEO","15","15","46240","46050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","AO","40","35","21490","21250"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","EO","EO","40","35","26340","26280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","G6","35","35","67910","69200"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","G7","90","85","56320","56860"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","SCS level","SCS level","15","15","89240","85840"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","HEO","70","70","33650","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","SEO","75","75","43750","42700"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","AO","20","20","22340","21810"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","EO","EO","60","55","26000","25210"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","G6","35","35","65560","64850"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","G7","90","85","52750","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","SCS level","10","10","88940","89090"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","HEO","100","95","32570","32060"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","SEO","95","90","41150","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","EO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","HEO","15","15","33890","32100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","SEO","10","10","42790","43050"
