"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","Outside London","55","[c]","38350","36460"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","Outside London","60","[c]","38040","38000"
"Leaver CS","2022","Unknown","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","No function","London","230","[c]","51080","43630"
"Leaver CS","2022","Unknown","White","No function","Outside London","640","[c]","36190","32510"
"Leaver CS","2022","Unknown","White","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","Outside London","50","[c]","39960","37200"
"Leaver CS","2022","Unknown","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","Outside London","35","[c]","28840","22040"
"Leaver CS","2022","Unknown","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","Outside London","85","[c]","33650","39070"
"Leaver CS","2022","Unknown","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","London","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","Outside London","550","[c]","34050","27080"
"Leaver CS","2022","Unknown","White","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","No function","London","55","[c]","36310","32600"
"Leaver Dept.","2022","Declared disabled","Asian","No function","Outside London","55","[c]","26380","27570"
"Leaver Dept.","2022","Declared disabled","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","No function","London","35","[c]","33950","31060"
"Leaver Dept.","2022","Declared disabled","Black","No function","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","No function","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","No function","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","No function","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","No function","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","No function","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
