"Status","Year","Disability","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","Heterosexual / straight","55","55","48100","39110"
"In post","2022","Declared disabled","International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","Heterosexual / straight","70","70","42760","37780"
"In post","2022","Declared disabled","Knowledge and Information Management","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","Heterosexual / straight","155","150","32260","29650"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","Undeclared","35","30","33370","27570"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","Heterosexual / straight","260","245","56840","59610"
"In post","2022","Declared disabled","Legal","London","LGBO","45","45","54440","52040"
"In post","2022","Declared disabled","Legal","London","Undeclared","40","35","56600","59210"
"In post","2022","Declared disabled","Legal","London","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","Outside London","Heterosexual / straight","505","460","45120","44780"
"In post","2022","Declared disabled","Legal","Outside London","LGBO","45","45","45460","43720"
"In post","2022","Declared disabled","Legal","Outside London","Undeclared","60","60","46240","46530"
"In post","2022","Declared disabled","Legal","Outside London","Unknown","65","55","46150","49150"
"In post","2022","Declared disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Outside London","Heterosexual / straight","85","80","54870","41980"
"In post","2022","Declared disabled","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","London","Heterosexual / straight","2830","2650","33240","31060"
"In post","2022","Declared disabled","Operational Delivery","London","LGBO","310","305","35780","31130"
"In post","2022","Declared disabled","Operational Delivery","London","Undeclared","410","375","32320","31060"
"In post","2022","Declared disabled","Operational Delivery","London","Unknown","235","210","31340","31040"
"In post","2022","Declared disabled","Operational Delivery","Outside London","Heterosexual / straight","20540","18300","27310","26890"
"In post","2022","Declared disabled","Operational Delivery","Outside London","LGBO","2140","2035","27090","26820"
"In post","2022","Declared disabled","Operational Delivery","Outside London","Undeclared","2800","2455","26780","26610"
"In post","2022","Declared disabled","Operational Delivery","Outside London","Unknown","1970","1675","26140","25190"
"In post","2022","Declared disabled","Operational Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","55","45","27780","27570"
"In post","2022","Declared disabled","Operational Delivery","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Outside London","Heterosexual / straight","40","40","40280","40520"
"In post","2022","Declared disabled","Operational Research","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","London","Heterosexual / straight","300","285","36990","31060"
"In post","2022","Declared disabled","Other","London","LGBO","35","35","31510","30740"
"In post","2022","Declared disabled","Other","London","Undeclared","35","35","37490","31780"
"In post","2022","Declared disabled","Other","London","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Other","Outside London","Heterosexual / straight","2215","2040","27100","26590"
"In post","2022","Declared disabled","Other","Outside London","LGBO","210","200","26510","26920"
"In post","2022","Declared disabled","Other","Outside London","Undeclared","310","280","27010","23860"
"In post","2022","Declared disabled","Other","Outside London","Unknown","155","135","28040","26900"
"In post","2022","Declared disabled","Other","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","London","Heterosexual / straight","1430","1385","47800","43020"
"In post","2022","Declared disabled","Policy","London","LGBO","320","315","46570","40510"
"In post","2022","Declared disabled","Policy","London","Undeclared","180","180","46190","41500"
"In post","2022","Declared disabled","Policy","London","Unknown","65","60","51050","53400"
"In post","2022","Declared disabled","Policy","Outside London","Heterosexual / straight","705","675","39250","36500"
"In post","2022","Declared disabled","Policy","Outside London","LGBO","125","120","39670","36330"
"In post","2022","Declared disabled","Policy","Outside London","Undeclared","105","100","41000","36780"
"In post","2022","Declared disabled","Policy","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Policy","Overseas","Heterosexual / straight","95","95","48410","39280"
"In post","2022","Declared disabled","Policy","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Policy","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Policy","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","London","Heterosexual / straight","250","240","46010","42170"
"In post","2022","Declared disabled","Project Delivery","London","LGBO","40","35","47590","40470"
"In post","2022","Declared disabled","Project Delivery","London","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","London","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","895","850","39500","37450"
"In post","2022","Declared disabled","Project Delivery","Outside London","LGBO","75","75","38740","36010"
"In post","2022","Declared disabled","Project Delivery","Outside London","Undeclared","125","120","38850","39100"
"In post","2022","Declared disabled","Project Delivery","Outside London","Unknown","65","60","36470","33840"
