"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA","Heterosexual / straight","45","[c]","19300","18830"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AO","Heterosexual / straight","115","[c]","20050","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AO","Unknown","50","[c]","19820","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Heterosexual / straight","40","[c]","23870","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","HEO","Heterosexual / straight","50","[c]","30450","30210"
"Leaver CS","2022","UK Statistics Authority","Outside London","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","HEO","Unknown","30","[c]","30710","30210"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO","Heterosexual / straight","40","[c]","37380","36840"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AO","Heterosexual / straight","45","[c]","21760","22030"
"Leaver CS","2022","Valuation Office Agency","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","AO","Unknown","40","[c]","21740","22010"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AO","Heterosexual / straight","50","[c]","23410","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","HEO","Heterosexual / straight","50","[c]","36180","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","AO","Undeclared","[c]","[c]","[c]","[c]"
