"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","London","Inner London - West","10","10","38800","34500"
"In post","2022","Attorney General's Departments","Commercial","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Yorkshire and The Humber","North Yorkshire","15","15","37910","34390"
"In post","2022","Attorney General's Departments","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","London","Inner London - West","65","65","42220","39750"
"In post","2022","Attorney General's Departments","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","Inner London - West","10","10","46840","39290"
"In post","2022","Attorney General's Departments","Counter Fraud","London","Inner London - West","245","240","46670","40270"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","Inner London - West","85","85","44230","40170"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","20","20","34430","32050"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","20","20","37290","30700"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","30","30","24560","22200"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","Inner London - West","75","75","38740","31560"
"In post","2022","Attorney General's Departments","Finance","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","North Yorkshire","20","20","36450","31730"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","West Yorkshire","30","25","25600","25480"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Inner London - West","130","125","39530","32530"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Merseyside","45","45","31990","30130"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","West Midlands","10","10","34180","30130"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","North Yorkshire","30","30","37800","30930"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Inner London - West","10","10","43120","41040"
"In post","2022","Attorney General's Departments","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Inner London - West","35","35","44350","38740"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","145","135","51330","49580"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","85","80","50620","51470"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Lincolnshire","15","15","53290","55610"
"In post","2022","Attorney General's Departments","Legal","East of England","Bedfordshire and Hertfordshire","100","90","56770","60710"
"In post","2022","Attorney General's Departments","Legal","East of England","East Anglia","50","45","50960","52410"
"In post","2022","Attorney General's Departments","Legal","East of England","Essex","110","100","54210","53050"
