"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","York","20","20","41950","38780"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","205","200","41300","38500"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","20","20","42880","41000"
"In post","2022","Digital, Data & Technology","Government Actuary's Department","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Government Internal Audit Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Government Internal Audit Agency","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Government Internal Audit Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Government Legal Department","Westminster","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","Sefton","70","65","39860","32770"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Health and Safety Executive","York","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Berkshire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Birmingham","40","40","35250","36050"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Glasgow City","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester South West","15","15","33720","30450"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Leicester","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Manchester","15","15","37060","36050"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","West Northamptonshire","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Westminster","125","125","45140","41750"
"In post","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Coventry","15","15","38060","33840"
"In post","2022","Digital, Data & Technology","HM Land Registry","Croydon","40","40","41300","37290"
"In post","2022","Digital, Data & Technology","HM Land Registry","Dorset","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Durham","15","15","36790","33840"
"In post","2022","Digital, Data & Technology","HM Land Registry","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Nottingham","20","20","42280","38550"
"In post","2022","Digital, Data & Technology","HM Land Registry","Peterborough","15","15","40270","38450"
"In post","2022","Digital, Data & Technology","HM Land Registry","Plymouth","510","480","37820","38450"
"In post","2022","Digital, Data & Technology","HM Land Registry","Swansea","25","25","35970","38450"
"In post","2022","Digital, Data & Technology","HM Land Registry","Telford and Wrekin","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Wirral","30","25","31490","27130"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Belfast","35","35","35410","33080"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Berkshire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Birmingham","70","70","36930","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Bradford","10","10","34780","28920"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Bristol, City of","80","80","41780","40180"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","105","95","36670","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","City of Edinburgh","75","75","41600","40180"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Croydon","45","45","48530","42170"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Glasgow City","45","45","36850","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","140","140","40510","38080"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Hackney and Newham","140","140","47380","43430"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Leeds","345","335","38970","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Liverpool","85","80","38640","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Manchester","130","125","40660","35980"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Mid Lancashire","20","20","32800","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North Lanarkshire","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Nottingham","30","30","40490","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Portsmouth","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Sefton","50","50","38860","40180"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South Lanarkshire","30","30","37680","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","255","240","39030","35980"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Sunderland","10","10","41520","40560"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","350","340","44750","40520"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tower Hamlets","85","80","53150","44600"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tyneside","585","565","43000","40520"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","200","190","40650","40180"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Westminster","30","30","58070","44700"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Westminster","25","25","50340","45700"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Westminster","15","15","54510","53960"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Monmouthshire and Newport","215","210","45660","45070"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","South Hampshire","20","20","35040","34940"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Southampton","75","75","38610","33350"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","115","110","44220","41010"
"In post","2022","Digital, Data & Technology","Met Office","Aberdeen City and Aberdeenshire","30","25","35160","37420"
"In post","2022","Digital, Data & Technology","Met Office","Antrim and Newtownabbey","10","10","32600","32730"
"In post","2022","Digital, Data & Technology","Met Office","Bedford","10","10","36430","36190"
"In post","2022","Digital, Data & Technology","Met Office","Berkshire","20","20","43110","39840"
"In post","2022","Digital, Data & Technology","Met Office","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","City of Edinburgh","10","10","34980","35270"
"In post","2022","Digital, Data & Technology","Met Office","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Devon CC","1060","1005","39560","39650"
"In post","2022","Digital, Data & Technology","Met Office","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Harrow and Hillingdon","20","20","32520","32310"
"In post","2022","Digital, Data & Technology","Met Office","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","32840","32730"
"In post","2022","Digital, Data & Technology","Met Office","Isle of Anglesey","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Lincolnshire CC","25","25","31200","32730"
"In post","2022","Digital, Data & Technology","Met Office","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","North Hampshire","10","10","33750","32730"
"In post","2022","Digital, Data & Technology","Met Office","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Overseas","25","25","34420","37420"
"In post","2022","Digital, Data & Technology","Met Office","Oxfordshire CC","30","25","32530","32730"
"In post","2022","Digital, Data & Technology","Met Office","Shetland Islands","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Shropshire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","South Hampshire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","South Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Suffolk CC","10","10","30270","31830"
"In post","2022","Digital, Data & Technology","Met Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Wiltshire","10","10","32160","32570"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","260","255","37330","33580"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Berkshire","20","20","33670","33150"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Buckinghamshire","35","35","34540","29930"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Cambridgeshire CC","110","105","31280","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Camden and City of London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Central Bedfordshire","60","60","33370","35670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Central Hampshire","165","160","31660","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Cheshire East","75","70","30970","28800"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","10","10","35940","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","10","10","29790","30830"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Dorset","55","55","32310","29670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30","30","25830","22330"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Glasgow City","25","25","31910","29200"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","25","25","35630","31000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Herefordshire, County of","80","80","25070","23670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Hertfordshire CC","60","60","35230","34710"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","15","10","30110","29250"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Lancaster and Wyre","20","20","32170","26930"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Lincolnshire CC","55","55","26690","26350"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","15","15","29250","27420"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Liverpool","85","85","32980","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Mid Lancashire","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North Hampshire","25","25","30310","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North Yorkshire CC","40","40","28440","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","45","45","30910","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Oxfordshire CC","25","25","35780","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Plymouth","35","30","27470","26350"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Portsmouth","120","115","32490","33130"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Powys","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Shropshire","25","25","26190","26350"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Somerset CC","15","15","25850","22330"
