"Status","Year","Age","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Attorney General's Departments","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","East Anglia","Norwich and East Norfolk","20","20","43530","34480"
"In post","2022","50-59","Attorney General's Departments","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","East Anglia","Suffolk CC","15","15","45990","54480"
"In post","2022","50-59","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","80","80","43310","42090"
"In post","2022","50-59","Attorney General's Departments","East Wales","Flintshire and Wrexham","30","30","42840","38600"
"In post","2022","50-59","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","40","35","38700","30870"
"In post","2022","50-59","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Essex","Heart of Essex","65","60","44200","36240"
"In post","2022","50-59","Attorney General's Departments","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","55","55","46240","49580"
"In post","2022","50-59","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Greater Manchester","Manchester","115","110","41390","31010"
"In post","2022","50-59","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","35","30","44140","39540"
"In post","2022","50-59","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","45","45","49690","53050"
"In post","2022","50-59","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","5","5","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Inner London - West","Westminster","1150","1090","55900","60710"
"In post","2022","50-59","Attorney General's Departments","Kent","East Kent","40","35","41400","33180"
"In post","2022","50-59","Attorney General's Departments","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Lancashire","Mid Lancashire","75","70","41110","34480"
"In post","2022","50-59","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","35","35","39950","33310"
"In post","2022","50-59","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","5","5","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Lincolnshire","Lincolnshire CC","10","10","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Merseyside","Liverpool","110","100","41300","38180"
"In post","2022","50-59","Attorney General's Departments","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","North Yorkshire","York","55","50","51790","51470"
"In post","2022","50-59","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","80","75","41880","34480"
"In post","2022","50-59","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outer London - South","Croydon","20","20","43770","38290"
"In post","2022","50-59","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","15","15","51060","55610"
"In post","2022","50-59","Attorney General's Departments","South Yorkshire","Sheffield","45","40","39510","30000"
"In post","2022","50-59","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","40","35","49350","54770"
"In post","2022","50-59","Attorney General's Departments","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","20","20","51680","54760"
"In post","2022","50-59","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","Tees Valley and Durham","South Teesside","35","30","42040","34480"
"In post","2022","50-59","Attorney General's Departments","West Midlands","Birmingham","170","160","43480","48080"
"In post","2022","50-59","Attorney General's Departments","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Wales and The Valleys","Swansea","30","30","42410","48080"
"In post","2022","50-59","Attorney General's Departments","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Attorney General's Departments","West Yorkshire","Leeds","135","120","45010","48080"
"In post","2022","50-59","Attorney General's Departments","West Yorkshire","Wakefield","25","20","38550","31100"
"In post","2022","50-59","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","35","30","34360","32000"
"In post","2022","50-59","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","15","10","52830","56520"
"In post","2022","50-59","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","East Anglia","Norwich and East Norfolk","55","50","48670","39360"
"In post","2022","50-59","Cabinet Office","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","50-59","Cabinet Office","East Wales","Monmouthshire and Newport","35","35","38830","38650"
"In post","2022","50-59","Cabinet Office","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","71150","70990"
"In post","2022","50-59","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","71130","63110"
"In post","2022","50-59","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","25","25","71000","64120"
"In post","2022","50-59","Cabinet Office","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Greater Manchester","Greater Manchester South West","45","45","50360","49700"
"In post","2022","50-59","Cabinet Office","Greater Manchester","Manchester","35","35","53480","49700"
"In post","2022","50-59","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","20","20","63430","66450"
"In post","2022","50-59","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","10","10","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Inner London - East","Tower Hamlets","155","150","59830","59150"
"In post","2022","50-59","Cabinet Office","Inner London - West","Camden and City of London","10","10","64620","58300"
"In post","2022","50-59","Cabinet Office","Inner London - West","Westminster","740","730","64970","57350"
"In post","2022","50-59","Cabinet Office","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Lancashire","Blackpool","15","15","58010","54700"
"In post","2022","50-59","Cabinet Office","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Merseyside","Liverpool","115","115","44040","39360"
"In post","2022","50-59","Cabinet Office","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","North Yorkshire","York","160","150","31130","32000"
"In post","2022","50-59","Cabinet Office","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Northumberland, and Tyne and Wear","Tyneside","75","70","34260","25560"
"In post","2022","50-59","Cabinet Office","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","10","10","80790","64500"
"In post","2022","50-59","Cabinet Office","South Yorkshire","Sheffield","30","30","56110","49700"
"In post","2022","50-59","Cabinet Office","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","Unknown","Unknown","35","30","49750","40250"
"In post","2022","50-59","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Central Scotland","Glasgow City","50","45","49820","45140"
"In post","2022","50-59","Cabinet Office","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Midlands","Birmingham","35","35","73700","63560"
"In post","2022","50-59","Cabinet Office","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Cabinet Office","West Yorkshire","Leeds","50","50","57480","56230"
"In post","2022","50-59","Chancellor's other departments","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","Camden and City of London","25","25","88000","85790"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","Westminster","40","35","62520","54280"
"In post","2022","50-59","Chancellor's other departments","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","West Central Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Dorset and Somerset","Somerset CC","15","15","30300","29550"
"In post","2022","50-59","Charity Commission","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Inner London - West","Westminster","15","10","39120","37910"
"In post","2022","50-59","Charity Commission","Merseyside","Sefton","75","70","33540","29160"
"In post","2022","50-59","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Inner London - East","Tower Hamlets","145","140","70230","62100"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Bedford","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Hertfordshire CC","15","15","43630","39650"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","43280","41400"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","10","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Nottingham","45","45","34020","30950"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","450","430","45200","45150"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Plymouth","20","20","33910","31530"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk CC","35","35","35040","34280"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","365","345","33100","27460"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","350","335","42060","40310"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","45","45","30370","25600"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Essex","Southend-on-Sea","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","35","35","36650","34500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","30","30","47580","49090"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South West","25","25","47050","49080"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Manchester","85","85","35030","34500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","North Hampshire","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Southampton","10","10","38580","37840"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - East","Hackney and Newham","75","75","47350","43610"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","Westminster","780","765","52940","53380"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","Medway","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","Blackpool","15","15","40340","39170"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire CC","10","10","39790","39750"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","Wirral","15","15","32730","30140"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Aberdeen City and Aberdeenshire","55","50","49630","40040"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Tyneside","65","60","34100","30990"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - South","Croydon","25","20","35430","29320"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Hounslow and Richmond upon Thames","25","20","47510","45200"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Brighton and Hove","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Central Scotland","Glasgow City","30","25","32500","30990"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","Birmingham","210","200","36570","32340"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Yorkshire","Leeds","50","45","37200","34500"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Inner London - West","Westminster","160","155","50570","51730"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Derbyshire and Nottinghamshire","Nottingham","65","65","46630","46170"
