"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","AA/AO","AA","295","275","23760","24080"
"In post","2022","Black","London","AA/AO","AO","1915","1785","26580","25110"
"In post","2022","Black","London","EO","EO","3540","3395","30340","31060"
"In post","2022","Black","London","G6/G7","G6","185","185","69570","68700"
"In post","2022","Black","London","G6/G7","G7","905","895","56710","54970"
"In post","2022","Black","London","SCS level","SCS level","70","70","88830","79510"
"In post","2022","Black","London","SEO/HEO","HEO","1820","1790","35850","35200"
"In post","2022","Black","London","SEO/HEO","SEO","1110","1100","43060","42000"
"In post","2022","Black","London","Unknown","Unknown","660","645","33460","32090"
"In post","2022","Black","Outside London","AA/AO","AA","225","205","21230","20890"
"In post","2022","Black","Outside London","AA/AO","AO","1700","1570","22880","21260"
"In post","2022","Black","Outside London","EO","EO","2080","1985","27470","27570"
"In post","2022","Black","Outside London","G6/G7","G6","50","45","69890","67430"
"In post","2022","Black","Outside London","G6/G7","G7","315","310","53160","52080"
"In post","2022","Black","Outside London","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Black","Outside London","SEO/HEO","HEO","915","895","32790","33000"
"In post","2022","Black","Outside London","SEO/HEO","SEO","615","600","40830","40060"
"In post","2022","Black","Outside London","Unknown","Unknown","525","500","29230","28200"
"In post","2022","Black","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","EO","EO","15","15","[c]","[c]"
"In post","2022","Black","Overseas","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Black","Overseas","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Black","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Black","Overseas","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","EO","EO","30","30","29860","31060"
"In post","2022","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","London","AA/AO","AA","40","35","23480","22460"
"In post","2022","Mixed","London","AA/AO","AO","370","350","26490","25110"
"In post","2022","Mixed","London","EO","EO","765","730","29950","30500"
"In post","2022","Mixed","London","G6/G7","G6","235","230","67750","66240"
"In post","2022","Mixed","London","G6/G7","G7","690","670","56210","54760"
"In post","2022","Mixed","London","SCS level","SCS level","105","100","85320","79390"
"In post","2022","Mixed","London","SEO/HEO","HEO","780","765","35480","34970"
"In post","2022","Mixed","London","SEO/HEO","SEO","485","475","42910","41970"
"In post","2022","Mixed","London","Unknown","Unknown","130","125","33860","33700"
"In post","2022","Mixed","Outside London","AA/AO","AA","135","125","20530","20580"
"In post","2022","Mixed","Outside London","AA/AO","AO","1465","1345","23070","21260"
"In post","2022","Mixed","Outside London","EO","EO","1530","1445","27440","27570"
"In post","2022","Mixed","Outside London","G6/G7","G6","110","105","69980","67910"
"In post","2022","Mixed","Outside London","G6/G7","G7","395","380","53730","53050"
"In post","2022","Mixed","Outside London","SCS level","SCS level","35","35","84180","77840"
"In post","2022","Mixed","Outside London","SEO/HEO","HEO","815","790","32820","33070"
"In post","2022","Mixed","Outside London","SEO/HEO","SEO","520","505","41140","40180"
"In post","2022","Mixed","Outside London","Unknown","Unknown","420","400","29930","28200"
"In post","2022","Mixed","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","G6/G7","G7","30","30","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO/HEO","HEO","30","30","34070","33260"
"In post","2022","Mixed","Overseas","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","EO","20","15","[c]","[c]"
"In post","2022","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","AA/AO","AA","20","20","[c]","[c]"
"In post","2022","Other ethnicity","London","AA/AO","AO","160","150","26620","25110"
"In post","2022","Other ethnicity","London","EO","EO","345","330","30010","30510"
"In post","2022","Other ethnicity","London","G6/G7","G6","90","85","71060","67950"
"In post","2022","Other ethnicity","London","G6/G7","G7","215","205","56680","54760"
"In post","2022","Other ethnicity","London","SCS level","SCS level","30","30","85660","82440"
"In post","2022","Other ethnicity","London","SEO/HEO","HEO","225","215","35680","35200"
"In post","2022","Other ethnicity","London","SEO/HEO","SEO","170","165","43060","41950"
"In post","2022","Other ethnicity","London","Unknown","Unknown","50","50","33990","34100"
"In post","2022","Other ethnicity","Outside London","AA/AO","AA","35","35","21010","20890"
"In post","2022","Other ethnicity","Outside London","AA/AO","AO","340","310","23160","21260"
"In post","2022","Other ethnicity","Outside London","EO","EO","370","350","27430","27570"
"In post","2022","Other ethnicity","Outside London","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","G6/G7","G7","100","95","54010","53430"
"In post","2022","Other ethnicity","Outside London","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","SEO/HEO","HEO","190","185","32940","33080"
"In post","2022","Other ethnicity","Outside London","SEO/HEO","SEO","165","165","42440","40520"
"In post","2022","Other ethnicity","Outside London","Unknown","Unknown","50","50","28210","26510"
"In post","2022","Other ethnicity","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","AA/AO","AA","45","40","22330","22460"
"In post","2022","Undeclared","London","AA/AO","AO","490","450","25570","25110"
"In post","2022","Undeclared","London","EO","EO","1140","1065","30590","30780"
"In post","2022","Undeclared","London","G6/G7","G6","380","365","69870","68790"
"In post","2022","Undeclared","London","G6/G7","G7","765","745","58050","57460"
"In post","2022","Undeclared","London","SCS level","SCS level","115","110","87320","79930"
"In post","2022","Undeclared","London","SEO/HEO","HEO","785","755","36810","36660"
"In post","2022","Undeclared","London","SEO/HEO","SEO","610","590","43910","43430"
"In post","2022","Undeclared","London","Unknown","Unknown","105","100","35720","33700"
"In post","2022","Undeclared","Outside London","AA/AO","AA","360","325","20130","19810"
"In post","2022","Undeclared","Outside London","AA/AO","AO","3740","3320","22950","21300"
"In post","2022","Undeclared","Outside London","EO","EO","4435","4055","28060","27570"
"In post","2022","Undeclared","Outside London","G6/G7","G6","365","345","69300","67910"
"In post","2022","Undeclared","Outside London","G6/G7","G7","1310","1265","54320","54540"
"In post","2022","Undeclared","Outside London","SCS level","SCS level","70","70","88720","82890"
"In post","2022","Undeclared","Outside London","SEO/HEO","HEO","2645","2520","33710","33370"
"In post","2022","Undeclared","Outside London","SEO/HEO","SEO","2095","2010","41850","40580"
"In post","2022","Undeclared","Outside London","Unknown","Unknown","475","440","34100","33160"
"In post","2022","Undeclared","Overseas","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Overseas","EO","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Overseas","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Overseas","G6/G7","G7","60","55","56560","54470"
"In post","2022","Undeclared","Overseas","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Overseas","SEO/HEO","HEO","65","65","35900","34580"
"In post","2022","Undeclared","Overseas","SEO/HEO","SEO","30","30","41410","40310"
"In post","2022","Undeclared","Overseas","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","EO","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","London","AA/AO","AA","270","260","23200","22460"
"In post","2022","Unknown","London","AA/AO","AO","1625","1550","27100","25330"
"In post","2022","Unknown","London","EO","EO","2770","2690","29790","29970"
"In post","2022","Unknown","London","G6/G7","G6","1375","1335","69380","66690"
"In post","2022","Unknown","London","G6/G7","G7","3265","3200","56760","54760"
"In post","2022","Unknown","London","SCS level","SCS level","625","610","96480","89000"
"In post","2022","Unknown","London","SEO/HEO","HEO","4190","4140","33870","34020"
"In post","2022","Unknown","London","SEO/HEO","SEO","2255","2215","42330","41950"
"In post","2022","Unknown","London","Unknown","Unknown","405","375","32820","29810"
"In post","2022","Unknown","Outside London","AA/AO","AA","3190","2910","20760","20890"
"In post","2022","Unknown","Outside London","AA/AO","AO","17685","16395","22800","21300"
"In post","2022","Unknown","Outside London","EO","EO","13095","12440","27640","26820"
"In post","2022","Unknown","Outside London","G6/G7","G6","1050","1010","69900","67910"
"In post","2022","Unknown","Outside London","G6/G7","G7","3150","3050","54820","54150"
"In post","2022","Unknown","Outside London","SCS level","SCS level","285","275","95750","87210"
"In post","2022","Unknown","Outside London","SEO/HEO","HEO","7115","6885","32910","33080"
"In post","2022","Unknown","Outside London","SEO/HEO","SEO","4035","3890","40970","40180"
"In post","2022","Unknown","Outside London","Unknown","Unknown","3370","3045","28110","26310"
"In post","2022","Unknown","Overseas","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","G6/G7","G6","55","55","66590","64850"
"In post","2022","Unknown","Overseas","G6/G7","G7","160","160","55450","54540"
"In post","2022","Unknown","Overseas","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO/HEO","HEO","220","215","40540","40380"
"In post","2022","Unknown","Overseas","SEO/HEO","SEO","35","35","50050","44500"
"In post","2022","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","AO","20","15","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","EO","60","60","27540","27570"
"In post","2022","Unknown","Unknown","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","G6/G7","G7","40","35","56690","54700"
"In post","2022","Unknown","Unknown","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","HEO","265","265","31200","29250"
"In post","2022","Unknown","Unknown","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1790","1785","37370","33630"
"In post","2022","White","London","AA/AO","AA","695","635","22970","22460"
"In post","2022","White","London","AA/AO","AO","3605","3365","27010","25330"
"In post","2022","White","London","EO","EO","7980","7605","30370","30330"
"In post","2022","White","London","G6/G7","G6","6215","5950","69420","68200"
"In post","2022","White","London","G6/G7","G7","12460","12040","56720","55410"
"In post","2022","White","London","SCS level","SCS level","3310","3185","90600","82240"
"In post","2022","White","London","SEO/HEO","HEO","9765","9535","35900","35200"
"In post","2022","White","London","SEO/HEO","SEO","8500","8275","43420","42460"
"In post","2022","White","London","Unknown","Unknown","895","850","36720","34100"
"In post","2022","White","Outside London","AA/AO","AA","12685","11445","20350","20310"
"In post","2022","White","Outside London","AA/AO","AO","77355","69160","23100","21410"
"In post","2022","White","Outside London","EO","EO","81785","75175","27560","27570"
"In post","2022","White","Outside London","G6/G7","G6","7710","7430","68550","67550"
"In post","2022","White","Outside London","G6/G7","G7","22835","21940","54320","54000"
"In post","2022","White","Outside London","SCS level","SCS level","1905","1855","89570","83020"
"In post","2022","White","Outside London","SEO/HEO","HEO","46520","44295","33300","33080"
"In post","2022","White","Outside London","SEO/HEO","SEO","33835","32405","41520","40520"
"In post","2022","White","Outside London","Unknown","Unknown","13455","12560","31350","28320"
"In post","2022","White","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","AA/AO","AO","40","40","22160","21830"
"In post","2022","White","Overseas","EO","EO","190","190","27690","26930"
"In post","2022","White","Overseas","G6/G7","G6","335","335","66810","65210"
"In post","2022","White","Overseas","G6/G7","G7","565","560","56120","54900"
"In post","2022","White","Overseas","SCS level","SCS level","225","225","86220","77510"
"In post","2022","White","Overseas","SEO/HEO","HEO","680","680","34970","33860"
"In post","2022","White","Overseas","SEO/HEO","SEO","350","350","46680","41960"
"In post","2022","White","Overseas","Unknown","Unknown","140","140","40940","33050"
"In post","2022","White","Unknown","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","White","Unknown","AA/AO","AO","100","90","21730","21260"
"In post","2022","White","Unknown","EO","EO","230","220","27780","27570"
"In post","2022","White","Unknown","G6/G7","G6","20","15","[c]","[c]"
"In post","2022","White","Unknown","G6/G7","G7","75","75","53070","52000"
"In post","2022","White","Unknown","SCS level","SCS level","15","10","[c]","[c]"
"In post","2022","White","Unknown","SEO/HEO","HEO","170","165","35510","33300"
"In post","2022","White","Unknown","SEO/HEO","SEO","80","75","40760","40250"
"In post","2022","White","Unknown","Unknown","Unknown","80","80","29620","27370"
"Leaver CS","2022","Asian","London","AA/AO","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA/AO","AO","215","[c]","23930","23770"
"Leaver CS","2022","Asian","London","EO","EO","355","[c]","29430","30750"
"Leaver CS","2022","Asian","London","G6/G7","G6","45","[c]","67680","66630"
"Leaver CS","2022","Asian","London","G6/G7","G7","130","[c]","56410","54300"
"Leaver CS","2022","Asian","London","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SEO/HEO","HEO","190","[c]","34430","33940"
"Leaver CS","2022","Asian","London","SEO/HEO","SEO","115","[c]","41790","41210"
"Leaver CS","2022","Asian","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA/AO","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA/AO","AO","525","[c]","21480","21260"
"Leaver CS","2022","Asian","Outside London","EO","EO","355","[c]","27030","27570"
"Leaver CS","2022","Asian","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6/G7","G7","40","[c]","55840","53360"
"Leaver CS","2022","Asian","Outside London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","HEO","105","[c]","32470","32440"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","SEO","100","[c]","39980","39110"
"Leaver CS","2022","Asian","Outside London","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA/AO","AO","170","[c]","24050","23780"
"Leaver CS","2022","Black","London","EO","EO","325","[c]","29970","31060"
"Leaver CS","2022","Black","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6/G7","G7","65","[c]","55930","54320"
"Leaver CS","2022","Black","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO/HEO","HEO","105","[c]","34210","33570"
"Leaver CS","2022","Black","London","SEO/HEO","SEO","80","[c]","43200","41990"
"Leaver CS","2022","Black","London","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA/AO","AO","205","[c]","21530","21260"
"Leaver CS","2022","Black","Outside London","EO","EO","175","[c]","27460","27570"
"Leaver CS","2022","Black","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO/HEO","HEO","65","[c]","32580","32010"
"Leaver CS","2022","Black","Outside London","SEO/HEO","SEO","60","[c]","42030","40000"
"Leaver CS","2022","Black","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA/AO","AO","55","[c]","23970","24850"
"Leaver CS","2022","Mixed","London","EO","EO","110","[c]","29510","31060"
"Leaver CS","2022","Mixed","London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6/G7","G7","45","[c]","57200","57180"
"Leaver CS","2022","Mixed","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO/HEO","HEO","60","[c]","35070","34250"
"Leaver CS","2022","Mixed","London","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA/AO","AO","205","[c]","21270","21260"
"Leaver CS","2022","Mixed","Outside London","EO","EO","160","[c]","26900","27570"
"Leaver CS","2022","Mixed","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","HEO","40","[c]","32190","31840"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","SEO","35","[c]","40850","40000"
"Leaver CS","2022","Mixed","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
