"Status","Year","Disability","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Department for Education","Yorkshire and The Humber","Outside London","165","155","38620","36500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","40","40","32350","29230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Outside London","85","85","31750","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","London","London","310","300","43070","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","60","55","31560","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","195","180","30020","25190"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Outside London","30","30","31010","25230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","175","165","34490","30510"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","245","230","34910","30250"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","Outside London","45","45","27980","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","85","80","33520","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","150","140","34330","30650"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","London","205","200","45650","39110"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","London","London","240","235","44310","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","30","30","41770","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","60","55","28830","26050"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","45","45","37480","33320"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","East Midlands (England)","Outside London","90","85","32250","30230"
"In post","2022","Declared disabled","Department for Transport","East of England","Outside London","40","35","29170","26780"
"In post","2022","Declared disabled","Department for Transport","London","London","215","210","45480","42470"
"In post","2022","Declared disabled","Department for Transport","North East (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","North West (England)","Outside London","45","40","28140","26780"
"In post","2022","Declared disabled","Department for Transport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Scotland","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","South East (England)","Outside London","115","105","32880","29240"
"In post","2022","Declared disabled","Department for Transport","South West (England)","Outside London","70","65","31200","27250"
"In post","2022","Declared disabled","Department for Transport","Wales","Outside London","680","565","24660","21840"
"In post","2022","Declared disabled","Department for Transport","West Midlands (England)","Outside London","35","35","30890","28000"
"In post","2022","Declared disabled","Department for Transport","Yorkshire and The Humber","Outside London","45","40","28700","26780"
"In post","2022","Declared disabled","Department for Work and Pensions","East Midlands (England)","Outside London","945","825","26340","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","East of England","Outside London","890","785","28240","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","London","London","1595","1465","33600","31060"
"In post","2022","Declared disabled","Department for Work and Pensions","North East (England)","Outside London","1645","1430","26680","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","North West (England)","Outside London","3250","2875","26900","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Scotland","Outside London","1425","1240","25650","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","South East (England)","Outside London","1235","1090","27530","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","South West (England)","Outside London","1065","920","26120","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","Unknown","85","75","31000","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Wales","Outside London","985","870","26210","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","West Midlands (England)","Outside London","1395","1210","26270","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Outside London","1615","1405","28630","27570"
"In post","2022","Declared disabled","Department of Health and Social Care","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","East of England","Outside London","30","30","37520","33940"
"In post","2022","Declared disabled","Department of Health and Social Care","London","London","290","280","43950","40070"
"In post","2022","Declared disabled","Department of Health and Social Care","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","North West (England)","Outside London","45","40","38300","28590"
"In post","2022","Declared disabled","Department of Health and Social Care","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","South East (England)","Outside London","30","30","43540","38390"
"In post","2022","Declared disabled","Department of Health and Social Care","South West (England)","Outside London","60","60","37270","29870"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Outside London","90","85","42600","37100"
"In post","2022","Declared disabled","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","London","London","405","390","46890","41000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","Overseas","175","175","49250","51970"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","Outside London","105","100","37610","33930"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","Outside London","100","100","33160","28480"
"In post","2022","Declared disabled","HM Land Registry","East Midlands (England)","Outside London","85","80","29900","27130"
"In post","2022","Declared disabled","HM Land Registry","East of England","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","London","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","North East (England)","Outside London","85","75","28470","27130"
"In post","2022","Declared disabled","HM Land Registry","North West (England)","Outside London","95","85","28370","27130"
"In post","2022","Declared disabled","HM Land Registry","South West (England)","Outside London","155","135","31030","27130"
"In post","2022","Declared disabled","HM Land Registry","Wales","Outside London","70","60","28200","27130"
"In post","2022","Declared disabled","HM Land Registry","West Midlands (England)","Outside London","90","80","30460","27130"
"In post","2022","Declared disabled","HM Land Registry","Yorkshire and The Humber","Outside London","35","30","26870","27130"
"In post","2022","Declared disabled","HM Revenue and Customs","East Midlands (England)","Outside London","395","370","33920","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","East of England","Outside London","160","145","33970","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","London","London","850","800","44170","39050"
"In post","2022","Declared disabled","HM Revenue and Customs","North East (England)","Outside London","1000","875","28470","26590"
"In post","2022","Declared disabled","HM Revenue and Customs","North West (England)","Outside London","1350","1225","31910","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","Northern Ireland","Outside London","210","190","30420","27870"
"In post","2022","Declared disabled","HM Revenue and Customs","Scotland","Outside London","675","595","29160","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","South East (England)","Outside London","260","225","31580","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","South West (England)","Outside London","210","195","35120","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Wales","Outside London","440","395","30750","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","West Midlands (England)","Outside London","405","370","34610","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","Outside London","445","400","31440","26880"
"In post","2022","Declared disabled","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","London","London","220","215","46790","43150"
"In post","2022","Declared disabled","HM Treasury","North East (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Home Office","East of England","Outside London","160","145","26790","25130"
"In post","2022","Declared disabled","Home Office","London","London","1165","1090","38620","35050"
"In post","2022","Declared disabled","Home Office","North East (England)","Outside London","130","115","25000","21680"
"In post","2022","Declared disabled","Home Office","North West (England)","Outside London","620","570","28320","25040"
"In post","2022","Declared disabled","Home Office","Northern Ireland","Outside London","45","40","27490","25310"
"In post","2022","Declared disabled","Home Office","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Scotland","Outside London","110","100","27090","24890"
"In post","2022","Declared disabled","Home Office","South East (England)","Outside London","260","240","28280","27370"
"In post","2022","Declared disabled","Home Office","South West (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Wales","Outside London","65","60","28550","25310"
"In post","2022","Declared disabled","Home Office","West Midlands (England)","Outside London","90","85","29370","26160"
"In post","2022","Declared disabled","Home Office","Yorkshire and The Humber","Outside London","330","305","28880","25040"
"In post","2022","Declared disabled","Ministry of Defence","East Midlands (England)","Outside London","160","155","27340","22800"
"In post","2022","Declared disabled","Ministry of Defence","East of England","Outside London","340","330","32740","32260"
"In post","2022","Declared disabled","Ministry of Defence","London","London","410","400","41400","37640"
"In post","2022","Declared disabled","Ministry of Defence","North East (England)","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","North West (England)","Outside London","190","175","28750","26350"
"In post","2022","Declared disabled","Ministry of Defence","Northern Ireland","Outside London","65","65","24500","22130"
"In post","2022","Declared disabled","Ministry of Defence","Overseas","Overseas","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Scotland","Outside London","275","260","28850","22330"
"In post","2022","Declared disabled","Ministry of Defence","South East (England)","Outside London","865","835","33010","33000"
"In post","2022","Declared disabled","Ministry of Defence","South West (England)","Outside London","2075","1990","35620","33300"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Wales","Outside London","80","80","27740","26670"
"In post","2022","Declared disabled","Ministry of Defence","West Midlands (England)","Outside London","260","250","30930","29350"
"In post","2022","Declared disabled","Ministry of Defence","Yorkshire and The Humber","Outside London","145","135","26220","22750"
"In post","2022","Declared disabled","Ministry of Justice","East Midlands (England)","Outside London","1035","955","28350","25480"
"In post","2022","Declared disabled","Ministry of Justice","East of England","Outside London","800","740","29230","27380"
"In post","2022","Declared disabled","Ministry of Justice","London","London","1735","1665","35950","33890"
"In post","2022","Declared disabled","Ministry of Justice","North East (England)","Outside London","575","525","29130","27800"
"In post","2022","Declared disabled","Ministry of Justice","North West (England)","Outside London","1310","1210","28890","26330"
"In post","2022","Declared disabled","Ministry of Justice","Scotland","Outside London","75","70","24700","21490"
"In post","2022","Declared disabled","Ministry of Justice","South East (England)","Outside London","1220","1140","29900","28140"
"In post","2022","Declared disabled","Ministry of Justice","South West (England)","Outside London","745","685","29680","27380"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Wales","Outside London","545","510","28470","25120"
"In post","2022","Declared disabled","Ministry of Justice","West Midlands (England)","Outside London","1250","1160","28590","25190"
"In post","2022","Declared disabled","Ministry of Justice","Yorkshire and The Humber","Outside London","1050","965","30160","27380"
"In post","2022","Declared disabled","National Crime Agency","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","London","London","75","75","41650","39840"
"In post","2022","Declared disabled","National Crime Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","North West (England)","Outside London","55","55","34630","34140"
"In post","2022","Declared disabled","National Crime Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Yorkshire and The Humber","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","40","35","36300","25880"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","30","30","40870","39070"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","London","London","35","35","40840","33700"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Scotland","Outside London","40","40","32460","27120"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","Outside London","[c]","[c]","[c]","[c]"
