"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","No function","South West (England)","2345","2220","31810","27570"
"In post","2022","Unknown","No function","Unknown","345","335","32490","29250"
"In post","2022","Unknown","No function","Wales","3290","3065","26390","22740"
"In post","2022","Unknown","No function","West Midlands (England)","3020","2850","29600","26590"
"In post","2022","Unknown","No function","Yorkshire and The Humber","3280","3135","30280","26820"
"In post","2022","Unknown","Project Delivery","East Midlands (England)","65","65","40380","37200"
"In post","2022","Unknown","Project Delivery","East of England","90","80","41440","40520"
"In post","2022","Unknown","Project Delivery","London","1060","1025","51670","51500"
"In post","2022","Unknown","Project Delivery","North East (England)","220","210","41460","40520"
"In post","2022","Unknown","Project Delivery","North West (England)","315","305","39420","38550"
"In post","2022","Unknown","Project Delivery","Northern Ireland","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","175","175","55310","55060"
"In post","2022","Unknown","Project Delivery","Scotland","265","255","37870","33930"
"In post","2022","Unknown","Project Delivery","South East (England)","180","175","37490","36840"
"In post","2022","Unknown","Project Delivery","South West (England)","1080","1040","37910","36500"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wales","115","110","41880","40110"
"In post","2022","Unknown","Project Delivery","West Midlands (England)","135","130","38660","36740"
"In post","2022","Unknown","Project Delivery","Yorkshire and The Humber","75","70","38290","36500"
"In post","2022","Unknown","Property","East Midlands (England)","105","105","30560","25300"
"In post","2022","Unknown","Property","East of England","110","105","28940","26350"
"In post","2022","Unknown","Property","London","275","270","40170","37750"
"In post","2022","Unknown","Property","North East (England)","240","230","26100","22040"
"In post","2022","Unknown","Property","North West (England)","125","125","32790","29360"
"In post","2022","Unknown","Property","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Scotland","290","285","32180","29900"
"In post","2022","Unknown","Property","South East (England)","125","120","32160","26810"
"In post","2022","Unknown","Property","South West (England)","220","215","29020","25000"
"In post","2022","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Wales","65","65","32010","26880"
"In post","2022","Unknown","Property","West Midlands (England)","110","105","37900","31900"
"In post","2022","Unknown","Property","Yorkshire and The Humber","135","130","33280","29360"
"In post","2022","Unknown","Security","East Midlands (England)","45","45","32350","29360"
"In post","2022","Unknown","Security","East of England","150","150","32720","33000"
"In post","2022","Unknown","Security","London","380","375","37980","34710"
"In post","2022","Unknown","Security","North East (England)","15","15","[c]","[c]"
"In post","2022","Unknown","Security","North West (England)","75","70","31160","29140"
"In post","2022","Unknown","Security","Northern Ireland","100","95","21860","20560"
"In post","2022","Unknown","Security","Overseas","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Scotland","430","420","31070","28890"
"In post","2022","Unknown","Security","South East (England)","390","385","31980","30050"
"In post","2022","Unknown","Security","South West (England)","265","255","29640","25340"
"In post","2022","Unknown","Security","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Security","Wales","55","55","31970","24720"
"In post","2022","Unknown","Security","West Midlands (England)","75","75","31470","26820"
"In post","2022","Unknown","Security","Yorkshire and The Humber","230","220","30830","26670"
"In post","2022","Unknown","Unknown","East Midlands (England)","195","190","29140","24880"
"In post","2022","Unknown","Unknown","East of England","495","470","28450","24880"
"In post","2022","Unknown","Unknown","London","2630","2595","41040","35050"
"In post","2022","Unknown","Unknown","North East (England)","230","225","28320","24880"
"In post","2022","Unknown","Unknown","North West (England)","1010","985","29390","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","165","160","27050","24880"
"In post","2022","Unknown","Unknown","Overseas","415","410","46000","41780"
"In post","2022","Unknown","Unknown","Scotland","5635","5400","38460","31940"
"In post","2022","Unknown","Unknown","South East (England)","1155","1095","29970","24880"
"In post","2022","Unknown","Unknown","South West (England)","615","570","31420","26350"
"In post","2022","Unknown","Unknown","Unknown","1805","1800","37630","34460"
"In post","2022","Unknown","Unknown","Wales","520","495","34520","29430"
"In post","2022","Unknown","Unknown","West Midlands (England)","365","355","29190","24880"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","910","880","29070","24880"
"Leaver CS","2022","Declared disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","East Midlands (England)","195","[c]","27420","27570"
"Leaver CS","2022","Declared disabled","No function","East of England","230","[c]","28270","27570"
"Leaver CS","2022","Declared disabled","No function","London","485","[c]","36150","31060"
"Leaver CS","2022","Declared disabled","No function","North East (England)","150","[c]","25130","21260"
"Leaver CS","2022","Declared disabled","No function","North West (England)","340","[c]","25890","23460"
"Leaver CS","2022","Declared disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Scotland","170","[c]","27350","26900"
"Leaver CS","2022","Declared disabled","No function","South East (England)","285","[c]","27950","27570"
"Leaver CS","2022","Declared disabled","No function","South West (England)","240","[c]","28710","26660"
"Leaver CS","2022","Declared disabled","No function","Unknown","40","[c]","23320","21840"
"Leaver CS","2022","Declared disabled","No function","Wales","140","[c]","26220","25120"
"Leaver CS","2022","Declared disabled","No function","West Midlands (England)","205","[c]","25700","27570"
"Leaver CS","2022","Declared disabled","No function","Yorkshire and The Humber","200","[c]","27480","27570"
"Leaver CS","2022","Declared disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","South West (England)","55","[c]","36550","33380"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","East Midlands (England)","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","East of England","45","[c]","25220","21830"
"Leaver CS","2022","Declared disabled","Unknown","London","165","[c]","36200","31060"
"Leaver CS","2022","Declared disabled","Unknown","North East (England)","85","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","North West (England)","145","[c]","25440","24890"
"Leaver CS","2022","Declared disabled","Unknown","Northern Ireland","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Scotland","150","[c]","32210","27940"
"Leaver CS","2022","Declared disabled","Unknown","South East (England)","90","[c]","28130","26670"
"Leaver CS","2022","Declared disabled","Unknown","South West (England)","55","[c]","29150","22330"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Wales","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","West Midlands (England)","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Yorkshire and The Humber","90","[c]","28360","25040"
"Leaver CS","2022","Declared non-disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","East of England","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","London","160","[c]","41620","36980"
"Leaver CS","2022","Declared non-disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","South East (England)","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Wales","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","East of England","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","London","50","[c]","55840","52500"
"Leaver CS","2022","Declared non-disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","South East (England)","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","South West (England)","55","[c]","42250","38140"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","London","140","[c]","44660","40620"
"Leaver CS","2022","Declared non-disabled","Communications","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","East Midlands (England)","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","East of England","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","London","40","[c]","35640","33100"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","North East (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","North West (England)","35","[c]","29710","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Scotland","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Wales","25","[c]","[c]","[c]"
