"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","FCDO Services","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","40","[c]","35430","37290"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","Unknown","30","[c]","37090","35560"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Met Office","Heterosexual / straight","45","[c]","35850","35660"
"Leaver CS","2022","Digital, Data & Technology","Met Office","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Met Office","Undeclared","35","[c]","32930","32730"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Heterosexual / straight","120","[c]","33870","32030"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Undeclared","40","[c]","34640","33300"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","40","[c]","34860","30710"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Unknown","35","[c]","34810","33870"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","55","[c]","38000","34800"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Heterosexual / straight","70","[c]","34700","31870"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
