"Status","Year","Age","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Cabinet Office","West Yorkshire","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","Heterosexual / straight","40","40","77150","62870"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Chancellor's other departments","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Dorset and Somerset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Charity Commission","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Dorset and Somerset","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Charity Commission","Merseyside","Heterosexual / straight","40","40","35540","29160"
"In post","2022","50-59","Charity Commission","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Charity Commission","Merseyside","Unknown","30","30","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Inner London - East","Heterosexual / straight","110","105","69140","59200"
"In post","2022","50-59","Competition and Markets Authority","Inner London - East","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Inner London - East","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Competition and Markets Authority","Inner London - East","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Heterosexual / straight","35","30","37090","34500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Heterosexual / straight","375","360","45280","45150"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","LGBO","10","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Undeclared","75","70","44390","44680"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Devon","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Heterosexual / straight","30","30","35680","34050"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Heterosexual / straight","490","465","37480","31870"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","LGBO","15","15","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Undeclared","50","50","38880","40020"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","165","150","37680","30770"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Heterosexual / straight","35","35","31660","26420"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","55","55","41690","37700"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Heterosexual / straight","85","85","38080","34500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Undeclared","10","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Greater Manchester","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - East","Heterosexual / straight","45","40","51110","46880"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - East","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - East","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","Heterosexual / straight","615","605","52740","53380"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","LGBO","30","30","58520","56220"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","Undeclared","95","95","53620","53600"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","40","40","49380","43770"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Heterosexual / straight","40","40","48240","39650"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Heterosexual / straight","45","40","32440","30950"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - South","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Central Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Central Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","Heterosexual / straight","130","125","40120","36740"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","Undeclared","20","15","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Midlands","Unknown","55","55","28040","22530"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Yorkshire","Heterosexual / straight","35","35","36680","34500"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Inner London - West","Heterosexual / straight","130","125","50580","51730"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Inner London - West","Unknown","15","10","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Derbyshire and Nottinghamshire","Heterosexual / straight","55","50","46940","49860"
"In post","2022","50-59","Department for Education","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Derbyshire and Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Department for Education","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","East Anglia","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","30","30","45320","37100"
"In post","2022","50-59","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","Greater Manchester","Heterosexual / straight","155","155","45480","49860"
"In post","2022","50-59","Department for Education","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","50-59","Department for Education","Greater Manchester","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Department for Education","Greater Manchester","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","Department for Education","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Inner London - West","Heterosexual / straight","335","330","52730","53420"
"In post","2022","50-59","Department for Education","Inner London - West","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Department for Education","Inner London - West","Undeclared","35","35","50710","54400"
"In post","2022","50-59","Department for Education","Inner London - West","Unknown","65","65","50720","53420"
"In post","2022","50-59","Department for Education","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","50-59","Department for Education","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Department for Education","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
