"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Outside London","G7","5","5","[c]","[c]"
"In post","2022","HM Treasury","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","EO","10","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","G6","10","10","64740","64500"
"In post","2022","HM Treasury","Human Resources","London","G7","20","20","54450","52840"
"In post","2022","HM Treasury","Human Resources","London","HEO","20","20","38940","37900"
"In post","2022","HM Treasury","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Outside London","AO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","London","G6","15","15","69150","67870"
"In post","2022","HM Treasury","Internal Audit","London","G7","35","35","56250","55060"
"In post","2022","HM Treasury","Internal Audit","London","HEO","20","20","36420","35160"
"In post","2022","HM Treasury","Internal Audit","London","SCS level","15","15","92730","88320"
"In post","2022","HM Treasury","Internal Audit","London","SEO","40","35","48130","49000"
"In post","2022","HM Treasury","Internal Audit","Outside London","G6","30","30","63000","60490"
"In post","2022","HM Treasury","Internal Audit","Outside London","G7","50","50","51980","49840"
"In post","2022","HM Treasury","Internal Audit","Outside London","HEO","30","30","32750","33020"
"In post","2022","HM Treasury","Internal Audit","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","Outside London","SEO","95","85","42250","41990"
"In post","2022","HM Treasury","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","London","AO","15","10","23420","24610"
"In post","2022","HM Treasury","Operational Delivery","London","EO","85","85","28900","28680"
"In post","2022","HM Treasury","Operational Delivery","London","G6","10","10","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","London","G7","20","20","64160","55290"
"In post","2022","HM Treasury","Operational Delivery","London","HEO","30","30","37190","37430"
"In post","2022","HM Treasury","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","London","SEO","10","10","43240","44130"
"In post","2022","HM Treasury","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","Outside London","EO","25","25","24750","24000"
"In post","2022","HM Treasury","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Delivery","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","London","AO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Other","London","EO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","London","EO","50","50","25810","24300"
"In post","2022","HM Treasury","Policy","London","G6","215","210","66240","63850"
"In post","2022","HM Treasury","Policy","London","G7","475","465","54600","52840"
"In post","2022","HM Treasury","Policy","London","HEO","530","525","33900","32320"
"In post","2022","HM Treasury","Policy","London","SCS level","120","115","85410","78000"
"In post","2022","HM Treasury","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","Outside London","EO","10","10","24480","24000"
"In post","2022","HM Treasury","Policy","Outside London","G6","10","5","[c]","[c]"
"In post","2022","HM Treasury","Policy","Outside London","G7","25","25","50650","49500"
"In post","2022","HM Treasury","Policy","Outside London","HEO","30","30","30830","29320"
"In post","2022","HM Treasury","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","London","G6","5","5","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","London","G7","10","10","59270","58660"
"In post","2022","HM Treasury","Project Delivery","London","HEO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","London","HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","London","G6","10","10","65690","63220"
"In post","2022","HM Treasury","Tax","London","G7","15","15","56110","54020"
"In post","2022","HM Treasury","Tax","London","HEO","10","10","36660","37900"
"In post","2022","HM Treasury","Tax","London","SCS level","10","10","85150","78500"
"In post","2022","HM Treasury","Tax","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","London","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","London","HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","London","SEO","35","30","43810","43350"
"In post","2022","Home Office","Commercial","Outside London","EO","10","10","25340","24880"
"In post","2022","Home Office","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Commercial","Outside London","SEO","25","25","41040","41530"
"In post","2022","Home Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","London","G6","15","10","69300","68720"
"In post","2022","Home Office","Communications","London","G7","50","45","57940","57460"
"In post","2022","Home Office","Communications","London","HEO","40","40","38090","37350"
"In post","2022","Home Office","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","London","SEO","45","45","44330","44220"
"In post","2022","Home Office","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","EO","20","15","29420","29080"
"In post","2022","Home Office","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","HEO","5","5","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","Outside London","AO","25","25","21670","21680"
"In post","2022","Home Office","Counter Fraud","Outside London","EO","100","90","25190","25290"
"In post","2022","Home Office","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","Outside London","HEO","20","20","30930","30900"
"In post","2022","Home Office","Counter Fraud","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","London","EO","65","65","29030","28650"
"In post","2022","Home Office","Digital, Data and Technology","London","G6","125","125","74320","74200"
"In post","2022","Home Office","Digital, Data and Technology","London","G7","355","355","61060","60470"
"In post","2022","Home Office","Digital, Data and Technology","London","HEO","190","190","36090","35200"
"In post","2022","Home Office","Digital, Data and Technology","London","SCS level","25","25","107930","110000"
"In post","2022","Home Office","Digital, Data and Technology","London","SEO","320","315","44190","44080"
"In post","2022","Home Office","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","EO","25","25","25330","24880"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","G6","50","50","69000","68570"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","G7","165","160","55820","55050"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","HEO","130","130","31720","30820"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","SEO","165","165","39910","39580"
"In post","2022","Home Office","Digital, Data and Technology","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","London","G6","10","10","[c]","[c]"
"In post","2022","Home Office","Economics","London","G7","40","40","62990","61330"
"In post","2022","Home Office","Economics","London","HEO","70","70","33970","34790"
"In post","2022","Home Office","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","London","SEO","20","20","43770","43950"
"In post","2022","Home Office","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","London","EO","20","20","29470","29370"
"In post","2022","Home Office","Finance","London","G6","30","25","70880","69030"
"In post","2022","Home Office","Finance","London","G7","45","45","58920","57680"
"In post","2022","Home Office","Finance","London","HEO","35","30","36450","35200"
"In post","2022","Home Office","Finance","London","SCS level","10","10","89340","92130"
"In post","2022","Home Office","Finance","London","SEO","60","55","44530","42480"
"In post","2022","Home Office","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","Outside London","AO","10","10","21660","21680"
"In post","2022","Home Office","Finance","Outside London","EO","15","10","25560","25220"
"In post","2022","Home Office","Finance","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Home Office","Finance","Outside London","G7","30","30","52530","52050"
"In post","2022","Home Office","Finance","Outside London","HEO","30","30","31230","30820"
"In post","2022","Home Office","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","Outside London","SEO","35","30","38350","37450"
"In post","2022","Home Office","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Human Resources","London","AO","20","20","25630","25630"
"In post","2022","Home Office","Human Resources","London","EO","70","65","30350","30220"
"In post","2022","Home Office","Human Resources","London","G6","45","45","70170","68940"
"In post","2022","Home Office","Human Resources","London","G7","85","80","58420","57460"
"In post","2022","Home Office","Human Resources","London","HEO","90","90","35490","35070"
"In post","2022","Home Office","Human Resources","London","SCS level","10","10","[c]","[c]"
"In post","2022","Home Office","Human Resources","London","SEO","95","90","42950","41970"
"In post","2022","Home Office","Human Resources","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Home Office","Human Resources","Outside London","EO","50","45","26750","27370"
"In post","2022","Home Office","Human Resources","Outside London","G6","10","10","63280","63260"
"In post","2022","Home Office","Human Resources","Outside London","G7","40","40","52750","52070"
"In post","2022","Home Office","Human Resources","Outside London","HEO","90","85","31010","30820"
"In post","2022","Home Office","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Human Resources","Outside London","SEO","55","55","37920","37450"
"In post","2022","Home Office","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","London","AO","25","25","25630","25630"
"In post","2022","Home Office","Intelligence Analysis","London","EO","240","220","29620","29080"
"In post","2022","Home Office","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","London","G7","20","20","58460","57680"
"In post","2022","Home Office","Intelligence Analysis","London","HEO","85","80","35630","35200"
"In post","2022","Home Office","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","London","SEO","40","40","42640","42170"
"In post","2022","Home Office","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","Outside London","AO","45","40","21680","21680"
"In post","2022","Home Office","Intelligence Analysis","Outside London","EO","670","630","25960","25310"
"In post","2022","Home Office","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","Outside London","G7","10","10","52630","52180"
"In post","2022","Home Office","Intelligence Analysis","Outside London","HEO","195","185","31520","30980"
"In post","2022","Home Office","Intelligence Analysis","Outside London","SEO","55","55","38060","37460"
"In post","2022","Home Office","Intelligence Analysis","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","London","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","London","HEO","25","20","35180","35070"
"In post","2022","Home Office","Knowledge and Information Management","London","SEO","25","25","43100","42170"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","London","AA","180","145","22450","22460"
"In post","2022","Home Office","Operational Delivery","London","AO","1135","1010","25650","25630"
"In post","2022","Home Office","Operational Delivery","London","EO","2990","2755","29360","28990"
"In post","2022","Home Office","Operational Delivery","London","G6","90","90","69620","68940"
"In post","2022","Home Office","Operational Delivery","London","G7","230","225","58540","57680"
"In post","2022","Home Office","Operational Delivery","London","HEO","1050","1005","35470","35200"
"In post","2022","Home Office","Operational Delivery","London","SCS level","50","50","89890","82900"
"In post","2022","Home Office","Operational Delivery","London","SEO","580","565","42660","42170"
"In post","2022","Home Office","Operational Delivery","London","Unknown","15","15","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Outside London","AA","410","345","18260","18240"
"In post","2022","Home Office","Operational Delivery","Outside London","AO","5050","4505","21700","21680"
"In post","2022","Home Office","Operational Delivery","Outside London","EO","9585","8835","26010","25040"
"In post","2022","Home Office","Operational Delivery","Outside London","G6","85","85","64010","63280"
"In post","2022","Home Office","Operational Delivery","Outside London","G7","305","300","52740","52070"
"In post","2022","Home Office","Operational Delivery","Outside London","HEO","2420","2320","31480","30830"
"In post","2022","Home Office","Operational Delivery","Outside London","SCS level","20","20","84030","79800"
"In post","2022","Home Office","Operational Delivery","Outside London","SEO","925","895","38370","37460"
"In post","2022","Home Office","Operational Delivery","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","AO","10","10","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","EO","100","100","27130","27370"
"In post","2022","Home Office","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","London","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Operational Research","London","G6","5","5","[c]","[c]"
"In post","2022","Home Office","Operational Research","London","G7","15","15","60210","59440"
"In post","2022","Home Office","Operational Research","London","HEO","25","25","37410","37020"
"In post","2022","Home Office","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","London","SEO","15","15","44870","44400"
"In post","2022","Home Office","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other","London","AA","30","25","22460","22460"
"In post","2022","Home Office","Other","London","AO","70","65","25660","25630"
"In post","2022","Home Office","Other","London","EO","275","265","29190","28760"
"In post","2022","Home Office","Other","London","G6","60","55","71790","68940"
"In post","2022","Home Office","Other","London","G7","120","120","58730","57460"
"In post","2022","Home Office","Other","London","HEO","235","230","35510","35070"
"In post","2022","Home Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other","London","SEO","150","145","42890","41970"
"In post","2022","Home Office","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other","Outside London","AA","45","40","18240","18240"
"In post","2022","Home Office","Other","Outside London","AO","95","90","21680","21680"
"In post","2022","Home Office","Other","Outside London","EO","200","185","25290","24890"
"In post","2022","Home Office","Other","Outside London","G6","10","10","67740","68890"
"In post","2022","Home Office","Other","Outside London","G7","35","35","54070","52070"
"In post","2022","Home Office","Other","Outside London","HEO","115","110","31150","30830"
"In post","2022","Home Office","Other","Outside London","SEO","75","70","38030","37450"
"In post","2022","Home Office","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other","Overseas","Unknown","165","165","[c]","[c]"
"In post","2022","Home Office","Policy","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","London","EO","135","130","29160","28670"
"In post","2022","Home Office","Policy","London","G6","260","250","69590","68720"
"In post","2022","Home Office","Policy","London","G7","665","655","57990","57460"
"In post","2022","Home Office","Policy","London","HEO","330","325","35420","35050"
"In post","2022","Home Office","Policy","London","SCS level","120","120","87380","80760"
"In post","2022","Home Office","Policy","London","SEO","560","550","42480","41950"
"In post","2022","Home Office","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2022","Home Office","Policy","Outside London","EO","25","25","25310","24890"
"In post","2022","Home Office","Policy","Outside London","G6","20","20","64120","63280"
"In post","2022","Home Office","Policy","Outside London","G7","85","80","52830","52070"
"In post","2022","Home Office","Policy","Outside London","HEO","80","75","31140","30820"
"In post","2022","Home Office","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Outside London","SEO","85","80","37930","37450"
"In post","2022","Home Office","Policy","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Project Delivery","London","AO","5","5","[c]","[c]"
"In post","2022","Home Office","Project Delivery","London","EO","65","65","28820","28670"
"In post","2022","Home Office","Project Delivery","London","G6","110","105","70810","68940"
"In post","2022","Home Office","Project Delivery","London","G7","280","275","58110","57460"
"In post","2022","Home Office","Project Delivery","London","HEO","225","220","35250","35050"
"In post","2022","Home Office","Project Delivery","London","SCS level","25","25","89260","82900"
"In post","2022","Home Office","Project Delivery","London","SEO","260","260","42450","41970"
"In post","2022","Home Office","Project Delivery","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Home Office","Project Delivery","Outside London","EO","85","75","26620","24890"
"In post","2022","Home Office","Project Delivery","Outside London","G6","30","30","64460","63260"
"In post","2022","Home Office","Project Delivery","Outside London","G7","145","140","52620","52070"
"In post","2022","Home Office","Project Delivery","Outside London","HEO","155","155","31040","30820"
"In post","2022","Home Office","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Home Office","Project Delivery","Outside London","SEO","230","225","37980","37450"
"In post","2022","Home Office","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","London","G6","10","10","70500","69390"
"In post","2022","Home Office","Science and Engineering","London","G7","10","10","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","London","HEO","25","25","38060","36980"
"In post","2022","Home Office","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","London","SEO","10","10","43280","43140"
"In post","2022","Home Office","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","Outside London","G6","15","15","66630","67060"
"In post","2022","Home Office","Science and Engineering","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","Outside London","HEO","15","15","33000","30980"
"In post","2022","Home Office","Science and Engineering","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Home Office","Security","London","AA","50","50","22460","22460"
"In post","2022","Home Office","Security","London","AO","50","45","25630","25630"
"In post","2022","Home Office","Security","London","EO","50","45","29260","29060"
"In post","2022","Home Office","Security","London","G6","5","5","[c]","[c]"
"In post","2022","Home Office","Security","London","G7","15","10","58800","57680"
"In post","2022","Home Office","Security","London","HEO","45","45","35480","35070"
"In post","2022","Home Office","Security","London","SEO","30","30","42910","41980"
"In post","2022","Home Office","Security","Outside London","AA","30","30","18240","18240"
"In post","2022","Home Office","Security","Outside London","AO","10","10","21680","21680"
"In post","2022","Home Office","Security","Outside London","EO","20","20","25330","25040"
"In post","2022","Home Office","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Security","Outside London","G7","10","10","52580","52050"
"In post","2022","Home Office","Security","Outside London","HEO","20","20","31490","30980"
"In post","2022","Home Office","Security","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Home Office","Social Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Social Research","London","EO","35","35","33800","33650"
"In post","2022","Home Office","Social Research","London","G6","10","10","70310","68720"
"In post","2022","Home Office","Social Research","London","G7","40","40","59510","59460"
"In post","2022","Home Office","Social Research","London","SEO","45","45","43490","43560"
"In post","2022","Home Office","Social Research","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Social Research","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Home Office","Statistics","London","AA","35","35","22450","22460"
"In post","2022","Home Office","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","London","EO","25","25","30060","30100"
"In post","2022","Home Office","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","London","G7","15","15","60120","59460"
"In post","2022","Home Office","Statistics","London","HEO","20","20","35670","35490"
"In post","2022","Home Office","Statistics","London","SEO","20","20","44960","43950"
"In post","2022","Home Office","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
