"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","Department for International Trade","Outside London","G6/G7","15","[c]","51600","47980"
"New entrant CS","2022","No function","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","Outside London","SEO/HEO","10","[c]","31300","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","London","AA/AO","10","[c]","21810","18200"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","London","EO","75","[c]","27910","27850"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","London","G6/G7","35","[c]","55600","53130"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","London","SEO/HEO","150","[c]","35400","33210"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","25","[c]","20220","21520"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","EO","50","[c]","25030","24830"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","55","[c]","46160","48200"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","120","[c]","32840","30190"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport","London","AA/AO","15","[c]","24260","25730"
"New entrant CS","2022","No function","Department for Transport","London","EO","80","[c]","29260","29970"
"New entrant CS","2022","No function","Department for Transport","London","G6/G7","95","[c]","57890","54110"
"New entrant CS","2022","No function","Department for Transport","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport","London","SEO/HEO","150","[c]","38530","36070"
"New entrant CS","2022","No function","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport","Outside London","AA/AO","775","[c]","21280","21840"
"New entrant CS","2022","No function","Department for Transport","Outside London","EO","370","[c]","26280","26130"
"New entrant CS","2022","No function","Department for Transport","Outside London","G6/G7","40","[c]","55160","49090"
"New entrant CS","2022","No function","Department for Transport","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport","Outside London","SEO/HEO","115","[c]","35920","34730"
"New entrant CS","2022","No function","Department for Transport","Unknown","AA/AO","35","[c]","20310","21840"
"New entrant CS","2022","No function","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions","London","AA/AO","85","[c]","25100","25110"
"New entrant CS","2022","No function","Department for Work and Pensions","London","EO","670","[c]","31060","31060"
"New entrant CS","2022","No function","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions","London","SEO/HEO","30","[c]","37300","36650"
"New entrant CS","2022","No function","Department for Work and Pensions","Outside London","AA/AO","3215","[c]","21420","21260"
"New entrant CS","2022","No function","Department for Work and Pensions","Outside London","EO","3155","[c]","27660","27570"
"New entrant CS","2022","No function","Department for Work and Pensions","Outside London","G6/G7","30","[c]","52710","49170"
"New entrant CS","2022","No function","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions","Outside London","SEO/HEO","115","[c]","39500","31990"
"New entrant CS","2022","No function","Department for Work and Pensions","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions","Unknown","EO","45","[c]","29510","29290"
"New entrant CS","2022","No function","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care","London","AA/AO","90","[c]","23690","23780"
"New entrant CS","2022","No function","Department of Health and Social Care","London","EO","310","[c]","26900","26880"
"New entrant CS","2022","No function","Department of Health and Social Care","London","G6/G7","225","[c]","57200","53360"
"New entrant CS","2022","No function","Department of Health and Social Care","London","SCS level","60","[c]","104450","93050"
"New entrant CS","2022","No function","Department of Health and Social Care","London","SEO/HEO","550","[c]","35400","32790"
"New entrant CS","2022","No function","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","AA/AO","200","[c]","20380","19880"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","EO","200","[c]","24400","23390"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","G6/G7","175","[c]","55090","51300"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","SCS level","30","[c]","92920","88790"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","SEO/HEO","540","[c]","33990","32790"
"New entrant CS","2022","No function","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","London","SEO/HEO","15","[c]","34590","32350"
"New entrant CS","2022","No function","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","Outside London","EO","35","[c]","24530","24470"
"New entrant CS","2022","No function","Food Standards Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","Outside London","SEO/HEO","80","[c]","33620","31270"
"New entrant CS","2022","No function","HM Land Registry","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","London","EO","10","[c]","30600","30600"
"New entrant CS","2022","No function","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","Outside London","AA/AO","225","[c]","22600","22600"
"New entrant CS","2022","No function","HM Land Registry","Outside London","EO","100","[c]","27130","27130"
"New entrant CS","2022","No function","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs","London","AA/AO","30","[c]","25200","25330"
"New entrant CS","2022","No function","HM Revenue and Customs","London","EO","130","[c]","30760","30750"
"New entrant CS","2022","No function","HM Revenue and Customs","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs","London","SEO/HEO","145","[c]","37880","37610"
"New entrant CS","2022","No function","HM Revenue and Customs","Outside London","AA/AO","2260","[c]","21250","21250"
"New entrant CS","2022","No function","HM Revenue and Customs","Outside London","EO","765","[c]","26460","26590"
"New entrant CS","2022","No function","HM Revenue and Customs","Outside London","G6/G7","25","[c]","54150","52080"
"New entrant CS","2022","No function","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs","Outside London","SEO/HEO","745","[c]","33330","33080"
"New entrant CS","2022","No function","HM Treasury","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury","London","EO","35","[c]","25280","24300"
"New entrant CS","2022","No function","HM Treasury","London","G6/G7","20","[c]","59440","57340"
"New entrant CS","2022","No function","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury","London","SEO/HEO","115","[c]","30660","28500"
"New entrant CS","2022","No function","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury","Outside London","EO","15","[c]","24500","24000"
"New entrant CS","2022","No function","HM Treasury","Outside London","G6/G7","15","[c]","50850","49500"
"New entrant CS","2022","No function","HM Treasury","Outside London","SEO/HEO","25","[c]","30040","29320"
"New entrant CS","2022","No function","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Defence","Outside London","AA/AO","135","[c]","19110","18330"
"New entrant CS","2022","No function","Ministry of Defence","Outside London","EO","55","[c]","21610","21830"
"New entrant CS","2022","No function","Ministry of Defence","Outside London","G6/G7","60","[c]","51610","47010"
"New entrant CS","2022","No function","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Defence","Outside London","SEO/HEO","270","[c]","29990","29230"
"New entrant CS","2022","No function","Ministry of Justice","London","AA/AO","935","[c]","27010","26020"
"New entrant CS","2022","No function","Ministry of Justice","London","EO","185","[c]","28200","28310"
"New entrant CS","2022","No function","Ministry of Justice","London","G6/G7","25","[c]","56700","54880"
"New entrant CS","2022","No function","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice","London","SEO/HEO","220","[c]","36590","34260"
"New entrant CS","2022","No function","Ministry of Justice","London","Unknown","1070","[c]","34280","32090"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","AA/AO","6565","[c]","22690","23140"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","EO","310","[c]","25130","25120"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","G6/G7","20","[c]","59310","52510"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","SEO/HEO","395","[c]","32400","30450"
"New entrant CS","2022","No function","Ministry of Justice","Outside London","Unknown","7515","[c]","27720","24800"
"New entrant CS","2022","No function","Ministry of Justice","Unknown","AA/AO","45","[c]","21620","20970"
"New entrant CS","2022","No function","Ministry of Justice","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice","Unknown","Unknown","240","[c]","31700","28200"
"New entrant CS","2022","No function","National Crime Agency","London","AA/AO","15","[c]","24470","24470"
"New entrant CS","2022","No function","National Crime Agency","London","EO","80","[c]","35410","36200"
"New entrant CS","2022","No function","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","London","SEO/HEO","30","[c]","44290","41970"
"New entrant CS","2022","No function","National Crime Agency","Outside London","AA/AO","30","[c]","21540","21050"
"New entrant CS","2022","No function","National Crime Agency","Outside London","EO","185","[c]","32650","32770"
"New entrant CS","2022","No function","National Crime Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","Outside London","SEO/HEO","65","[c]","41830","40700"
"New entrant CS","2022","No function","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","15","[c]","45190","46360"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","20","[c]","20700","21200"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","60","[c]","72350","70500"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","80","[c]","46990","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","London","AA/AO","15","[c]","19930","19750"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","London","EO","80","[c]","26990","25750"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","London","G6/G7","25","[c]","64600","63500"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","London","SEO/HEO","25","[c]","38730","37500"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Outside London","AA/AO","25","[c]","18680","18180"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Outside London","EO","80","[c]","23970","23450"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Outside London","G6/G7","15","[c]","57180","54150"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Outside London","SEO/HEO","30","[c]","35190","35000"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","10","[c]","52400","50000"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","30","[c]","35040","36540"
"New entrant CS","2022","No function","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Outside London","AA/AO","850","[c]","21530","21640"
"New entrant CS","2022","No function","Scottish Government","Outside London","EO","60","[c]","27030","27020"
"New entrant CS","2022","No function","Scottish Government","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Outside London","SEO/HEO","60","[c]","32950","31540"
"New entrant CS","2022","No function","The National Archives","London","AA/AO","20","[c]","20340","20340"
"New entrant CS","2022","No function","The National Archives","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","London","SEO/HEO","25","[c]","32100","28830"
"New entrant CS","2022","No function","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Outside London","AA/AO","305","[c]","19770","19860"
"New entrant CS","2022","No function","UK Statistics Authority","Outside London","EO","35","[c]","23900","23880"
"New entrant CS","2022","No function","UK Statistics Authority","Outside London","G6/G7","15","[c]","53550","50210"
"New entrant CS","2022","No function","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Outside London","SEO/HEO","55","[c]","33390","30710"
"New entrant CS","2022","No function","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","London","SEO/HEO","15","[c]","35840","33120"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","EO","20","[c]","24710","24150"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","15","[c]","49600","45150"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","20","[c]","38500","38650"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","30","[c]","21330","21300"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","EO","10","[c]","25100","25010"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","10","[c]","32980","30190"
"New entrant CS","2022","Project Delivery","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","London","G6/G7","25","[c]","56980","54110"
"New entrant CS","2022","Project Delivery","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","London","SEO/HEO","15","[c]","36600","34710"
"New entrant CS","2022","Project Delivery","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","Outside London","SEO/HEO","20","[c]","32930","30730"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Outside London","AA/AO","40","[c]","21260","21260"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Estyn","Outside London","G6/G7","10","[c]","67050","66900"
"New entrant CS","2022","Project Delivery","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
