"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","170","155","25320","22740"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","15","15","32660","33720"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","40770","41270"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","60","60","39240","37700"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Inner London - East","London","30","30","43000","43100"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","30","30","37560","35070"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","West Yorkshire","Outside London","20","20","39380","39490"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Inner London - West","London","20","15","47390","45870"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","West Wales and The Valleys","Outside London","10","10","33100","31700"
"In post","2022","Counter Fraud","Department for Work and Pensions","Bedfordshire and Hertfordshire","Outside London","95","85","28510","29290"
"In post","2022","Counter Fraud","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Outside London","95","85","28390","29290"
"In post","2022","Counter Fraud","Department for Work and Pensions","Cheshire","Outside London","30","25","27920","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Cornwall and Isles of Scilly","Outside London","60","55","28960","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Cumbria","Outside London","25","20","28230","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Derbyshire and Nottinghamshire","Outside London","205","175","27520","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Devon","Outside London","115","100","27570","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Dorset and Somerset","Outside London","90","80","28090","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","East Anglia","Outside London","105","95","28040","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","East Wales","Outside London","40","35","27360","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","Outside London","85","75","27970","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Eastern Scotland","Outside London","155","140","26020","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Essex","Outside London","110","100","30900","29970"
"In post","2022","Counter Fraud","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","120","100","26800","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Greater Manchester","Outside London","200","175","27770","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Hampshire and Isle of Wight","Outside London","230","195","24880","26120"
"In post","2022","Counter Fraud","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Outside London","60","50","28140","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Highlands and Islands","Outside London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Inner London - East","London","165","150","28210","25110"
"In post","2022","Counter Fraud","Department for Work and Pensions","Inner London - West","London","125","105","31720","30330"
"In post","2022","Counter Fraud","Department for Work and Pensions","Kent","Outside London","285","265","27810","25110"
"In post","2022","Counter Fraud","Department for Work and Pensions","Lancashire","Outside London","205","190","28080","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Outside London","80","70","27610","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Lincolnshire","Outside London","25","20","27080","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Merseyside","Outside London","225","205","27790","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","North Eastern Scotland","Outside London","20","15","27060","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","North Yorkshire","Outside London","60","55","29600","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","Northumberland, and Tyne and Wear","Outside London","340","310","27960","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Outer London - East and North East","London","520","465","28270","25110"
"In post","2022","Counter Fraud","Department for Work and Pensions","Outer London - South","London","85","75","32630","31880"
"In post","2022","Counter Fraud","Department for Work and Pensions","Outer London - West and North West","London","125","115","32550","31880"
"In post","2022","Counter Fraud","Department for Work and Pensions","Shropshire and Staffordshire","Outside London","105","90","27750","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","South Yorkshire","Outside London","135","120","28280","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Southern Scotland","Outside London","230","205","23930","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions","Surrey, East and West Sussex","Outside London","175","160","28980","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Tees Valley and Durham","Outside London","185","155","25090","26120"
"In post","2022","Counter Fraud","Department for Work and Pensions","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions","West Central Scotland","Outside London","460","420","25310","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","West Midlands","Outside London","385","340","27460","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","West Wales and The Valleys","Outside London","400","365","26370","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","West Yorkshire","Outside London","210","185","28250","27570"
"In post","2022","Counter Fraud","Food Standards Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","North Yorkshire","Outside London","10","10","36330","37350"
"In post","2022","Counter Fraud","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","75","75","34260","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Derbyshire and Nottinghamshire","Outside London","575","545","35790","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","East Anglia","Outside London","370","340","28890","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs","East Wales","Outside London","420","390","33280","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Eastern Scotland","Outside London","280","255","32300","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Essex","Outside London","10","10","30020","26590"
"In post","2022","Counter Fraud","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","390","365","37020","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Greater Manchester","Outside London","1145","1090","34720","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Hampshire and Isle of Wight","Outside London","125","120","35570","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs","Inner London - East","London","1355","1300","39100","37610"
"In post","2022","Counter Fraud","HM Revenue and Customs","Inner London - West","London","20","20","62380","62120"
"In post","2022","Counter Fraud","HM Revenue and Customs","Kent","Outside London","185","175","31940","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Lancashire","Outside London","10","10","40350","35570"
"In post","2022","Counter Fraud","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Merseyside","Outside London","655","615","34130","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Northern Ireland","Outside London","450","425","32920","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Northumberland, and Tyne and Wear","Outside London","595","570","34320","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","Outer London - South","London","770","740","40150","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","Southern Scotland","Outside London","70","60","33450","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Surrey, East and West Sussex","Outside London","20","15","29580","28920"
"In post","2022","Counter Fraud","HM Revenue and Customs","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs","West Central Scotland","Outside London","570","525","32630","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","West Midlands","Outside London","705","655","33580","33080"
"In post","2022","Counter Fraud","HM Revenue and Customs","West Yorkshire","Outside London","865","815","33550","33080"
"In post","2022","Counter Fraud","HM Treasury","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","Bedfordshire and Hertfordshire","Outside London","75","65","26470","25110"
"In post","2022","Debt","Department for Work and Pensions","Derbyshire and Nottinghamshire","Outside London","20","15","22340","21260"
"In post","2022","Debt","Department for Work and Pensions","Dorset and Somerset","Outside London","135","115","21990","21260"
"In post","2022","Debt","Department for Work and Pensions","Greater Manchester","Outside London","280","245","22440","21260"
"In post","2022","Debt","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Outside London","220","180","22130","21260"
"In post","2022","Debt","Department for Work and Pensions","Highlands and Islands","Outside London","100","90","22240","21260"
"In post","2022","Debt","Department for Work and Pensions","Lancashire","Outside London","40","35","24410","21260"
"In post","2022","Debt","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Outside London","220","180","22330","21260"
"In post","2022","Debt","Department for Work and Pensions","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","Northumberland, and Tyne and Wear","Outside London","445","380","22380","21260"
"In post","2022","Debt","Department for Work and Pensions","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","South Yorkshire","Outside London","255","220","22630","21260"
"In post","2022","Debt","Department for Work and Pensions","Unknown","Unknown","70","55","25610","25110"
"In post","2022","Debt","Department for Work and Pensions","West Central Scotland","Outside London","50","40","22280","21260"
"In post","2022","Debt","Department for Work and Pensions","West Midlands","Outside London","225","195","22170","21260"
"In post","2022","Debt","Department for Work and Pensions","West Wales and The Valleys","Outside London","70","60","22100","21260"
"In post","2022","Debt","Department for Work and Pensions","West Yorkshire","Outside London","295","245","22550","21260"
"In post","2022","Debt","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","28700","28920"
"In post","2022","Debt","HM Revenue and Customs","Derbyshire and Nottinghamshire","Outside London","265","240","22930","21250"
"In post","2022","Debt","HM Revenue and Customs","East Anglia","Outside London","35","30","25400","22080"
"In post","2022","Debt","HM Revenue and Customs","East Wales","Outside London","390","365","24030","21250"
"In post","2022","Debt","HM Revenue and Customs","Eastern Scotland","Outside London","515","485","22620","21250"
"In post","2022","Debt","HM Revenue and Customs","Essex","Outside London","50","40","24050","22080"
"In post","2022","Debt","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","27760","28920"
"In post","2022","Debt","HM Revenue and Customs","Greater Manchester","Outside London","15","15","33350","27870"
"In post","2022","Debt","HM Revenue and Customs","Hampshire and Isle of Wight","Outside London","10","10","29460","28760"
"In post","2022","Debt","HM Revenue and Customs","Inner London - East","London","255","225","29290","26400"
"In post","2022","Debt","HM Revenue and Customs","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs","Lancashire","Outside London","10","10","29010","27770"
"In post","2022","Debt","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs","Merseyside","Outside London","395","365","23680","21250"
"In post","2022","Debt","HM Revenue and Customs","Northern Ireland","Outside London","10","10","27890","26820"
"In post","2022","Debt","HM Revenue and Customs","Northumberland, and Tyne and Wear","Outside London","510","465","22670","21250"
"In post","2022","Debt","HM Revenue and Customs","Outer London - South","London","220","195","28790","26400"
"In post","2022","Debt","HM Revenue and Customs","Shropshire and Staffordshire","Outside London","20","20","38530","40180"
"In post","2022","Debt","HM Revenue and Customs","Southern Scotland","Outside London","275","255","23610","21250"
"In post","2022","Debt","HM Revenue and Customs","Surrey, East and West Sussex","Outside London","50","35","28690","28920"
"In post","2022","Debt","HM Revenue and Customs","Tees Valley and Durham","Outside London","10","10","24650","22080"
"In post","2022","Debt","HM Revenue and Customs","West Central Scotland","Outside London","410","350","24010","21680"
"In post","2022","Debt","HM Revenue and Customs","West Midlands","Outside London","400","365","22990","21250"
"In post","2022","Debt","HM Revenue and Customs","West Yorkshire","Outside London","415","375","24850","21250"
"In post","2022","Debt","HM Treasury","Inner London - West","London","15","15","59190","49590"
"In post","2022","Debt","UK Export Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","East Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Inner London - West","London","90","90","43760","40170"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","North Yorkshire","Outside London","25","25","33750","32050"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","West Yorkshire","Outside London","30","30","38030","36330"
"In post","2022","Digital, Data & Technology","Cabinet Office","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","East Anglia","Outside London","50","45","37860","32960"
"In post","2022","Digital, Data & Technology","Cabinet Office","East Wales","Outside London","30","30","45940","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","50","50","47400","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Greater Manchester","Outside London","55","55","44790","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Inner London - East","London","755","745","52770","54700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Inner London - West","London","185","180","50710","54700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Merseyside","Outside London","55","55","39460","38330"
"In post","2022","Digital, Data & Technology","Cabinet Office","North Yorkshire","Outside London","15","15","49800","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","15","15","38020","34270"
"In post","2022","Digital, Data & Technology","Cabinet Office","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","Unknown","Unknown","35","35","40270","37300"
"In post","2022","Digital, Data & Technology","Cabinet Office","West Central Scotland","Outside London","10","10","49980","49700"
"In post","2022","Digital, Data & Technology","Cabinet Office","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cabinet Office","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Chancellor's other departments","Inner London - West","London","10","10","52750","47500"
"In post","2022","Digital, Data & Technology","Chancellor's other departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Chancellor's other departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Charity Commission","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Charity Commission","Merseyside","Outside London","50","50","34430","29160"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","Inner London - East","London","70","70","57770","58030"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Outside London","15","15","36980","39220"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","55","50","37040","36640"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Devon","Outside London","1060","1005","39540","39650"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","15","15","31460","32730"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","445","440","42310","40010"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","15","15","35360","37420"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","43060","32810"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","25","25","34500","35670"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Outside London","20","20","31060","32730"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Inner London - West","London","170","165","47680","45380"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","25","25","31200","32730"
