"Status","Year","Function_of_post","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","London","135","135","48540","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","Outside London","10","10","41670","41990"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","37340","39240"
"In post","2022","Analysis","Department for Education","Greater Manchester","Outside London","25","25","38800","37590"
"In post","2022","Analysis","Department for Education","Inner London - West","London","70","65","49030","45940"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","Outside London","60","55","45780","49860"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","Outside London","10","10","42030","42580"
"In post","2022","Analysis","Department for Education","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","Outside London","15","15","30320","29690"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","Outside London","10","10","29030","25890"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Outside London","125","120","34110","29990"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Outside London","325","310","34700","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Outside London","10","10","27980","26050"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","London","250","250","44110","40270"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","London","200","195","48100","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","Outside London","20","15","35990","30190"
"In post","2022","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","32820","31380"
"In post","2022","Analysis","Department for Transport","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","London","320","310","48130","54110"
"In post","2022","Analysis","Department for Transport","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","Outside London","10","10","30770","26130"
"In post","2022","Analysis","Department for Transport","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","Outside London","20","20","31500","28780"
"In post","2022","Analysis","Department for Work and Pensions","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","Outside London","20","20","42990","37190"
"In post","2022","Analysis","Department for Work and Pensions","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","Outside London","40","40","32870","31990"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","London","250","240","46070","40270"
"In post","2022","Analysis","Department for Work and Pensions","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","Outside London","20","20","42880","39390"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","Outside London","105","105","40020","36320"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","Outside London","150","140","45340","40610"
"In post","2022","Analysis","Department for Work and Pensions","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","Outside London","75","70","37540","35450"
"In post","2022","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","London","45","40","48550","41010"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","London","310","300","52370","53360"
"In post","2022","Analysis","Department of Health and Social Care","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","Outside London","85","85","46320","49530"
"In post","2022","Analysis","Estyn","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Inner London - West","London","15","15","36280","32350"
"In post","2022","Analysis","Food Standards Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","London","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outer London - South","London","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Essex","Outside London","20","20","47660","40520"
"In post","2022","Analysis","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Greater Manchester","Outside London","205","195","40700","40180"
"In post","2022","Analysis","HM Revenue and Customs","Inner London - East","London","180","175","47510","43430"
"In post","2022","Analysis","HM Revenue and Customs","Inner London - West","London","175","170","51610","44620"
"In post","2022","Analysis","HM Revenue and Customs","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Merseyside","Outside London","100","100","41400","40180"
"In post","2022","Analysis","HM Revenue and Customs","Northumberland, and Tyne and Wear","Outside London","30","30","44230","40180"
"In post","2022","Analysis","HM Revenue and Customs","Outer London - South","London","45","45","52720","50250"
"In post","2022","Analysis","HM Revenue and Customs","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Yorkshire","Outside London","10","10","49370","52080"
"In post","2022","Analysis","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Inner London - West","London","60","55","62400","54640"
"In post","2022","Analysis","HM Treasury","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","34770","29850"
"In post","2022","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Anglia","Outside London","15","15","32860","33000"
"In post","2022","Analysis","Ministry of Defence","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","205","195","38490","38070"
"In post","2022","Analysis","Ministry of Defence","Hampshire and Isle of Wight","Outside London","425","405","41080","38110"
"In post","2022","Analysis","Ministry of Defence","Inner London - West","London","100","100","45330","45030"
"In post","2022","Analysis","Ministry of Defence","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Shropshire and Staffordshire","Outside London","15","15","33380","33000"
"In post","2022","Analysis","Ministry of Defence","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Inner London - East","London","380","370","48760","44200"
"In post","2022","Analysis","Ministry of Justice","Inner London - West","London","75","70","47730","42850"
"In post","2022","Analysis","Ministry of Justice","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Yorkshire","Outside London","55","55","35870","32530"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","75","70","39880","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","London","25","25","47540","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Inner London - East","London","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","West Central Scotland","Outside London","55","55","39680","35000"
"In post","2022","Analysis","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Inner London - East","London","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Eastern Scotland","Outside London","30","30","38780","37710"
"In post","2022","Analysis","Scottish Government","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Inner London - West","London","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","East Wales","Outside London","1215","1165","37230","36840"
"In post","2022","Analysis","UK Statistics Authority","Eastern Scotland","Outside London","15","10","44510","41590"
"In post","2022","Analysis","UK Statistics Authority","Hampshire and Isle of Wight","Outside London","520","495","38000","36840"
"In post","2022","Analysis","UK Statistics Authority","Inner London - West","London","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","Tees Valley and Durham","Outside London","15","15","31410","30710"
"In post","2022","Analysis","Water Services Regulation Authority","Inner London - West","London","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","West Midlands","Outside London","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Inner London - West","London","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","North Yorkshire","Outside London","15","15","37940","38180"
"In post","2022","Commercial","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","76580","73500"
"In post","2022","Commercial","Cabinet Office","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","15","15","77600","72000"
"In post","2022","Commercial","Cabinet Office","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","East Anglia","Outside London","130","125","46810","39360"
"In post","2022","Commercial","Cabinet Office","East Wales","Outside London","80","75","39070","32440"
"In post","2022","Commercial","Cabinet Office","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
