"Status","Year","Region_ITL1","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","20800","19805","36680","33300"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","1115","1085","33600","29830"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","2850","2685","38110","35560"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","5400","5110","36970","33370"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","865","820","34210","30650"
"In post","2022","Unknown","Unknown","Unknown","LGBO","70","70","34170","30130"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","120","110","33580","29290"
"In post","2022","Unknown","Unknown","Unknown","Unknown","2255","2230","36800","32700"
"In post","2022","Wales","East Wales","Outside London","Heterosexual / straight","14055","13230","34660","30450"
"In post","2022","Wales","East Wales","Outside London","LGBO","1020","995","32640","29430"
"In post","2022","Wales","East Wales","Outside London","Undeclared","1745","1640","34850","30380"
"In post","2022","Wales","East Wales","Outside London","Unknown","4035","3740","31180","26820"
"In post","2022","Wales","West Wales and The Valleys","Outside London","Heterosexual / straight","11655","10710","29890","27130"
"In post","2022","Wales","West Wales and The Valleys","Outside London","LGBO","570","545","28660","26780"
"In post","2022","Wales","West Wales and The Valleys","Outside London","Undeclared","2300","1985","28140","24630"
"In post","2022","Wales","West Wales and The Valleys","Outside London","Unknown","2520","2260","26900","23170"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","2980","2785","29400","27240"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","170","165","28650","25700"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","375","350","29760","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","670","615","27710","25210"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","Heterosexual / straight","6430","6025","31240","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","LGBO","350","340","29130","26760"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","Undeclared","745","685","31650","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","Unknown","1385","1265","30560","27130"
"In post","2022","West Midlands (England)","West Midlands","Outside London","Heterosexual / straight","13320","12425","31780","27570"
"In post","2022","West Midlands (England)","West Midlands","Outside London","LGBO","700","675","31700","27570"
"In post","2022","West Midlands (England)","West Midlands","Outside London","Undeclared","1505","1375","31240","27570"
"In post","2022","West Midlands (England)","West Midlands","Outside London","Unknown","4540","4160","30200","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","3475","3185","28740","27130"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","190","180","27490","26940"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","485","440","28900","27380"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","805","730","27420","26750"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Outside London","Heterosexual / straight","3295","3130","33210","29780"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Outside London","LGBO","215","210","31980","29180"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Outside London","Undeclared","450","420","33380","30240"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Outside London","Unknown","695","650","31260","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Outside London","Heterosexual / straight","7590","6940","32310","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Outside London","LGBO","460","445","32380","29360"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Outside London","Undeclared","845","775","31920","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Outside London","Unknown","1590","1450","31730","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Outside London","Heterosexual / straight","12220","11395","33170","28200"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Outside London","LGBO","845","815","32650","28920"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Outside London","Undeclared","1555","1430","33620","28970"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Outside London","Unknown","4530","4205","31060","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","585","[c]","29380","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Undeclared","80","[c]","28570","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Unknown","375","[c]","27070","25660"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","490","[c]","29480","26320"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","55","[c]","26780","24760"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","340","[c]","23680","21260"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Outside London","Heterosexual / straight","215","[c]","28000","26850"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","415","[c]","31430","29290"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","Undeclared","50","[c]","33390","31280"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","Unknown","115","[c]","32130","28550"
"Leaver CS","2022","East of England","East Anglia","Outside London","Heterosexual / straight","965","[c]","31080","27570"
"Leaver CS","2022","East of England","East Anglia","Outside London","LGBO","65","[c]","29750","26900"
"Leaver CS","2022","East of England","East Anglia","Outside London","Undeclared","115","[c]","32780","27640"
"Leaver CS","2022","East of England","East Anglia","Outside London","Unknown","310","[c]","32570","27570"
"Leaver CS","2022","East of England","Essex","Outside London","Heterosexual / straight","390","[c]","30420","29290"
"Leaver CS","2022","East of England","Essex","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Essex","Outside London","Undeclared","35","[c]","32610","27630"
"Leaver CS","2022","East of England","Essex","Outside London","Unknown","170","[c]","29750","26130"
"Leaver CS","2022","London","Inner London - East","London","Heterosexual / straight","1510","[c]","43310","36330"
"Leaver CS","2022","London","Inner London - East","London","LGBO","125","[c]","41130","34240"
"Leaver CS","2022","London","Inner London - East","London","Undeclared","240","[c]","43520","38030"
"Leaver CS","2022","London","Inner London - East","London","Unknown","735","[c]","46930","38000"
"Leaver CS","2022","London","Inner London - West","London","Heterosexual / straight","2455","[c]","45270","40550"
"Leaver CS","2022","London","Inner London - West","London","LGBO","295","[c]","41310","35060"
"Leaver CS","2022","London","Inner London - West","London","Undeclared","615","[c]","44580","40990"
"Leaver CS","2022","London","Inner London - West","London","Unknown","1570","[c]","43060","36650"
"Leaver CS","2022","London","Outer London - East and North East","London","Heterosexual / straight","240","[c]","30170","31060"
"Leaver CS","2022","London","Outer London - East and North East","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","London","Unknown","130","[c]","27700","30130"
"Leaver CS","2022","London","Outer London - South","London","Heterosexual / straight","440","[c]","35140","31060"
"Leaver CS","2022","London","Outer London - South","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","London","Undeclared","65","[c]","37040","31060"
"Leaver CS","2022","London","Outer London - South","London","Unknown","245","[c]","33170","30600"
"Leaver CS","2022","London","Outer London - West and North West","London","Heterosexual / straight","550","[c]","31750","31060"
"Leaver CS","2022","London","Outer London - West and North West","London","LGBO","40","[c]","32910","31060"
"Leaver CS","2022","London","Outer London - West and North West","London","Undeclared","115","[c]","31310","30660"
"Leaver CS","2022","London","Outer London - West and North West","London","Unknown","205","[c]","34140","31060"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","725","[c]","28260","21840"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","LGBO","50","[c]","25730","21260"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","Undeclared","75","[c]","31020","22080"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","Unknown","995","[c]","28100","22080"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Outside London","Heterosexual / straight","430","[c]","27620","22600"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Outside London","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Outside London","Unknown","215","[c]","25730","22600"
"Leaver CS","2022","North West (England)","Cheshire","Outside London","Heterosexual / straight","225","[c]","31130","27570"
"Leaver CS","2022","North West (England)","Cheshire","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","Outside London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Outside London","Heterosexual / straight","140","[c]","30730","27570"
"Leaver CS","2022","North West (England)","Cumbria","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cumbria","Outside London","Unknown","50","[c]","26510","21300"
"Leaver CS","2022","North West (England)","Greater Manchester","Outside London","Heterosexual / straight","780","[c]","31480","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","Outside London","LGBO","70","[c]","31180","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","Outside London","Undeclared","85","[c]","32430","27570"
"Leaver CS","2022","North West (England)","Greater Manchester","Outside London","Unknown","670","[c]","29190","25800"
"Leaver CS","2022","North West (England)","Lancashire","Outside London","Heterosexual / straight","625","[c]","26450","21260"
"Leaver CS","2022","North West (England)","Lancashire","Outside London","LGBO","50","[c]","25010","21260"
"Leaver CS","2022","North West (England)","Lancashire","Outside London","Undeclared","65","[c]","28830","26780"
"Leaver CS","2022","North West (England)","Lancashire","Outside London","Unknown","390","[c]","26350","21260"
"Leaver CS","2022","North West (England)","Merseyside","Outside London","Heterosexual / straight","690","[c]","28140","25040"
"Leaver CS","2022","North West (England)","Merseyside","Outside London","LGBO","40","[c]","24950","24890"
"Leaver CS","2022","North West (England)","Merseyside","Outside London","Undeclared","80","[c]","28070","25310"
"Leaver CS","2022","North West (England)","Merseyside","Outside London","Unknown","540","[c]","29460","26120"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Outside London","Heterosexual / straight","115","[c]","28210","23040"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Outside London","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Overseas","Heterosexual / straight","75","[c]","48480","43880"
"Leaver CS","2022","Overseas","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Overseas","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Overseas","Unknown","55","[c]","46190","41600"
"Leaver CS","2022","Scotland","Eastern Scotland","Outside London","Heterosexual / straight","590","[c]","35000","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Outside London","LGBO","45","[c]","29970","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Outside London","Undeclared","55","[c]","32600","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Outside London","Unknown","950","[c]","33120","27940"
"Leaver CS","2022","Scotland","Highlands and Islands","Outside London","Heterosexual / straight","105","[c]","27920","27290"
"Leaver CS","2022","Scotland","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Highlands and Islands","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Highlands and Islands","Outside London","Unknown","65","[c]","28500","25940"
"Leaver CS","2022","Scotland","North Eastern Scotland","Outside London","Heterosexual / straight","85","[c]","32870","27570"
"Leaver CS","2022","Scotland","North Eastern Scotland","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Eastern Scotland","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Eastern Scotland","Outside London","Unknown","55","[c]","30580","27020"
"Leaver CS","2022","Scotland","Southern Scotland","Outside London","Heterosexual / straight","165","[c]","31300","27570"
"Leaver CS","2022","Scotland","Southern Scotland","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Southern Scotland","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Southern Scotland","Outside London","Unknown","340","[c]","29160","26130"
"Leaver CS","2022","Scotland","West Central Scotland","Outside London","Heterosexual / straight","570","[c]","31040","27570"
"Leaver CS","2022","Scotland","West Central Scotland","Outside London","LGBO","45","[c]","30500","24770"
"Leaver CS","2022","Scotland","West Central Scotland","Outside London","Undeclared","85","[c]","30330","23340"
"Leaver CS","2022","Scotland","West Central Scotland","Outside London","Unknown","515","[c]","30620","26900"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","840","[c]","30130","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","105","[c]","31650","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","300","[c]","31100","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","970","[c]","30390","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","LGBO","60","[c]","28760","26470"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","Undeclared","110","[c]","31300","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","Unknown","395","[c]","30240","25000"
"Leaver CS","2022","South East (England)","Kent","Outside London","Heterosexual / straight","510","[c]","30990","29290"
"Leaver CS","2022","South East (England)","Kent","Outside London","LGBO","55","[c]","34360","29290"
"Leaver CS","2022","South East (England)","Kent","Outside London","Undeclared","65","[c]","29440","27370"
"Leaver CS","2022","South East (England)","Kent","Outside London","Unknown","170","[c]","30840","25620"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","Heterosexual / straight","575","[c]","30730","27570"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","LGBO","60","[c]","28430","27230"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","Undeclared","85","[c]","32470","27570"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","Unknown","215","[c]","27580","24370"
