"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Outside London","105","105","21400","21250"
"In post","2022","16-19","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","Outside London","15","15","24780","25000"
"In post","2022","16-19","HM Revenue and Customs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","Outside London","65","60","21680","21250"
"In post","2022","16-19","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","HM Treasury","Economics","London","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","Outside London","45","40","22650","21680"
"In post","2022","16-19","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","Outside London","15","15","19730","19460"
"In post","2022","16-19","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","Outside London","25","25","18650","18030"
"In post","2022","16-19","Ministry of Defence","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Outside London","110","110","18330","17450"
"In post","2022","16-19","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","London","15","15","25930","24080"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Outside London","180","180","22710","23140"
"In post","2022","16-19","Ministry of Justice","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","Outside London","25","25","21570","21050"
"In post","2022","16-19","Scottish Government","Unknown","Outside London","55","55","22230","21050"
"In post","2022","16-19","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Outside London","15","10","19500","19860"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","London","20","20","37140","31560"
"In post","2022","20-29","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","London","30","30","31330","33100"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","London","20","20","33480","35290"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","Outside London","15","15","28780","25920"
"In post","2022","20-29","Attorney General's Departments","Finance","London","15","15","28250","26970"
"In post","2022","20-29","Attorney General's Departments","Finance","Outside London","20","20","23630","22200"
"In post","2022","20-29","Attorney General's Departments","Human Resources","London","35","35","29640","26970"
"In post","2022","20-29","Attorney General's Departments","Human Resources","Outside London","35","35","27740","25480"
"In post","2022","20-29","Attorney General's Departments","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Legal","London","225","225","42800","43920"
"In post","2022","20-29","Attorney General's Departments","Legal","Outside London","180","180","38040","38000"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","London","190","190","25360","24590"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","Outside London","480","475","23730","23720"
"In post","2022","20-29","Attorney General's Departments","Other","London","145","140","28220","26950"
"In post","2022","20-29","Attorney General's Departments","Other","Outside London","10","10","26660","25480"
"In post","2022","20-29","Attorney General's Departments","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","Outside London","70","70","31430","30420"
"In post","2022","20-29","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","Outside London","20","20","30860","30420"
"In post","2022","20-29","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","Outside London","35","35","25740","25520"
"In post","2022","20-29","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","Outside London","10","10","34340","32000"
"In post","2022","20-29","Cabinet Office","Property","London","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","Outside London","10","10","36990","34650"
"In post","2022","20-29","Cabinet Office","Unknown","London","2390","2390","35890","32000"
"In post","2022","20-29","Cabinet Office","Unknown","Outside London","685","680","30000","28000"
"In post","2022","20-29","Cabinet Office","Unknown","Unknown","280","280","31440","29250"
"In post","2022","20-29","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","London","55","55","38760","36590"
"In post","2022","20-29","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","20-29","Charity Commission","Operational Delivery","Outside London","45","40","23670","24440"
"In post","2022","20-29","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Communications","London","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Digital, Data and Technology","London","15","15","47080","42290"
"In post","2022","20-29","Competition and Markets Authority","Economics","London","30","30","41180","34640"
"In post","2022","20-29","Competition and Markets Authority","Human Resources","London","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Legal","London","25","25","36410","33460"
"In post","2022","20-29","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","London","50","50","35240","33120"
"In post","2022","20-29","Competition and Markets Authority","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","10","10","32790","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Communications","London","35","35","40530","38620"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Communications","Outside London","15","15","32670","30770"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","25","25","24210","21110"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","25","25","34240","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","160","160","28080","27780"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Economics","London","145","145","40100","35640"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Economics","Outside London","10","10","32960","30770"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Finance","London","25","25","44390","41550"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Finance","Outside London","20","20","29260","24500"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","London","25","25","37820","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","30","30","29380","27380"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Legal","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Legal","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","165","165","39480","39610"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","480","475","24200","24020"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Other","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Policy","London","1440","1435","42280","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Policy","Outside London","150","145","34000","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","London","40","40","40060","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","45","45","28620","27520"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","15","15","30880","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","220","215","30950","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","15","15","31670","30930"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Statistics","London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Commercial","London","15","15","36870","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Communications","London","25","25","38440","36520"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Economics","London","45","45","43310","38020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Finance","London","15","15","42530","41270"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Human Resources","London","20","15","37060","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","International Trade","London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Other","London","25","25","36500","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Policy","London","425","420","38950","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Policy","Outside London","45","45","35040","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","London","65","65","38880","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","15","15","33310","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Social Research","London","10","10","40780","38020"
