"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","30","30","46720","39930"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","30","30","53890","49250"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","15","15","35640","34310"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Legal","London","15","15","60990","58470"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Legal","Outside London","10","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Medicine","London","5","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Medicine","Overseas","5","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","London","55","55","40940","33680"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","100","95","32590","27410"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Operational Research","London","15","15","66750","73010"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Other","London","35","35","75430","73070"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Other","Outside London","20","20","65800","70500"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Other","Overseas","25","25","72120","73070"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Policy","London","490","475","54810","55940"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Policy","Outside London","30","25","50990","53770"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Policy","Overseas","385","385","59600","58850"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Project Delivery","London","35","35","44410","38600"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","55","50","38320","33930"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","15","15","61930","59380"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Property","London","50","50","58340","60280"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Property","Outside London","50","50","44380","44330"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Property","Overseas","40","40","42350","42020"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","London","5","5","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Security","London","55","55","43000","37320"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Security","Outside London","65","65","40570","38200"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Security","Overseas","40","40","34260","34240"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Unknown","London","45","45","59470","55410"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Communications","London","10","10","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Digital, Data and Technology","London","10","10","41850","41900"
"In post","2022","50-59","HM Land Registry","Digital, Data and Technology","Outside London","195","180","40170","38450"
"In post","2022","50-59","HM Land Registry","Finance","London","15","15","50360","52510"
"In post","2022","50-59","HM Land Registry","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Human Resources","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Human Resources","Outside London","20","20","38770","33840"
"In post","2022","50-59","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Legal","London","20","15","59630","68140"
"In post","2022","50-59","HM Land Registry","Legal","Outside London","80","75","46880","39710"
"In post","2022","50-59","HM Land Registry","Operational Delivery","London","85","75","36720","37290"
"In post","2022","50-59","HM Land Registry","Operational Delivery","Outside London","1950","1750","30240","27130"
"In post","2022","50-59","HM Land Registry","Other","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Project Delivery","Outside London","50","45","40870","38550"
"In post","2022","50-59","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Property","Outside London","10","10","43380","48930"
"In post","2022","50-59","HM Revenue and Customs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Commercial","Outside London","30","30","41810","40520"
"In post","2022","50-59","HM Revenue and Customs","Communications","London","30","30","52310","46450"
"In post","2022","50-59","HM Revenue and Customs","Communications","Outside London","45","45","44090","40520"
"In post","2022","50-59","HM Revenue and Customs","Digital, Data and Technology","London","60","60","51250","45080"
"In post","2022","50-59","HM Revenue and Customs","Digital, Data and Technology","Outside London","545","525","44840","40520"
"In post","2022","50-59","HM Revenue and Customs","Economics","London","10","10","71510","77280"
"In post","2022","50-59","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Finance","London","125","125","52610","45460"
"In post","2022","50-59","HM Revenue and Customs","Finance","Outside London","290","270","41160","40180"
"In post","2022","50-59","HM Revenue and Customs","Human Resources","London","60","55","50960","45040"
"In post","2022","50-59","HM Revenue and Customs","Human Resources","Outside London","225","215","43210","40520"
"In post","2022","50-59","HM Revenue and Customs","Intelligence Analysis","London","15","15","48630","43620"
"In post","2022","50-59","HM Revenue and Customs","Intelligence Analysis","Outside London","25","25","36190","33370"
"In post","2022","50-59","HM Revenue and Customs","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Internal Audit","Outside London","25","25","48120","43510"
"In post","2022","50-59","HM Revenue and Customs","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","International Trade","Outside London","30","30","36480","33370"
"In post","2022","50-59","HM Revenue and Customs","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Knowledge and Information Management","Outside London","15","15","44240","41670"
"In post","2022","50-59","HM Revenue and Customs","Legal","London","370","365","44370","38470"
"In post","2022","50-59","HM Revenue and Customs","Legal","Outside London","780","745","34150","33370"
"In post","2022","50-59","HM Revenue and Customs","Operational Delivery","London","795","755","36080","33440"
"In post","2022","50-59","HM Revenue and Customs","Operational Delivery","Outside London","8505","7510","27500","22080"
"In post","2022","50-59","HM Revenue and Customs","Operational Research","London","10","5","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Operational Research","Outside London","15","10","45800","40520"
"In post","2022","50-59","HM Revenue and Customs","Other","London","45","40","44680","40910"
"In post","2022","50-59","HM Revenue and Customs","Other","Outside London","140","130","43990","40520"
"In post","2022","50-59","HM Revenue and Customs","Policy","London","250","245","61180","62120"
"In post","2022","50-59","HM Revenue and Customs","Policy","Outside London","210","200","48700","52080"
"In post","2022","50-59","HM Revenue and Customs","Project Delivery","London","155","155","54420","47430"
"In post","2022","50-59","HM Revenue and Customs","Project Delivery","Outside London","845","820","47620","41290"
"In post","2022","50-59","HM Revenue and Customs","Property","London","185","175","41730","36990"
"In post","2022","50-59","HM Revenue and Customs","Property","Outside London","685","650","39460","34000"
"In post","2022","50-59","HM Revenue and Customs","Security","London","20","20","48760","45000"
"In post","2022","50-59","HM Revenue and Customs","Security","Outside London","60","55","43370","40520"
"In post","2022","50-59","HM Revenue and Customs","Social Research","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Social Research","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","Statistics","London","30","30","53930","47240"
"In post","2022","50-59","HM Revenue and Customs","Statistics","Outside London","15","15","46030","40520"
"In post","2022","50-59","HM Revenue and Customs","Tax","London","890","870","44900","40910"
"In post","2022","50-59","HM Revenue and Customs","Tax","Outside London","3655","3480","37760","33370"
"In post","2022","50-59","HM Revenue and Customs","Unknown","London","160","155","56710","43810"
"In post","2022","50-59","HM Revenue and Customs","Unknown","Outside London","595","575","35550","33080"
"In post","2022","50-59","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Communications","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","Counter Fraud","Outside London","15","15","39070","36770"
"In post","2022","50-59","HM Treasury","Digital, Data and Technology","London","20","20","54680","57780"
"In post","2022","50-59","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Economics","London","10","10","[c]","[c]"
"In post","2022","50-59","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Finance","London","15","15","50130","52670"
"In post","2022","50-59","HM Treasury","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","Human Resources","London","10","10","50890","52670"
"In post","2022","50-59","HM Treasury","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Internal Audit","London","50","45","60350","54170"
"In post","2022","50-59","HM Treasury","Internal Audit","Outside London","90","85","51940","49750"
"In post","2022","50-59","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Operational Delivery","London","40","40","41780","32830"
"In post","2022","50-59","HM Treasury","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","50-59","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Other","London","10","10","[c]","[c]"
"In post","2022","50-59","HM Treasury","Other","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","Policy","London","55","55","66490","57740"
"In post","2022","50-59","HM Treasury","Policy","Outside London","15","10","47510","49500"
"In post","2022","50-59","HM Treasury","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Tax","London","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Commercial","London","10","10","40540","41450"
"In post","2022","50-59","Home Office","Commercial","Outside London","20","20","40070","41740"
"In post","2022","50-59","Home Office","Communications","London","15","15","55550","48730"
"In post","2022","50-59","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Counter Fraud","Outside London","40","40","25480","25310"
"In post","2022","50-59","Home Office","Digital, Data and Technology","London","300","295","56990","57430"
"In post","2022","50-59","Home Office","Digital, Data and Technology","Outside London","130","125","48990","45730"
"In post","2022","50-59","Home Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Finance","London","70","70","51070","48590"
"In post","2022","50-59","Home Office","Finance","Outside London","30","30","42000","39130"
"In post","2022","50-59","Home Office","Human Resources","London","125","120","46420","42550"
"In post","2022","50-59","Home Office","Human Resources","Outside London","60","55","37160","31110"
"In post","2022","50-59","Home Office","Intelligence Analysis","London","140","135","34320","30920"
"In post","2022","50-59","Home Office","Intelligence Analysis","Outside London","315","305","28480","27370"
"In post","2022","50-59","Home Office","Knowledge and Information Management","London","25","25","39360","41950"
"In post","2022","50-59","Home Office","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Operational Delivery","London","1955","1835","33860","29370"
"In post","2022","50-59","Home Office","Operational Delivery","Outside London","5060","4640","28080","25830"
"In post","2022","50-59","Home Office","Operational Delivery","Overseas","50","50","28360","27370"
"In post","2022","50-59","Home Office","Operational Research","London","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Other","London","245","240","40040","35200"
"In post","2022","50-59","Home Office","Other","Outside London","150","145","30410","26310"
"In post","2022","50-59","Home Office","Other","Overseas","40","40","[c]","[c]"
"In post","2022","50-59","Home Office","Policy","London","270","265","55880","57460"
"In post","2022","50-59","Home Office","Policy","Outside London","60","60","45690","52050"
"In post","2022","50-59","Home Office","Project Delivery","London","260","255","52350","57430"
"In post","2022","50-59","Home Office","Project Delivery","Outside London","190","185","41940","37460"
"In post","2022","50-59","Home Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Property","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Science and Engineering","London","15","15","58080","44490"
"In post","2022","50-59","Home Office","Science and Engineering","Outside London","15","15","43940","41200"
"In post","2022","50-59","Home Office","Security","London","75","75","33660","29080"
"In post","2022","50-59","Home Office","Security","Outside London","30","30","28930","25920"
"In post","2022","50-59","Home Office","Social Research","London","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Commercial","London","20","20","40330","37920"
"In post","2022","50-59","Ministry of Defence","Commercial","Outside London","520","510","42690","40580"
"In post","2022","50-59","Ministry of Defence","Commercial","Overseas","5","5","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Communications","London","20","20","54930","48200"
"In post","2022","50-59","Ministry of Defence","Communications","Outside London","160","160","33790","29230"
"In post","2022","50-59","Ministry of Defence","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Corporate Finance","Outside London","20","20","42470","47010"
"In post","2022","50-59","Ministry of Defence","Digital, Data and Technology","London","50","50","37460","34640"
"In post","2022","50-59","Ministry of Defence","Digital, Data and Technology","Outside London","815","805","37070","33300"
"In post","2022","50-59","Ministry of Defence","Digital, Data and Technology","Overseas","20","20","31260","33150"
"In post","2022","50-59","Ministry of Defence","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Finance","London","125","125","49710","44500"
"In post","2022","50-59","Ministry of Defence","Finance","Outside London","1365","1335","37840","33300"
"In post","2022","50-59","Ministry of Defence","Finance","Overseas","25","25","36920","33300"
"In post","2022","50-59","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Geography","Outside London","115","110","33640","33290"
"In post","2022","50-59","Ministry of Defence","Human Resources","London","75","75","45730","42200"
"In post","2022","50-59","Ministry of Defence","Human Resources","Outside London","660","625","30930","26670"
"In post","2022","50-59","Ministry of Defence","Human Resources","Overseas","10","10","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Intelligence Analysis","London","110","110","41470","39420"
"In post","2022","50-59","Ministry of Defence","Intelligence Analysis","Outside London","85","80","34440","33300"
"In post","2022","50-59","Ministry of Defence","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Internal Audit","London","10","10","51930","47290"
"In post","2022","50-59","Ministry of Defence","Internal Audit","Outside London","60","60","38960","36460"
"In post","2022","50-59","Ministry of Defence","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Knowledge and Information Management","London","55","55","34440","30370"
"In post","2022","50-59","Ministry of Defence","Knowledge and Information Management","Outside London","240","235","32680","30110"
"In post","2022","50-59","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Legal","Outside London","15","15","52810","50860"
"In post","2022","50-59","Ministry of Defence","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Medicine","London","15","10","62200","47130"
"In post","2022","50-59","Ministry of Defence","Medicine","Outside London","465","410","50600","39030"
"In post","2022","50-59","Ministry of Defence","Medicine","Overseas","10","10","59740","45840"
"In post","2022","50-59","Ministry of Defence","Medicine","Unknown","10","10","58630","43980"
"In post","2022","50-59","Ministry of Defence","Operational Delivery","Outside London","250","245","39370","34120"
"In post","2022","50-59","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Operational Research","Outside London","95","90","51870","48120"
"In post","2022","50-59","Ministry of Defence","Other","London","240","235","26620","24840"
"In post","2022","50-59","Ministry of Defence","Other","Outside London","5340","5200","27650","22580"
"In post","2022","50-59","Ministry of Defence","Other","Overseas","85","85","42360","41600"
"In post","2022","50-59","Ministry of Defence","Other","Unknown","520","515","41900","37300"
"In post","2022","50-59","Ministry of Defence","Policy","London","155","150","47500","42200"
"In post","2022","50-59","Ministry of Defence","Policy","Outside London","170","165","37010","33300"
"In post","2022","50-59","Ministry of Defence","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Project Delivery","London","65","60","54600","50010"
"In post","2022","50-59","Ministry of Defence","Project Delivery","Outside London","1610","1575","46510","42170"
"In post","2022","50-59","Ministry of Defence","Project Delivery","Overseas","15","15","50470","46790"
"In post","2022","50-59","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Property","London","25","25","33390","34320"
"In post","2022","50-59","Ministry of Defence","Property","Outside London","820","805","33170","33300"
"In post","2022","50-59","Ministry of Defence","Property","Overseas","25","25","37880","34120"
"In post","2022","50-59","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Science and Engineering","London","35","35","59700","59730"
"In post","2022","50-59","Ministry of Defence","Science and Engineering","Outside London","2105","2080","41670","41310"
"In post","2022","50-59","Ministry of Defence","Science and Engineering","Overseas","20","20","42110","43100"
"In post","2022","50-59","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Security","London","145","145","33920","29950"
"In post","2022","50-59","Ministry of Defence","Security","Outside London","2245","2220","30740","26350"
"In post","2022","50-59","Ministry of Defence","Security","Overseas","10","10","46410","33300"
"In post","2022","50-59","Ministry of Defence","Security","Unknown","30","30","29190","27370"
"In post","2022","50-59","Ministry of Defence","Statistics","London","10","10","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Statistics","Outside London","15","15","38880","33300"
"In post","2022","50-59","Ministry of Defence","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","London","10","10","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Commercial","London","70","70","53760","47590"
"In post","2022","50-59","Ministry of Justice","Commercial","Outside London","135","135","48350","44630"
"In post","2022","50-59","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Communications","London","10","10","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Communications","Outside London","10","10","38060","36630"
"In post","2022","50-59","Ministry of Justice","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Digital, Data and Technology","London","130","130","51180","48430"
"In post","2022","50-59","Ministry of Justice","Digital, Data and Technology","Outside London","120","120","44690","41100"
"In post","2022","50-59","Ministry of Justice","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Finance","London","100","100","47440","41750"
"In post","2022","50-59","Ministry of Justice","Finance","Outside London","115","110","42010","41100"
"In post","2022","50-59","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Human Resources","London","85","85","53160","50120"
"In post","2022","50-59","Ministry of Justice","Human Resources","Outside London","235","230","41090","38180"
"In post","2022","50-59","Ministry of Justice","Intelligence Analysis","London","15","15","36450","32890"
"In post","2022","50-59","Ministry of Justice","Intelligence Analysis","Outside London","110","105","30530","28640"
"In post","2022","50-59","Ministry of Justice","Internal Audit","London","10","10","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Internal Audit","Outside London","20","20","50000","51150"
"In post","2022","50-59","Ministry of Justice","Knowledge and Information Management","London","15","15","41690","39180"
"In post","2022","50-59","Ministry of Justice","Knowledge and Information Management","Outside London","30","30","28890","25120"
"In post","2022","50-59","Ministry of Justice","Legal","London","115","110","54450","54420"
"In post","2022","50-59","Ministry of Justice","Legal","Outside London","350","310","46110","44780"
"In post","2022","50-59","Ministry of Justice","Operational Delivery","London","2920","2820","34560","30520"
"In post","2022","50-59","Ministry of Justice","Operational Delivery","Outside London","17335","16215","29880","28200"
"In post","2022","50-59","Ministry of Justice","Operational Delivery","Unknown","15","10","24950","24800"
"In post","2022","50-59","Ministry of Justice","Operational Research","London","10","10","60380","64840"
"In post","2022","50-59","Ministry of Justice","Policy","London","145","140","47180","43320"
"In post","2022","50-59","Ministry of Justice","Policy","Outside London","55","55","41260","36050"
"In post","2022","50-59","Ministry of Justice","Project Delivery","London","30","30","53140","55200"
"In post","2022","50-59","Ministry of Justice","Project Delivery","Outside London","25","25","46830","50430"
"In post","2022","50-59","Ministry of Justice","Property","London","65","60","51000","46080"
"In post","2022","50-59","Ministry of Justice","Property","Outside London","130","125","44900","46550"
"In post","2022","50-59","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Psychology","London","5","5","[c]","[c]"
"In post","2022","50-59","Ministry of Justice","Psychology","Outside London","130","120","39440","31180"
"In post","2022","50-59","Ministry of Justice","Security","London","50","50","49380","43200"
"In post","2022","50-59","Ministry of Justice","Security","Outside London","170","170","41120","38160"
"In post","2022","50-59","Ministry of Justice","Social Research","London","10","10","57750","60420"
"In post","2022","50-59","Ministry of Justice","Statistics","London","15","10","56210","62290"
"In post","2022","50-59","Ministry of Justice","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Digital, Data and Technology","London","20","20","60330","59160"
"In post","2022","50-59","National Crime Agency","Digital, Data and Technology","Outside London","45","40","43520","42240"
"In post","2022","50-59","National Crime Agency","Finance","London","5","5","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Finance","Outside London","10","10","34110","30670"
"In post","2022","50-59","National Crime Agency","Human Resources","London","15","15","49170","46240"
"In post","2022","50-59","National Crime Agency","Human Resources","Outside London","35","35","40420","39240"
"In post","2022","50-59","National Crime Agency","Legal","London","10","10","50170","49670"
"In post","2022","50-59","National Crime Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Operational Delivery","London","325","325","49050","45750"
"In post","2022","50-59","National Crime Agency","Operational Delivery","Outside London","980","960","40920","39840"
"In post","2022","50-59","National Crime Agency","Operational Delivery","Overseas","60","60","65280","66180"
"In post","2022","50-59","National Crime Agency","Operational Delivery","Unknown","25","25","46070","47130"
"In post","2022","50-59","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Project Delivery","Outside London","15","15","43940","45480"
"In post","2022","50-59","National Crime Agency","Property","London","5","5","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Property","Outside London","10","10","43370","41190"
"In post","2022","50-59","National Crime Agency","Security","London","5","5","[c]","[c]"
"In post","2022","50-59","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Policy","London","10","10","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Policy","Outside London","10","10","45450","40060"
"In post","2022","50-59","Northern Ireland Office","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
