"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","London","G6","Female","3090","2885","68730","67170"
"In post","2022","White","London","G6","Male","3120","3065","70100","68700"
"In post","2022","White","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","London","G7","Female","6255","5925","56230","54730"
"In post","2022","White","London","G7","Male","6205","6110","57210","56400"
"In post","2022","White","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","London","HEO","Female","4955","4785","35580","35050"
"In post","2022","White","London","HEO","Male","4810","4750","36220","35590"
"In post","2022","White","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","London","SCS level","Female","1605","1510","87780","80000"
"In post","2022","White","London","SCS level","Male","1705","1680","93240","84100"
"In post","2022","White","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","London","SEO","Female","4285","4115","43100","42010"
"In post","2022","White","London","SEO","Male","4215","4155","43730","42680"
"In post","2022","White","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","London","Unknown","Female","630","595","36440","34100"
"In post","2022","White","London","Unknown","Male","265","260","37370","34100"
"In post","2022","White","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","AA","Female","6105","5220","20250","20310"
"In post","2022","White","Outside London","AA","Male","6580","6230","20450","20310"
"In post","2022","White","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","AO","Female","45980","39185","22220","21260"
"In post","2022","White","Outside London","AO","Male","31380","29980","24390","21840"
"In post","2022","White","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","EO","Female","47910","42635","27300","27570"
"In post","2022","White","Outside London","EO","Male","33875","32540","27920","27570"
"In post","2022","White","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","G6","Female","3575","3400","68210","67100"
"In post","2022","White","Outside London","G6","Male","4135","4025","68850","67910"
"In post","2022","White","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","G7","Female","11235","10600","53960","53430"
"In post","2022","White","Outside London","G7","Male","11600","11340","54670","54280"
"In post","2022","White","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","HEO","Female","25100","23450","32940","33080"
"In post","2022","White","Outside London","HEO","Male","21420","20845","33720","33300"
"In post","2022","White","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","SCS level","Female","855","825","87170","80290"
"In post","2022","White","Outside London","SCS level","Male","1050","1030","91530","83230"
"In post","2022","White","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","SEO","Female","17380","16360","41070","40180"
"In post","2022","White","Outside London","SEO","Male","16455","16040","41990","40520"
"In post","2022","White","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","Unknown","Female","9745","8985","30110","28200"
"In post","2022","White","Outside London","Unknown","Male","3705","3580","34630","31420"
"In post","2022","White","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","AO","Female","20","20","[c]","[c]"
"In post","2022","White","Overseas","AO","Male","20","20","[c]","[c]"
"In post","2022","White","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","EO","Female","95","90","27890","26930"
"In post","2022","White","Overseas","EO","Male","100","100","27510","26930"
"In post","2022","White","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","G6","Female","145","145","66570","65140"
"In post","2022","White","Overseas","G6","Male","190","190","67000","65310"
"In post","2022","White","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","G7","Female","235","235","55930","55060"
"In post","2022","White","Overseas","G7","Male","330","330","56250","54540"
"In post","2022","White","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","HEO","Female","245","245","34670","33850"
"In post","2022","White","Overseas","HEO","Male","435","435","35130","34220"
"In post","2022","White","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","SCS level","Female","95","95","86580","76730"
"In post","2022","White","Overseas","SCS level","Male","130","130","85950","78120"
"In post","2022","White","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","SEO","Female","95","95","43510","40750"
"In post","2022","White","Overseas","SEO","Male","255","255","47830","42200"
"In post","2022","White","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Female","50","50","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Male","90","90","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","AA","Female","5","5","[c]","[c]"
"In post","2022","White","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2022","White","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","AO","Female","65","60","21610","21260"
"In post","2022","White","Unknown","AO","Male","30","30","21980","21260"
"In post","2022","White","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","EO","Female","130","120","27840","27570"
"In post","2022","White","Unknown","EO","Male","100","95","27690","27570"
"In post","2022","White","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","G6","Female","10","10","[c]","[c]"
"In post","2022","White","Unknown","G6","Male","10","10","[c]","[c]"
"In post","2022","White","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","G7","Female","40","35","52040","50750"
"In post","2022","White","Unknown","G7","Male","35","35","54120","53600"
"In post","2022","White","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","HEO","Female","95","90","34670","33300"
"In post","2022","White","Unknown","HEO","Male","75","75","36560","34550"
"In post","2022","White","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Male","10","5","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SEO","Female","40","40","40690","40120"
"In post","2022","White","Unknown","SEO","Male","40","40","40830","40590"
"In post","2022","White","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Male","65","65","29980","27370"
"In post","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AO","Female","135","[c]","23760","23770"
"Leaver CS","2022","Asian","London","AO","Male","85","[c]","24270","24310"
"Leaver CS","2022","Asian","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","EO","Female","215","[c]","29310","29890"
"Leaver CS","2022","Asian","London","EO","Male","140","[c]","29620","31060"
"Leaver CS","2022","Asian","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G7","Female","65","[c]","56230","54700"
"Leaver CS","2022","Asian","London","G7","Male","65","[c]","56590","53860"
"Leaver CS","2022","Asian","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","HEO","Female","110","[c]","34270","33520"
"Leaver CS","2022","Asian","London","HEO","Male","80","[c]","34660","34850"
"Leaver CS","2022","Asian","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SEO","Female","65","[c]","41890","41350"
"Leaver CS","2022","Asian","London","SEO","Male","50","[c]","41650","41120"
"Leaver CS","2022","Asian","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AO","Female","280","[c]","21300","21260"
"Leaver CS","2022","Asian","Outside London","AO","Male","245","[c]","21700","21260"
"Leaver CS","2022","Asian","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","EO","Female","190","[c]","26970","27570"
"Leaver CS","2022","Asian","Outside London","EO","Male","165","[c]","27110","27570"
"Leaver CS","2022","Asian","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","HEO","Female","45","[c]","31620","31990"
"Leaver CS","2022","Asian","Outside London","HEO","Male","60","[c]","33220","33000"
"Leaver CS","2022","Asian","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SEO","Female","40","[c]","40620","40670"
"Leaver CS","2022","Asian","Outside London","SEO","Male","60","[c]","39530","38190"
"Leaver CS","2022","Asian","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AO","Female","100","[c]","24150","23780"
"Leaver CS","2022","Black","London","AO","Male","65","[c]","23870","23780"
"Leaver CS","2022","Black","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","EO","Female","230","[c]","30050","31060"
"Leaver CS","2022","Black","London","EO","Male","95","[c]","29780","31060"
"Leaver CS","2022","Black","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G7","Male","30","[c]","56610","54700"
"Leaver CS","2022","Black","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","HEO","Female","80","[c]","34320","33950"
"Leaver CS","2022","Black","London","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO","Female","55","[c]","42980","41990"
"Leaver CS","2022","Black","London","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AO","Female","125","[c]","21470","21260"
"Leaver CS","2022","Black","Outside London","AO","Male","80","[c]","21620","21260"
"Leaver CS","2022","Black","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","EO","Female","110","[c]","27460","27570"
"Leaver CS","2022","Black","Outside London","EO","Male","65","[c]","27460","27570"
"Leaver CS","2022","Black","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","EO","Female","65","[c]","29510","31060"
"Leaver CS","2022","Mixed","London","EO","Male","45","[c]","29500","30410"
"Leaver CS","2022","Mixed","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AO","Female","110","[c]","21110","21260"
"Leaver CS","2022","Mixed","Outside London","AO","Male","95","[c]","21480","21260"
"Leaver CS","2022","Mixed","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","EO","Female","95","[c]","26510","27570"
"Leaver CS","2022","Mixed","Outside London","EO","Male","60","[c]","27520","27570"
"Leaver CS","2022","Mixed","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
