"Status","Year","Age","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Outside London","AO","Unknown","6410","6235","22530","21300"
"In post","2022","20-29","Outside London","EO","Heterosexual / straight","11335","11210","26760","26820"
"In post","2022","20-29","Outside London","EO","LGBO","1315","1305","26860","27230"
"In post","2022","20-29","Outside London","EO","Undeclared","790","785","26740","26820"
"In post","2022","20-29","Outside London","EO","Unknown","4090","4050","26580","26670"
"In post","2022","20-29","Outside London","G6","Heterosexual / straight","40","40","63310","62060"
"In post","2022","20-29","Outside London","G6","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Outside London","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Outside London","G6","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Outside London","G7","Heterosexual / straight","740","735","51910","50870"
"In post","2022","20-29","Outside London","G7","LGBO","95","95","51330","50210"
"In post","2022","20-29","Outside London","G7","Undeclared","70","70","52190","50970"
"In post","2022","20-29","Outside London","G7","Unknown","210","205","51670","50210"
"In post","2022","20-29","Outside London","HEO","Heterosexual / straight","5955","5915","31710","31780"
"In post","2022","20-29","Outside London","HEO","LGBO","780","770","31580","31540"
"In post","2022","20-29","Outside London","HEO","Undeclared","500","500","31620","31540"
"In post","2022","20-29","Outside London","HEO","Unknown","2665","2655","31470","31540"
"In post","2022","20-29","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SEO","Heterosexual / straight","2085","2070","38910","38650"
"In post","2022","20-29","Outside London","SEO","LGBO","275","275","38890","38650"
"In post","2022","20-29","Outside London","SEO","Undeclared","195","195","38570","38000"
"In post","2022","20-29","Outside London","SEO","Unknown","725","720","39220","38650"
"In post","2022","20-29","Outside London","Unknown","Heterosexual / straight","2290","2250","25790","24090"
"In post","2022","20-29","Outside London","Unknown","LGBO","275","270","24540","23170"
"In post","2022","20-29","Outside London","Unknown","Undeclared","125","120","25950","24090"
"In post","2022","20-29","Outside London","Unknown","Unknown","745","720","24340","23170"
"In post","2022","20-29","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","HEO","Heterosexual / straight","145","145","33470","32560"
"In post","2022","20-29","Overseas","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","HEO","Unknown","30","30","35110","34320"
"In post","2022","20-29","Overseas","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","65","65","27860","27570"
"In post","2022","20-29","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","HEO","Heterosexual / straight","45","45","32320","32000"
"In post","2022","20-29","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","HEO","Unknown","200","200","29820","29250"
"In post","2022","20-29","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28300","28980"
"In post","2022","30-39","London","AA","Heterosexual / straight","135","125","23470","22900"
"In post","2022","30-39","London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","London","AA","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","London","AA","Unknown","50","50","23800","24080"
"In post","2022","30-39","London","AO","Heterosexual / straight","1060","985","27720","25630"
"In post","2022","30-39","London","AO","LGBO","60","60","29800","32280"
"In post","2022","30-39","London","AO","Undeclared","100","95","26770","25110"
"In post","2022","30-39","London","AO","Unknown","355","335","28310","26050"
"In post","2022","30-39","London","EO","Heterosexual / straight","2675","2570","30230","30650"
"In post","2022","30-39","London","EO","LGBO","195","190","30680","30750"
"In post","2022","30-39","London","EO","Undeclared","260","250","29950","30060"
"In post","2022","30-39","London","EO","Unknown","670","645","30350","31020"
"In post","2022","30-39","London","G6","Heterosexual / straight","2005","1940","67440","66010"
"In post","2022","30-39","London","G6","LGBO","200","200","66900","65710"
"In post","2022","30-39","London","G6","Undeclared","265","260","67000","66230"
"In post","2022","30-39","London","G6","Unknown","530","520","67330","65630"
"In post","2022","30-39","London","G7","Heterosexual / straight","4640","4510","55650","54700"
"In post","2022","30-39","London","G7","LGBO","520","515","55600","54700"
"In post","2022","30-39","London","G7","Undeclared","625","610","55490","54410"
"In post","2022","30-39","London","G7","Unknown","1270","1250","56540","54700"
"In post","2022","30-39","London","HEO","Heterosexual / straight","2755","2695","35830","35070"
"In post","2022","30-39","London","HEO","LGBO","250","250","35180","34550"
"In post","2022","30-39","London","HEO","Undeclared","330","320","35460","35050"
"In post","2022","30-39","London","HEO","Unknown","795","775","35400","35050"
"In post","2022","30-39","London","SCS level","Heterosexual / straight","580","560","79460","75500"
"In post","2022","30-39","London","SCS level","LGBO","65","65","79090","74250"
"In post","2022","30-39","London","SCS level","Undeclared","65","60","77820","74360"
"In post","2022","30-39","London","SCS level","Unknown","140","140","81590","76110"
"In post","2022","30-39","London","SEO","Heterosexual / straight","2695","2640","42670","41950"
"In post","2022","30-39","London","SEO","LGBO","280","280","41990","41730"
"In post","2022","30-39","London","SEO","Undeclared","335","325","42370","41750"
"In post","2022","30-39","London","SEO","Unknown","745","730","42310","41950"
"In post","2022","30-39","London","Unknown","Heterosexual / straight","395","380","33670","34100"
"In post","2022","30-39","London","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","London","Unknown","Undeclared","40","40","34910","34430"
"In post","2022","30-39","London","Unknown","Unknown","80","75","31740","28690"
"In post","2022","30-39","Outside London","AA","Heterosexual / straight","1425","1315","20440","20890"
"In post","2022","30-39","Outside London","AA","LGBO","130","125","20600","20890"
"In post","2022","30-39","Outside London","AA","Undeclared","145","130","20130","19810"
"In post","2022","30-39","Outside London","AA","Unknown","630","575","20870","20890"
"In post","2022","30-39","Outside London","AO","Heterosexual / straight","13605","12440","23320","21680"
"In post","2022","30-39","Outside London","AO","LGBO","1110","1070","23610","21680"
"In post","2022","30-39","Outside London","AO","Undeclared","1205","1105","23450","21680"
"In post","2022","30-39","Outside London","AO","Unknown","5290","4790","23040","21260"
"In post","2022","30-39","Outside London","EO","Heterosexual / straight","15255","14415","27310","27380"
"In post","2022","30-39","Outside London","EO","LGBO","1360","1335","27440","27570"
"In post","2022","30-39","Outside London","EO","Undeclared","1315","1265","27580","27570"
"In post","2022","30-39","Outside London","EO","Unknown","4785","4540","27610","27130"
"In post","2022","30-39","Outside London","G6","Heterosexual / straight","910","880","65870","65280"
"In post","2022","30-39","Outside London","G6","LGBO","75","75","64540","64660"
"In post","2022","30-39","Outside London","G6","Undeclared","85","80","66460","65280"
"In post","2022","30-39","Outside London","G6","Unknown","230","225","68490","66610"
"In post","2022","30-39","Outside London","G7","Heterosexual / straight","4565","4420","52970","52080"
"In post","2022","30-39","Outside London","G7","LGBO","400","395","52920","52080"
"In post","2022","30-39","Outside London","G7","Undeclared","440","430","52870","52070"
"In post","2022","30-39","Outside London","G7","Unknown","1370","1335","53090","52080"
"In post","2022","30-39","Outside London","HEO","Heterosexual / straight","10500","10125","32790","33070"
"In post","2022","30-39","Outside London","HEO","LGBO","850","840","32640","33000"
"In post","2022","30-39","Outside London","HEO","Undeclared","955","930","33020","33080"
"In post","2022","30-39","Outside London","HEO","Unknown","2820","2740","32870","33080"
"In post","2022","30-39","Outside London","SCS level","Heterosexual / straight","140","135","81620","76700"
"In post","2022","30-39","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Outside London","SEO","Heterosexual / straight","7455","7225","40630","40080"
"In post","2022","30-39","Outside London","SEO","LGBO","610","605","40090","39660"
"In post","2022","30-39","Outside London","SEO","Undeclared","785","765","40680","40070"
"In post","2022","30-39","Outside London","SEO","Unknown","1800","1755","40060","39660"
"In post","2022","30-39","Outside London","Unknown","Heterosexual / straight","3085","2860","30230","30210"
"In post","2022","30-39","Outside London","Unknown","LGBO","250","245","28340","25190"
"In post","2022","30-39","Outside London","Unknown","Undeclared","190","180","31160","31420"
"In post","2022","30-39","Outside London","Unknown","Unknown","800","725","27050","24800"
"In post","2022","30-39","Overseas","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Heterosexual / straight","40","40","27470","26670"
"In post","2022","30-39","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","G6","Heterosexual / straight","60","60","64320","64220"
"In post","2022","30-39","Overseas","G6","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","G6","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Overseas","G7","Heterosexual / straight","210","210","54510","54470"
"In post","2022","30-39","Overseas","G7","LGBO","40","40","53820","53520"
"In post","2022","30-39","Overseas","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Overseas","G7","Unknown","90","90","54170","53570"
"In post","2022","30-39","Overseas","HEO","Heterosexual / straight","200","200","35260","34220"
"In post","2022","30-39","Overseas","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Overseas","HEO","Undeclared","30","30","35790","34090"
"In post","2022","30-39","Overseas","HEO","Unknown","60","60","39200","38690"
"In post","2022","30-39","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","SEO","Heterosexual / straight","90","90","43120","40810"
"In post","2022","30-39","Overseas","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Heterosexual / straight","45","45","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Heterosexual / straight","55","55","28390","27570"
"In post","2022","30-39","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G7","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","HEO","Unknown","35","30","31830","31990"
"In post","2022","30-39","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","400","395","37180","34460"
"In post","2022","40-49","London","AA","Heterosexual / straight","155","145","23200","22460"
"In post","2022","40-49","London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","London","AA","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","London","AA","Unknown","55","55","24020","24080"
"In post","2022","40-49","London","AO","Heterosexual / straight","1195","1090","26820","25600"
"In post","2022","40-49","London","AO","LGBO","50","45","27340","25330"
"In post","2022","40-49","London","AO","Undeclared","175","155","26020","25330"
"In post","2022","40-49","London","AO","Unknown","415","355","26550","25110"
"In post","2022","40-49","London","EO","Heterosexual / straight","2645","2490","30290","30470"
"In post","2022","40-49","London","EO","LGBO","135","130","30350","30780"
"In post","2022","40-49","London","EO","Undeclared","340","320","30470","30420"
"In post","2022","40-49","London","EO","Unknown","710","660","30390","31020"
"In post","2022","40-49","London","G6","Heterosexual / straight","2040","1925","69200","67960"
"In post","2022","40-49","London","G6","LGBO","165","165","68310","67190"
"In post","2022","40-49","London","G6","Undeclared","290","275","69710","68700"
"In post","2022","40-49","London","G6","Unknown","560","535","69850","67650"
"In post","2022","40-49","London","G7","Heterosexual / straight","3335","3185","57260","57230"
"In post","2022","40-49","London","G7","LGBO","240","235","56780","56030"
"In post","2022","40-49","London","G7","Undeclared","445","430","57230","56360"
"In post","2022","40-49","London","G7","Unknown","870","830","57750","56600"
"In post","2022","40-49","London","HEO","Heterosexual / straight","2200","2130","36410","35700"
"In post","2022","40-49","London","HEO","LGBO","120","115","36340","36370"
"In post","2022","40-49","London","HEO","Undeclared","295","285","36410","36040"
"In post","2022","40-49","London","HEO","Unknown","520","495","36500","36920"
"In post","2022","40-49","London","SCS level","Heterosexual / straight","1395","1335","88080","80590"
"In post","2022","40-49","London","SCS level","LGBO","125","125","87490","79660"
"In post","2022","40-49","London","SCS level","Undeclared","140","135","85620","80800"
"In post","2022","40-49","London","SCS level","Unknown","305","295","93380","86680"
"In post","2022","40-49","London","SEO","Heterosexual / straight","2345","2275","43620","42470"
"In post","2022","40-49","London","SEO","LGBO","145","140","44200","42850"
"In post","2022","40-49","London","SEO","Undeclared","315","305","43520","42470"
"In post","2022","40-49","London","SEO","Unknown","500","485","43290","42230"
"In post","2022","40-49","London","Unknown","Heterosexual / straight","370","355","36950","36800"
"In post","2022","40-49","London","Unknown","LGBO","30","30","42860","38830"
"In post","2022","40-49","London","Unknown","Undeclared","35","30","40000","41060"
"In post","2022","40-49","London","Unknown","Unknown","95","85","35940","35500"
"In post","2022","40-49","Outside London","AA","Heterosexual / straight","1645","1530","20380","19970"
"In post","2022","40-49","Outside London","AA","LGBO","110","105","20700","20890"
"In post","2022","40-49","Outside London","AA","Undeclared","260","230","19720","19200"
"In post","2022","40-49","Outside London","AA","Unknown","615","560","20960","20920"
"In post","2022","40-49","Outside London","AO","Heterosexual / straight","13425","11995","23010","21300"
"In post","2022","40-49","Outside London","AO","LGBO","645","610","23540","21260"
"In post","2022","40-49","Outside London","AO","Undeclared","1845","1650","23280","21490"
"In post","2022","40-49","Outside London","AO","Unknown","5160","4520","22860","21260"
"In post","2022","40-49","Outside London","EO","Heterosexual / straight","16455","15345","27510","27570"
"In post","2022","40-49","Outside London","EO","LGBO","880","850","27510","27570"
"In post","2022","40-49","Outside London","EO","Undeclared","1930","1810","27630","27570"
"In post","2022","40-49","Outside London","EO","Unknown","4650","4240","27800","27570"
"In post","2022","40-49","Outside London","G6","Heterosexual / straight","2405","2325","67810","66610"
"In post","2022","40-49","Outside London","G6","LGBO","135","135","68690","67530"
"In post","2022","40-49","Outside London","G6","Undeclared","260","250","68370","66810"
"In post","2022","40-49","Outside London","G6","Unknown","550","530","69560","67770"
"In post","2022","40-49","Outside London","G7","Heterosexual / straight","6630","6400","54410","53720"
"In post","2022","40-49","Outside London","G7","LGBO","325","325","54500","53510"
"In post","2022","40-49","Outside London","G7","Undeclared","730","705","53960","53430"
"In post","2022","40-49","Outside London","G7","Unknown","1910","1835","54030","53480"
"In post","2022","40-49","Outside London","HEO","Heterosexual / straight","9970","9545","33400","33080"
"In post","2022","40-49","Outside London","HEO","LGBO","515","505","33430","33080"
"In post","2022","40-49","Outside London","HEO","Undeclared","1240","1195","33380","33290"
"In post","2022","40-49","Outside London","HEO","Unknown","2225","2135","33480","33200"
"In post","2022","40-49","Outside London","SCS level","Heterosexual / straight","610","595","85900","80000"
"In post","2022","40-49","Outside London","SCS level","LGBO","45","45","84100","78470"
"In post","2022","40-49","Outside London","SCS level","Undeclared","50","45","84560","79760"
"In post","2022","40-49","Outside London","SCS level","Unknown","150","150","93480","83750"
"In post","2022","40-49","Outside London","SEO","Heterosexual / straight","8755","8435","41580","40520"
