"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Outside London","AO","10","10","20530","21840"
"In post","2022","16-19","Education and Skills Funding Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Outside London","Unknown","25","25","19030","19110"
"In post","2022","16-19","Food Standards Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","AO","10","10","20970","20970"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outside London","AA","10","10","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","AA","55","55","20780","20890"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","AO","100","100","24270","23140"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","AO","175","165","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","EO","15","15","26280","26590"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Outside London","AO","30","30","21800","21680"
"In post","2022","16-19","Home Office","Outside London","EO","15","15","24880","24880"
"In post","2022","16-19","Intellectual Property Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","AO","10","10","21190","21170"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","AO","5","5","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Rural Payments Agency","Outside London","AO","10","10","20720","21300"
"In post","2022","16-19","Rural Payments Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Outside London","AO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","AA","25","20","21430","21050"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Outside London","AO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Outside London","AA","15","15","21110","21050"
"In post","2022","16-19","Social Security Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Outside London","Unknown","15","15","18160","17140"
"In post","2022","16-19","The Insolvency Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","AA","5","0","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Outside London","AO","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","AA","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","AO","10","10","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Outside London","EO","10","10","25560","26030"
"In post","2022","16-19","Vehicle Certification Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Outside London","AA","5","5","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","EO","10","10","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","EO","50","50","24320","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","HEO","15","15","30950","30950"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","London","EO","20","20","28860","27960"
"In post","2022","20-29","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Outside London","AO","225","220","22310","21300"
"In post","2022","20-29","Animal and Plant Health Agency","Outside London","EO","190","190","25760","24920"
"In post","2022","20-29","Animal and Plant Health Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","Outside London","HEO","70","70","30800","29960"
"In post","2022","20-29","Animal and Plant Health Agency","Outside London","SEO","20","20","36760","35900"
"In post","2022","20-29","Animal and Plant Health Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","AO","45","45","23780","24490"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","EO","290","290","27310","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","G6","50","50","65880","64500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","G7","365","365","55600","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","HEO","1415","1415","30990","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","London","SEO","230","230","40660","40600"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","AO","100","95","21070","21050"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","EO","115","115","24810","24100"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","G7","40","40","53250","49700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","HEO","385","385","30110","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outside London","SEO","45","45","37620","37300"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","EO","20","20","26230","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","G7","15","15","53660","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","HEO","230","230","30020","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","SEO","20","20","39600","40600"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","25","25","21250","21510"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","50","50","25230","25010"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","35","35","29710","29750"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Charity Commission","Outside London","AO","15","10","17360","17140"
"In post","2022","20-29","Charity Commission","Outside London","EO","25","25","24570","24440"
"In post","2022","20-29","Charity Commission","Outside London","HEO","15","15","28610","29160"
"In post","2022","20-29","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Outside London","AO","75","75","20170","20100"
"In post","2022","20-29","Companies House","Outside London","EO","45","45","26880","24500"
"In post","2022","20-29","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Outside London","HEO","25","25","33110","32500"
"In post","2022","20-29","Companies House","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","London","AO","15","15","22580","22520"
"In post","2022","20-29","Competition and Markets Authority","London","EO","25","25","27440","26750"
"In post","2022","20-29","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","London","G7","35","35","55480","54320"
"In post","2022","20-29","Competition and Markets Authority","London","HEO","55","55","33640","33120"
"In post","2022","20-29","Competition and Markets Authority","London","SEO","10","10","43140","41670"
"In post","2022","20-29","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Outside London","AO","15","15","20970","20970"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Outside London","EO","10","10","25120","25120"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Outside London","AO","15","15","20370","20330"
"In post","2022","20-29","Crown Commercial Service","Outside London","EO","35","35","25570","25520"
"In post","2022","20-29","Crown Commercial Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Outside London","HEO","50","50","30290","30420"
"In post","2022","20-29","Crown Commercial Service","Outside London","SEO","30","30","36720","38330"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Outside London","AO","265","255","21920","21050"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Outside London","EO","140","135","28040","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Outside London","HEO","45","45","32050","31540"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Outside London","SEO","105","105","42780","41750"
"In post","2022","20-29","Crown Prosecution Service","London","AO","130","125","23110","23770"
"In post","2022","20-29","Crown Prosecution Service","London","EO","90","90","27100","26970"
"In post","2022","20-29","Crown Prosecution Service","London","G7","20","20","53770","53050"
"In post","2022","20-29","Crown Prosecution Service","London","HEO","40","40","33980","31560"
"In post","2022","20-29","Crown Prosecution Service","London","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outside London","AO","340","335","22220","22200"
"In post","2022","20-29","Crown Prosecution Service","Outside London","EO","250","250","25960","25480"
"In post","2022","20-29","Crown Prosecution Service","Outside London","G7","65","65","49560","48080"
"In post","2022","20-29","Crown Prosecution Service","Outside London","HEO","90","90","34930","38000"
"In post","2022","20-29","Crown Prosecution Service","Outside London","SEO","10","10","38490","38180"
"In post","2022","20-29","Defence Electronics and Components Agency","Outside London","AA","25","25","20000","19450"
"In post","2022","20-29","Defence Electronics and Components Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Outside London","EO","890","885","23110","23480"
"In post","2022","20-29","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Outside London","G7","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Outside London","HEO","770","765","28960","29560"
"In post","2022","20-29","Defence Equipment and Support","Outside London","SEO","220","215","36740","37400"
"In post","2022","20-29","Defence Equipment and Support","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","AA","40","40","18150","17790"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","AO","90","90","21120","22230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","EO","105","105","24800","23490"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","G7","15","15","47390","47010"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","HEO","655","655","29650","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Outside London","SEO","155","155","38640","38070"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","15","15","24900","24900"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","145","145","28270","27680"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","30","30","66090","64700"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","510","510","55020","53380"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","635","630","34460","33570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","515","515","40980","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","45","45","25000","24570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","20","20","51020","49100"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","85","85","30730","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","30","30","38600","36740"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","EO","95","95","26920","26180"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","G6","10","10","62380","62600"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","G7","180","180","53330","51730"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","HEO","390","390","35220","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","EO","20","20","24970","23830"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","G7","15","15","51230","51070"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","HEO","55","55","33660","34020"
"In post","2022","20-29","Department for Education (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","London","EO","90","90","28920","28500"
"In post","2022","20-29","Department for Education (excl. agencies)","London","G6","10","10","64200","64180"
