"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","EO","20","20","27160","27270"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","G6","25","25","66450","66560"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","G7","55","50","53840","53620"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","HEO","40","40","32890","32960"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","SCS level","10","5","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","London","SEO","55","55","40740","40850"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","10","10","27680","27520"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","20","20","52500","53620"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","20","20","33070","33030"
"In post","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","35","35","41000","41010"
"In post","2022","30-39","Met Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Outside London","AA","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","Outside London","AO","15","15","21170","21330"
"In post","2022","30-39","Met Office","Outside London","EO","55","50","26410","25630"
"In post","2022","30-39","Met Office","Outside London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","Outside London","G7","105","100","47360","47960"
"In post","2022","30-39","Met Office","Outside London","HEO","170","165","33570","32730"
"In post","2022","30-39","Met Office","Outside London","SEO","225","215","39490","39650"
"In post","2022","30-39","Met Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","AA","20","20","22530","22900"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","AO","65","65","28160","25640"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","EO","65","65","30890","30200"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","G6","65","65","69660","68500"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","G7","185","185","59640","58550"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","HEO","130","130","37070","37000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","SCS level","20","20","80010","76480"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","SEO","275","275","44950","45200"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","AA","500","480","20080","19810"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","AO","1520","1450","26290","21600"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","EO","935","895","28270","26670"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","G6","75","70","70580","68500"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","G7","285","275","56750","54540"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","HEO","1105","1060","34480","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","SCS level","15","15","87640","87210"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","SEO","800","775","42150","40580"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","AO","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","EO","20","20","28220","26670"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","G6","10","10","71270","70990"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","G7","20","20","56790","56030"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","HEO","65","65","39110","38690"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","SEO","25","25","44730","42120"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","HEO","10","10","37270","37160"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","AO","15","15","23650","23720"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","EO","90","85","28720","28310"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","G6","75","70","67410","64260"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","G7","305","300","58450","57540"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","HEO","205","200","34810","34260"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","SCS level","35","35","80060","75530"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","SEO","275","270","42630","41750"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","AO","40","40","21210","20970"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","EO","90","85","25690","25120"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","G6","15","15","64970","63810"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","G7","110","105","53730","50910"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","HEO","155","150","31220","30450"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","SEO","165","165","38670","36680"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","London","AO","15","10","25250","24470"
"In post","2022","30-39","National Crime Agency","London","EO","165","160","36110","36200"
"In post","2022","30-39","National Crime Agency","London","G6","10","10","72980","71700"
"In post","2022","30-39","National Crime Agency","London","G7","35","35","59920","59180"
"In post","2022","30-39","National Crime Agency","London","HEO","125","120","43180","43630"
"In post","2022","30-39","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","London","SEO","65","60","48920","48900"
"In post","2022","30-39","National Crime Agency","Outside London","AO","30","25","22510","21050"
"In post","2022","30-39","National Crime Agency","Outside London","EO","540","525","33110","32770"
"In post","2022","30-39","National Crime Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Outside London","G7","20","20","56380","55740"
"In post","2022","30-39","National Crime Agency","Outside London","HEO","225","220","39480","40210"
"In post","2022","30-39","National Crime Agency","Outside London","SEO","85","85","45680","45480"
"In post","2022","30-39","National Crime Agency","Overseas","HEO","15","15","50130","47930"
"In post","2022","30-39","National Crime Agency","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","London","G7","10","10","53240","52430"
"In post","2022","30-39","National Infrastructure Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Outside London","AA","15","10","23230","23230"
"In post","2022","30-39","National Records of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Outside London","EO","20","20","28940","27230"
"In post","2022","30-39","National Records of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Outside London","G7","10","10","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Outside London","HEO","30","30","34910","36130"
"In post","2022","30-39","National Records of Scotland","Outside London","SEO","25","20","43120","43000"
"In post","2022","30-39","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","London","G7","10","10","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","London","HEO","10","10","34910","33000"
"In post","2022","30-39","National Savings and Investments","London","SEO","10","10","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","G7","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Outside London","G7","10","10","54240","52030"
"In post","2022","30-39","Northern Ireland Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Outside London","SEO","15","15","39090","36720"
"In post","2022","30-39","Office for Budget Responsibility","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","London","G7","10","10","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","G7","10","10","66520","62810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","HEO","10","10","35170","35010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","SEO","20","20","44850","42850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","AO","45","40","21390","21410"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","EO","45","45","25840","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","G6","10","10","74080","74280"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","G7","60","60","66120","59810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","75","75","31940","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","105","100","45350","46360"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","EO","30","30","27750","27470"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","G6","20","20","72070","72910"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","G7","100","100","55570","54210"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","HEO","50","50","35950","36000"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","SCS level","10","10","86760","83950"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","SEO","25","20","42360","41810"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","AO","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","EO","55","55","24310","24000"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","G6","15","15","71090","68660"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","G7","70","65","51510","50180"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","HEO","65","60","31890","31720"
"In post","2022","30-39","Office of Gas and Electricity Markets","Outside London","SEO","30","30","37840","36960"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","EO","10","5","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","G6","15","15","64280","63000"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","G7","15","15","47940","46660"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","HEO","25","20","31950","31000"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Outside London","SEO","25","25","39290","38000"
"In post","2022","30-39","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","G6","10","10","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","G7","15","15","58460","55430"
"In post","2022","30-39","Office of Rail and Road","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","SEO","10","10","43690","43400"
"In post","2022","30-39","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Outside London","G7","25","20","54340","51560"
"In post","2022","30-39","Office of Rail and Road","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Outside London","AO","300","270","21010","20970"
"In post","2022","30-39","Office of the Public Guardian","Outside London","EO","145","135","25140","25120"
"In post","2022","30-39","Office of the Public Guardian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Outside London","HEO","45","45","30510","30450"
"In post","2022","30-39","Office of the Public Guardian","Outside London","SEO","10","10","36630","36050"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","10","10","56620","57820"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Outside London","AO","30","25","21520","21270"
"In post","2022","30-39","Planning Inspectorate","Outside London","EO","15","10","26280","26050"
"In post","2022","30-39","Planning Inspectorate","Outside London","G6","15","15","61700","58810"
"In post","2022","30-39","Planning Inspectorate","Outside London","G7","40","35","46700","47660"
"In post","2022","30-39","Planning Inspectorate","Outside London","HEO","25","25","33020","32780"
"In post","2022","30-39","Planning Inspectorate","Outside London","SEO","20","20","40840","40720"
"In post","2022","30-39","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Outside London","AO","75","75","24630","25050"
"In post","2022","30-39","Registers of Scotland","Outside London","EO","70","70","30540","30840"
"In post","2022","30-39","Registers of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Outside London","G7","10","10","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Outside London","HEO","50","50","37040","37710"
"In post","2022","30-39","Registers of Scotland","Outside London","SEO","35","30","46070","47490"
"In post","2022","30-39","Revenue Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Royal Fleet Auxiliary","Unknown","Unknown","390","390","37370","34460"
"In post","2022","30-39","Rural Payments Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Rural Payments Agency","Outside London","AO","250","230","21260","21300"
"In post","2022","30-39","Rural Payments Agency","Outside London","EO","140","130","25030","24920"
"In post","2022","30-39","Rural Payments Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Rural Payments Agency","Outside London","G7","10","10","48290","47550"
"In post","2022","30-39","Rural Payments Agency","Outside London","HEO","60","55","29560","29180"
"In post","2022","30-39","Rural Payments Agency","Outside London","SEO","30","30","36260","35900"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","AA","30","30","20950","20950"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","AO","150","140","23210","23780"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","EO","145","135","29330","30450"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","G7","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","HEO","65","60","34570","36360"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Outside London","SEO","35","30","41570","38640"
"In post","2022","30-39","Scottish Fiscal Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","Outside London","AO","10","10","24940","25940"
"In post","2022","30-39","Scottish Forestry","Outside London","EO","15","15","30700","30540"
"In post","2022","30-39","Scottish Forestry","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","AA","50","50","22450","22140"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","AO","95","90","25880","24400"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","EO","300","285","28790","28990"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","G6","135","130","69450","67550"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","G7","450","435","56200","57190"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","HEO","565","550","33880","33070"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","SCS level","15","15","81840","78810"
"In post","2022","30-39","Scottish Government (excl. agencies)","Outside London","SEO","680","660","43040","40810"
"In post","2022","30-39","Scottish Government (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Outside London","AA","50","40","21640","21640"
"In post","2022","30-39","Scottish Prison Service","Outside London","AO","425","420","25020","25420"
"In post","2022","30-39","Scottish Prison Service","Outside London","EO","565","555","33940","35000"
"In post","2022","30-39","Scottish Prison Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Outside London","G7","10","10","53110","53240"
"In post","2022","30-39","Scottish Prison Service","Outside London","HEO","80","80","38590","38220"
"In post","2022","30-39","Scottish Prison Service","Outside London","SEO","40","35","45040","46020"
"In post","2022","30-39","Scottish Public Pensions Agency","Outside London","AO","35","30","25290","25930"
"In post","2022","30-39","Scottish Public Pensions Agency","Outside London","EO","15","15","28600","27940"
"In post","2022","30-39","Scottish Public Pensions Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Public Pensions Agency","Outside London","HEO","20","15","33740","33070"
"In post","2022","30-39","Serious Fraud Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","London","EO","5","5","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","London","G6","10","10","67390","66200"
"In post","2022","30-39","Serious Fraud Office","London","G7","40","40","55370","54380"
"In post","2022","30-39","Serious Fraud Office","London","HEO","30","30","33800","33100"
"In post","2022","30-39","Serious Fraud Office","London","SEO","30","30","40760","40410"
"In post","2022","30-39","Social Security Scotland","Outside London","AA","160","155","21580","21050"
"In post","2022","30-39","Social Security Scotland","Outside London","AO","20","20","24540","24400"
"In post","2022","30-39","Social Security Scotland","Outside London","EO","285","280","27530","27230"
"In post","2022","30-39","Social Security Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Social Security Scotland","Outside London","G7","35","35","55920","53860"
"In post","2022","30-39","Social Security Scotland","Outside London","HEO","125","125","32660","31540"
"In post","2022","30-39","Social Security Scotland","Outside London","SEO","85","85","41340","39660"
"In post","2022","30-39","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","London","SEO","10","10","44550","45250"
"In post","2022","30-39","Standards and Testing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","Outside London","G7","10","10","[c]","[c]"
"In post","2022","30-39","Standards and Testing Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
