"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Housing Regulator","Scottish Government","SEO/HEO","20","20","43080","47490"
"In post","2022","Scottish Prison Service","Scottish Government","AA/AO","1640","1565","24670","25420"
"In post","2022","Scottish Prison Service","Scottish Government","EO","2095","1975","34270","35000"
"In post","2022","Scottish Prison Service","Scottish Government","G6/G7","130","130","61660","56140"
"In post","2022","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Scottish Government","SEO/HEO","685","600","41740","40290"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","AA/AO","165","150","25400","25930"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","EO","65","60","29110","30040"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","G6/G7","15","15","59720","57190"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","60","55","36750","36130"
"In post","2022","Serious Fraud Office","Attorney General's Departments","AA/AO","15","15","23740","24210"
"In post","2022","Serious Fraud Office","Attorney General's Departments","EO","65","65","27850","26980"
"In post","2022","Serious Fraud Office","Attorney General's Departments","G6/G7","175","170","62180","61370"
"In post","2022","Serious Fraud Office","Attorney General's Departments","SCS level","15","15","102780","89220"
"In post","2022","Serious Fraud Office","Attorney General's Departments","SEO/HEO","190","185","38100","40000"
"In post","2022","Social Security Scotland","Scottish Government","AA/AO","770","740","21950","21050"
"In post","2022","Social Security Scotland","Scottish Government","EO","850","825","27640","27230"
"In post","2022","Social Security Scotland","Scottish Government","G6/G7","175","170","62030","62170"
"In post","2022","Social Security Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Scottish Government","SEO/HEO","650","635","36340","34600"
"In post","2022","Standards and Testing Agency","Department for Education","EO","15","15","25970","25000"
"In post","2022","Standards and Testing Agency","Department for Education","G6/G7","35","35","54960","52030"
"In post","2022","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Department for Education","SEO/HEO","75","70","37510","36500"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","AA/AO","95","90","22910","23230"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","EO","60","55","29070","27940"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","G6/G7","15","15","61730","65280"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","60","60","39880","39890"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Unknown","1950","1905","41060","39110"
"In post","2022","Teaching Regulation Agency","Department for Education","AA/AO","15","15","21250","21250"
"In post","2022","Teaching Regulation Agency","Department for Education","EO","25","25","25260","25000"
"In post","2022","Teaching Regulation Agency","Department for Education","G6/G7","5","5","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Department for Education","SEO/HEO","30","30","32920","30200"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","580","540","21440","21130"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","205","195","26040","26290"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","140","135","59180","56300"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","10","10","89930","90150"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","785","755","38110","39170"
"In post","2022","The National Archives","The National Archives","AA/AO","100","90","21560","20900"
"In post","2022","The National Archives","The National Archives","EO","75","70","25130","24630"
"In post","2022","The National Archives","The National Archives","G6/G7","95","95","52640","50840"
"In post","2022","The National Archives","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2022","The National Archives","The National Archives","SEO/HEO","295","290","35930","34770"
"In post","2022","Transport Scotland","Scottish Government","AA/AO","55","55","23790","23230"
"In post","2022","Transport Scotland","Scottish Government","EO","45","40","28870","28990"
"In post","2022","Transport Scotland","Scottish Government","G6/G7","155","150","63890","62170"
"In post","2022","Transport Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2022","Transport Scotland","Scottish Government","SEO/HEO","265","260","40950","39660"
"In post","2022","UK Debt Management Office","HM Treasury","EO","10","10","29540","29630"
"In post","2022","UK Debt Management Office","HM Treasury","G6/G7","55","55","72010","68040"
"In post","2022","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","SEO/HEO","45","45","42280","41090"
"In post","2022","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","EO","65","60","29410","29000"
"In post","2022","UK Export Finance","UK Export Finance","G6/G7","170","170","66020","64890"
"In post","2022","UK Export Finance","UK Export Finance","SCS level","30","30","116880","101500"
"In post","2022","UK Export Finance","UK Export Finance","SEO/HEO","230","225","41670","41000"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","AA/AO","745","640","21530","21820"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","EO","930","865","26190","26880"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","G6/G7","1725","1660","58480","54290"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SCS level","405","365","105250","101360"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","2800","2630","36080","36330"
"In post","2022","UK Hydrographic Office","Ministry of Defence","AA/AO","100","100","20580","20420"
"In post","2022","UK Hydrographic Office","Ministry of Defence","EO","230","215","27700","26740"
"In post","2022","UK Hydrographic Office","Ministry of Defence","G6/G7","75","70","57870","53720"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","SEO/HEO","500","480","37830","34000"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","15","15","26550","27570"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","115","115","55290","53380"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","125","120","36810","36740"
"In post","2022","UK Statistics Authority","UK Statistics Authority","AA/AO","1520","1085","20340","20350"
"In post","2022","UK Statistics Authority","UK Statistics Authority","EO","735","690","24600","23880"
"In post","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","1080","1050","53810","51210"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SCS level","80","80","84820","76380"
"In post","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","2465","2370","34350","33710"
"In post","2022","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","EO","20","20","27280","27310"
"In post","2022","UK Supreme Court","UK Supreme Court","G6/G7","10","10","59880","57910"
"In post","2022","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","20","20","35100","37230"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","845","780","22340","22010"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","EO","1015","940","27420","26950"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","470","450","59680","57500"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SCS level","20","20","84890","79930"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","1510","1425","38780","38250"
"In post","2022","Vehicle Certification Agency","Department for Transport","AA/AO","50","45","21610","21840"
"In post","2022","Vehicle Certification Agency","Department for Transport","EO","40","40","26890","27250"
"In post","2022","Vehicle Certification Agency","Department for Transport","G6/G7","15","15","66550","65900"
"In post","2022","Vehicle Certification Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","100","95","40890","39360"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","30","30","24270","24370"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","25","25","28140","28260"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","60","55","56420","53940"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","36690","38460"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","EO","45","45","29340","28000"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","65","65","81520","77110"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","130","125","47090","45370"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","860","790","24250","24630"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","EO","1090","1025","28840","29430"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","1085","1040","62440","61440"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","190","180","87050","79500"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","2660","2525","41410","38160"
"In post","2022","Welsh Revenue Authority","Welsh Government","AA/AO","10","10","24310","24630"
"In post","2022","Welsh Revenue Authority","Welsh Government","EO","15","15","27730","26820"
"In post","2022","Welsh Revenue Authority","Welsh Government","G6/G7","20","20","63250","61440"
"In post","2022","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","SEO/HEO","30","30","40240","40100"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","20","20","24960","23250"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","EO","25","20","27200","25580"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","15","15","58130","58040"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","34530","33460"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","30","[c]","25120","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","38210","38670"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","100","[c]","22140","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","70","[c]","25640","25100"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","58310","56680"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","85","[c]","36880","36520"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","85","[c]","20560","20800"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","70","[c]","27100","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","270","[c]","63430","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","75","[c]","105370","95390"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","220","[c]","35290","34550"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","20930","21510"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","33950","33850"
"Leaver CS","2022","Charity Commission","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","EO","20","[c]","24600","24440"
"Leaver CS","2022","Charity Commission","Charity Commission","G6/G7","15","[c]","57170","57640"
"Leaver CS","2022","Charity Commission","Charity Commission","SEO/HEO","20","[c]","33190","29540"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","40","[c]","21480","22490"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","15","[c]","29000","27460"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","25","[c]","39060","36240"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","10","[c]","23000","22770"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","45","[c]","62410","59330"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","30","[c]","37350","34870"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","AA/AO","10","[c]","18580","19600"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","EO","10","[c]","24670","23880"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","G6/G7","20","[c]","56200","54600"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","35","[c]","35320","35620"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","60","[c]","22470","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","10","[c]","28540","27940"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","30","[c]","45740","41750"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","140","[c]","22160","22200"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","EO","45","[c]","28110","28430"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","170","[c]","57730","55610"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","55","[c]","36710","38000"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","EO","320","[c]","21710","20600"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","85","[c]","57730","55340"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SCS level","10","[c]","100850","94340"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","470","[c]","35270","34390"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","55","[c]","18160","17540"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","15","[c]","23560","23490"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","95","[c]","52670","48990"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","140","[c]","33320","30380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","25000","24900"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","30","[c]","27700","27680"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","125","[c]","56490","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","15","[c]","88900","77120"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","120","[c]","36550","35250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","30","[c]","26150","26180"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","50","[c]","55030","51910"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","65","[c]","35420","34020"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","AA/AO","15","[c]","22560","21250"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","EO","90","[c]","26540","25000"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","G6/G7","95","[c]","57400","56050"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","SCS level","15","[c]","85190","77820"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","SEO/HEO","145","[c]","36120","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","250","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","25","[c]","21500","18200"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","20","[c]","28640","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","50","[c]","57250","54040"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","10","[c]","89020","82990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","60","[c]","36760","36340"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","15","[c]","23200","21840"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","EO","35","[c]","29230","30270"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","70","[c]","61400","59480"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","[c]","81820","76160"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","100","[c]","38810","36370"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","3365","[c]","21410","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","4480","[c]","28230","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","215","[c]","58630","58090"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","20","[c]","86860","80720"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","585","[c]","36100","34290"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","105","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","175","[c]","58170","53810"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","240","[c]","35790","34810"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","325","[c]","20690","21590"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","EO","35","[c]","26470","26470"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","15","[c]","62250","53950"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","45","[c]","38090","39040"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","100","[c]","24280","21840"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","EO","280","[c]","27440","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","70","[c]","36350","34800"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","EO","15","[c]","26110","25000"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","G6/G7","30","[c]","56360","53420"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","25","[c]","36160","36780"
"Leaver CS","2022","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","G6/G7","20","[c]","70480","75340"
"Leaver CS","2022","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","EO","15","[c]","28320","26590"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","20","[c]","61810","60160"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","30","[c]","39570","39580"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","EO","30","[c]","26840","26750"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","40","[c]","35200","33840"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","EO","10","[c]","[c]","[c]"
