"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North East","Heterosexual / straight","35","35","27470","26780"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North East","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North East","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North West","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North West","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester North West","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South East","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South East","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South East","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Greater Manchester","Manchester","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","70","65","54180","33350"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","North Hampshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","North Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","110","110","33760","31780"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","South Hampshire","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","South Hampshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","South Hampshire","Unknown","40","40","28380","26840"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Southampton","Heterosexual / straight","450","430","39740","38650"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Southampton","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Southampton","Undeclared","70","65","39700","38100"
"In post","2022","Department for Transport","Hampshire and Isle of Wight","Southampton","Unknown","50","45","34200","26800"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Na h-Eileanan Siar","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Na h-Eileanan Siar","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Shetland Islands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Highlands and Islands","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Haringey and Islington","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Haringey and Islington","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Lewisham and Southwark","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Inner London - East","Lewisham and Southwark","Unknown","70","55","33010","33390"
"In post","2022","Department for Transport","Inner London - West","Westminster","Heterosexual / straight","1960","1920","51370","54110"
"In post","2022","Department for Transport","Inner London - West","Westminster","LGBO","205","200","49690","46310"
"In post","2022","Department for Transport","Inner London - West","Westminster","Undeclared","245","235","50820","54110"
"In post","2022","Department for Transport","Inner London - West","Westminster","Unknown","520","515","45210","42470"
"In post","2022","Department for Transport","Kent","East Kent","Heterosexual / straight","70","70","31300","31130"
"In post","2022","Department for Transport","Kent","East Kent","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Kent","East Kent","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Kent","East Kent","Unknown","25","25","[c]","[c]"
"In post","2022","Department for Transport","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Medway","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Medway","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Kent","Medway","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Kent","Mid Kent","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","Mid Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Kent","Mid Kent","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Kent","West Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Kent","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackburn with Darwen","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackburn with Darwen","Undeclared","10","5","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackpool","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Chorley and West Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Lancaster and Wyre","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Mid Lancashire","Heterosexual / straight","35","30","28700","27930"
"In post","2022","Department for Transport","Lancashire","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Mid Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Lancashire","Mid Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","80","75","34270","27930"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Lincolnshire","Lincolnshire CC","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Department for Transport","Lincolnshire","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Lincolnshire","Lincolnshire CC","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","Lincolnshire","Lincolnshire CC","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","East Merseyside","Heterosexual / straight","45","45","29040","26830"
"In post","2022","Department for Transport","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","East Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","East Merseyside","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Liverpool","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Liverpool","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Sefton","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Sefton","Undeclared","10","5","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Wirral","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Wirral","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Eastern Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","60","55","33600","27930"
"In post","2022","Department for Transport","North Eastern Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Eastern Scotland","Aberdeen City and Aberdeenshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","North Eastern Scotland","Aberdeen City and Aberdeenshire","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","North Yorkshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","North Yorkshire CC","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","York","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","North Yorkshire","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northern Ireland","Ards and North Down","Heterosexual / straight","35","35","38850","35230"
"In post","2022","Department for Transport","Northern Ireland","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northern Ireland","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northern Ireland","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Northumberland","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Sunderland","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","170","155","27980","26780"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","LGBO","15","10","[c]","[c]"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","Undeclared","65","60","25590","21840"
"In post","2022","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","Unknown","55","50","26050","26130"
"In post","2022","Department for Transport","Outer London - East and North East","Barking & Dagenham and Havering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Barking & Dagenham and Havering","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Bexley and Greenwich","Heterosexual / straight","35","35","33490","32660"
"In post","2022","Department for Transport","Outer London - East and North East","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Bexley and Greenwich","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Bexley and Greenwich","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Enfield","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Bromley","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Barnet","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Ealing","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","Heterosexual / straight","50","45","32980","30830"
"In post","2022","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Hounslow and Richmond upon Thames","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Outer London - West and North West","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Shropshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","75","70","29030","26830"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","LGBO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","Undeclared","20","15","[c]","[c]"
