"Status","Year","Age","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Animal and Plant Health Agency","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","West Surrey","Outside London","50","45","35010","29560"
"In post","2022","60-64","Animal and Plant Health Agency","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Worcestershire CC","Outside London","10","10","31440","29180"
"In post","2022","60-64","Animal and Plant Health Agency","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Leeds","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","10","10","30200","33300"
"In post","2022","60-64","Cabinet Office (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Tower Hamlets","London","20","20","62890","54700"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Tyneside","Outside London","30","25","30170","24100"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Westminster","London","125","115","61340","54700"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","York","Outside London","40","35","30590","29330"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Dorset","Outside London","10","10","33290","31450"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","Outside London","30","25","38420","30220"
"In post","2022","60-64","Charity Commission","Sefton","Outside London","20","20","29520","29160"
"In post","2022","60-64","Charity Commission","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Charity Commission","Westminster","London","5","5","[c]","[c]"
"In post","2022","60-64","Companies House","Cardiff and Vale of Glamorgan","Outside London","110","90","27610","22740"
"In post","2022","60-64","Companies House","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Companies House","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","Tower Hamlets","London","20","20","56410","54550"
"In post","2022","60-64","Criminal Injuries Compensation Authority","Glasgow City","Outside London","25","20","24510","21490"
"In post","2022","60-64","Crown Commercial Service","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","City of Edinburgh","Outside London","25","25","34650","31540"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Glasgow City","Outside London","40","30","39320","36130"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","10","10","45910","36130"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Berkshire","Outside London","10","10","44770","36240"
"In post","2022","60-64","Crown Prosecution Service","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Birmingham","Outside London","40","35","36400","28430"
"In post","2022","60-64","Crown Prosecution Service","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Bristol, City of","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Cardiff and Vale of Glamorgan","Outside London","10","10","33790","28430"
"In post","2022","60-64","Crown Prosecution Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Devon CC","Outside London","10","10","42330","36330"
"In post","2022","60-64","Crown Prosecution Service","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","East Kent","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Heart of Essex","Outside London","10","10","48230","46290"
"In post","2022","60-64","Crown Prosecution Service","Hertfordshire CC","Outside London","10","10","44790","45510"
"In post","2022","60-64","Crown Prosecution Service","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Leeds","Outside London","25","20","41930","36130"
"In post","2022","60-64","Crown Prosecution Service","Leicester","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Liverpool","Outside London","25","20","44290","48080"
"In post","2022","60-64","Crown Prosecution Service","Manchester","Outside London","20","15","49100","55610"
"In post","2022","60-64","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Nottingham","Outside London","10","10","29570","22200"
"In post","2022","60-64","Crown Prosecution Service","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Sheffield","Outside London","10","10","40360","34480"
"In post","2022","60-64","Crown Prosecution Service","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","South Hampshire","Outside London","10","10","41320","37280"
"In post","2022","60-64","Crown Prosecution Service","South Teesside","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Swansea","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Swindon","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Tyneside","Outside London","20","15","39920","31460"
"In post","2022","60-64","Crown Prosecution Service","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","Westminster","London","125","110","47100","43800"
"In post","2022","60-64","Crown Prosecution Service","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Prosecution Service","York","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Defence Electronics and Components Agency","Flintshire and Wrexham","Outside London","50","45","28210","29470"
"In post","2022","60-64","Defence Electronics and Components Agency","Staffordshire CC","Outside London","15","15","26580","26600"
"In post","2022","60-64","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","525","475","42930","41310"
"In post","2022","60-64","Defence Equipment and Support","Cambridgeshire CC","Outside London","10","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Clackmannanshire and Fife","Outside London","10","10","43920","42970"
"In post","2022","60-64","Defence Equipment and Support","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Dorset","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Outside London","30","25","25010","25050"
"In post","2022","60-64","Defence Equipment and Support","East Cumbria","Outside London","20","20","23500","21280"
"In post","2022","60-64","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","10","10","29550","24220"
"In post","2022","60-64","Defence Equipment and Support","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Glasgow City","Outside London","10","10","36850","33000"
"In post","2022","60-64","Defence Equipment and Support","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Harrow and Hillingdon","London","40","35","24140","22030"
"In post","2022","60-64","Defence Equipment and Support","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Lincolnshire CC","Outside London","30","30","35640","36270"
"In post","2022","60-64","Defence Equipment and Support","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","North and West Norfolk","Outside London","20","20","35940","33170"
"In post","2022","60-64","Defence Equipment and Support","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Oxfordshire CC","Outside London","20","15","39950","37500"
"In post","2022","60-64","Defence Equipment and Support","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Portsmouth","Outside London","15","15","28610","25330"
"In post","2022","60-64","Defence Equipment and Support","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Somerset CC","Outside London","55","50","36840","37830"
"In post","2022","60-64","Defence Equipment and Support","South Hampshire","Outside London","35","30","26050","21960"
"In post","2022","60-64","Defence Equipment and Support","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Telford and Wrekin","Outside London","10","10","32740","23470"
"In post","2022","60-64","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Warwickshire CC","Outside London","10","10","25980","25580"
"In post","2022","60-64","Defence Equipment and Support","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Defence Science and Technology Laboratory","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Science and Technology Laboratory","Central Hampshire","Outside London","105","90","48250","47060"
"In post","2022","60-64","Defence Science and Technology Laboratory","South Hampshire","Outside London","10","10","39640","38410"
"In post","2022","60-64","Defence Science and Technology Laboratory","West Kent","Outside London","10","10","41180","40830"
"In post","2022","60-64","Defence Science and Technology Laboratory","Wiltshire","Outside London","145","130","43830","45000"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","London","135","130","49470","43000"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","Westminster","London","30","30","49080","42490"
"In post","2022","60-64","Department for Education (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Coventry","Outside London","20","20","41930","32300"
"In post","2022","60-64","Department for Education (excl. agencies)","Darlington","Outside London","20","20","38760","37100"
"In post","2022","60-64","Department for Education (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Manchester","Outside London","20","15","38880","36640"
"In post","2022","60-64","Department for Education (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Sheffield","Outside London","30","30","44230","39360"
"In post","2022","60-64","Department for Education (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Westminster","London","75","70","48370","45640"
"In post","2022","60-64","Department for Education (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","20","20","41500","31100"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","20","20","41240","36970"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Outside London","10","10","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
