"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","London","AA/AO","Heterosexual / straight","300","285","23670","23770"
"In post","2022","Legal","London","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Legal","London","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Legal","London","AA/AO","Unknown","110","100","24410","23770"
"In post","2022","Legal","London","EO","Heterosexual / straight","525","505","28850","28500"
"In post","2022","Legal","London","EO","LGBO","50","45","29050","28980"
"In post","2022","Legal","London","EO","Undeclared","50","50","28980","27810"
"In post","2022","Legal","London","EO","Unknown","150","140","29290","30060"
"In post","2022","Legal","London","G6/G7","Heterosexual / straight","1965","1830","60440","60980"
"In post","2022","Legal","London","G6/G7","LGBO","165","160","60740","60940"
"In post","2022","Legal","London","G6/G7","Undeclared","200","185","63530","63730"
"In post","2022","Legal","London","G6/G7","Unknown","670","610","63720","63990"
"In post","2022","Legal","London","SCS level","Heterosexual / straight","240","225","88750","82720"
"In post","2022","Legal","London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Legal","London","SCS level","Undeclared","30","30","82570","79760"
"In post","2022","Legal","London","SCS level","Unknown","70","70","88530","80760"
"In post","2022","Legal","London","SEO/HEO","Heterosexual / straight","380","370","37820","37930"
"In post","2022","Legal","London","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2022","Legal","London","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","London","SEO/HEO","Unknown","115","115","37910","37930"
"In post","2022","Legal","Outside London","AA/AO","Heterosexual / straight","820","755","22420","22200"
"In post","2022","Legal","Outside London","AA/AO","LGBO","55","55","22010","22200"
"In post","2022","Legal","Outside London","AA/AO","Undeclared","45","45","22140","22200"
"In post","2022","Legal","Outside London","AA/AO","Unknown","250","220","22400","22200"
"In post","2022","Legal","Outside London","EO","Heterosexual / straight","940","875","27370","27130"
"In post","2022","Legal","Outside London","EO","LGBO","65","60","26910","26970"
"In post","2022","Legal","Outside London","EO","Undeclared","65","55","27700","27570"
"In post","2022","Legal","Outside London","EO","Unknown","285","255","27890","28430"
"In post","2022","Legal","Outside London","G6/G7","Heterosexual / straight","2085","1930","56960","55610"
"In post","2022","Legal","Outside London","G6/G7","LGBO","80","75","58110","55610"
"In post","2022","Legal","Outside London","G6/G7","Undeclared","125","115","59020","55610"
"In post","2022","Legal","Outside London","G6/G7","Unknown","700","625","58380","55610"
"In post","2022","Legal","Outside London","SCS level","Heterosexual / straight","65","65","88130","83230"
"In post","2022","Legal","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Outside London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","Outside London","SEO/HEO","Heterosexual / straight","1200","1145","40200","38670"
"In post","2022","Legal","Outside London","SEO/HEO","LGBO","65","65","39650","38000"
"In post","2022","Legal","Outside London","SEO/HEO","Undeclared","90","85","40200","37270"
"In post","2022","Legal","Outside London","SEO/HEO","Unknown","280","265","39190","35980"
"In post","2022","Legal","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","London","AA/AO","Heterosexual / straight","4435","4150","26670","25060"
"In post","2022","No function","London","AA/AO","LGBO","285","275","27840","25740"
"In post","2022","No function","London","AA/AO","Undeclared","560","515","25710","24310"
"In post","2022","No function","London","AA/AO","Unknown","2075","1940","27010","25110"
"In post","2022","No function","London","EO","Heterosexual / straight","7720","7405","30770","31060"
"In post","2022","No function","London","EO","LGBO","545","530","30290","31020"
"In post","2022","No function","London","EO","Undeclared","1000","940","30540","31020"
"In post","2022","No function","London","EO","Unknown","2265","2120","30550","31060"
"In post","2022","No function","London","G6/G7","Heterosexual / straight","8220","7965","59330","57160"
"In post","2022","No function","London","G6/G7","LGBO","895","880","58260","54850"
"In post","2022","No function","London","G6/G7","Undeclared","1235","1195","59730","57400"
"In post","2022","No function","London","G6/G7","Unknown","2035","1990","59420","57400"
"In post","2022","No function","London","SCS level","Heterosexual / straight","1570","1500","88180","78990"
"In post","2022","No function","London","SCS level","LGBO","140","135","87280","77730"
"In post","2022","No function","London","SCS level","Undeclared","175","165","88610","82380"
"In post","2022","No function","London","SCS level","Unknown","390","375","93560","84000"
"In post","2022","No function","London","SEO/HEO","Heterosexual / straight","10345","10125","38640","38160"
"In post","2022","No function","London","SEO/HEO","LGBO","1140","1125","37820","37560"
"In post","2022","No function","London","SEO/HEO","Undeclared","1475","1440","38320","37930"
"In post","2022","No function","London","SEO/HEO","Unknown","4080","4005","35990","34710"
"In post","2022","No function","London","Unknown","Heterosexual / straight","1680","1615","34580","33790"
"In post","2022","No function","London","Unknown","LGBO","115","115","35310","32090"
"In post","2022","No function","London","Unknown","Undeclared","175","165","37530","35310"
"In post","2022","No function","London","Unknown","Unknown","365","335","33000","30200"
"In post","2022","No function","Outside London","AA/AO","Heterosexual / straight","53045","47480","22770","21260"
"In post","2022","No function","Outside London","AA/AO","LGBO","3665","3500","23030","21260"
"In post","2022","No function","Outside London","AA/AO","Undeclared","6925","5995","22550","21260"
"In post","2022","No function","Outside London","AA/AO","Unknown","22670","19940","22620","21260"
"In post","2022","No function","Outside London","EO","Heterosexual / straight","43390","39850","27900","27570"
"In post","2022","No function","Outside London","EO","LGBO","2830","2735","27810","27570"
"In post","2022","No function","Outside London","EO","Undeclared","5405","4890","27950","27570"
"In post","2022","No function","Outside London","EO","Unknown","13270","11970","28250","27570"
"In post","2022","No function","Outside London","G6/G7","Heterosexual / straight","7690","7415","58140","55210"
"In post","2022","No function","Outside London","G6/G7","LGBO","460","455","57480","55210"
"In post","2022","No function","Outside London","G6/G7","Undeclared","1025","980","58140","55210"
"In post","2022","No function","Outside London","G6/G7","Unknown","2375","2270","55620","54480"
"In post","2022","No function","Outside London","SCS level","Heterosexual / straight","590","565","91990","88620"
"In post","2022","No function","Outside London","SCS level","LGBO","30","25","[c]","[c]"
"In post","2022","No function","Outside London","SCS level","Undeclared","70","65","95720","94550"
"In post","2022","No function","Outside London","SCS level","Unknown","115","110","98040","92180"
"In post","2022","No function","Outside London","SEO/HEO","Heterosexual / straight","26300","24970","36670","35120"
"In post","2022","No function","Outside London","SEO/HEO","LGBO","1665","1620","35630","33840"
"In post","2022","No function","Outside London","SEO/HEO","Undeclared","3310","3120","37310","35980"
"In post","2022","No function","Outside London","SEO/HEO","Unknown","7325","6980","35480","33430"
"In post","2022","No function","Outside London","Unknown","Heterosexual / straight","11850","10970","29830","28200"
"In post","2022","No function","Outside London","Unknown","LGBO","840","810","29000","24970"
"In post","2022","No function","Outside London","Unknown","Undeclared","945","870","31300","31420"
"In post","2022","No function","Outside London","Unknown","Unknown","3165","2845","27660","25480"
"In post","2022","No function","Overseas","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","No function","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","EO","Heterosexual / straight","35","35","27830","27220"
"In post","2022","No function","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Overseas","G6/G7","Heterosexual / straight","480","475","59390","57450"
"In post","2022","No function","Overseas","G6/G7","LGBO","50","50","56340","54470"
"In post","2022","No function","Overseas","G6/G7","Undeclared","75","75","59030","56590"
"In post","2022","No function","Overseas","G6/G7","Unknown","85","85","58490","56590"
"In post","2022","No function","Overseas","SCS level","Heterosexual / straight","185","180","87710","77420"
"In post","2022","No function","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","No function","Overseas","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","No function","Overseas","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","No function","Overseas","SEO/HEO","Heterosexual / straight","555","555","39180","34450"
"In post","2022","No function","Overseas","SEO/HEO","LGBO","45","45","36580","34220"
"In post","2022","No function","Overseas","SEO/HEO","Undeclared","75","75","37280","34580"
"In post","2022","No function","Overseas","SEO/HEO","Unknown","75","75","43410","38300"
"In post","2022","No function","Unknown","AA/AO","Heterosexual / straight","70","65","21590","21260"
"In post","2022","No function","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","No function","Unknown","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2022","No function","Unknown","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2022","No function","Unknown","EO","Heterosexual / straight","220","205","28850","27570"
"In post","2022","No function","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2022","No function","Unknown","EO","Undeclared","35","30","27870","27570"
"In post","2022","No function","Unknown","EO","Unknown","60","55","28400","27570"
"In post","2022","No function","Unknown","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","No function","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","No function","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","No function","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","SEO/HEO","Heterosexual / straight","75","75","37520","36030"
"In post","2022","No function","Unknown","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","No function","Unknown","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","No function","Unknown","SEO/HEO","Unknown","250","245","30810","29250"
"In post","2022","No function","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","Unknown","25","15","[c]","[c]"
"In post","2022","Project Delivery","London","AA/AO","Heterosexual / straight","75","60","24370","25110"
"In post","2022","Project Delivery","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2022","Project Delivery","London","AA/AO","Unknown","60","45","24560","25110"
"In post","2022","Project Delivery","London","EO","Heterosexual / straight","215","205","30240","30630"
"In post","2022","Project Delivery","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","London","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","London","EO","Unknown","80","80","30360","30630"
"In post","2022","Project Delivery","London","G6/G7","Heterosexual / straight","1315","1265","62390","62120"
"In post","2022","Project Delivery","London","G6/G7","LGBO","100","100","61770","62120"
"In post","2022","Project Delivery","London","G6/G7","Undeclared","135","130","63250","62120"
"In post","2022","Project Delivery","London","G6/G7","Unknown","500","490","60520","60720"
"In post","2022","Project Delivery","London","SCS level","Heterosexual / straight","245","235","94980","91490"
"In post","2022","Project Delivery","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","London","SCS level","Undeclared","30","30","99550","93000"
"In post","2022","Project Delivery","London","SCS level","Unknown","40","40","92680","84410"
"In post","2022","Project Delivery","London","SEO/HEO","Heterosexual / straight","965","940","40200","40050"
"In post","2022","Project Delivery","London","SEO/HEO","LGBO","80","80","39180","38600"
"In post","2022","Project Delivery","London","SEO/HEO","Undeclared","105","100","40550","40910"
"In post","2022","Project Delivery","London","SEO/HEO","Unknown","400","385","39510","38600"
"In post","2022","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AA/AO","Heterosexual / straight","280","250","21360","21260"
"In post","2022","Project Delivery","Outside London","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AA/AO","Undeclared","40","35","21200","21260"
"In post","2022","Project Delivery","Outside London","AA/AO","Unknown","140","120","21080","21260"
"In post","2022","Project Delivery","Outside London","EO","Heterosexual / straight","2270","2150","24230","25310"
"In post","2022","Project Delivery","Outside London","EO","LGBO","105","105","24280","25500"
"In post","2022","Project Delivery","Outside London","EO","Undeclared","225","215","24760","25500"
"In post","2022","Project Delivery","Outside London","EO","Unknown","495","460","24280","25500"
"In post","2022","Project Delivery","Outside London","G6/G7","Heterosexual / straight","3405","3320","56570","55210"
"In post","2022","Project Delivery","Outside London","G6/G7","LGBO","155","150","55500","55210"
"In post","2022","Project Delivery","Outside London","G6/G7","Undeclared","415","400","56250","54960"
"In post","2022","Project Delivery","Outside London","G6/G7","Unknown","780","750","55400","55210"
"In post","2022","Project Delivery","Outside London","SCS level","Heterosexual / straight","180","175","90890","83900"
"In post","2022","Project Delivery","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Outside London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Project Delivery","Outside London","SEO/HEO","Heterosexual / straight","8325","7990","36230","36050"
"In post","2022","Project Delivery","Outside London","SEO/HEO","LGBO","370","365","35270","34870"
"In post","2022","Project Delivery","Outside London","SEO/HEO","Undeclared","1155","1095","37110","37420"
"In post","2022","Project Delivery","Outside London","SEO/HEO","Unknown","1525","1455","35970","35900"
"In post","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","1265","1235","41280","39860"
"In post","2022","Project Delivery","Outside London","Unknown","LGBO","45","45","33410","31250"
"In post","2022","Project Delivery","Outside London","Unknown","Undeclared","160","155","44920","42800"
"In post","2022","Project Delivery","Outside London","Unknown","Unknown","120","120","37020","34550"
"In post","2022","Project Delivery","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6/G7","Heterosexual / straight","245","245","60280","58030"
"In post","2022","Project Delivery","Overseas","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6/G7","Unknown","145","145","57250","55620"
"In post","2022","Project Delivery","Overseas","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","Heterosexual / straight","80","75","39370","38810"
"In post","2022","Project Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","AA/AO","Heterosexual / straight","75","70","23770","24370"
"In post","2022","Property","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","London","AA/AO","Unknown","35","30","24500","25750"
"In post","2022","Property","London","EO","Heterosexual / straight","280","265","27040","29250"
"In post","2022","Property","London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Property","London","EO","Undeclared","40","35","29030","30620"
"In post","2022","Property","London","EO","Unknown","100","95","29380","30600"
"In post","2022","Property","London","G6/G7","Heterosexual / straight","315","310","61920","62820"
"In post","2022","Property","London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Property","London","G6/G7","Undeclared","45","40","63740","64390"
"In post","2022","Property","London","G6/G7","Unknown","60","60","62250","63390"
"In post","2022","Property","London","SCS level","Heterosexual / straight","40","40","95840","96690"
"In post","2022","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","SEO/HEO","Heterosexual / straight","410","400","39470","38830"
"In post","2022","Property","London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Property","London","SEO/HEO","Undeclared","60","60","42370","40650"
"In post","2022","Property","London","SEO/HEO","Unknown","140","135","39850","38670"
"In post","2022","Property","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Outside London","AA/AO","Heterosexual / straight","945","890","20810","21750"
"In post","2022","Property","Outside London","AA/AO","LGBO","45","45","21370","22010"
"In post","2022","Property","Outside London","AA/AO","Undeclared","120","115","20870","21840"
"In post","2022","Property","Outside London","AA/AO","Unknown","595","555","22180","22010"
"In post","2022","Property","Outside London","EO","Heterosexual / straight","985","930","26390","26670"
"In post","2022","Property","Outside London","EO","LGBO","45","40","26180","26030"
"In post","2022","Property","Outside London","EO","Undeclared","110","100","26460","26940"
"In post","2022","Property","Outside London","EO","Unknown","320","305","26710","26350"
"In post","2022","Property","Outside London","G6/G7","Heterosexual / straight","965","940","57230","56170"
"In post","2022","Property","Outside London","G6/G7","LGBO","30","30","56340","54700"
"In post","2022","Property","Outside London","G6/G7","Undeclared","110","105","57420","56350"
"In post","2022","Property","Outside London","G6/G7","Unknown","155","150","56790","55210"
"In post","2022","Property","Outside London","SCS level","Heterosexual / straight","55","55","85700","77180"
"In post","2022","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Outside London","SEO/HEO","Heterosexual / straight","2290","2205","36970","35310"
"In post","2022","Property","Outside London","SEO/HEO","LGBO","80","80","36380","35300"
"In post","2022","Property","Outside London","SEO/HEO","Undeclared","295","280","37360","35900"
"In post","2022","Property","Outside London","SEO/HEO","Unknown","435","420","37400","36170"
"In post","2022","Property","Outside London","Unknown","Heterosexual / straight","35","35","21660","21600"
"In post","2022","Property","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","Heterosexual / straight","95","95","38610","38080"
"In post","2022","Property","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Security","London","AA/AO","Heterosexual / straight","230","225","27170","24360"
"In post","2022","Security","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","London","AA/AO","Unknown","65","65","29780","29170"
"In post","2022","Security","London","EO","Heterosexual / straight","215","210","30600","29250"
"In post","2022","Security","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Security","London","EO","Undeclared","35","35","32220","30750"
"In post","2022","Security","London","EO","Unknown","70","65","28680","28700"
"In post","2022","Security","London","G6/G7","Heterosexual / straight","225","220","60950","59080"
"In post","2022","Security","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Security","London","G6/G7","Undeclared","50","50","61060","59730"
"In post","2022","Security","London","G6/G7","Unknown","40","35","60940","58890"
"In post","2022","Security","London","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Security","London","SEO/HEO","Heterosexual / straight","595","585","41020","40170"
"In post","2022","Security","London","SEO/HEO","LGBO","40","40","39590","37650"
"In post","2022","Security","London","SEO/HEO","Undeclared","105","100","42280","41750"
"In post","2022","Security","London","SEO/HEO","Unknown","145","140","40300","38060"
"In post","2022","Security","London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Security","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Outside London","AA/AO","Heterosexual / straight","3765","3665","26260","21830"
"In post","2022","Security","Outside London","AA/AO","LGBO","165","160","27670","25000"
"In post","2022","Security","Outside London","AA/AO","Undeclared","510","495","29640","25740"
"In post","2022","Security","Outside London","AA/AO","Unknown","890","880","27810","25000"
"In post","2022","Security","Outside London","EO","Heterosexual / straight","830","805","32210","27420"
"In post","2022","Security","Outside London","EO","LGBO","40","40","32470","28990"
"In post","2022","Security","Outside London","EO","Undeclared","120","120","35730","34740"
"In post","2022","Security","Outside London","EO","Unknown","155","150","29820","26670"
"In post","2022","Security","Outside London","G6/G7","Heterosexual / straight","165","160","56970","54610"
"In post","2022","Security","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Outside London","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2022","Security","Outside London","G6/G7","Unknown","55","55","59100","55210"
"In post","2022","Security","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","SEO/HEO","Heterosexual / straight","1150","1125","38070","34640"
"In post","2022","Security","Outside London","SEO/HEO","LGBO","55","55","36120","33330"
"In post","2022","Security","Outside London","SEO/HEO","Undeclared","205","195","39320","36460"
"In post","2022","Security","Outside London","SEO/HEO","Unknown","235","225","37300","35480"
"In post","2022","Security","Outside London","Unknown","Heterosexual / straight","70","70","33470","34340"
"In post","2022","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Heterosexual / straight","90","90","35280","34260"
"In post","2022","Security","Overseas","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Unknown","10","10","[c]","[c]"
