"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","25","[c]","24590","24250"
"Leaver CS","2022","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","15","[c]","37080","35120"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","AA/AO","70","[c]","21880","21300"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","EO","60","[c]","25440","24920"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","50","[c]","33890","32160"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Science and Engineering","AA/AO","15","[c]","23260","24370"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","10","[c]","38590","39750"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Veterinarian","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Animal and Plant Health Agency","Veterinarian","SEO/HEO","25","[c]","42090","38380"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","AA/AO","25","[c]","20580","18450"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","EO","15","[c]","28070","27500"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","G6/G7","40","[c]","59180","56870"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","SCS level","20","[c]","87730","89000"
"Leaver CS","2022","No function","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","90","[c]","32590","32000"
"Leaver CS","2022","No function","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","EO","10","[c]","24920","24440"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","Operational Delivery","SEO/HEO","10","[c]","32000","29380"
"Leaver CS","2022","No function","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Companies House","Operational Delivery","AA/AO","25","[c]","21450","21960"
"Leaver CS","2022","No function","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Companies House","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Criminal Injuries Compensation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Commercial Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","60","[c]","22480","23230"
"Leaver CS","2022","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","10","[c]","28670","28460"
"Leaver CS","2022","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","10","[c]","36190","36130"
"Leaver CS","2022","No function","Crown Office and Procurator Fiscal Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Commercial","SEO/HEO","10","[c]","35310","33530"
"Leaver CS","2022","No function","Defence Equipment and Support","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","10","[c]","39550","41370"
"Leaver CS","2022","No function","Defence Equipment and Support","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Other","EO","60","[c]","19700","19460"
"Leaver CS","2022","No function","Defence Equipment and Support","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Other","SEO/HEO","45","[c]","32590","30700"
"Leaver CS","2022","No function","Defence Equipment and Support","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Project Delivery","G6/G7","10","[c]","52670","53690"
"Leaver CS","2022","No function","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Project Delivery","SEO/HEO","25","[c]","36190","36370"
"Leaver CS","2022","No function","Defence Equipment and Support","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Science and Engineering","EO","30","[c]","21390","20480"
"Leaver CS","2022","No function","Defence Equipment and Support","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Equipment and Support","Science and Engineering","SEO/HEO","35","[c]","38250","38580"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Operational Research","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","AA/AO","40","[c]","17750","17540"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","50","[c]","52420","48100"
"Leaver CS","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","85","[c]","32670","29230"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","20","[c]","36370","33640"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","15","[c]","27550","27680"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","95","[c]","56380","53600"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","15","[c]","92480","89490"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","70","[c]","36830","36590"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Policy","EO","15","[c]","25770","26180"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Policy","G6/G7","35","[c]","54470","51730"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","45","[c]","35070","34020"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Policy","EO","30","[c]","26480","25000"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Policy","G6/G7","35","[c]","57570","56230"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education (excl. agencies)","Policy","SEO/HEO","50","[c]","35190","36500"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","160","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","International Trade","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","International Trade","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","International Trade","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","G6/G7","20","[c]","57150","53700"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SEO/HEO","25","[c]","36710","36340"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","AA/AO","15","[c]","23200","21840"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","EO","30","[c]","29190","30270"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","G6/G7","70","[c]","61450","59120"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","SCS level","10","[c]","79090","75580"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","SEO/HEO","100","[c]","38860","36880"
"Leaver CS","2022","No function","Department for Transport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","EO","10","[c]","27930","27570"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","AA/AO","2345","[c]","21380","21260"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","EO","3465","[c]","28290","27570"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","G6/G7","25","[c]","55060","52970"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","SEO/HEO","230","[c]","34920","34290"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Other","AA/AO","80","[c]","21580","21260"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Other","EO","195","[c]","28750","27570"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Other","SEO/HEO","20","[c]","35550","34290"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions (excl. agencies)","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","SEO/HEO","75","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Operational Delivery","AA/AO","305","[c]","20630","21590"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Operational Delivery","EO","15","[c]","26540","26780"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Licensing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","AA/AO","95","[c]","24570","21840"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","EO","265","[c]","27590","26780"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","SEO/HEO","25","[c]","33200","32320"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Driver and Vehicle Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Operational Delivery","G6/G7","10","[c]","57520","54400"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Education and Skills Funding Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Operational Delivery","EO","25","[c]","26690","26750"
"Leaver CS","2022","No function","Food Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
