"Status","Year","Ethnicity","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outside London","Female","150","140","31570","29180"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outside London","Male","100","100","34350","29180"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","London","Female","125","125","42760","38160"
"In post","2022","Asian","Department for International Trade","London","Male","130","125","45010","40490"
"In post","2022","Asian","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","London","Female","130","130","44030","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","London","Male","85","85","44650","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Outside London","Female","60","60","33130","30320"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Outside London","Male","45","40","37480","34640"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","London","Female","160","160","44260","42470"
"In post","2022","Asian","Department for Transport","London","Male","170","170","44550","42470"
"In post","2022","Asian","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Outside London","Female","115","105","28520","26130"
"In post","2022","Asian","Department for Transport","Outside London","Male","195","195","35220","27930"
"In post","2022","Asian","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","London","Female","1650","1440","31200","31060"
"In post","2022","Asian","Department for Work and Pensions","London","Male","905","885","31780","31060"
"In post","2022","Asian","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","Outside London","Female","3085","2640","26130","27570"
"In post","2022","Asian","Department for Work and Pensions","Outside London","Male","2445","2370","27600","27570"
"In post","2022","Asian","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","Unknown","Female","100","85","28410","27570"
"In post","2022","Asian","Department for Work and Pensions","Unknown","Male","35","30","29870","30330"
"In post","2022","Asian","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","London","Female","580","550","41610","35300"
"In post","2022","Asian","Department of Health and Social Care","London","Male","285","275","45550","40450"
"In post","2022","Asian","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Outside London","Female","275","250","39910","31190"
"In post","2022","Asian","Department of Health and Social Care","Outside London","Male","140","130","39770","32870"
"In post","2022","Asian","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Outside London","Male","40","40","34270","28800"
"In post","2022","Asian","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","London","Female","200","190","42360","37590"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","London","Male","125","125","44910","38640"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Outside London","Female","35","35","33720","31340"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Outside London","Male","35","35","37710","31280"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Overseas","Female","45","45","44110","34770"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Overseas","Male","50","50","48160","44620"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Female","30","25","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Male","20","20","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Outside London","Female","100","90","28140","27130"
"In post","2022","Asian","HM Land Registry","Outside London","Male","75","75","29940","27130"
"In post","2022","Asian","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","London","Female","865","800","39870","37610"
"In post","2022","Asian","HM Revenue and Customs","London","Male","755","735","41920","37930"
"In post","2022","Asian","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Outside London","Female","1855","1690","29220","26820"
"In post","2022","Asian","HM Revenue and Customs","Outside London","Male","2375","2310","30220","26820"
"In post","2022","Asian","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","London","Female","165","160","46140","44020"
"In post","2022","Asian","HM Treasury","London","Male","130","125","45820","39410"
"In post","2022","Asian","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","HM Treasury","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","London","Female","1830","1665","34290","29370"
"In post","2022","Asian","Home Office","London","Male","1240","1205","34870","29370"
"In post","2022","Asian","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Outside London","Female","765","680","25780","24890"
"In post","2022","Asian","Home Office","Outside London","Male","620","590","26640","24890"
"In post","2022","Asian","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Overseas","Female","15","15","[c]","[c]"
"In post","2022","Asian","Home Office","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Asian","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","London","Female","175","165","36960","36250"
"In post","2022","Asian","Ministry of Defence","London","Male","200","195","35010","30750"
"In post","2022","Asian","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Outside London","Female","440","415","33230","29670"
"In post","2022","Asian","Ministry of Defence","Outside London","Male","615","610","35940","33300"
"In post","2022","Asian","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","London","Female","1015","950","33640","29520"
"In post","2022","Asian","Ministry of Justice","London","Male","690","675","35970","33550"
"In post","2022","Asian","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Outside London","Female","1535","1375","26380","23170"
"In post","2022","Asian","Ministry of Justice","Outside London","Male","1200","1130","28340","25120"
"In post","2022","Asian","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","London","Female","95","90","39570","37700"
"In post","2022","Asian","National Crime Agency","London","Male","60","60","39800","39840"
"In post","2022","Asian","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Outside London","Female","70","70","33450","32770"
"In post","2022","Asian","National Crime Agency","Outside London","Male","50","50","36500","36740"
"In post","2022","Asian","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","Female","25","25","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Female","40","40","38110","32010"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","Female","70","65","43470","39880"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","Male","50","50","42190","35230"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","Female","15","15","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Outside London","Female","165","155","35040","31540"
"In post","2022","Asian","Scottish Government","Outside London","Male","130","130","36600","31540"
"In post","2022","Asian","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","Female","30","25","[c]","[c]"
"In post","2022","Asian","The National Archives","London","Male","20","20","[c]","[c]"
"In post","2022","Asian","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","Female","40","40","48630","41250"
"In post","2022","Asian","UK Export Finance","London","Male","50","50","51210","44080"
"In post","2022","Asian","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","Female","15","15","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","Male","10","10","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","Female","85","80","31660","30210"
"In post","2022","Asian","UK Statistics Authority","Outside London","Male","75","65","30980","27770"
"In post","2022","Asian","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","Female","35","35","39550","38160"
"In post","2022","Asian","Welsh Government","Outside London","Male","30","30","39810","38160"
"In post","2022","Asian","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","Female","345","330","40300","32490"
"In post","2022","Black","Attorney General's Departments","London","Male","135","135","41870","32520"
"In post","2022","Black","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","Female","90","90","38830","31280"
"In post","2022","Black","Attorney General's Departments","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","Female","155","155","41160","36690"
"In post","2022","Black","Cabinet Office","London","Male","80","80","47370","40600"
"In post","2022","Black","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Black","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","Female","15","15","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","Male","5","5","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Female","25","25","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Male","15","15","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
