"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Planning Inspectors","West Midlands (England)","G6","15","15","65130","58810"
"In post","2022","No function","Planning Inspectors","West Midlands (England)","G7","15","15","46220","47660"
"In post","2022","No function","Planning Inspectors","Yorkshire and The Humber","G6","25","20","66540","65270"
"In post","2022","No function","Planning Inspectors","Yorkshire and The Humber","G7","10","10","46160","47660"
"In post","2022","No function","Planning Inspectors","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","East Midlands (England)","EO","35","30","26190","25600"
"In post","2022","No function","Policy","East Midlands (England)","G6","20","20","61780","61070"
"In post","2022","No function","Policy","East Midlands (England)","G7","60","55","50690","49860"
"In post","2022","No function","Policy","East Midlands (England)","HEO","70","65","30710","30200"
"In post","2022","No function","Policy","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","East Midlands (England)","SEO","70","65","37670","36500"
"In post","2022","No function","Policy","East of England","EO","15","15","25330","24960"
"In post","2022","No function","Policy","East of England","G6","15","10","62440","62370"
"In post","2022","No function","Policy","East of England","G7","35","35","50790","50630"
"In post","2022","No function","Policy","East of England","HEO","35","35","30840","30190"
"In post","2022","No function","Policy","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","East of England","SEO","40","40","38430","37750"
"In post","2022","No function","Policy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","London","AA","5","5","[c]","[c]"
"In post","2022","No function","Policy","London","AO","225","215","26160","24900"
"In post","2022","No function","Policy","London","EO","1190","1165","28960","28310"
"In post","2022","No function","Policy","London","G6","1980","1905","66220","64990"
"In post","2022","No function","Policy","London","G7","4840","4720","55020","53760"
"In post","2022","No function","Policy","London","HEO","3980","3935","34600","33900"
"In post","2022","No function","Policy","London","SCS level","1135","1085","84750","77060"
"In post","2022","No function","Policy","London","SEO","2660","2605","41480","40230"
"In post","2022","No function","Policy","London","Unknown","25","20","[c]","[c]"
"In post","2022","No function","Policy","North East (England)","AO","10","5","[c]","[c]"
"In post","2022","No function","Policy","North East (England)","EO","65","65","25450","25000"
"In post","2022","No function","Policy","North East (England)","G6","40","40","62030","61030"
"In post","2022","No function","Policy","North East (England)","G7","135","130","50060","49860"
"In post","2022","No function","Policy","North East (England)","HEO","125","125","30380","29360"
"In post","2022","No function","Policy","North East (England)","SCS level","15","15","83270","73360"
"In post","2022","No function","Policy","North East (England)","SEO","125","120","37390","36500"
"In post","2022","No function","Policy","North West (England)","AO","10","10","20930","21140"
"In post","2022","No function","Policy","North West (England)","EO","85","85","25160","25000"
"In post","2022","No function","Policy","North West (England)","G6","65","65","62750","61010"
"In post","2022","No function","Policy","North West (England)","G7","235","230","51020","49860"
"In post","2022","No function","Policy","North West (England)","HEO","280","275","30870","30360"
"In post","2022","No function","Policy","North West (England)","SCS level","30","30","80390","74860"
"In post","2022","No function","Policy","North West (England)","SEO","265","255","37820","36740"
"In post","2022","No function","Policy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Northern Ireland","AO","5","5","[c]","[c]"
"In post","2022","No function","Policy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Northern Ireland","G7","20","20","52490","52030"
"In post","2022","No function","Policy","Northern Ireland","HEO","15","15","31040","30450"
"In post","2022","No function","Policy","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Northern Ireland","SEO","40","40","37790","37350"
"In post","2022","No function","Policy","Overseas","AO","20","20","23370","23250"
"In post","2022","No function","Policy","Overseas","EO","40","40","27310","27460"
"In post","2022","No function","Policy","Overseas","G6","210","205","64710","64580"
"In post","2022","No function","Policy","Overseas","G7","360","360","55050","54470"
"In post","2022","No function","Policy","Overseas","HEO","470","470","33920","33860"
"In post","2022","No function","Policy","Overseas","SCS level","215","215","86590","76690"
"In post","2022","No function","Policy","Overseas","SEO","115","115","40360","40050"
"In post","2022","No function","Policy","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Scotland","EO","20","20","26440","27040"
"In post","2022","No function","Policy","Scotland","G6","10","10","66590","67700"
"In post","2022","No function","Policy","Scotland","G7","45","45","53930","52000"
"In post","2022","No function","Policy","Scotland","HEO","65","60","32570","32000"
"In post","2022","No function","Policy","Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Policy","Scotland","SEO","30","30","42880","38650"
"In post","2022","No function","Policy","South East (England)","AO","20","20","21940","21840"
"In post","2022","No function","Policy","South East (England)","EO","35","35","26410","26410"
"In post","2022","No function","Policy","South East (England)","G6","15","15","65120","61720"
"In post","2022","No function","Policy","South East (England)","G7","65","60","51760","50210"
"In post","2022","No function","Policy","South East (England)","HEO","85","80","32010","31640"
"In post","2022","No function","Policy","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","South East (England)","SEO","95","90","40300","39040"
"In post","2022","No function","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","South West (England)","AO","10","10","[c]","[c]"
"In post","2022","No function","Policy","South West (England)","EO","45","45","24720","24920"
"In post","2022","No function","Policy","South West (England)","G6","65","60","60990","60080"
"In post","2022","No function","Policy","South West (England)","G7","220","210","49470","48480"
"In post","2022","No function","Policy","South West (England)","HEO","230","225","30500","29720"
"In post","2022","No function","Policy","South West (England)","SCS level","15","15","88600","77350"
"In post","2022","No function","Policy","South West (England)","SEO","280","270","37570","36500"
"In post","2022","No function","Policy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","G7","10","10","[c]","[c]"
"In post","2022","No function","Policy","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","No function","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Wales","AO","30","25","21720","21840"
"In post","2022","No function","Policy","Wales","EO","75","70","26090","26470"
"In post","2022","No function","Policy","Wales","G6","20","20","64430","63580"
"In post","2022","No function","Policy","Wales","G7","75","75","53600","52440"
"In post","2022","No function","Policy","Wales","HEO","110","105","31470","30810"
"In post","2022","No function","Policy","Wales","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Policy","Wales","SEO","115","110","39270","39820"
"In post","2022","No function","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","West Midlands (England)","AA","25","25","17860","17860"
"In post","2022","No function","Policy","West Midlands (England)","AO","20","20","22630","22770"
"In post","2022","No function","Policy","West Midlands (England)","EO","105","105","25390","25000"
"In post","2022","No function","Policy","West Midlands (England)","G6","50","50","65260","61820"
"In post","2022","No function","Policy","West Midlands (England)","G7","165","165","50420","49520"
"In post","2022","No function","Policy","West Midlands (England)","HEO","205","200","31090","30360"
"In post","2022","No function","Policy","West Midlands (England)","SCS level","25","25","97870","92490"
"In post","2022","No function","Policy","West Midlands (England)","SEO","180","175","38940","36760"
"In post","2022","No function","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Yorkshire and The Humber","AO","15","15","20800","21300"
"In post","2022","No function","Policy","Yorkshire and The Humber","EO","110","110","25240","25000"
"In post","2022","No function","Policy","Yorkshire and The Humber","G6","125","115","62030","61350"
"In post","2022","No function","Policy","Yorkshire and The Humber","G7","355","345","50410","49860"
"In post","2022","No function","Policy","Yorkshire and The Humber","HEO","370","355","30480","29920"
"In post","2022","No function","Policy","Yorkshire and The Humber","SCS level","45","40","82880","74100"
"In post","2022","No function","Policy","Yorkshire and The Humber","SEO","460","440","37850","36780"
"In post","2022","No function","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","London","EO","15","15","27530","26330"
"In post","2022","No function","Project Delivery","London","G6","40","40","65670","64660"
"In post","2022","No function","Project Delivery","London","G7","105","105","53520","52050"
"In post","2022","No function","Project Delivery","London","HEO","75","75","34320","34020"
"In post","2022","No function","Project Delivery","London","SCS level","10","10","88780","79260"
"In post","2022","No function","Project Delivery","London","SEO","25","25","42070","41650"
"In post","2022","No function","Project Delivery","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","North West (England)","G7","15","15","51990","51730"
"In post","2022","No function","Project Delivery","North West (England)","HEO","10","10","32960","34020"
"In post","2022","No function","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South West (England)","G6","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","South West (England)","G7","15","15","50560","50020"
"In post","2022","No function","Project Delivery","South West (England)","HEO","30","30","31000","30420"
"In post","2022","No function","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South West (England)","SEO","25","25","39800","39720"
"In post","2022","No function","Project Delivery","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Wales","EO","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands (England)","G6","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","No function","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","East Midlands (England)","EO","55","55","26260","26850"
"In post","2022","No function","Psychology","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","East Midlands (England)","HEO","75","75","30340","30450"
"In post","2022","No function","Psychology","East Midlands (England)","SEO","55","50","45460","47270"
"In post","2022","No function","Psychology","East of England","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","East of England","EO","60","55","26280","26330"
"In post","2022","No function","Psychology","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","East of England","G7","10","10","[c]","[c]"
"In post","2022","No function","Psychology","East of England","HEO","60","60","30760","31180"
"In post","2022","No function","Psychology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","East of England","SEO","40","35","46210","47660"
"In post","2022","No function","Psychology","London","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","London","EO","20","20","28520","28350"
"In post","2022","No function","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","London","HEO","30","30","32620","32350"
"In post","2022","No function","Psychology","London","SEO","20","20","50440","52170"
"In post","2022","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","North East (England)","EO","20","20","26350","26330"
"In post","2022","No function","Psychology","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","North East (England)","HEO","30","30","29900","30100"
"In post","2022","No function","Psychology","North East (England)","SEO","35","35","45250","43870"
"In post","2022","No function","Psychology","North West (England)","AO","10","10","21060","20940"
"In post","2022","No function","Psychology","North West (England)","EO","45","45","26540","27380"
"In post","2022","No function","Psychology","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","North West (England)","HEO","65","65","30810","31180"
"In post","2022","No function","Psychology","North West (England)","SEO","40","40","46360","47550"
"In post","2022","No function","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Scotland","AO","15","15","22840","22130"
"In post","2022","No function","Psychology","Scotland","EO","30","30","35000","35000"
"In post","2022","No function","Psychology","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Scotland","G7","10","10","54170","54170"
"In post","2022","No function","Psychology","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Scotland","SEO","15","15","45200","46020"
"In post","2022","No function","Psychology","South East (England)","AO","10","10","[c]","[c]"
"In post","2022","No function","Psychology","South East (England)","EO","55","50","26840","26850"
"In post","2022","No function","Psychology","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","South East (England)","G7","20","15","58680","58000"
"In post","2022","No function","Psychology","South East (England)","HEO","70","70","30370","30450"
"In post","2022","No function","Psychology","South East (England)","SEO","55","50","46020","47660"
"In post","2022","No function","Psychology","South West (England)","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","South West (England)","EO","25","25","25870","26080"
"In post","2022","No function","Psychology","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","South West (England)","G7","15","15","58660","57780"
"In post","2022","No function","Psychology","South West (England)","HEO","35","35","31110","30450"
"In post","2022","No function","Psychology","South West (England)","SEO","30","25","44790","43640"
"In post","2022","No function","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Wales","EO","15","15","26000","26080"
"In post","2022","No function","Psychology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Wales","HEO","20","20","30500","30450"
"In post","2022","No function","Psychology","Wales","SEO","15","15","44090","44940"
"In post","2022","No function","Psychology","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","West Midlands (England)","EO","45","45","26160","25830"
"In post","2022","No function","Psychology","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","No function","Psychology","West Midlands (England)","HEO","60","60","30370","30450"
"In post","2022","No function","Psychology","West Midlands (England)","SEO","30","30","44230","43870"
"In post","2022","No function","Psychology","Yorkshire and The Humber","AO","15","10","21620","21550"
"In post","2022","No function","Psychology","Yorkshire and The Humber","EO","45","45","26780","27380"
"In post","2022","No function","Psychology","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","No function","Psychology","Yorkshire and The Humber","HEO","60","60","30300","30450"
"In post","2022","No function","Psychology","Yorkshire and The Humber","SEO","45","45","44920","45830"
"In post","2022","No function","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","East Midlands (England)","EO","30","25","26520","26540"
"In post","2022","No function","Science and Engineering","East Midlands (England)","G6","20","15","72260","72340"
"In post","2022","No function","Science and Engineering","East Midlands (England)","G7","70","65","55560","54250"
"In post","2022","No function","Science and Engineering","East Midlands (England)","HEO","105","90","33550","32520"
"In post","2022","No function","Science and Engineering","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","East Midlands (England)","SEO","105","95","41720","40060"
"In post","2022","No function","Science and Engineering","East of England","AO","10","10","22050","21820"
"In post","2022","No function","Science and Engineering","East of England","EO","20","20","27150","27510"
"In post","2022","No function","Science and Engineering","East of England","G6","40","40","73360","74320"
"In post","2022","No function","Science and Engineering","East of England","G7","65","65","52970","53830"
"In post","2022","No function","Science and Engineering","East of England","HEO","85","80","32680","32640"
"In post","2022","No function","Science and Engineering","East of England","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Science and Engineering","East of England","SEO","105","100","41630","41010"
"In post","2022","No function","Science and Engineering","London","AA","15","10","22040","22350"
"In post","2022","No function","Science and Engineering","London","AO","15","15","24380","23780"
"In post","2022","No function","Science and Engineering","London","EO","75","75","27710","27140"
"In post","2022","No function","Science and Engineering","London","G6","90","80","69010","66690"
"In post","2022","No function","Science and Engineering","London","G7","200","195","55220","54110"
"In post","2022","No function","Science and Engineering","London","HEO","185","180","33810","32640"
"In post","2022","No function","Science and Engineering","London","SCS level","25","20","91570","86680"
"In post","2022","No function","Science and Engineering","London","SEO","260","250","42210","41010"
"In post","2022","No function","Science and Engineering","North East (England)","AO","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","EO","10","10","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","G7","10","10","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","North East (England)","SEO","15","15","40530","41260"
"In post","2022","No function","Science and Engineering","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","North West (England)","AO","20","15","20720","20400"
"In post","2022","No function","Science and Engineering","North West (England)","EO","95","95","25960","26370"
"In post","2022","No function","Science and Engineering","North West (England)","G6","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","North West (England)","G7","40","35","52020","50390"
"In post","2022","No function","Science and Engineering","North West (England)","HEO","65","55","31770","31710"
"In post","2022","No function","Science and Engineering","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","North West (England)","SEO","65","60","40680","40060"
"In post","2022","No function","Science and Engineering","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Scotland","G7","10","10","52030","50610"
"In post","2022","No function","Science and Engineering","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","South East (England)","AA","10","10","20010","21580"
"In post","2022","No function","Science and Engineering","South East (England)","AO","140","135","24160","24370"
"In post","2022","No function","Science and Engineering","South East (England)","EO","140","130","27740","27960"
"In post","2022","No function","Science and Engineering","South East (England)","G6","50","45","70320","68640"
"In post","2022","No function","Science and Engineering","South East (England)","G7","430","410","51820","51040"
"In post","2022","No function","Science and Engineering","South East (England)","HEO","310","300","31410","30460"
"In post","2022","No function","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","South East (England)","SEO","305","290","39940","38750"
"In post","2022","No function","Science and Engineering","South West (England)","AA","40","40","17960","18330"
"In post","2022","No function","Science and Engineering","South West (England)","AO","120","120","21190","22070"
"In post","2022","No function","Science and Engineering","South West (England)","EO","140","140","25180","23800"
"In post","2022","No function","Science and Engineering","South West (England)","G6","85","80","72220","68570"
"In post","2022","No function","Science and Engineering","South West (England)","G7","710","680","51020","47950"
"In post","2022","No function","Science and Engineering","South West (England)","HEO","630","610","30580","29230"
"In post","2022","No function","Science and Engineering","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","South West (England)","SEO","520","500","39320","38070"
"In post","2022","No function","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Wales","AA","30","30","18860","17450"
"In post","2022","No function","Science and Engineering","Wales","AO","30","30","22160","21770"
"In post","2022","No function","Science and Engineering","Wales","EO","225","215","29830","30410"
"In post","2022","No function","Science and Engineering","Wales","G6","15","15","68100","68370"
"In post","2022","No function","Science and Engineering","Wales","G7","160","145","60230","60790"
"In post","2022","No function","Science and Engineering","Wales","HEO","35","30","33550","32890"
"In post","2022","No function","Science and Engineering","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Wales","SEO","135","130","42070","41890"
"In post","2022","No function","Science and Engineering","West Midlands (England)","AA","10","10","[c]","[c]"
"In post","2022","No function","Science and Engineering","West Midlands (England)","AO","15","15","21280","20850"
"In post","2022","No function","Science and Engineering","West Midlands (England)","EO","30","30","25620","25150"
"In post","2022","No function","Science and Engineering","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","West Midlands (England)","G7","25","25","53200","50930"
"In post","2022","No function","Science and Engineering","West Midlands (England)","HEO","60","55","32470","31690"
"In post","2022","No function","Science and Engineering","West Midlands (England)","SEO","45","40","40170","40060"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","AO","15","15","21300","20400"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","EO","85","85","26330","26370"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","G7","30","30","52450","51810"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","HEO","75","70","32320","31710"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","Yorkshire and The Humber","SEO","70","65","40220","39390"
"In post","2022","No function","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","London","EO","[c]","[c]","[c]","[c]"
