"Status","Year","Organisation","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","AA/AO","10","[c]","19480","18890"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","EO","10","[c]","22240","21170"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","East of England","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Inner London - East","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Inner London - East","EO","30","[c]","35680","36320"
"Leaver CS","2022","National Crime Agency","London","Inner London - East","G6/G7","20","[c]","67450","66580"
"Leaver CS","2022","National Crime Agency","London","Inner London - East","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Inner London - East","SEO/HEO","35","[c]","44750","45690"
"Leaver CS","2022","National Crime Agency","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North East (England)","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","Cheshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","Cheshire","EO","20","[c]","31880","32890"
"Leaver CS","2022","National Crime Agency","North West (England)","Cheshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","Cheshire","SEO/HEO","20","[c]","43520","43710"
"Leaver CS","2022","National Crime Agency","North West (England)","Lancashire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","North West (England)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Scotland","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Kent","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South East (England)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","[c]","30460","28840"
"Leaver CS","2022","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","[c]","43360","44590"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","West Midlands","EO","10","[c]","33270","34530"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","West Midlands (England)","West Midlands","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","West Yorkshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Yorkshire and The Humber","West Yorkshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","London","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","Eastern Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","Eastern Scotland","EO","10","[c]","27060","27230"
"Leaver CS","2022","National Records of Scotland","Scotland","Eastern Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scotland","Eastern Scotland","SEO/HEO","10","[c]","39190","37890"
"Leaver CS","2022","National Records of Scotland","Scotland","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Inner London - West","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","London","Inner London - West","SEO/HEO","10","[c]","41470","42080"
"Leaver CS","2022","National Savings and Investments","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","North East (England)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","North West (England)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Scotland","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","SEO/HEO","10","[c]","41210","42850"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","AA/AO","15","[c]","21380","21410"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Wales","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Inner London - East","AA/AO","10","[c]","20830","20000"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Inner London - East","EO","20","[c]","27640","25880"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Inner London - East","G6/G7","60","[c]","63300","62000"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Inner London - East","SCS level","15","[c]","98880","95510"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Inner London - East","SEO/HEO","45","[c]","38450","37850"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","AA/AO","10","[c]","19310","18430"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","EO","25","[c]","24300","24050"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","G6/G7","15","[c]","55510","54150"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","SEO/HEO","30","[c]","35520","35290"
"Leaver CS","2022","Office of Gas and Electricity Markets","Wales","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","SEO/HEO","10","[c]","36290","38000"
"Leaver CS","2022","Office of Rail and Road","London","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Inner London - East","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Inner London - East","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","North West (England)","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Scotland","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","20","[c]","20000","20970"
"Leaver CS","2022","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","AA/AO","25","[c]","20670","20970"
"Leaver CS","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","SEO/HEO","5","[c]","[c]","[c]"
