"Status","Year","Disability","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Cabinet Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Commercial","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Property","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Property","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Unknown","London","495","485","48850","49700"
"In post","2022","Declared disabled","Cabinet Office","Unknown","Outside London","285","275","36450","33300"
"In post","2022","Declared disabled","Cabinet Office","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Other","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","30","30","34380","32830"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","55","55","36660","36160"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","35","30","36990","33290"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","65","65","44400","38670"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","375","345","29330","26380"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","London","390","380","47700","44990"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","Outside London","50","50","43100","36740"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","70","65","38660","39650"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","London","85","80","44560","37900"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Commercial","Outside London","35","35","38130","36780"
"In post","2022","Declared disabled","Department for Education","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Communications","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Digital, Data and Technology","Outside London","80","75","37060","36500"
"In post","2022","Declared disabled","Department for Education","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Finance","Outside London","65","60","39110","36500"
"In post","2022","Declared disabled","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Operational Delivery","London","45","45","44470","40940"
"In post","2022","Declared disabled","Department for Education","Operational Delivery","Outside London","110","105","38790","36500"
"In post","2022","Declared disabled","Department for Education","Policy","London","130","125","51030","53420"
"In post","2022","Declared disabled","Department for Education","Policy","Outside London","195","185","38220","36500"
"In post","2022","Declared disabled","Department for Education","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Property","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Property","Outside London","30","30","46830","49860"
"In post","2022","Declared disabled","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","85","80","40910","40020"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","Outside London","50","50","40840","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","50","50","42220","38190"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","450","415","26140","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","London","245","235","43090","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","Outside London","200","195","38180","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Property","Outside London","55","50","36190","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","115","110","30340","28270"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Communications","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Digital, Data and Technology","London","20","20","[c]","[c]"
