"Status","Year","Ethnicity","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","AO","120","105","24510","24250"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","EO","255","240","28550","28990"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","G7","30","30","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","HEO","70","65","35410","35780"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","SEO","45","45","43660","41970"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Outside London","Unknown","35","30","27620","24800"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","25","25","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","170","145","24500","22760"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","250","230","28790","29030"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","35","30","57280","55600"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","70","70","34970","34280"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","50","50","42140","42000"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","35","30","27460","24090"
"In post","2022","Asian","Cheshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","AO","30","25","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","EO","30","30","27770","27570"
"In post","2022","Asian","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","AO","245","215","22010","21260"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","EO","250","235","26990","26820"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","G7","50","50","53280","54690"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","HEO","195","190","32840","33370"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","SEO","80","75","40000","40180"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Outside London","Unknown","30","25","31990","30210"
"In post","2022","Asian","Devon","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","AA","20","20","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","AO","165","135","22300","21680"
"In post","2022","Asian","East Anglia","Outside London","EO","105","95","26840","26930"
"In post","2022","Asian","East Anglia","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","HEO","40","35","33450","32690"
"In post","2022","Asian","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Asian","East Anglia","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","AA","10","5","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","AO","120","115","21530","21250"
"In post","2022","Asian","East Wales","Outside London","EO","115","110","26580","26820"
"In post","2022","Asian","East Wales","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","G7","35","35","56170","54360"
"In post","2022","Asian","East Wales","Outside London","HEO","95","90","33100","33080"
"In post","2022","Asian","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Outside London","SEO","50","50","41520","39910"
"In post","2022","Asian","East Wales","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Outside London","SEO","5","5","[c]","[c]"
