"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","310","[c]","21810","21260"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","715","[c]","21480","21250"
"New entrant CS","2022","Debt","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","245","[c]","43170","40600"
"New entrant CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","10","[c]","26640","25010"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","15","[c]","29870","29160"
"New entrant CS","2022","Digital, Data & Technology","Companies House","25","[c]","36010","36150"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","20","[c]","53370","57000"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","25","[c]","45620","38330"
"New entrant CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","20","[c]","36470","30130"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","25","[c]","29180","28320"
"New entrant CS","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","41430","33570"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","160","[c]","37940","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","275","[c]","39710","37050"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","50","[c]","41410","34950"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","25","[c]","47870","50660"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","25","[c]","38090","38650"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","360","[c]","40030","37100"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","80","[c]","36130","32790"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","40","[c]","31760","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","50","[c]","31570","30730"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","20","[c]","39880","33780"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","95","[c]","38080","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","90","[c]","31100","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","335","[c]","36020","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","30","[c]","41550","39910"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","155","[c]","24270","21430"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","165","[c]","30170","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","125","[c]","47080","50430"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","40","[c]","40520","36740"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","20","[c]","55130","45500"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","10","[c]","33710","37730"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","15","[c]","33100","32000"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","25","[c]","36850","35600"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","30","[c]","31450","31400"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","20","[c]","34900","33290"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","125","[c]","35090","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","15","[c]","25270","20100"
"New entrant CS","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","45","[c]","22580","22000"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","50350","49080"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","10","[c]","37510","33490"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","55","[c]","31870","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","65","[c]","37820","35900"
"New entrant CS","2022","Finance","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","20","[c]","44680","39600"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","30","[c]","46180","48770"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","140","[c]","32230","31530"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","160","[c]","32970","32790"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","15","[c]","34800","33230"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","80","[c]","36110","30830"
"New entrant CS","2022","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","170","[c]","30370","25960"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","80","[c]","32700","28350"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","50","[c]","35780","36050"
"New entrant CS","2022","Finance","National Crime Agency","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","15","[c]","32350","28300"
"New entrant CS","2022","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","20","[c]","41090","37180"
"New entrant CS","2022","Finance","UK Health Security Agency","20","[c]","44770","45670"
"New entrant CS","2022","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Rural Payments Agency","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","150","[c]","30620","24100"
"New entrant CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Companies House","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","15","[c]","43290","41670"
"New entrant CS","2022","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","10","[c]","23330","21050"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","20","[c]","23050","22990"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","15","[c]","32340","21000"
"New entrant CS","2022","Human Resources","Defence Science and Technology Laboratory","20","[c]","32630","26030"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","15","[c]","29520","26180"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","25","[c]","28060","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","95","[c]","36880","32560"
"New entrant CS","2022","Human Resources","Department for International Trade","25","[c]","32550","26250"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","26180","23320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","35","[c]","42080","34710"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","100","[c]","30540","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","70","[c]","31410","28970"
"New entrant CS","2022","Human Resources","Driver and Vehicle Licensing Agency","10","[c]","28410","30730"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","15","[c]","23780","20080"
"New entrant CS","2022","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Legal Department","10","[c]","28940","25260"
"New entrant CS","2022","Human Resources","Health and Safety Executive","30","[c]","31110","31660"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","15","[c]","35500","35530"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","65","[c]","30040","26590"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","15","[c]","25390","20750"
"New entrant CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Intellectual Property Office","10","[c]","28630","22920"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Met Office","10","[c]","37660","37420"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","165","[c]","28310","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","85","[c]","32410","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","15","[c]","39290","32260"
"New entrant CS","2022","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","30","[c]","40440","37440"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Public Health England","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Prison Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Health Security Agency","125","[c]","41300","36330"
"New entrant CS","2022","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","15","[c]","36850","31570"
"New entrant CS","2022","Human Resources","Valuation Office Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","25","[c]","45640","43500"
"New entrant CS","2022","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","10","[c]","35090","35000"
"New entrant CS","2022","Internal Audit","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","30","[c]","52410","51810"
"New entrant CS","2022","Legal","Crown Office and Procurator Fiscal Service","85","[c]","37960","41750"
"New entrant CS","2022","Legal","Crown Prosecution Service","610","[c]","31390","25480"
"New entrant CS","2022","Legal","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Government Legal Department","300","[c]","40720","43920"
"New entrant CS","2022","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","15","[c]","39330","38550"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","105","[c]","37020","30750"
"New entrant CS","2022","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","20","[c]","53820","54150"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","10","[c]","55670","67000"
"New entrant CS","2022","Legal","UK Supreme Court","10","[c]","35760","37230"
"New entrant CS","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","40","[c]","25610","24250"
"New entrant CS","2022","No function","Animal and Plant Health Agency","455","[c]","26340","24920"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","815","[c]","31060","28000"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","55","[c]","24720","24440"
"New entrant CS","2022","No function","Companies House","80","[c]","22530","20100"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","40","[c]","24700","20970"
"New entrant CS","2022","No function","Crown Commercial Service","35","[c]","26440","20650"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","310","[c]","23080","21050"
"New entrant CS","2022","No function","Defence Equipment and Support","40","[c]","23110","17140"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","400","[c]","30250","27010"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","585","[c]","37710","33570"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","320","[c]","35330","34020"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","310","[c]","32710","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","1215","[c]","37420","33270"
"New entrant CS","2022","No function","Department for International Trade","235","[c]","36500","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","460","[c]","34900","33210"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","425","[c]","42380","38650"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","7135","[c]","25340","27570"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","270","[c]","39610","32790"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","570","[c]","20660","21840"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","530","[c]","25540","26130"
"New entrant CS","2022","No function","Education and Skills Funding Agency","95","[c]","32000","29360"
"New entrant CS","2022","No function","Food Standards Agency","145","[c]","31840","30350"
"New entrant CS","2022","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","225","[c]","33140","26370"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","1780","[c]","23260","20970"
"New entrant CS","2022","No function","HM Land Registry","345","[c]","24650","22600"
"New entrant CS","2022","No function","HM Prison and Probation Service","15140","[c]","26950","24800"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","4110","[c]","25660","21250"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","240","[c]","32060","28500"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","45","[c]","43530","49960"
"New entrant CS","2022","No function","Intellectual Property Office","145","[c]","25320","21810"
"New entrant CS","2022","No function","Legal Aid Agency","85","[c]","22610","20970"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","160","[c]","30810","26840"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","25","[c]","40520","32640"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","270","[c]","32690","29190"
"New entrant CS","2022","No function","National Crime Agency","420","[c]","36100","34140"
"New entrant CS","2022","No function","National Infrastructure Commission","15","[c]","43950","41000"
"New entrant CS","2022","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","20","[c]","37580","35160"
"New entrant CS","2022","No function","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","200","[c]","51390","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","295","[c]","32380","25750"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","45","[c]","37180","38000"
"New entrant CS","2022","No function","Office of Rail and Road","25","[c]","45880","47340"
"New entrant CS","2022","No function","Office of the Public Guardian","215","[c]","22180","20970"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","75","[c]","32770","32780"
"New entrant CS","2022","No function","Public Health England","245","[c]","39950","36330"
"New entrant CS","2022","No function","Registers of Scotland","50","[c]","25010","22780"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","265","[c]","22180","22000"
"New entrant CS","2022","No function","Scottish Prison Service","350","[c]","22550","21640"
"New entrant CS","2022","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Standards and Testing Agency","15","[c]","32010","31120"
"New entrant CS","2022","No function","Teaching Regulation Agency","25","[c]","24430","25000"
"New entrant CS","2022","No function","The Insolvency Service","40","[c]","23170","21130"
"New entrant CS","2022","No function","The National Archives","55","[c]","28610","24640"
"New entrant CS","2022","No function","UK Health Security Agency","1850","[c]","36600","32330"
"New entrant CS","2022","No function","UK Hydrographic Office","85","[c]","26370","20420"
"New entrant CS","2022","No function","UK Statistics Authority","420","[c]","23920","19860"
"New entrant CS","2022","No function","Vehicle Certification Agency","15","[c]","24850","21840"
"New entrant CS","2022","No function","Water Services Regulation Authority","15","[c]","48090","36690"
"New entrant CS","2022","No function","Welsh Revenue Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Animal and Plant Health Agency","30","[c]","22100","21300"
"New entrant CS","2022","Project Delivery","Cabinet Office (excl. agencies)","40","[c]","55100","38770"
"New entrant CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","10","[c]","24630","25010"
"New entrant CS","2022","Project Delivery","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Companies House","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","35","[c]","41500","33120"
"New entrant CS","2022","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Defence Equipment and Support","780","[c]","31430","29000"
"New entrant CS","2022","Project Delivery","Defence Science and Technology Laboratory","105","[c]","30130","27010"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education (excl. agencies)","15","[c]","39810","36500"
"New entrant CS","2022","Project Delivery","Department for International Trade","15","[c]","39300","38160"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","25","[c]","38910","36340"
