"Status","Year","Organisation","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice (excl. agencies)","Greater Manchester","Manchester","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","80","70","34350","31740"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Haringey and Islington","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Haringey and Islington","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lewisham and Southwark","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Tower Hamlets","Heterosexual / straight","810","790","47410","42010"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Tower Hamlets","LGBO","60","60","46200","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Tower Hamlets","Undeclared","100","95","47610","42010"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - East","Tower Hamlets","Unknown","210","205","42050","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Camden and City of London","Heterosexual / straight","70","70","41020","34730"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Camden and City of London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Camden and City of London","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Camden and City of London","Unknown","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Westminster","Heterosexual / straight","1480","1445","47000","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Westminster","LGBO","170","170","47270","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Westminster","Undeclared","160","155","49320","44040"
"In post","2022","Ministry of Justice (excl. agencies)","Inner London - West","Westminster","Unknown","505","495","44650","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Kent Thames Gateway","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Medway","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Medway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Mid Kent","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Kent","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Blackpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Lancaster and Wyre","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","50","45","30290","25730"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","East Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","Heterosexual / straight","35","35","39000","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Yorkshire","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Yorkshire","York","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North Yorkshire","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","45","45","40240","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","Heterosexual / straight","45","45","50170","47590"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","125","125","29700","25770"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Unknown","30","30","25290","20970"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","Heterosexual / straight","75","70","51480","50430"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Surrey","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","Heterosexual / straight","40","40","36430","32260"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Tees Valley and Durham","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Central Scotland","Glasgow City","Heterosexual / straight","40","35","39070","36200"
"In post","2022","Ministry of Justice (excl. agencies)","West Central Scotland","Glasgow City","LGBO","5","5","[c]","[c]"
