"Status","Year","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Analysis","40","40","42760","38020"
"In post","2022","Declared disabled","Asian","Commercial","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","35","35","33990","33370"
"In post","2022","Declared disabled","Asian","Counter Fraud","130","120","30530","27570"
"In post","2022","Declared disabled","Asian","Debt","65","55","24100","22030"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","95","90","38880","35010"
"In post","2022","Declared disabled","Asian","Finance","75","75","39140","36500"
"In post","2022","Declared disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","90","90","37950","34550"
"In post","2022","Declared disabled","Asian","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","110","100","41200","34480"
"In post","2022","Declared disabled","Asian","No function","1830","1670","30210","27570"
"In post","2022","Declared disabled","Asian","Project Delivery","110","105","40920","37930"
"In post","2022","Declared disabled","Asian","Property","40","40","40730","31650"
"In post","2022","Declared disabled","Asian","Security","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","450","415","33310","29080"
"In post","2022","Declared disabled","Black","Analysis","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","95","85","30030","29620"
"In post","2022","Declared disabled","Black","Debt","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data & Technology","60","55","39620","38260"
"In post","2022","Declared disabled","Black","Finance","35","35","38020","36320"
"In post","2022","Declared disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","45","45","42920","40310"
"In post","2022","Declared disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","70","65","42420","39380"
"In post","2022","Declared disabled","Black","No function","1345","1270","31580","30430"
"In post","2022","Declared disabled","Black","Project Delivery","70","65","35900","33370"
"In post","2022","Declared disabled","Black","Property","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","235","220","33060","29130"
"In post","2022","Declared disabled","Mixed","Analysis","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","35","35","29880","27570"
"In post","2022","Declared disabled","Mixed","Debt","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data & Technology","45","45","42170","40000"
"In post","2022","Declared disabled","Mixed","Finance","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","60","55","42770","35700"
"In post","2022","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","35","30","54000","58970"
"In post","2022","Declared disabled","Mixed","No function","870","815","31200","28200"
"In post","2022","Declared disabled","Mixed","Project Delivery","55","55","40370","37900"
"In post","2022","Declared disabled","Mixed","Property","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","150","140","35200","30090"
"In post","2022","Declared disabled","Other ethnicity","Analysis","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Debt","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data & Technology","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","255","240","33180","31060"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","30","30","35290","30540"
"In post","2022","Declared disabled","Undeclared","Analysis","20","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","95","85","30450","27570"
"In post","2022","Declared disabled","Undeclared","Debt","30","25","23600","21260"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","85","85","38700","34450"
