"Status","Year","Disability","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East Midlands (England)","Derby","Outside London","175","155","25660","22510"
"In post","2022","Declared disabled","East Midlands (England)","East Derbyshire","Outside London","90","80","27060","27570"
"In post","2022","Declared disabled","East Midlands (England)","Leicester","Outside London","345","310","26550","25120"
"In post","2022","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","Outside London","215","195","28810","27380"
"In post","2022","Declared disabled","East Midlands (England)","Lincolnshire CC","Outside London","415","385","28500","27570"
"In post","2022","Declared disabled","East Midlands (England)","North Northamptonshire","Outside London","100","85","26130","27570"
"In post","2022","Declared disabled","East Midlands (England)","North Nottinghamshire","Outside London","155","145","29080","27570"
"In post","2022","Declared disabled","East Midlands (England)","Nottingham","Outside London","1045","970","31060","27570"
"In post","2022","Declared disabled","East Midlands (England)","South and West Derbyshire","Outside London","140","125","31530","27570"
"In post","2022","Declared disabled","East Midlands (England)","South Nottinghamshire","Outside London","125","120","31730","29180"
"In post","2022","Declared disabled","East Midlands (England)","West Northamptonshire","Outside London","145","130","27130","26310"
"In post","2022","Declared disabled","East of England","Bedford","Outside London","105","95","30790","28140"
"In post","2022","Declared disabled","East of England","Breckland and South Norfolk","Outside London","50","50","28380","27570"
"In post","2022","Declared disabled","East of England","Cambridgeshire CC","Outside London","375","355","32500","30890"
"In post","2022","Declared disabled","East of England","Central Bedfordshire","Outside London","40","40","33780","26840"
"In post","2022","Declared disabled","East of England","Essex Haven Gateway","Outside London","115","100","29690","29290"
"In post","2022","Declared disabled","East of England","Essex Thames Gateway","Outside London","170","150","27930","28710"
"In post","2022","Declared disabled","East of England","Heart of Essex","Outside London","140","130","32070","29290"
"In post","2022","Declared disabled","East of England","Hertfordshire CC","Outside London","320","300","33520","30020"
"In post","2022","Declared disabled","East of England","Luton","Outside London","80","75","27640","27570"
"In post","2022","Declared disabled","East of England","North and West Norfolk","Outside London","110","105","28730","27570"
"In post","2022","Declared disabled","East of England","Norwich and East Norfolk","Outside London","275","245","28240","27570"
"In post","2022","Declared disabled","East of England","Peterborough","Outside London","220","200","28990","26740"
"In post","2022","Declared disabled","East of England","Southend-on-Sea","Outside London","160","145","32040","29290"
"In post","2022","Declared disabled","East of England","Suffolk CC","Outside London","440","400","28950","27570"
"In post","2022","Declared disabled","East of England","Thurrock","Outside London","40","35","28480","29290"
"In post","2022","Declared disabled","East of England","West Essex","Outside London","65","60","30410","29290"
"In post","2022","Declared disabled","London","Barking & Dagenham and Havering","London","120","105","31390","31060"
"In post","2022","Declared disabled","London","Barnet","London","130","125","35060","31880"
"In post","2022","Declared disabled","London","Bexley and Greenwich","London","190","180","31460","31060"
"In post","2022","Declared disabled","London","Brent","London","60","55","30660","31060"
"In post","2022","Declared disabled","London","Bromley","London","95","90","33580","31060"
"In post","2022","Declared disabled","London","Camden and City of London","London","210","200","34910","28670"
"In post","2022","Declared disabled","London","Croydon","London","1030","965","38300","35050"
"In post","2022","Declared disabled","London","Ealing","London","90","85","33770","31060"
"In post","2022","Declared disabled","London","Enfield","London","55","50","33220","31060"
"In post","2022","Declared disabled","London","Hackney and Newham","London","710","665","37870","31880"
"In post","2022","Declared disabled","London","Haringey and Islington","London","210","200","32930","31060"
"In post","2022","Declared disabled","London","Harrow and Hillingdon","London","330","295","31510","30380"
"In post","2022","Declared disabled","London","Hounslow and Richmond upon Thames","London","265","250","32230","31060"
"In post","2022","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","London","80","75","32160","31060"
"In post","2022","Declared disabled","London","Lambeth","London","255","245","37480","32330"
"In post","2022","Declared disabled","London","Lewisham and Southwark","London","185","180","32820","31060"
"In post","2022","Declared disabled","London","Merton, Kingston upon Thames and Sutton","London","80","75","31660","31060"
"In post","2022","Declared disabled","London","Redbridge and Waltham Forest","London","170","155","29360","30330"
"In post","2022","Declared disabled","London","Tower Hamlets","London","500","475","45290","40600"
"In post","2022","Declared disabled","London","Wandsworth","London","110","100","32570","31060"
"In post","2022","Declared disabled","London","Westminster","London","5055","4900","46360","41750"
"In post","2022","Declared disabled","North East (England)","Darlington","Outside London","150","140","35080","30320"
"In post","2022","Declared disabled","North East (England)","Durham","Outside London","610","540","27300","25830"
"In post","2022","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","250","220","27640","27570"
"In post","2022","Declared disabled","North East (England)","Northumberland","Outside London","65","60","28520","27570"
"In post","2022","Declared disabled","North East (England)","South Teesside","Outside London","220","195","26710","27570"
"In post","2022","Declared disabled","North East (England)","Sunderland","Outside London","540","455","26010","24800"
"In post","2022","Declared disabled","North East (England)","Tyneside","Outside London","1995","1785","28860","26820"
"In post","2022","Declared disabled","North West (England)","Blackburn with Darwen","Outside London","65","60","27560","27570"
"In post","2022","Declared disabled","North West (England)","Blackpool","Outside London","845","755","28190","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire East","Outside London","135","120","31260","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire West and Chester","Outside London","90","80","27070","27570"
"In post","2022","Declared disabled","North West (England)","Chorley and West Lancashire","Outside London","135","125","29890","27570"
"In post","2022","Declared disabled","North West (England)","East Cumbria","Outside London","110","105","29460","26450"
"In post","2022","Declared disabled","North West (England)","East Lancashire","Outside London","100","95","26870","27570"
