"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Devon CC","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dorset","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Durham","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Ayrshire and North Ayrshire mainland","EO","10","10","[c]","[c]"
"In post","2022","16-19","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Kent","AA/AO","15","15","22000","21680"
"In post","2022","16-19","East Kent","EO","5","5","[c]","[c]"
"In post","2022","16-19","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Flintshire and Wrexham","AA/AO","15","15","18060","17450"
"In post","2022","16-19","Glasgow City","AA/AO","30","30","21260","21050"
"In post","2022","16-19","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester South East","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester South West","AA/AO","15","15","21190","21250"
"In post","2022","16-19","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","16-19","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hackney and Newham","EO","5","5","[c]","[c]"
"In post","2022","16-19","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heart of Essex","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Hertfordshire CC","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent Thames Gateway","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leeds","AA/AO","35","35","21430","21250"
"In post","2022","16-19","Leeds","EO","10","10","[c]","[c]"
"In post","2022","16-19","Leicester","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire CC and Rutland","AA/AO","10","10","20830","20890"
"In post","2022","16-19","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Liverpool","AA/AO","40","40","21310","21250"
"In post","2022","16-19","Liverpool","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Manchester","AA/AO","20","15","21200","21260"
"In post","2022","16-19","Manchester","EO","10","10","25570","25000"
"In post","2022","16-19","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Medway","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Mid Lancashire","AA/AO","15","15","20840","21260"
"In post","2022","16-19","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","Unknown","25","25","19030","19110"
"In post","2022","16-19","Monmouthshire and Newport","AA/AO","10","10","20230","19860"
"In post","2022","16-19","Monmouthshire and Newport","EO","5","5","[c]","[c]"
"In post","2022","16-19","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Lanarkshire","AA/AO","10","10","21290","21250"
"In post","2022","16-19","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Norwich and East Norfolk","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Nottingham","AA/AO","20","20","21490","21250"
"In post","2022","16-19","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Oxfordshire CC","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Perth and Kinross, and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Peterborough","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Plymouth","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Plymouth","Unknown","10","10","18010","18030"
"In post","2022","16-19","Portsmouth","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sheffield","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Solihull","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Hampshire","AA/AO","10","10","20330","19860"
"In post","2022","16-19","South Hampshire","EO","5","5","[c]","[c]"
"In post","2022","16-19","South Lanarkshire","AA/AO","10","10","21300","21250"
"In post","2022","16-19","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Staffordshire CC","AA/AO","10","10","21260","21840"
"In post","2022","16-19","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Suffolk CC","AA/AO","10","10","21860","21260"
"In post","2022","16-19","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sunderland","AA/AO","10","10","21250","21250"
"In post","2022","16-19","Swansea","AA/AO","80","65","19300","18310"
"In post","2022","16-19","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tyneside","AA/AO","40","40","21070","21250"
"In post","2022","16-19","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","16-19","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Surrey","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Westminster","AA/AO","25","25","23340","23770"
"In post","2022","16-19","Westminster","EO","55","55","25920","25170"
"In post","2022","16-19","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wiltshire","AA/AO","25","25","20170","21170"
"In post","2022","16-19","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","York","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","AA/AO","100","95","24630","23230"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","EO","85","85","28680","27570"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","60","60","35370","31540"
"In post","2022","20-29","Angus and Dundee City","AA/AO","205","200","21640","21260"
"In post","2022","20-29","Angus and Dundee City","EO","65","65","27700","27230"
"In post","2022","20-29","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Angus and Dundee City","SEO/HEO","25","25","34390","31540"
"In post","2022","20-29","Antrim and Newtownabbey","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barking & Dagenham and Havering","AA/AO","10","10","25050","25110"
"In post","2022","20-29","Barking & Dagenham and Havering","EO","80","80","30930","31060"
"In post","2022","20-29","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barking & Dagenham and Havering","Unknown","20","20","27990","27060"
"In post","2022","20-29","Barnet","AA/AO","70","60","24090","23780"
"In post","2022","20-29","Barnet","EO","145","130","28280","26880"
"In post","2022","20-29","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Barnet","SEO/HEO","135","135","35550","32650"
"In post","2022","20-29","Barnet","Unknown","15","15","29490","27060"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","AA/AO","280","275","23490","23140"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","EO","70","70","28040","27570"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","10","10","31050","30100"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","Unknown","55","55","26460","24800"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","170","165","22040","21170"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","990","980","24480","25410"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","15","15","51110","53500"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","1170","1160","31820","31600"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","390","385","28530","27540"
"In post","2022","20-29","Bedford","AA/AO","100","100","27440","28140"
"In post","2022","20-29","Bedford","EO","40","40","26380","27470"
"In post","2022","20-29","Bedford","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Bedford","Unknown","15","15","24900","24800"
"In post","2022","20-29","Belfast","AA/AO","245","235","21270","21250"
"In post","2022","20-29","Belfast","EO","160","155","26250","26590"
"In post","2022","20-29","Belfast","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Belfast","SEO/HEO","90","90","33750","33080"
"In post","2022","20-29","Berkshire","AA/AO","210","210","26510","26610"
"In post","2022","20-29","Berkshire","EO","95","90","29900","29290"
"In post","2022","20-29","Berkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Berkshire","SEO/HEO","55","55","33860","32000"
"In post","2022","20-29","Berkshire","Unknown","70","70","25000","24270"
"In post","2022","20-29","Bexley and Greenwich","AA/AO","225","220","28850","30280"
"In post","2022","20-29","Bexley and Greenwich","EO","75","75","31130","31060"
"In post","2022","20-29","Bexley and Greenwich","SEO/HEO","10","10","35380","32940"
"In post","2022","20-29","Bexley and Greenwich","Unknown","25","25","26800","27060"
"In post","2022","20-29","Birmingham","AA/AO","955","920","21430","21250"
"In post","2022","20-29","Birmingham","EO","780","775","26740","26590"
"In post","2022","20-29","Birmingham","G6/G7","65","65","53650","54160"
"In post","2022","20-29","Birmingham","SEO/HEO","505","505","33410","33080"
"In post","2022","20-29","Birmingham","Unknown","100","95","24580","23170"
"In post","2022","20-29","Blackburn with Darwen","AA/AO","15","15","20950","21260"
"In post","2022","20-29","Blackburn with Darwen","EO","15","15","27460","27570"
"In post","2022","20-29","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Blackburn with Darwen","Unknown","15","15","24710","23170"
"In post","2022","20-29","Blackpool","AA/AO","360","355","21260","21260"
"In post","2022","20-29","Blackpool","EO","240","240","27560","27570"
"In post","2022","20-29","Blackpool","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Blackpool","SEO/HEO","65","65","33930","31990"
"In post","2022","20-29","Blackpool","Unknown","15","15","24950","23170"
"In post","2022","20-29","Bournemouth, Christchurch and Poole","AA/AO","15","15","20700","20970"
"In post","2022","20-29","Bournemouth, Christchurch and Poole","EO","25","25","27010","27570"
"In post","2022","20-29","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bournemouth, Christchurch and Poole","Unknown","30","25","24760","24090"
"In post","2022","20-29","Bradford","AA/AO","370","345","21230","21250"
"In post","2022","20-29","Bradford","EO","130","130","27200","27570"
"In post","2022","20-29","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bradford","SEO/HEO","20","20","32950","33080"
"In post","2022","20-29","Bradford","Unknown","30","30","24190","23630"
"In post","2022","20-29","Breckland and South Norfolk","AA/AO","70","70","23650","23140"
"In post","2022","20-29","Breckland and South Norfolk","EO","10","10","26970","27570"
"In post","2022","20-29","Breckland and South Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Brent","AA/AO","15","15","24490","25110"
"In post","2022","20-29","Brent","EO","70","70","30580","31060"
"In post","2022","20-29","Brent","SEO/HEO","25","25","34540","34630"
"In post","2022","20-29","Brent","Unknown","15","15","28740","27060"
"In post","2022","20-29","Bridgend and Neath Port Talbot","AA/AO","45","40","21060","20970"
"In post","2022","20-29","Bridgend and Neath Port Talbot","EO","25","25","28770","27570"
"In post","2022","20-29","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bridgend and Neath Port Talbot","Unknown","10","10","25240","23170"
"In post","2022","20-29","Brighton and Hove","AA/AO","25","25","22060","21250"
"In post","2022","20-29","Brighton and Hove","EO","40","40","27380","27570"
"In post","2022","20-29","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Brighton and Hove","Unknown","15","15","26770","24800"
"In post","2022","20-29","Bristol, City of","AA/AO","365","355","21840","21270"
"In post","2022","20-29","Bristol, City of","EO","310","305","26140","26590"
"In post","2022","20-29","Bristol, City of","G6/G7","85","80","51940","49930"
"In post","2022","20-29","Bristol, City of","SEO/HEO","465","460","33120","33080"
"In post","2022","20-29","Bristol, City of","Unknown","85","85","24790","23170"
"In post","2022","20-29","Bromley","AA/AO","10","10","24300","23720"
"In post","2022","20-29","Bromley","EO","25","25","30820","31060"
"In post","2022","20-29","Bromley","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Bromley","Unknown","15","15","28580","27060"
"In post","2022","20-29","Buckinghamshire","AA/AO","115","115","25300","23170"
"In post","2022","20-29","Buckinghamshire","EO","85","80","28000","27570"
"In post","2022","20-29","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Buckinghamshire","SEO/HEO","50","45","34510","35000"
"In post","2022","20-29","Buckinghamshire","Unknown","20","20","25540","23880"
"In post","2022","20-29","Caithness and Sutherland, and Ross and Cromarty","AA/AO","15","15","25680","24400"
"In post","2022","20-29","Caithness and Sutherland, and Ross and Cromarty","EO","5","5","[c]","[c]"
"In post","2022","20-29","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Calderdale and Kirklees","AA/AO","20","20","21260","21260"
"In post","2022","20-29","Calderdale and Kirklees","EO","85","80","27480","27570"
"In post","2022","20-29","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Calderdale and Kirklees","Unknown","30","30","23860","23170"
"In post","2022","20-29","Cambridgeshire CC","AA/AO","230","225","25190","26140"
"In post","2022","20-29","Cambridgeshire CC","EO","115","115","26530","26350"
"In post","2022","20-29","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cambridgeshire CC","SEO/HEO","95","95","33950","33000"
"In post","2022","20-29","Cambridgeshire CC","Unknown","30","30","25530","24090"
"In post","2022","20-29","Camden and City of London","AA/AO","130","130","23870","23720"
"In post","2022","20-29","Camden and City of London","EO","80","80","28950","28310"
"In post","2022","20-29","Camden and City of London","G6/G7","25","25","56800","56510"
"In post","2022","20-29","Camden and City of London","SEO/HEO","100","100","37810","35710"
"In post","2022","20-29","Camden and City of London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","AA/AO","760","745","21840","21250"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","EO","625","620","26630","26820"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","G6/G7","50","50","53410","54220"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","SEO/HEO","430","425","34070","33190"
"In post","2022","20-29","Cardiff and Vale of Glamorgan","Unknown","65","65","23680","23170"
"In post","2022","20-29","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Causeway Coast and Glens","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Central Bedfordshire","AA/AO","10","10","20430","20970"
"In post","2022","20-29","Central Bedfordshire","EO","25","25","28260","27660"
"In post","2022","20-29","Central Bedfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Central Hampshire","AA/AO","155","150","24240","21170"
"In post","2022","20-29","Central Hampshire","EO","125","125","26230","26350"
"In post","2022","20-29","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Central Hampshire","SEO/HEO","425","420","32400","29230"
"In post","2022","20-29","Central Hampshire","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Central Valleys","AA/AO","100","95","22130","21260"
"In post","2022","20-29","Central Valleys","EO","170","170","27600","27570"
"In post","2022","20-29","Central Valleys","SEO/HEO","35","35","34210","33190"
"In post","2022","20-29","Central Valleys","Unknown","25","25","25330","23170"
"In post","2022","20-29","Cheshire East","AA/AO","135","130","22380","21300"
"In post","2022","20-29","Cheshire East","EO","40","40","26400","26350"
"In post","2022","20-29","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire East","SEO/HEO","20","20","31660","33000"
"In post","2022","20-29","Cheshire East","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Cheshire West and Chester","AA/AO","30","30","21170","21260"
"In post","2022","20-29","Cheshire West and Chester","EO","20","20","27240","27570"
"In post","2022","20-29","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire West and Chester","Unknown","15","15","24850","24800"
"In post","2022","20-29","Chorley and West Lancashire","AA/AO","190","185","23930","24260"
"In post","2022","20-29","Chorley and West Lancashire","EO","25","25","29430","27570"
"In post","2022","20-29","Chorley and West Lancashire","SEO/HEO","15","15","31600","30450"
"In post","2022","20-29","Chorley and West Lancashire","Unknown","10","10","26380","23170"
"In post","2022","20-29","City of Edinburgh","AA/AO","885","870","22680","22000"
"In post","2022","20-29","City of Edinburgh","EO","680","675","27970","27230"
"In post","2022","20-29","City of Edinburgh","G6/G7","95","95","53270","52580"
"In post","2022","20-29","City of Edinburgh","SEO/HEO","785","775","35250","33080"
"In post","2022","20-29","Clackmannanshire and Fife","AA/AO","75","70","23190","22480"
"In post","2022","20-29","Clackmannanshire and Fife","EO","55","55","30050","29550"
"In post","2022","20-29","Clackmannanshire and Fife","SEO/HEO","15","15","36970","33300"
"In post","2022","20-29","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Conwy and Denbighshire","AA/AO","20","20","23580","24630"
"In post","2022","20-29","Conwy and Denbighshire","EO","20","20","27290","27570"
"In post","2022","20-29","Conwy and Denbighshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Conwy and Denbighshire","Unknown","15","15","22720","23170"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA/AO","85","85","21380","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","40","40","27160","27570"
