"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","West Yorkshire","Leeds","Unknown","345","320","30090","28200"
"In post","2022","No function","West Yorkshire","Wakefield","AA","130","125","21100","20890"
"In post","2022","No function","West Yorkshire","Wakefield","AO","570","520","26800","26610"
"In post","2022","No function","West Yorkshire","Wakefield","EO","445","410","29950","27570"
"In post","2022","No function","West Yorkshire","Wakefield","G6","10","10","81500","84320"
"In post","2022","No function","West Yorkshire","Wakefield","G7","20","20","62990","64490"
"In post","2022","No function","West Yorkshire","Wakefield","HEO","165","155","36700","36710"
"In post","2022","No function","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","West Yorkshire","Wakefield","SEO","75","70","46170","45480"
"In post","2022","No function","West Yorkshire","Wakefield","Unknown","185","165","30030","28200"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Bedford","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","30","30","31790","32500"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","15","15","41600","41030"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","G6","10","10","67840","68500"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","G7","15","15","58120","58550"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","HEO","30","30","37130","37000"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO","35","35","44560","44500"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","15","15","30000","28920"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","10","5","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","15","15","57720","54540"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","20","15","36150","35980"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","30","30","40800","40480"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","15","15","28190","28350"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G7","10","10","56200","56540"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","HEO","30","30","34980","35300"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","20","20","42760","42580"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","15","15","26970","26590"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","15","15","32060","31390"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","15","15","42680","42850"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","15","10","23680","22750"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","15","15","52740","53170"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","60","55","30930","31830"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","45","40","39750","40430"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","Warrington","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","10","10","33350","33000"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","East Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","East Cumbria","EO","65","60","21210","20690"
"In post","2022","Project Delivery","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","East Cumbria","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","East Cumbria","HEO","20","20","28610","29180"
"In post","2022","Project Delivery","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","East Cumbria","SEO","15","15","36110","35900"
"In post","2022","Project Delivery","Cumbria","West Cumbria","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","West Cumbria","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","West Cumbria","SEO","10","10","39860","36520"
"In post","2022","Project Delivery","Cumbria","West Cumbria","Unknown","145","140","43160","41180"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Derby","Unknown","15","15","44620","44710"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","AO","10","10","22470","22600"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","EO","40","35","26660","26820"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","G6","25","20","66980","67910"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","G7","55","55","53220","55210"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","HEO","65","65","33200","33370"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","SEO","80","75","40060","40520"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","10","5","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","10","10","40130","39390"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Devon","Devon CC","EO","50","50","25460","24920"
"In post","2022","Project Delivery","Devon","Devon CC","G6","35","35","60930","60490"
"In post","2022","Project Delivery","Devon","Devon CC","G7","90","85","47530","47960"
"In post","2022","Project Delivery","Devon","Devon CC","HEO","65","65","33310","32730"
"In post","2022","Project Delivery","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","Devon CC","SEO","105","95","40570","39650"
"In post","2022","Project Delivery","Devon","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","Plymouth","EO","35","35","22040","21760"
"In post","2022","Project Delivery","Devon","Plymouth","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","Plymouth","G7","20","20","55650","54540"
"In post","2022","Project Delivery","Devon","Plymouth","HEO","35","35","32500","33000"
"In post","2022","Project Delivery","Devon","Plymouth","SEO","50","50","40410","40000"
"In post","2022","Project Delivery","Devon","Plymouth","Unknown","135","130","34610","32710"
"In post","2022","Project Delivery","Devon","Torbay","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","Torbay","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Dorset","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Dorset","EO","30","30","20550","19890"
"In post","2022","Project Delivery","Dorset and Somerset","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Dorset","HEO","10","10","28330","29270"
"In post","2022","Project Delivery","Dorset and Somerset","Dorset","SEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Somerset CC","EO","50","45","23870","24760"
"In post","2022","Project Delivery","Dorset and Somerset","Somerset CC","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","Somerset CC","G7","25","20","52540","53720"
"In post","2022","Project Delivery","Dorset and Somerset","Somerset CC","HEO","125","120","31770","33000"
"In post","2022","Project Delivery","Dorset and Somerset","Somerset CC","SEO","135","130","41450","41580"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","EO","10","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","G7","25","25","54350","54540"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","HEO","50","50","32950","33300"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Cambridgeshire CC","SEO","60","60","40820","40580"
"In post","2022","Project Delivery","East Anglia","North and West Norfolk","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","North and West Norfolk","HEO","50","50","31610","31790"
"In post","2022","Project Delivery","East Anglia","North and West Norfolk","SEO","25","25","40390","40900"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Peterborough","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","EO","15","15","24800","25010"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","G7","15","15","50220","49040"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","HEO","35","30","31760","33300"
"In post","2022","Project Delivery","East Anglia","Suffolk CC","SEO","25","25","38870","39560"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","AO","10","10","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","EO","30","25","27900","27570"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","G6","35","35","73510","75480"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","G7","35","35","53960","55210"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","HEO","65","60","33710","33370"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","SCS level","10","10","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","SEO","55","50","40770","40520"
"In post","2022","Project Delivery","East Wales","Flintshire and Wrexham","EO","10","10","27300","27430"
"In post","2022","Project Delivery","East Wales","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","EO","15","15","24470","24030"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","G6","25","25","65680","64080"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","G7","60","55","52850","50210"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","HEO","35","30","30870","30210"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Monmouthshire and Newport","SEO","40","40","37900","36840"
"In post","2022","Project Delivery","East Wales","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Powys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Wales","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Angus and Dundee City","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Angus and Dundee City","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","EO","25","20","27820","26820"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","G6","15","15","68660","67910"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","G7","40","40","54300","54170"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","HEO","55","55","33950","33370"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","City of Edinburgh","SEO","40","35","42730","41390"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","EO","25","25","23270","23110"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","HEO","30","30","33180","33000"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","SEO","25","25","41760","41730"
"In post","2022","Project Delivery","Eastern Scotland","Clackmannanshire and Fife","Unknown","20","20","47420","49710"
"In post","2022","Project Delivery","Eastern Scotland","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Falkirk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Falkirk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","West Lothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","West Lothian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Essex Haven Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","EO","15","10","27760","26820"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","G6","10","10","66380","67910"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","G7","30","30","54990","55210"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","HEO","25","20","33790","33370"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","Southend-on-Sea","SEO","50","45","41120","40520"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","1135","1080","23300","23500"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","355","350","68050","67150"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","1105","1075","52410","53500"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","2025","1945","30500","31000"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","85","80","101320","93640"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","2435","2350","40520","40580"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","1190","1160","41450","39860"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","25","25","26970","26820"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","10","10","66210","66870"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","30","30","53260","54940"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","60","60","32950","33370"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","30","30","40340","40330"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6","10","10","62420","60740"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","30","30","50560","49100"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","HEO","10","10","31300","30360"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO","20","20","37630","36740"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AO","30","25","20550","21170"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","130","125","25520","26350"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6","75","75","68040","67770"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","365","355","52420","53500"
