"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department for Work and Pensions","60","[c]","30370","29290"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","35","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","40","[c]","24420","19610"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office","5","[c]","[c]","[c]"
