"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Outer London - East and North East","G6/G7","65","65","64290","63500"
"In post","2022","London","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SEO/HEO","415","400","40100","39000"
"In post","2022","London","Outer London - East and North East","Unknown","380","360","33530","33700"
"In post","2022","London","Outer London - South","AA/AO","1860","1685","24860","25630"
"In post","2022","London","Outer London - South","EO","3385","3200","30240","30330"
"In post","2022","London","Outer London - South","G6/G7","1915","1855","64200","62120"
"In post","2022","London","Outer London - South","SCS level","100","100","88810","82340"
"In post","2022","London","Outer London - South","SEO/HEO","4230","4090","39800","37930"
"In post","2022","London","Outer London - South","Unknown","330","310","33460","32090"
"In post","2022","London","Outer London - West and North West","AA/AO","1885","1710","25990","25110"
"In post","2022","London","Outer London - West and North West","EO","3940","3645","29870","30270"
"In post","2022","London","Outer London - West and North West","G6/G7","610","590","59940","57680"
"In post","2022","London","Outer London - West and North West","SCS level","65","55","111960","102850"
"In post","2022","London","Outer London - West and North West","SEO/HEO","2205","2125","38120","36780"
"In post","2022","London","Outer London - West and North West","Unknown","420","400","33120","32090"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","8685","7360","21360","21260"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","EO","5970","5460","26960","27250"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","2165","2105","56500","55210"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","100","100","87050","77900"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","5750","5500","35480","33370"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","580","545","29430","28200"
"In post","2022","North East (England)","Tees Valley and Durham","AA/AO","4525","4020","23370","21680"
"In post","2022","North East (England)","Tees Valley and Durham","EO","2460","2230","27510","27570"
"In post","2022","North East (England)","Tees Valley and Durham","G6/G7","550","535","55980","52070"
"In post","2022","North East (England)","Tees Valley and Durham","SCS level","30","30","86640","80500"
"In post","2022","North East (England)","Tees Valley and Durham","SEO/HEO","1690","1605","36030","35570"
"In post","2022","North East (England)","Tees Valley and Durham","Unknown","600","570","29830","28200"
"In post","2022","North West (England)","Cheshire","AA/AO","1350","1230","23190","21300"
"In post","2022","North West (England)","Cheshire","EO","1370","1300","29770","28840"
"In post","2022","North West (England)","Cheshire","G6/G7","295","290","57530","55740"
"In post","2022","North West (England)","Cheshire","SCS level","15","15","85160","80540"
"In post","2022","North West (England)","Cheshire","SEO/HEO","1065","1025","38880","38160"
"In post","2022","North West (England)","Cheshire","Unknown","290","265","29030","27370"
"In post","2022","North West (England)","Cumbria","AA/AO","950","850","22280","21300"
"In post","2022","North West (England)","Cumbria","EO","600","550","26290","26030"
"In post","2022","North West (England)","Cumbria","G6/G7","105","105","55940","52430"
"In post","2022","North West (England)","Cumbria","SCS level","5","5","[c]","[c]"
"In post","2022","North West (England)","Cumbria","SEO/HEO","345","320","34620","33000"
"In post","2022","North West (England)","Cumbria","Unknown","310","290","36790","33500"
"In post","2022","North West (England)","Greater Manchester","AA/AO","5515","5000","21810","21260"
"In post","2022","North West (England)","Greater Manchester","EO","5995","5650","26910","26820"
"In post","2022","North West (England)","Greater Manchester","G6/G7","2590","2515","57020","55210"
"In post","2022","North West (England)","Greater Manchester","SCS level","140","135","88770","81860"
"In post","2022","North West (England)","Greater Manchester","SEO/HEO","6175","5965","35390","33370"
"In post","2022","North West (England)","Greater Manchester","Unknown","1190","1120","29570","28200"
"In post","2022","North West (England)","Lancashire","AA/AO","6015","5370","22240","21260"
"In post","2022","North West (England)","Lancashire","EO","4435","4035","27630","27570"
"In post","2022","North West (England)","Lancashire","G6/G7","1000","955","57660","55210"
"In post","2022","North West (England)","Lancashire","SCS level","45","45","82710","76480"
"In post","2022","North West (England)","Lancashire","SEO/HEO","2620","2470","36170","35170"
"In post","2022","North West (England)","Lancashire","Unknown","660","615","29640","28200"
"In post","2022","North West (England)","Merseyside","AA/AO","7105","6295","21550","21260"
"In post","2022","North West (England)","Merseyside","EO","6675","6150","26520","26820"
"In post","2022","North West (England)","Merseyside","G6/G7","1590","1540","57150","55210"
"In post","2022","North West (England)","Merseyside","SCS level","85","85","89360","80500"
"In post","2022","North West (England)","Merseyside","SEO/HEO","4945","4750","35410","33370"
"In post","2022","North West (England)","Merseyside","Unknown","815","765","28950","26310"
"In post","2022","Northern Ireland","Northern Ireland","AA/AO","1640","1530","21300","21250"
"In post","2022","Northern Ireland","Northern Ireland","EO","1105","1050","26930","26820"
"In post","2022","Northern Ireland","Northern Ireland","G6/G7","300","290","57720","55210"
"In post","2022","Northern Ireland","Northern Ireland","SCS level","20","15","79550","75700"
"In post","2022","Northern Ireland","Northern Ireland","SEO/HEO","1195","1160","35770","33370"
"In post","2022","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","AA/AO","65","65","22100","21830"
"In post","2022","Overseas","Overseas","EO","285","285","27700","27130"
"In post","2022","Overseas","Overseas","G6/G7","1315","1305","59620","57490"
"In post","2022","Overseas","Overseas","SCS level","290","290","85420","76600"
"In post","2022","Overseas","Overseas","SEO/HEO","1525","1520","39250","36450"
"In post","2022","Overseas","Overseas","Unknown","200","200","40510","32790"
"In post","2022","Scotland","Eastern Scotland","AA/AO","6040","5615","22760","21640"
"In post","2022","Scotland","Eastern Scotland","EO","5495","5140","29320","27570"
"In post","2022","Scotland","Eastern Scotland","G6/G7","2895","2765","62610","62170"
"In post","2022","Scotland","Eastern Scotland","SCS level","250","245","89680","83230"
"In post","2022","Scotland","Eastern Scotland","SEO/HEO","6285","6015","39040","38640"
"In post","2022","Scotland","Eastern Scotland","Unknown","30","30","41380","39880"
"In post","2022","Scotland","Highlands and Islands","AA/AO","815","750","23190","22480"
"In post","2022","Scotland","Highlands and Islands","EO","690","645","29190","27570"
"In post","2022","Scotland","Highlands and Islands","G6/G7","70","65","62420","62170"
"In post","2022","Scotland","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Highlands and Islands","SEO/HEO","420","405","38420","36760"
"In post","2022","Scotland","Highlands and Islands","Unknown","5","5","[c]","[c]"
"In post","2022","Scotland","North Eastern Scotland","AA/AO","530","485","26080","23620"
"In post","2022","Scotland","North Eastern Scotland","EO","635","595","29630","27570"
"In post","2022","Scotland","North Eastern Scotland","G6/G7","135","135","67210","62170"
"In post","2022","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","North Eastern Scotland","SEO/HEO","635","600","46020","39660"
"In post","2022","Scotland","Southern Scotland","AA/AO","2330","2055","22340","21260"
"In post","2022","Scotland","Southern Scotland","EO","1955","1770","27440","27570"
"In post","2022","Scotland","Southern Scotland","G6/G7","530","510","56640","55210"
"In post","2022","Scotland","Southern Scotland","SCS level","30","30","79690","77650"
"In post","2022","Scotland","Southern Scotland","SEO/HEO","1400","1330","36400","33930"
"In post","2022","Scotland","West Central Scotland","AA/AO","7160","6465","22710","21260"
"In post","2022","Scotland","West Central Scotland","EO","5600","5205","28370","27570"
"In post","2022","Scotland","West Central Scotland","G6/G7","1780","1730","60930","60830"
"In post","2022","Scotland","West Central Scotland","SCS level","95","95","85720","83230"
"In post","2022","Scotland","West Central Scotland","SEO/HEO","5145","4940","37630","35980"
"In post","2022","Scotland","West Central Scotland","Unknown","65","65","39810","40220"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","3270","3105","25970","23770"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","2330","2200","29470","28350"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","785","735","60410","57540"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","65","60","98920","97110"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","2430","2330","38500","37830"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","655","615","28950","25790"
"In post","2022","South East (England)","Hampshire and Isle of Wight","AA/AO","4455","3795","22590","21250"
"In post","2022","South East (England)","Hampshire and Isle of Wight","EO","3600","3380","27200","26820"
"In post","2022","South East (England)","Hampshire and Isle of Wight","G6/G7","2045","1960","56760","54540"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SCS level","95","90","92610","90000"
"In post","2022","South East (England)","Hampshire and Isle of Wight","SEO/HEO","4865","4685","36220","35070"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Unknown","500","460","30160","28200"
"In post","2022","South East (England)","Kent","AA/AO","2930","2755","25280","24250"
"In post","2022","South East (England)","Kent","EO","3560","3290","28300","27370"
"In post","2022","South East (England)","Kent","G6/G7","305","290","58730","55980"
"In post","2022","South East (England)","Kent","SCS level","10","10","101410","103000"
"In post","2022","South East (England)","Kent","SEO/HEO","1475","1410","37000","36250"
"In post","2022","South East (England)","Kent","Unknown","480","440","30000","28250"
"In post","2022","South East (England)","Surrey, East and West Sussex","AA/AO","2880","2640","24820","22610"
"In post","2022","South East (England)","Surrey, East and West Sussex","EO","2955","2655","28330","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","G6/G7","615","590","59880","57010"
"In post","2022","South East (England)","Surrey, East and West Sussex","SCS level","35","35","91460","86600"
"In post","2022","South East (England)","Surrey, East and West Sussex","SEO/HEO","1645","1560","37690","36520"
"In post","2022","South East (England)","Surrey, East and West Sussex","Unknown","635","565","30510","28510"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","720","655","21200","21260"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","EO","590","540","27320","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","G6/G7","85","80","58730","55610"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","275","260","35550","33820"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","95","85","29380","26310"
"In post","2022","South West (England)","Devon","AA/AO","3035","2730","22750","21300"
"In post","2022","South West (England)","Devon","EO","2245","2030","27450","27570"
"In post","2022","South West (England)","Devon","G6/G7","1005","955","55020","52460"
"In post","2022","South West (England)","Devon","SCS level","35","30","94210","91960"
"In post","2022","South West (England)","Devon","SEO/HEO","2505","2365","37630","37420"
"In post","2022","South West (England)","Devon","Unknown","490","460","31090","28250"
"In post","2022","South West (England)","Dorset and Somerset","AA/AO","1675","1560","22810","21260"
"In post","2022","South West (England)","Dorset and Somerset","EO","1620","1485","27430","27570"
"In post","2022","South West (England)","Dorset and Somerset","G6/G7","270","260","59770","56390"
"In post","2022","South West (England)","Dorset and Somerset","SCS level","10","10","97420","96250"
"In post","2022","South West (England)","Dorset and Somerset","SEO/HEO","1520","1450","37060","35340"
"In post","2022","South West (England)","Dorset and Somerset","Unknown","365","330","28810","26310"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","3800","3510","22520","21260"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5705","5325","26280","26670"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5290","5105","56160","54540"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","300","290","97940","90530"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","12825","12300","36050","35900"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2250","2150","37600","33710"
"In post","2022","Unknown","Unknown","AA/AO","200","180","22400","21260"
"In post","2022","Unknown","Unknown","EO","440","415","28290","27570"
"In post","2022","Unknown","Unknown","G6/G7","165","160","57420","54700"
"In post","2022","Unknown","Unknown","SCS level","25","20","96490","87600"
"In post","2022","Unknown","Unknown","SEO/HEO","595","585","34510","32790"
"In post","2022","Unknown","Unknown","Unknown","1890","1875","36980","33570"
"In post","2022","Wales","East Wales","AA/AO","5355","4865","22040","21260"
"In post","2022","Wales","East Wales","EO","5135","4815","27080","26820"
"In post","2022","Wales","East Wales","G6/G7","2745","2640","58140","57830"
"In post","2022","Wales","East Wales","SCS level","275","270","86030","78460"
"In post","2022","Wales","East Wales","SEO/HEO","6715","6435","36950","36840"
"In post","2022","Wales","East Wales","Unknown","625","590","29620","28200"
"In post","2022","Wales","West Wales and The Valleys","AA/AO","7240","6300","21410","21840"
"In post","2022","Wales","West Wales and The Valleys","EO","4595","4235","27440","27570"
"In post","2022","Wales","West Wales and The Valleys","G6/G7","940","900","61520","61440"
"In post","2022","Wales","West Wales and The Valleys","SCS level","50","45","87640","79600"
"In post","2022","Wales","West Wales and The Valleys","SEO/HEO","3410","3245","38310","38160"
"In post","2022","Wales","West Wales and The Valleys","Unknown","810","765","29220","28200"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","1735","1610","23390","21300"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","1135","1060","27230","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","190","180","59190","55710"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","15","15","87080","82500"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","720","685","36600","35900"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","395","365","29910","28200"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","AA/AO","3175","2925","23120","21380"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","EO","2525","2345","27850","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","G6/G7","650","625","59880","55210"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SCS level","45","45","96080","92640"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","1995","1910","37410","36460"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","520","465","29690","28200"
"In post","2022","West Midlands (England)","West Midlands","AA/AO","5420","4825","21490","21250"
"In post","2022","West Midlands (England)","West Midlands","EO","6190","5720","27120","27570"
"In post","2022","West Midlands (England)","West Midlands","G6/G7","2025","1960","56310","54700"
"In post","2022","West Midlands (England)","West Midlands","SCS level","155","150","98420","89500"
"In post","2022","West Midlands (England)","West Midlands","SEO/HEO","5095","4900","35590","33710"
"In post","2022","West Midlands (England)","West Midlands","Unknown","1175","1080","29290","28200"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","2135","1940","24090","22200"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","1640","1500","27800","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","140","130","58900","57080"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","5","5","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","635","600","36950","34290"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","395","365","30020","28200"
"In post","2022","Yorkshire and The Humber","North Yorkshire","AA/AO","1305","1225","22780","21260"
"In post","2022","Yorkshire and The Humber","North Yorkshire","EO","1040","985","27130","26670"
"In post","2022","Yorkshire and The Humber","North Yorkshire","G6/G7","600","575","56960","53430"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SCS level","30","30","93150","88750"
"In post","2022","Yorkshire and The Humber","North Yorkshire","SEO/HEO","1430","1380","35440","34830"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","240","220","29520","28200"
"In post","2022","Yorkshire and The Humber","South Yorkshire","AA/AO","2880","2540","22370","21680"
"In post","2022","Yorkshire and The Humber","South Yorkshire","EO","2855","2575","27060","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","G6/G7","1340","1290","55780","52280"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SCS level","85","80","80490","75040"
"In post","2022","Yorkshire and The Humber","South Yorkshire","SEO/HEO","2775","2630","35280","35310"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","540","495","29640","28200"
"In post","2022","Yorkshire and The Humber","West Yorkshire","AA/AO","4965","4455","22510","21260"
"In post","2022","Yorkshire and The Humber","West Yorkshire","EO","5455","5060","27300","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","G6/G7","2430","2335","56700","55210"
"In post","2022","Yorkshire and The Humber","West Yorkshire","SCS level","165","160","86190","78280"
"In post","2022","Yorkshire and The Humber","West Yorkshire","SEO/HEO","5220","4995","35610","33680"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Unknown","915","840","29830","28200"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","460","[c]","20940","21170"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","EO","310","[c]","27090","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","55","[c]","61400","59630"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","175","[c]","38060","37440"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","560","[c]","20700","20970"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","195","[c]","27410","27570"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","25","[c]","62760","55610"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","95","[c]","38970","38070"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","AA/AO","140","[c]","20550","20970"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","EO","80","[c]","27660","27570"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","SEO/HEO","45","[c]","36780","34610"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","230","[c]","21670","21300"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","EO","195","[c]","28650","28550"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","30","[c]","62910","60220"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","95","[c]","37750","37000"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","East of England","East Anglia","AA/AO","710","[c]","21530","21260"
"Leaver CS","2022","East of England","East Anglia","EO","315","[c]","27200","27570"
"Leaver CS","2022","East of England","East Anglia","G6/G7","95","[c]","61350","56950"
"Leaver CS","2022","East of England","East Anglia","SCS level","10","[c]","109460","107900"
"Leaver CS","2022","East of England","East Anglia","SEO/HEO","235","[c]","36400","35900"
"Leaver CS","2022","East of England","East Anglia","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Essex","AA/AO","220","[c]","23030","21680"
"Leaver CS","2022","East of England","Essex","EO","225","[c]","29000","29290"
"Leaver CS","2022","East of England","Essex","G6/G7","25","[c]","59410","53220"
"Leaver CS","2022","East of England","Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Essex","SEO/HEO","95","[c]","40930","39380"
"Leaver CS","2022","East of England","Essex","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","London","Inner London - East","AA/AO","415","[c]","22710","23110"
"Leaver CS","2022","London","Inner London - East","EO","590","[c]","29380","31060"
"Leaver CS","2022","London","Inner London - East","G6/G7","590","[c]","59780","58000"
"Leaver CS","2022","London","Inner London - East","SCS level","155","[c]","100820","95610"
"Leaver CS","2022","London","Inner London - East","SEO/HEO","760","[c]","37460","37370"
"Leaver CS","2022","London","Inner London - East","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","London","Inner London - West","AA/AO","740","[c]","23320","23720"
"Leaver CS","2022","London","Inner London - West","EO","785","[c]","28440","28500"
"Leaver CS","2022","London","Inner London - West","G6/G7","1355","[c]","60070","57540"
"Leaver CS","2022","London","Inner London - West","SCS level","265","[c]","95400","87400"
"Leaver CS","2022","London","Inner London - West","SEO/HEO","1680","[c]","38010","37400"
"Leaver CS","2022","London","Inner London - West","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","AA/AO","170","[c]","23650","24590"
"Leaver CS","2022","London","Outer London - East and North East","EO","180","[c]","30660","31060"
"Leaver CS","2022","London","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","SEO/HEO","30","[c]","38740","38440"
"Leaver CS","2022","London","Outer London - East and North East","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","AA/AO","195","[c]","23880","23720"
"Leaver CS","2022","London","Outer London - South","EO","250","[c]","30200","30600"
"Leaver CS","2022","London","Outer London - South","G6/G7","85","[c]","64290","61960"
"Leaver CS","2022","London","Outer London - South","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","SEO/HEO","195","[c]","39670","37830"
"Leaver CS","2022","London","Outer London - South","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - West and North West","AA/AO","245","[c]","23110","23720"
"Leaver CS","2022","London","Outer London - West and North West","EO","395","[c]","30110","31060"
"Leaver CS","2022","London","Outer London - West and North West","G6/G7","50","[c]","56760","53860"
"Leaver CS","2022","London","Outer London - West and North West","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - West and North West","SEO/HEO","170","[c]","36490","35830"
"Leaver CS","2022","London","Outer London - West and North West","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","1085","[c]","21090","21260"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","EO","360","[c]","26860","27570"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","115","[c]","57390","55720"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","250","[c]","35980","34290"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","AA/AO","450","[c]","21160","21260"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","EO","130","[c]","26940","27570"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","G6/G7","20","[c]","59830","57200"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","SEO/HEO","75","[c]","36440","33840"
