"Status","Year","Organisation","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal Aid Agency","Ministry of Justice","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Surrey, East and West Sussex","SEO","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Tees Valley and Durham","G7","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Tees Valley and Durham","SEO","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Midlands","AO","60","55","21050","20970"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Midlands","EO","30","30","25180","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Midlands","G7","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Midlands","HEO","10","10","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Midlands","SEO","10","10","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Wales and The Valleys","SEO","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","AO","20","15","21000","20970"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","EO","15","15","26080","26570"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","West Yorkshire","SEO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Cornwall and Isles of Scilly","AO","20","15","25450","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Cornwall and Isles of Scilly","HEO","10","10","35390","35730"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","HEO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Devon","SEO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Dorset and Somerset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Wales","AO","15","15","22410","22840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Wales","EO","10","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Wales","SEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","AO","25","25","24800","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","EO","10","10","29370","30620"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","G7","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","HEO","10","10","35670","35730"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","East Yorkshire and Northern Lincolnshire","SEO","15","15","52770","57040"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Essex","HEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Essex","SEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","AO","110","105","24100","21840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","EO","145","140","27940","26780"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","G6","20","20","70830","69200"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","G7","100","95","53740","52000"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","HEO","140","135","32780","31820"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","SEO","160","155","41970","40480"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Highlands and Islands","AO","20","15","26960","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Highlands and Islands","EO","10","10","32100","31780"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Highlands and Islands","HEO","25","25","36360","36180"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Kent","AO","30","30","26660","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Kent","EO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Kent","HEO","10","10","35670","35730"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Merseyside","HEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Merseyside","SEO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","AO","15","15","24780","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","EO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","HEO","10","10","34560","35380"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","North Eastern Scotland","SEO","15","15","48090","46540"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","AO","10","10","25590","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","HEO","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","SEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northumberland, and Tyne and Wear","HEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Outer London - East and North East","EO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","AO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","G7","10","10","62860","60890"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Central Scotland","SEO","15","15","53630","57040"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","AO","25","25","26220","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","EO","15","15","31360","31740"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","HEO","15","15","35900","35730"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","West Wales and The Valleys","SEO","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","AO","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","EO","40","35","28100","27510"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","G6","40","40","72920","74320"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","G7","65","65","54400","53860"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","HEO","60","55","33750","33090"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","SCS level","10","10","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","SEO","80","75","42020","41040"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","AO","20","20","23810","23800"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","EO","120","115","27580","27400"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","G6","110","105","67470","66850"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","G7","150","145","54040","53630"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","HEO","120","115","33220","32960"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","SCS level","110","100","87660","84310"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","SEO","150","145","41380","40860"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Shropshire and Staffordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","SEO","10","10","38720","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","G7","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","HEO","20","15","32250","32730"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","SEO","15","15","39390","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","AA","40","40","17550","17900"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","AO","35","35","21270","21080"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","EO","190","185","25830","25380"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","G6","160","150","61260","60490"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","G7","410","385","48400","47960"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","HEO","375","360","33720","33050"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","SCS level","10","10","102690","93080"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Devon","SEO","550","510","40290","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","East Anglia","HEO","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","East Anglia","SEO","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Eastern Scotland","G7","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Eastern Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Eastern Scotland","SEO","10","10","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","10","10","33330","32770"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","HEO","15","15","33040","32730"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","SEO","15","15","39800","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Highlands and Islands","HEO","15","15","32460","32730"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lincolnshire","AO","5","5","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lincolnshire","HEO","15","15","32780","32730"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Lincolnshire","SEO","10","10","40550","39890"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
