"Status","Year","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Heterosexual / straight","545","525","32880","29010"
"In post","2022","Animal and Plant Health Agency","South East (England)","LGBO","45","45","28040","27030"
"In post","2022","Animal and Plant Health Agency","South East (England)","Undeclared","90","90","38190","33390"
"In post","2022","Animal and Plant Health Agency","South East (England)","Unknown","85","80","31330","26520"
"In post","2022","Animal and Plant Health Agency","South West (England)","Heterosexual / straight","320","305","29150","24920"
"In post","2022","Animal and Plant Health Agency","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Undeclared","50","50","29710","25320"
"In post","2022","Animal and Plant Health Agency","South West (England)","Unknown","45","40","29770","26520"
"In post","2022","Animal and Plant Health Agency","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Heterosexual / straight","240","225","28300","24920"
"In post","2022","Animal and Plant Health Agency","Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Undeclared","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Unknown","50","45","27790","25530"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Heterosexual / straight","200","185","29720","26520"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Undeclared","40","35","30250","29180"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Unknown","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Heterosexual / straight","155","145","28890","25310"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Undeclared","35","30","32560","30230"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Office","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Unknown","30","30","55230","51900"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Heterosexual / straight","45","40","48460","38420"
"In post","2022","Cabinet Office (excl. agencies)","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Unknown","40","40","60050","61710"
"In post","2022","Cabinet Office (excl. agencies)","London","Heterosexual / straight","3055","3000","52670","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","LGBO","360","360","48200","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Undeclared","395","385","51190","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Unknown","2615","2595","47240","34550"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Heterosexual / straight","340","315","29290","24100"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","LGBO","30","30","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Unknown","90","90","35410","29250"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Heterosexual / straight","215","210","43520","37300"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Unknown","280","280","50710","49700"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Heterosexual / straight","160","155","41430","33970"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Unknown","105","105","46450","32560"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Heterosexual / straight","95","90","37640","33300"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Unknown","125","125","51010","40590"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Heterosexual / straight","85","80","47150","40580"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Unknown","135","135","59530","53320"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","145","145","41900","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","300","295","34900","29250"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Wales","Unknown","45","45","39300","32000"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Heterosexual / straight","35","35","65130","49700"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","115","115","56390","53260"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","460","435","35980","33300"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","LGBO","45","40","32200","32000"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Undeclared","45","40","35160","33300"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","325","315","43360","33300"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Heterosexual / straight","175","165","34480","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Undeclared","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","265","250","34760","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Heterosexual / straight","65","65","34970","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Unknown","85","80","32380","29510"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Heterosexual / straight","45","45","43990","37910"
"In post","2022","Charity Commission","London","LGBO","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Unknown","30","30","43990","37910"
"In post","2022","Charity Commission","North West (England)","Heterosexual / straight","175","170","32790","29160"
"In post","2022","Charity Commission","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Charity Commission","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Charity Commission","North West (England)","Unknown","145","135","30870","29160"
"In post","2022","Charity Commission","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","Companies House","Scotland","Heterosexual / straight","35","35","26540","24500"
"In post","2022","Companies House","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Companies House","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Wales","Heterosexual / straight","745","695","32220","27460"
"In post","2022","Companies House","Wales","LGBO","35","35","29950","24500"
"In post","2022","Companies House","Wales","Undeclared","90","85","31600","25100"
"In post","2022","Companies House","Wales","Unknown","210","190","27510","22740"
"In post","2022","Companies House","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Heterosexual / straight","645","620","61100","56630"
"In post","2022","Competition and Markets Authority","London","LGBO","55","55","59330","56360"
"In post","2022","Competition and Markets Authority","London","Undeclared","60","60","63050","60600"
"In post","2022","Competition and Markets Authority","London","Unknown","30","30","70220","62980"
"In post","2022","Competition and Markets Authority","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Heterosexual / straight","50","45","58110","55860"
"In post","2022","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Heterosexual / straight","195","180","28350","25120"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","LGBO","15","15","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Undeclared","25","25","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Unknown","80","75","25900","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Heterosexual / straight","110","105","39450","38330"
"In post","2022","Crown Commercial Service","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Unknown","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Heterosexual / straight","50","50","54170","55220"
"In post","2022","Crown Commercial Service","London","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Heterosexual / straight","295","290","38560","38330"
"In post","2022","Crown Commercial Service","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Unknown","70","70","35630","31250"
"In post","2022","Crown Commercial Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","Heterosexual / straight","85","80","37060","32880"
"In post","2022","Crown Commercial Service","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Heterosexual / straight","2015","1895","36260","31230"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","LGBO","115","110","33170","27580"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Undeclared","115","105","40300","36130"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Unknown","105","100","45080","42570"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Heterosexual / straight","365","340","39130","38000"
"In post","2022","Crown Prosecution Service","East Midlands (England)","LGBO","20","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Unknown","90","80","41180","42210"
"In post","2022","Crown Prosecution Service","East of England","Heterosexual / straight","390","355","40760","35020"
"In post","2022","Crown Prosecution Service","East of England","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","Undeclared","15","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","East of England","Unknown","100","85","45710","51470"
"In post","2022","Crown Prosecution Service","London","Heterosexual / straight","1310","1250","44320","39750"
"In post","2022","Crown Prosecution Service","London","LGBO","90","85","44000","33550"
"In post","2022","Crown Prosecution Service","London","Undeclared","70","70","44980","53050"
"In post","2022","Crown Prosecution Service","London","Unknown","310","285","44100","36240"
"In post","2022","Crown Prosecution Service","North East (England)","Heterosexual / straight","250","230","39620","36130"
"In post","2022","Crown Prosecution Service","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Unknown","80","70","39300","32370"
"In post","2022","Crown Prosecution Service","North West (England)","Heterosexual / straight","755","710","38770","32370"
"In post","2022","Crown Prosecution Service","North West (England)","LGBO","40","40","38660","35660"
"In post","2022","Crown Prosecution Service","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Unknown","185","170","41550","34480"
"In post","2022","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Heterosexual / straight","535","500","41610","36240"
"In post","2022","Crown Prosecution Service","South East (England)","LGBO","30","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Unknown","150","135","46850","53050"
"In post","2022","Crown Prosecution Service","South West (England)","Heterosexual / straight","235","225","39740","38000"
"In post","2022","Crown Prosecution Service","South West (England)","LGBO","20","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Unknown","55","50","48950","54910"
"In post","2022","Crown Prosecution Service","Wales","Heterosexual / straight","285","265","40180","38180"
"In post","2022","Crown Prosecution Service","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Unknown","85","75","43930","52410"
