"Status","Year","Age","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","20","20","22320","21250"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Peterborough","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","15","15","21800","21250"
"In post","2022","16-19","Operational Delivery","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Essex","Heart of Essex","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","21000","21110"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Greater Manchester South West","15","15","21690","21250"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Manchester","15","15","21280","21130"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","10","10","20250","19860"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - West","Westminster","10","10","23330","20370"
"In post","2022","16-19","Operational Delivery","Kent","East Kent","20","20","22550","21680"
"In post","2022","16-19","Operational Delivery","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Kent","Medway","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lancashire","Blackpool","10","10","23550","21260"
"In post","2022","16-19","Operational Delivery","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lancashire","Mid Lancashire","10","10","20560","21260"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","10","20930","20930"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","Liverpool","30","30","21650","21250"
"In post","2022","16-19","Operational Delivery","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","25","25","21450","21260"
"In post","2022","16-19","Operational Delivery","Outer London - East and North East","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - West and North West","Barnet","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South Yorkshire","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Southern Scotland","South Lanarkshire","10","10","21310","21250"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","Durham","10","10","22510","23140"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Central Scotland","Glasgow City","10","10","21310","21150"
"In post","2022","16-19","Operational Delivery","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Central Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands","Birmingham","20","20","21900","21250"
"In post","2022","16-19","Operational Delivery","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","Swansea","75","65","19280","18310"
"In post","2022","16-19","Operational Delivery","West Yorkshire","Bradford","15","15","21640","21250"
"In post","2022","16-19","Operational Delivery","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Yorkshire","Leeds","25","25","22030","21260"
"In post","2022","16-19","Operational Delivery","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","Other","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2022","16-19","Other","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2022","16-19","Other","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - West","Westminster","20","20","25820","25170"
"In post","2022","16-19","Policy","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Devon","Plymouth","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East Wales","Flintshire and Wrexham","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","70","70","18120","17140"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","19290","22230"
"In post","2022","16-19","Science and Engineering","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
