"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Economics","Greater Manchester","Manchester","45","45","40410","34180"
"In post","2022","Analysis","Economics","Hampshire and Isle of Wight","South Hampshire","15","15","38740","30760"
"In post","2022","Analysis","Economics","Inner London - East","Hackney and Newham","20","20","48860","37930"
"In post","2022","Analysis","Economics","Inner London - East","Tower Hamlets","190","180","57190","55860"
"In post","2022","Analysis","Economics","Inner London - West","Camden and City of London","30","30","63720","60150"
"In post","2022","Analysis","Economics","Inner London - West","Westminster","830","815","46770","40840"
"In post","2022","Analysis","Economics","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Central Scotland","Glasgow City","10","10","48610","47000"
"In post","2022","Analysis","Economics","West Midlands","Birmingham","15","15","50150","46390"
"In post","2022","Analysis","Economics","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Yorkshire","Leeds","25","25","40510","36430"
"In post","2022","Analysis","Economics","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Inner London - East","Tower Hamlets","25","25","48180","45670"
"In post","2022","Analysis","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outer London - South","Croydon","15","15","50690","50590"
"In post","2022","Analysis","Finance","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Shropshire and Staffordshire","Staffordshire CC","10","10","35850","33300"
"In post","2022","Analysis","Geography","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Inner London - West","Westminster","25","25","47350","46050"
"In post","2022","Analysis","Human Resources","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Wales","Monmouthshire and Newport","25","20","29520","30350"
"In post","2022","Analysis","Intelligence Analysis","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","Central Hampshire","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Inner London - East","Tower Hamlets","30","30","55030","54320"
"In post","2022","Analysis","Intelligence Analysis","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Inner London - West","Westminster","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Inner London - West","Westminster","10","10","53280","53360"
"In post","2022","Analysis","Medicine","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cumbria","East Cumbria","10","10","32600","33700"
"In post","2022","Analysis","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","38070","31680"
"In post","2022","Analysis","Operational Delivery","Devon","Devon CC","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Wales","Monmouthshire and Newport","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","40410","38070"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Greater Manchester","Manchester","15","15","41760","40520"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","130","125","31470","30210"
"In post","2022","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Inner London - East","Tower Hamlets","55","55","45090","43370"
"In post","2022","Analysis","Operational Delivery","Inner London - West","Camden and City of London","10","10","60090","52090"
"In post","2022","Analysis","Operational Delivery","Inner London - West","Westminster","95","90","40360","36650"
"In post","2022","Analysis","Operational Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Merseyside","Liverpool","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North Yorkshire","York","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Central Scotland","Glasgow City","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Yorkshire","Leeds","30","30","42800","41100"
"In post","2022","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Wales","Monmouthshire and Newport","20","20","35670","31480"
"In post","2022","Analysis","Operational Research","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","33080","31380"
"In post","2022","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","43590","47010"
"In post","2022","Analysis","Operational Research","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Greater Manchester","Manchester","40","35","42850","40350"
"In post","2022","Analysis","Operational Research","Hampshire and Isle of Wight","Central Hampshire","260","245","43170","47010"
"In post","2022","Analysis","Operational Research","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Inner London - East","Hackney and Newham","15","15","46000","37930"
"In post","2022","Analysis","Operational Research","Inner London - East","Tower Hamlets","95","95","50000","47100"
"In post","2022","Analysis","Operational Research","Inner London - West","Westminster","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Merseyside","Liverpool","20","20","44120","40520"
"In post","2022","Analysis","Operational Research","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Northumberland, and Tyne and Wear","Tyneside","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Yorkshire","Leeds","25","25","33150","32680"
"In post","2022","Analysis","Other","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Eastern Scotland","City of Edinburgh","10","10","73790","69690"
"In post","2022","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Inner London - East","Tower Hamlets","90","90","44220","37070"
"In post","2022","Analysis","Other","Inner London - West","Camden and City of London","175","160","69360","65470"
"In post","2022","Analysis","Other","Inner London - West","Westminster","65","65","48980","49060"
"In post","2022","Analysis","Other","West Central Scotland","Glasgow City","30","30","37340","35000"
"In post","2022","Analysis","Other","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Derbyshire and Nottinghamshire","Nottingham","10","10","38430","39240"
"In post","2022","Analysis","Policy","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Greater Manchester","Manchester","30","30","37550","32930"
"In post","2022","Analysis","Policy","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Inner London - East","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Inner London - West","Camden and City of London","10","10","79980","65000"
"In post","2022","Analysis","Policy","Inner London - West","Westminster","330","315","51420","53360"
"In post","2022","Analysis","Policy","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Northumberland, and Tyne and Wear","Tyneside","20","15","39900","35970"
"In post","2022","Analysis","Policy","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South Yorkshire","Sheffield","90","85","48850","50400"
"In post","2022","Analysis","Policy","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Yorkshire","Leeds","55","50","43350","41540"
"In post","2022","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
