"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Counter Fraud","SEO/HEO","10","[c]","38430","37910"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","EO","15","[c]","27950","27570"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","G6/G7","70","[c]","58470","57600"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","SEO/HEO","120","[c]","38620","38870"
"Leaver Dept.","2022","40-49","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Economics","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Economics","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","25","[c]","25650","26240"
"Leaver Dept.","2022","40-49","Finance","G6/G7","50","[c]","58320","56400"
"Leaver Dept.","2022","40-49","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","95","[c]","37850","37690"
"Leaver Dept.","2022","40-49","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","AA/AO","10","[c]","22040","21830"
"Leaver Dept.","2022","40-49","Human Resources","EO","25","[c]","27380","26880"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","50","[c]","55990","54060"
"Leaver Dept.","2022","40-49","Human Resources","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","50","[c]","37600","36840"
"Leaver Dept.","2022","40-49","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","EO","10","[c]","27280","27370"
"Leaver Dept.","2022","40-49","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","SEO/HEO","10","[c]","34690","32200"
"Leaver Dept.","2022","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","G6/G7","50","[c]","55240","54230"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","SEO/HEO","35","[c]","37930","38070"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","G6/G7","30","[c]","60900","60260"
"Leaver Dept.","2022","40-49","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Medicine","G6/G7","40","[c]","69230","68840"
"Leaver Dept.","2022","40-49","Medicine","SCS level","70","[c]","101760","99560"
"Leaver Dept.","2022","40-49","Medicine","SEO/HEO","20","[c]","37720","39760"
"Leaver Dept.","2022","40-49","Operational Delivery","AA/AO","345","[c]","21470","21260"
"Leaver Dept.","2022","40-49","Operational Delivery","EO","595","[c]","27200","27570"
"Leaver Dept.","2022","40-49","Operational Delivery","G6/G7","365","[c]","57650","54850"
"Leaver Dept.","2022","40-49","Operational Delivery","SCS level","45","[c]","87780","79890"
"Leaver Dept.","2022","40-49","Operational Delivery","SEO/HEO","515","[c]","35860","35900"
"Leaver Dept.","2022","40-49","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","AA/AO","30","[c]","21350","21260"
"Leaver Dept.","2022","40-49","Other","EO","55","[c]","27120","27570"
"Leaver Dept.","2022","40-49","Other","G6/G7","25","[c]","60010","57680"
"Leaver Dept.","2022","40-49","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","SEO/HEO","45","[c]","35480","35310"
"Leaver Dept.","2022","40-49","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Policy","EO","20","[c]","27650","27680"
"Leaver Dept.","2022","40-49","Policy","G6/G7","180","[c]","58930","57460"
"Leaver Dept.","2022","40-49","Policy","SCS level","55","[c]","86280","78960"
"Leaver Dept.","2022","40-49","Policy","SEO/HEO","140","[c]","36860","37030"
"Leaver Dept.","2022","40-49","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","55","[c]","59690","59520"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","75","[c]","37370","37910"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","15","[c]","37830","38200"
"Leaver Dept.","2022","40-49","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Science and Engineering","AA/AO","20","[c]","21760","21640"
"Leaver Dept.","2022","40-49","Science and Engineering","EO","45","[c]","26410","27140"
"Leaver Dept.","2022","40-49","Science and Engineering","G6/G7","215","[c]","57050","53120"
"Leaver Dept.","2022","40-49","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Science and Engineering","SEO/HEO","300","[c]","37350","38150"
"Leaver Dept.","2022","40-49","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","130","[c]","21620","21260"
"Leaver Dept.","2022","40-49","Unknown","EO","90","[c]","27710","27570"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","230","[c]","58960","57450"
"Leaver Dept.","2022","40-49","Unknown","SCS level","75","[c]","88100","82210"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","210","[c]","37290","35780"
"Leaver Dept.","2022","40-49","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","G6/G7","30","[c]","61370","61540"
"Leaver Dept.","2022","50-59","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","SEO/HEO","50","[c]","38130","39040"
"Leaver Dept.","2022","50-59","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","G6/G7","30","[c]","61670","60050"
"Leaver Dept.","2022","50-59","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","SEO/HEO","15","[c]","35350","33680"
"Leaver Dept.","2022","50-59","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","EO","10","[c]","28560","27570"
"Leaver Dept.","2022","50-59","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","EO","10","[c]","27100","27540"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","G6/G7","40","[c]","58320","55740"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","SEO/HEO","65","[c]","36920","36500"
"Leaver Dept.","2022","50-59","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","EO","20","[c]","26340","26350"
"Leaver Dept.","2022","50-59","Finance","G6/G7","35","[c]","58320","58770"
"Leaver Dept.","2022","50-59","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","SEO/HEO","55","[c]","37900","37750"
"Leaver Dept.","2022","50-59","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","EO","15","[c]","27660","27570"
"Leaver Dept.","2022","50-59","Human Resources","G6/G7","35","[c]","59760","61570"
"Leaver Dept.","2022","50-59","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","SEO/HEO","45","[c]","37080","36330"
"Leaver Dept.","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","G6/G7","35","[c]","59350","58770"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","SEO/HEO","25","[c]","37960","38090"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","G6/G7","15","[c]","69360","70590"
"Leaver Dept.","2022","50-59","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Medicine","G6/G7","20","[c]","67280","54820"
"Leaver Dept.","2022","50-59","Medicine","SCS level","90","[c]","119670","115410"
"Leaver Dept.","2022","50-59","Medicine","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Operational Delivery","AA/AO","270","[c]","21330","21260"
"Leaver Dept.","2022","50-59","Operational Delivery","EO","425","[c]","27230","27570"
"Leaver Dept.","2022","50-59","Operational Delivery","G6/G7","275","[c]","58750","55690"
"Leaver Dept.","2022","50-59","Operational Delivery","SCS level","55","[c]","99500","95140"
"Leaver Dept.","2022","50-59","Operational Delivery","SEO/HEO","375","[c]","35620","34550"
"Leaver Dept.","2022","50-59","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","AA/AO","25","[c]","21430","21170"
"Leaver Dept.","2022","50-59","Other","EO","35","[c]","26630","27570"
"Leaver Dept.","2022","50-59","Other","G6/G7","15","[c]","57620","53400"
"Leaver Dept.","2022","50-59","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","SEO/HEO","30","[c]","34360","33810"
"Leaver Dept.","2022","50-59","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","EO","20","[c]","27350","27080"
"Leaver Dept.","2022","50-59","Policy","G6/G7","100","[c]","58310","53950"
"Leaver Dept.","2022","50-59","Policy","SCS level","40","[c]","91670","83560"
"Leaver Dept.","2022","50-59","Policy","SEO/HEO","80","[c]","37770","37910"
"Leaver Dept.","2022","50-59","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","25","[c]","59900","57480"
"Leaver Dept.","2022","50-59","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","45","[c]","38460","37450"
"Leaver Dept.","2022","50-59","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","G6/G7","15","[c]","60510","61610"
"Leaver Dept.","2022","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","20","[c]","37340","36820"
"Leaver Dept.","2022","50-59","Science and Engineering","AA/AO","20","[c]","22580","22270"
"Leaver Dept.","2022","50-59","Science and Engineering","EO","15","[c]","27080","27900"
"Leaver Dept.","2022","50-59","Science and Engineering","G6/G7","200","[c]","58160","55130"
"Leaver Dept.","2022","50-59","Science and Engineering","SCS level","15","[c]","115390","108080"
"Leaver Dept.","2022","50-59","Science and Engineering","SEO/HEO","210","[c]","38040","40060"
"Leaver Dept.","2022","50-59","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","15","[c]","35290","35310"
"Leaver Dept.","2022","50-59","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","80","[c]","21740","21150"
"Leaver Dept.","2022","50-59","Unknown","EO","70","[c]","28380","27570"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","130","[c]","60890","59560"
"Leaver Dept.","2022","50-59","Unknown","SCS level","35","[c]","98060","96170"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","125","[c]","36610","35850"
"Leaver Dept.","2022","50-59","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SEO/HEO","15","[c]","37790","36730"
"Leaver Dept.","2022","60-64","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","SCS level","40","[c]","127030","118400"
